time,node,r,z,temperature,ur,uz,rf_r,rf_z,reaction_heat
1.0,1,0.004,0.0,700.0,2.0000000000000002e-05,-8.0182941302765869e-51,-12.331631060594432,-7.1536908715454919,52.18083342455534
1.0,2,0.005,0.0,663.0896107814543,2.0000000000000002e-05,-8.0182941302765869e-51,1707.0413522972335,-7.7039747847412965,0.0
1.0,3,0.005,0.01,663.0896107814542,2.0000000000000002e-05,7.7039747847413228e-36,5121.1240568916301,-7.1054273575299208e-15,0.0
1.0,4,0.004,0.01,700.0,2.0000000000000002e-05,7.1536908715454964e-36,-36.994893181783382,-1.7763568394002505e-15,156.5425002736663
1.0,5,0.00501,0.0,629.8702604847631,1.570796326793389e-33,6.6819117752304891e-52,-1512.0289072439946,6.2011944151324201,0.0
1.0,6,0.006,0.0,600.0,-1.0691058840368783e-50,0.0,-70.380143174808978,6.5844142947192559,-52.180833424555274
1.0,7,0.006,0.01,600.0,1.4076028634961816e-34,-6.5844142947192669e-36,-211.14042952442719,1.3322676295501878e-14,-156.54250027366623
1.0,8,0.00501,0.01,629.8702604847632,4.5948541412781663e-33,-6.201194415132431e-36,-4536.0867217319128,1.2434497875730671e-14,0.0
1.0,11,0.005,0.03,663.0896107814543,2.0000000000000002e-05,5.3455294201843913e-51,3414.082704594261,7.7039747847413009,0.0
1.0,12,0.004,0.03,700.0,2.0000000000000002e-05,5.3455294201843913e-51,-24.663262121188929,7.1536908715454937,104.36166684911078
1.0,15,0.006,0.03,600.0,2.7796752984958835e-49,1.3363823550460978e-50,-140.76028634961824,-6.5844142947192683,-104.36166684911089
1.0,16,0.00501,0.03,629.8702604847632,3.1415926535865726e-33,1.3363823550460978e-50,-3024.0578144877832,-6.2011944151324325,0.0
2.0,1,0.004,0.0,700.0,2.0000000000000002e-05,9.9999999999999986e-09,-12.331631060594283,-7.1536908715454768,52.18083342455526
2.0,2,0.005,0.0,663.0896107814543,2.0000000000000002e-05,9.9999999999999986e-09,1707.0413522972337,39.41991501910752,0.0
2.0,3,0.005,0.01,663.0896107814543,2.0000000000000002e-05,9.9999999999999986e-09,5121.124056891631,94.247779607696543,0.0
2.0,4,0.004,0.01,700.0,2.0000000000000002e-05,9.9999999999999986e-09,-36.994893181782864,1.7763568394002505e-15,156.54250027366584
