time,element,point,r,z,volume,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,heat_flux_r,heat_flux_z
0.10000000149011612,1,1,0.0042411361176484322,0.002127336978412196,6.584626429922092e-08,-15594808.729095235,2444607.3951362125,1595105.8047984429,4.0928517338717431e-10,-0.016806722689075633,0.0066445182724252511,0.0055401662049861505,5.3207072540332667e-19,255462.18487395006,-9.7063518382758662e-11
0.10000000149011612,1,2,0.0048088638823515686,0.002127336978412196,7.487343737023713e-08,-15594808.729095235,2444607.3951362125,1595105.8047984429,4.9114220806461225e-12,-0.016806722689075633,0.0066445182724252511,0.0055401662049861505,6.3848487048399601e-21,215126.05042016847,5.5833047902594479e-11
0.10000000149011612,1,3,0.0042411361176484322,0.007939329688254471,6.58462642992209e-08,-15594808.729095235,2444607.3951362162,1595105.8047984429,4.0928517338717446e-10,-0.016806722689075636,0.0066445182724252545,0.0055401662049861505,5.3207072540332687e-19,255462.18487395006,-2.5541865585004186e-11
0.10000000149011612,1,4,0.0048088638823515686,0.007939329688254471,7.48734373702371e-08,-15594808.729095235,2444607.3951362162,1595105.8047984429,4.9114220806461508e-12,-0.016806722689075636,0.0066445182724252545,0.0055401662049861505,6.3848487048399962e-21,215126.05042016847,3.208513068963467e-11
0.20000000298023224,1,1,0.0042709473698916787,0.0021414253027725416,6.551889685287618e-08,-31619272.92914623,4646817.9335649861,2958071.5795900151,2.5240730900746843e-10,-0.033900739783092729,0.013245178338431852,0.011049808078264388,3.2812950170970902e-19,629059.82905982947,-4.3049236025289904e-11
0.20000000298023224,1,2,0.0048290526301083209,0.0021414253027725416,7.450118958591995e-08,-31619272.92914623,4646817.9335649861,2958071.5795900151,-2.7780731912162978e-10,-0.033900739783092729,0.013245178338431852,0.011049808078264388,-3.6114951485811874e-19,464957.26495726529,2.7172337061648566e-12
0.20000000298023224,1,3,0.0042709473698916787,0.0079919080305607924,6.551889685287615e-08,-31619272.929146223,4646817.9335649898,2958071.5795900151,2.5240730900746869e-10,-0.033900739783092729,0.013245178338431855,0.011049808078264388,3.2812950170970931e-19,629059.829059829,-4.3049236025289904e-11
0.20000000298023224,1,4,0.0048290526301083218,0.0079919080305607924,7.450118958591992e-08,-31619272.929146223,4646817.9335649898,2958071.5795900151,-2.7780731912162968e-10,-0.033900739783092729,0.013245178338431855,0.011049808078264388,-3.611495148581186e-19,464957.26495726494,1.0555309573527395e-11
0.30000001192092896,1,1,0.0043007586221349261,0.0021555136271328872,6.516898895120117e-08,-48086319.683541983,6601833.7922510691,4083914.3656716384,-4.6376934690984239e-11,-0.051292044130918792,0.019802555387612171,0.016529260133058912,-6.0290015098279505e-20,1126956.5217391294,1.9593114899389094e-11
0.30000001192092896,1,2,0.0048492413778650741,0.0021555136271328872,7.41033111695779e-08,-48086319.683541983,6601833.7922510691,4083914.3656716384,-1.9552493950936068e-10,-0.051292044130918792,0.019802555387612171,0.016529260133058912,-2.5418242136216891e-19,751304.34782608668,-9.9199425219554209e-11
0.30000001192092896,1,3,0.0043007586221349261,0.0080444863728671139,6.516898895120114e-08,-48086319.683541968,6601833.7922510728,4083914.3656716384,-4.637693469098398e-11,-0.051292044130918785,0.019802555387612171,0.016529260133058912,-6.0290015098279168e-20,1126956.521739128,-6.8400497497141688e-11
0.30000001192092896,1,4,0.0048492413778650741,0.0080444863728671139,7.410331116957788e-08,-48086319.683541968,6601833.7922510728,4083914.3656716384,-1.9552493950936061e-10,-0.051292044130918785,0.019802555387612171,0.016529260133058912,-2.5418242136216882e-19,751304.34782608575,-1.0602063548285117e-10
0.4000000059604645,1,1,0.0043279915320718525,0.0021343811405923688,6.854503464927341e-08,20493729.958525628,28155523.410611175,40190219.280699313,-1.0177940038906778e-09,-9.9928488675252169e-06,0.0099503386388436962,0.025595443269958273,-1.3231322050578814e-18,1148717.9487179494,-1.2690763387126107e-10
0.4000000059604645,1,2,0.0049053418012614822,0.0021343811405923688,7.794219479986248e-08,20493729.958525628,28155523.410611175,40190219.280699313,-9.0185248248595392e-11,-9.9928488675252169e-06,0.0099503386388436962,0.025595443269958273,-1.1724082272317403e-19,779487.1794871802,1.6373001932178284e-11
0.4000000059604645,1,3,0.0043279915320718525,0.0079656188594076308,6.854503464927339e-08,20493729.958525628,28155523.410611179,40190219.280699313,-1.0177940038906776e-09,-9.9928488675182781e-06,0.0099503386388436962,0.025595443269958273,-1.323132205057881e-18,1148717.948717949,5.206071244427851e-11
0.4000000059604645,1,4,0.0049053418012614822,0.0079656188594076308,7.794219479986245e-08,20493729.958525628,28155523.410611179,40190219.280699313,-9.018524824859534e-11,-9.9928488675182781e-06,0.0099503386388436962,0.025595443269958273,-1.1724082272317395e-19,779487.17948717985,-2.970806295765011e-11
0.5,1,1,0.0043552244420087772,0.0021132486540518503,7.190282747862714e-08,85602738.855268642,48087042.644971922,74687103.685888484,-1.0177940038906778e-09,0.048770494956010518,8.9882624787485099e-08,0.034580169235816319,-1.3231322050578814e-18,1131707.3170731715,-1.8134059991053367e-12
0.5,1,2,0.0049614422246578894,0.0021132486540518503,8.176032319008341e-08,85602738.855268642,48087042.644971922,74687103.685888484,5.2307183529605853e-10,0.048770494956010518,8.9882624787485099e-08,0.034580169235816319,6.7999338588487611e-19,780487.80487804918,5.6576962282249416e-11
0.5,1,3,0.0043552244420087781,0.0078867513459481495,7.190282747862711e-08,85602738.855268642,48087042.644971922,74687103.685888484,-1.0177940038906776e-09,0.048770494956010525,8.9882624787485099e-08,0.034580169235816319,-1.323132205057881e-18,1131707.3170731717,-1.8134059991053367e-12
0.5,1,4,0.0049614422246578886,0.0078867513459481495,8.176032319008338e-08,85602738.855268642,48087042.644971922,74687103.685888484,5.2307183529605853e-10,0.048770494956010525,8.9882624787485099e-08,0.034580169235816319,6.7999338588487611e-19,780487.8048780493,7.5272131152026282e-11
0.6000000238418579,1,1,0.0043824573519457045,0.0020921161675113318,7.524052990214311e-08,147553661.9483456,66528827.920157999,107709635.69770309,-1.7594811108760101e-09,0.095282122862987262,-0.010050161373656608,0.043484888737152026,-2.2873254441388134e-18,1116279.0697674411,-1.0800249583553523e-10
0.6000000238418579,1,2,0.0050175426480542976,0.0020921161675113318,8.555560688654315e-08,147553661.9483456,66528827.920157999,107709635.69770309,-2.0484308800797889e-12,0.095282122862987262,-0.010050161373656608,0.043484888737152026,-2.6629601441037783e-21,781395.34883720893,-1.4205170373315923e-10
