time,element,point,r,z,volume,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,heat_flux_r,heat_flux_z
0.10000000149011612,1,1,0.0042113248654051857,0.0021132486540518503,6.615133629518472e-08,1.0913936421275139e-11,99999.999999999956,-1.8917489796876907e-10,0.0,-2.9999999999999919e-05,0.00010000000000000002,-3.000000000000018e-05,0.0,2.2566837287740782e-10,6.6222582972841337e-11
0.10000000149011612,1,2,0.0047886751345948145,0.0021132486540518503,7.522033311635584e-08,1.0913936421275139e-11,99999.999999999956,-1.8917489796876907e-10,0.0,-2.9999999999999923e-05,0.00010000000000000002,-3.000000000000018e-05,0.0,2.2566837287740782e-10,-3.645084234449314e-11
0.10000000149011612,1,3,0.0042113248654051857,0.0078867513459481495,6.615133629518469e-08,3.2741809263825417e-11,99999.999999999956,-1.7462298274040222e-10,0.0,-2.9999999999999906e-05,0.00010000000000000002,-3.000000000000018e-05,0.0,1.8417267710901797e-10,3.979039320256561e-11
0.10000000149011612,1,4,0.0047886751345948154,0.0078867513459481495,7.522033311635582e-08,3.2741809263825417e-11,99999.999999999956,-1.7462298274040222e-10,0.0,-2.9999999999999906e-05,0.00010000000000000002,-3.000000000000018e-05,0.0,1.8417267710901797e-10,-1.7053025658242404e-12
0.20000000298023224,1,1,0.0042113248654051857,0.0021132486540518503,6.615133629518472e-08,-7.2759576141834259e-12,200000.00000000017,0.0,0.0,-6.0000000000000069e-05,0.0002000000000000002,-6.0000000000000063e-05,0.0,-1.0800249583553523e-10,6.1959326558280736e-11
0.20000000298023224,1,2,0.0047886751345948145,0.0021132486540518503,7.522033311635584e-08,-7.2759576141834259e-12,200000.00000000017,1.4551915228366852e-11,0.0,-6.0000000000000076e-05,0.00020000000000000023,-6.0000000000000063e-05,0.0,-1.0800249583553523e-10,-3.2542857297812589e-11
0.20000000298023224,1,3,0.0042113248654051857,0.0078867513459481495,6.615133629518469e-08,2.1827872842550278e-11,200000.00000000017,2.9103830456733704e-11,0.0,-6.0000000000000063e-05,0.00020000000000000023,-6.0000000000000063e-05,0.0,-5.0022208597511053e-11,3.4106051316484809e-11
0.20000000298023224,1,4,0.0047886751345948154,0.0078867513459481495,7.522033311635582e-08,2.1827872842550278e-11,200000.00000000017,2.9103830456733704e-11,0.0,-6.0000000000000063e-05,0.00020000000000000023,-6.0000000000000063e-05,0.0,-5.0022208597511053e-11,1.1368683772161603e-12
0.30000001192092896,1,1,0.0042113248654051857,0.0021132486540518503,6.615133629518472e-08,2.1827872842550278e-11,300000.00000000029,2.9103830456733704e-11,0.0,-9.0000000000000101e-05,0.00030000000000000035,-9.0000000000000101e-05,0.0,1.404032445861958e-10,5.7696070143720135e-11
0.30000001192092896,1,2,0.0047886751345948145,0.0021132486540518503,7.522033311635584e-08,2.1827872842550278e-11,300000.00000000029,2.9103830456733704e-11,0.0,-9.0000000000000101e-05,0.00030000000000000035,-9.0000000000000101e-05,0.0,1.404032445861958e-10,-2.8634872251132037e-11
0.30000001192092896,1,3,0.0042113248654051857,0.0078867513459481495,6.615133629518469e-08,5.0931703299283981e-11,300000.00000000035,2.9103830456733704e-11,0.0,-9.0000000000000073e-05,0.00030000000000000035,-9.0000000000000101e-05,0.0,2.97859514830634e-10,2.8421709430404007e-11
