time,element,point,r,z,volume,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,heat_flux_r,heat_flux_z
0.10000000149011612,1,1,0.0042113248654051857,0.0021132486540518503,6.615133629518472e-08,961538.46153846185,910256.41025640932,961538.46153846127,0.0,0.00040000000000000067,0.0003333333333333324,0.00040000000000000002,0.0,-2.2737367544323206e-11,7.0485839387401938e-11
0.10000000149011612,1,2,0.0047886751345948145,0.0021132486540518503,7.522033311635584e-08,961538.46153846185,910256.41025640932,961538.46153846127,0.0,0.00040000000000000067,0.0003333333333333324,0.00040000000000000002,0.0,-2.2737367544323206e-11,-2.2168933355715126e-11
0.10000000149011612,1,3,0.0042113248654051857,0.0078867513459481495,6.615133629518469e-08,961538.46153846197,910256.41025640932,961538.46153846127,0.0,0.00040000000000000072,0.00033333333333333235,0.00040000000000000002,0.0,-1.6370904631912708e-10,4.5474735088646412e-11
0.10000000149011612,1,4,0.0047886751345948154,0.0078867513459481495,7.522033311635582e-08,961538.4615384615,910256.41025640909,961538.46153846115,0.0,0.00040000000000000051,0.00033333333333333235,0.00040000000000000002,0.0,-1.6370904631912708e-10,-4.5474735088646412e-12
0.10000000149011612,2,1,0.0052192116167511324,0.0021132486540518503,8.116335251994344e-08,-6.6972826387172464e-49,-6.697282638716995e-49,-6.6972826387172464e-49,-1.7323511118402019e-76,-2.6789130554869748e-58,-2.6789130554866465e-58,-2.6789130554869748e-58,-2.2520564453922627e-85,-3.0240698833949864e-10,1.0231815394945443e-11
0.10000000149011612,2,2,0.0057907883832488674,0.0021132486540518503,9.00518763043733e-08,-6.6972826387172464e-49,-6.697282638716995e-49,-6.6972826387172464e-49,2.3819827787802776e-76,-2.6789130554869748e-58,-2.6789130554866465e-58,-2.6789130554869748e-58,3.0965776124143611e-85,-3.0240698833949864e-10,-4.3485215428518131e-11
0.10000000149011612,2,3,0.0052192116167511333,0.0078867513459481495,8.11633525199435e-08,-6.6972826387172464e-49,-6.697282638716995e-49,-6.6972826387172464e-49,-1.7323511118402019e-76,-2.6789130554869748e-58,-2.6789130554866465e-58,-2.6789130554869748e-58,-2.2520564453922627e-85,-3.637978807091713e-11,-2.2737367544323206e-12
0.10000000149011612,2,4,0.0057907883832488665,0.0078867513459481495,9.005187630437335e-08,-6.6972826387172464e-49,-6.697282638716995e-49,-6.6972826387172464e-49,2.4747873026288598e-76,-2.6789130554869748e-58,-2.6789130554866465e-58,-2.6789130554869748e-58,3.2172234934175181e-85,-3.637978807091713e-11,4.2632564145606011e-12
0.10000000149011612,3,1,0.0042113248654051857,0.0142264973081037,1.323026725903694e-07,961538.46153846255,910256.41025641118,961538.46153846208,0.0,0.00040000000000000062,0.00033333333333333386,0.00040000000000000002,0.0,-1.432454155292362e-10,-1.3642420526593924e-11
0.10000000149011612,3,2,0.0047886751345948145,0.0142264973081037,1.5044066623271166e-07,961538.46153846278,910256.41025641141,961538.4615384622,0.0,0.00040000000000000072,0.00033333333333333392,0.00040000000000000002,0.0,-1.432454155292362e-10,-1.4210854715202004e-11
0.10000000149011612,3,3,0.0042113248654051857,0.025773502691896301,1.3230267259036936e-07,961538.46153846267,910256.4102564113,961538.46153846208,0.0,0.00040000000000000067,0.00033333333333333386,0.00040000000000000002,0.0,-1.6370904631912708e-10,-1.9895196601282805e-11
0.10000000149011612,3,4,0.0047886751345948154,0.025773502691896297,1.5044066623271163e-07,961538.46153846255,910256.41025641118,961538.46153846197,0.0,0.00040000000000000056,0.00033333333333333381,0.00040000000000000002,0.0,-1.6370904631912708e-10,-1.2931877790833823e-11
0.10000000149011612,4,1,0.0052192116167511324,0.0142264973081037,1.6232670503988684e-07,-6.6972826387175305e-49,-6.6972826387176574e-49,-6.6972826387175305e-49,4.8265268443313628e-77,-2.6789130554869748e-58,-2.6789130554871389e-58,-2.6789130554869748e-58,6.2744848976307721e-86,1.5916157281026244e-10,-7.3896444519050419e-12
0.10000000149011612,4,2,0.0057907883832488674,0.0142264973081037,1.8010375260874657e-07,-6.6972826387175305e-49,-6.6972826387176574e-49,-6.6972826387175305e-49,-6.5349758204339933e-77,-2.6789130554869748e-58,-2.6789130554871389e-58,-2.6789130554869748e-58,-8.4954685665641923e-86,1.5916157281026244e-10,9.9475983006414026e-12
0.10000000149011612,4,3,0.0052192116167511333,0.025773502691896301,1.6232670503988698e-07,-6.6972826387175305e-49,-6.6972826387176574e-49,-6.6972826387175305e-49,4.5171784315027488e-77,-2.6789130554869748e-58,-2.6789130554871389e-58,-2.6789130554869748e-58,5.8723319609535738e-86,-3.637978807091713e-11,-7.3896444519050419e-12
0.10000000149011612,4,4,0.0057907883832488665,0.025773502691896297,1.8010375260874665e-07,-6.6972826387175305e-49,-6.6972826387176574e-49,-6.6972826387175305e-49,-5.9162789947767829e-77,-2.6789130554869748e-58,-2.6789130554871389e-58,-2.6789130554869748e-58,-7.6911626932098185e-86,-3.637978807091713e-11,-8.5265128291212022e-12
