rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9793487498363892,9.294556460829861e-07,4.628060024406377e-10,1.0739546345512818e-12,1.1993932454837949e-13,-1.1125855915154678e-11,4.747727199809912e-09,-4.036993272038226e-09
