rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9797294684147452,9.196974570263185e-07,4.62834528921163e-10,1.1277489973956971e-12,1.1999950460997387e-13,-1.1282394755575057e-11,4.748032189024266e-09,4.246593778728746e-12
