rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9458820685663103,3.165635659573153e-07,5.570807301548758e-12,6.370237651450289e-14,6.805038060124843e-15,-6.373942379332876e-13,6.253461628281637e-11,2.360302996372432e-13
