case,modes,modal_dofs,local_dofs,section_basis_size,solid_displacement_dofs,displacement_L2,axial_stress_L2,stress_tensor_L2,bending_moment_L2,bending_moment_absolute,axial_force_absolute,energy_relative,modal_energy,solid_energy,modal_root_displacement,solid_root_displacement
axial_hybrid,12,1188,79680,12,510315,9.47780005444983e-07,0.00037171731044221597,0.001024004223838043,,4.252970588550231e-13,0.0027288738587643024,1.2122564563288307e-06,9.070176129551975e-05,9.070187124944876e-05,5.0720138461470385e-06,5.072037252437811e-06
