rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.7978491245666737,4.2613318464164723e-07,7.138038797512189e-12,-1.1734384251253547e-10,-5.6014372094764755e-12,1.1734384228215886e-09,7.138045964224984e-11,1.5345324237839084e-17
