time,node,temperature,reaction
1.0,1,319.2159423828125,0.0
1.0,2,318.70074462890625,0.0
1.0,3,318.70074462890625,0.0
1.0,4,319.2159423828125,0.0
1.0,5,318.9638366699219,0.0
1.0,6,318.70074462890625,0.0
1.0,7,318.9638366699219,0.0
1.0,8,319.2159423828125,0.0
1.0,9,318.119384765625,0.0
1.0,10,318.119384765625,0.0
1.0,11,318.4205627441406,0.0
1.0,12,318.119384765625,0.0
1.0,13,318.4205627441406,0.0
1.0,14,317.4453125,0.0
1.0,15,317.4453125,0.0
1.0,16,317.7948913574219,0.0
1.0,17,317.4453125,0.0
1.0,18,317.7948913574219,0.0
1.0,19,316.6666564941406,0.0
1.0,20,316.6666564941406,0.0
1.0,21,317.0695495605469,0.0
1.0,22,316.6666564941406,0.0
1.0,23,317.0695495605469,0.0
