time,node,temperature,reaction
2.0,1,400.0,10.162238121032715
2.0,2,363.717041015625,0.0
2.0,3,361.53173828125,0.0
2.0,4,400.0,10.829815864562988
2.0,5,379.13555908203125,0.0
2.0,6,362.83758544921875,0.0
2.0,7,377.3417663574219,0.0
2.0,8,400.0,41.22587966918945
2.0,9,344.5489501953125,0.0
2.0,10,343.00006103515625,0.0
2.0,11,352.6494445800781,0.0
2.0,12,343.8551025390625,0.0
2.0,13,350.6631164550781,0.0
2.0,14,334.64385986328125,0.0
2.0,15,333.9984130859375,0.0
2.0,16,338.70184326171875,0.0
2.0,17,334.3646240234375,0.0
2.0,18,337.632080078125,0.0
2.0,19,330.707763671875,0.0
2.0,20,330.5014953613281,0.0
2.0,21,332.0527648925781,0.0
2.0,22,330.623779296875,0.0
2.0,23,331.7081604003906,0.0
4.0,1,400.0,5.653726100921631
4.0,2,378.5495910644531,0.0
4.0,3,377.0583801269531,0.0
4.0,4,400.0,6.07324743270874
4.0,5,388.15667724609375,0.0
4.0,6,377.9467468261719,0.0
4.0,7,387.0302429199219,0.0
4.0,8,400.0,23.02199363708496
4.0,9,364.7106628417969,0.0
4.0,10,363.4571838378906,0.0
4.0,11,370.863525390625,0.0
4.0,12,364.1541442871094,0.0
4.0,13,369.38720703125,0.0
4.0,14,356.1802673339844,0.0
4.0,15,355.55328369140625,0.0
4.0,16,359.8682861328125,0.0
4.0,17,355.9111022949219,0.0
4.0,18,358.926025390625,0.0
4.0,19,351.77764892578125,0.0
4.0,20,351.5450134277344,0.0
4.0,21,353.5189208984375,0.0
4.0,22,351.6878356933594,0.0
4.0,23,353.1441345214844,0.0
6.0,1,400.0,4.012622833251953
6.0,2,384.6669921875,0.0
6.0,3,383.5759582519531,0.0
6.0,4,400.0,4.313762664794922
6.0,5,391.5782470703125,0.0
6.0,6,384.2255554199219,0.0
6.0,7,390.7679138183594,0.0
6.0,8,400.0,16.34604835510254
6.0,9,374.3361511230469,0.0
6.0,10,373.3564453125,0.0
6.0,11,379.0120544433594,0.0
6.0,12,373.9026794433594,0.0
6.0,13,377.90167236328125,0.0
6.0,14,367.3756103515625,0.0
6.0,15,366.82342529296875,0.0
6.0,16,370.48992919921875,0.0
6.0,17,367.14013671875,0.0
6.0,18,369.7147216796875,0.0
6.0,19,363.0409240722656,0.0
6.0,20,362.81488037109375,0.0
6.0,21,364.91473388671875,0.0
6.0,22,362.95733642578125,0.0
6.0,23,364.5574035644531,0.0
8.0,1,400.0,3.2209346294403076
8.0,2,387.6521301269531,0.0
8.0,3,386.76361083984375,0.0
8.0,4,400.0,3.4637465476989746
8.0,5,393.2344055175781,0.0
8.0,6,387.29248046875,0.0
8.0,7,392.5802001953125,0.0
8.0,8,400.0,13.123211860656738
8.0,9,379.13250732421875,0.0
8.0,10,378.30157470703125,0.0
8.0,11,383.0299987792969,0.0
8.0,12,378.765625,0.0
8.0,13,382.1109924316406,0.0
8.0,14,373.0472412109375,0.0
8.0,15,372.540283203125,0.0
8.0,16,375.832275390625,0.0
8.0,17,372.8320007324219,0.0
8.0,18,375.1517639160156,0.0
8.0,19,368.78167724609375,0.0
8.0,20,368.5616149902344,0.0
8.0,21,370.714111328125,0.0
8.0,22,368.702392578125,0.0
8.0,23,370.3697204589844,0.0
10.0,1,400.0,2.8243749141693115
10.0,2,389.1495056152344,0.0
10.0,3,388.3630676269531,0.0
10.0,4,400.0,3.0378973484039307
10.0,5,394.06427001953125,0.0
10.0,6,388.8310852050781,0.0
10.0,7,393.4885559082031,0.0
10.0,8,400.0,11.508740425109863
10.0,9,381.5459289550781,0.0
