time,node,temperature,reaction
1.0,1,331.9906005859375,0.0
1.0,2,331.3906555175781,0.0
1.0,3,331.3177185058594,0.0
1.0,4,331.9606018066406,0.0
1.0,5,331.9728088378906,0.0
1.0,6,331.3486328125,0.0
1.0,7,331.25994873046875,0.0
1.0,8,331.9320068359375,0.0
1.0,9,331.71844482421875,0.0
1.0,10,331.3597717285156,0.0
1.0,11,331.669677734375,0.0
1.0,12,331.9794006347656,0.0
1.0,13,331.9843444824219,0.0
1.0,14,331.3733215332031,0.0
1.0,15,331.29254150390625,0.0
1.0,16,331.94879150390625,0.0
1.0,17,331.6900329589844,0.0
1.0,18,331.3099365234375,0.0
1.0,19,331.6286926269531,0.0
1.0,20,331.9560852050781,0.0
1.0,21,330.559326171875,0.0
1.0,22,330.4440002441406,0.0
1.0,23,330.49334716796875,0.0
1.0,24,330.355224609375,0.0
1.0,25,331.00482177734375,0.0
1.0,26,330.509521484375,0.0
1.0,27,330.9078063964844,0.0
1.0,28,330.5313720703125,0.0
1.0,29,330.4049072265625,0.0
1.0,30,330.9491882324219,0.0
1.0,31,330.4324645996094,0.0
1.0,32,330.83294677734375,0.0
1.0,33,329.48492431640625,0.0
1.0,34,329.366943359375,0.0
1.0,35,329.4175109863281,0.0
1.0,36,329.2707824707031,0.0
1.0,37,330.0529479980469,0.0
1.0,38,329.4358825683594,0.0
1.0,39,329.9295959472656,0.0
1.0,40,329.45751953125,0.0
1.0,41,329.3256530761719,0.0
1.0,42,329.9824523925781,0.0
1.0,43,329.35467529296875,0.0
1.0,44,329.8330993652344,0.0
1.0,45,328.1649475097656,0.0
1.0,46,328.10003662109375,0.0
1.0,47,328.12799072265625,0.0
1.0,48,328.0311279296875,0.0
1.0,49,328.8555603027344,0.0
1.0,50,328.1438293457031,0.0
1.0,51,328.7574157714844,0.0
1.0,52,328.1536865234375,0.0
1.0,53,328.07330322265625,0.0
1.0,54,328.7995300292969,0.0
1.0,55,328.09149169921875,0.0
1.0,56,328.6705017089844,0.0
