time,node,temperature,reaction
2.0,1,400.0,14.58554744720459
2.0,2,363.73291015625,0.0
2.0,3,363.73291015625,0.0
2.0,4,400.0,14.58554744720459
2.0,5,379.2176818847656,0.0
2.0,6,363.73291015625,0.0
2.0,7,379.2176818847656,0.0
2.0,8,400.0,58.37012481689453
2.0,9,344.2663269042969,0.0
2.0,10,344.2663269042969,0.0
2.0,11,352.49688720703125,0.0
2.0,12,344.2663269042969,0.0
2.0,13,352.49688720703125,0.0
2.0,14,334.3056335449219,0.0
2.0,15,334.3056335449219,0.0
2.0,16,338.36358642578125,0.0
2.0,17,334.3056335449219,0.0
2.0,18,338.36358642578125,0.0
2.0,19,330.5152587890625,0.0
2.0,20,330.5152587890625,0.0
2.0,21,331.766357421875,0.0
2.0,22,330.5152587890625,0.0
2.0,23,331.766357421875,0.0
4.0,1,400.0,8.095751762390137
4.0,2,378.783935546875,0.0
4.0,3,378.783935546875,0.0
4.0,4,400.0,8.095751762390137
4.0,5,388.33819580078125,0.0
4.0,6,378.783935546875,0.0
4.0,7,388.33819580078125,0.0
4.0,8,400.0,32.38886642456055
4.0,9,364.7908020019531,0.0
4.0,10,364.7908020019531,0.0
4.0,11,371.013427734375,0.0
4.0,12,364.7908020019531,0.0
4.0,13,371.013427734375,0.0
4.0,14,356.3291931152344,0.0
4.0,15,356.3291931152344,0.0
4.0,16,359.9451599121094,0.0
4.0,17,356.3291931152344,0.0
4.0,18,359.9451599121094,0.0
4.0,19,352.3180236816406,0.0
4.0,20,352.3180236816406,0.0
4.0,21,353.8233337402344,0.0
4.0,22,352.3180236816406,0.0
4.0,23,353.8233337402344,0.0
6.0,1,400.0,5.646948337554932
6.0,2,385.2244567871094,0.0
6.0,3,385.2244567871094,0.0
6.0,4,400.0,5.646948337554932
6.0,5,391.8921813964844,0.0
6.0,6,385.2244567871094,0.0
6.0,7,391.8921813964844,0.0
6.0,8,400.0,22.60222816467285
6.0,9,375.17529296875,0.0
6.0,10,375.17529296875,0.0
6.0,11,379.7110290527344,0.0
6.0,12,375.17529296875,0.0
6.0,13,379.7110290527344,0.0
6.0,14,368.6183166503906,0.0
6.0,15,368.6183166503906,0.0
6.0,16,371.5065002441406,0.0
6.0,17,368.6183166503906,0.0
6.0,18,371.5065002441406,0.0
6.0,19,364.9132385253906,0.0
6.0,20,364.9132385253906,0.0
6.0,21,366.4422302246094,0.0
6.0,22,364.9132385253906,0.0
6.0,23,366.4422302246094,0.0
8.0,1,400.0,4.3360748291015625
8.0,2,388.6856689453125,0.0
8.0,3,388.6856689453125,0.0
8.0,4,400.0,4.3360748291015625
8.0,5,393.7909851074219,0.0
8.0,6,388.6856689453125,0.0
8.0,7,393.7909851074219,0.0
8.0,8,400.0,17.348346710205078
8.0,9,380.8755187988281,0.0
8.0,10,380.8755187988281,0.0
8.0,11,384.43243408203125,0.0
8.0,12,380.8755187988281,0.0
8.0,13,384.43243408203125,0.0
8.0,14,375.4923095703125,0.0
8.0,15,375.4923095703125,0.0
8.0,16,377.9192199707031,0.0
8.0,17,375.4923095703125,0.0
8.0,18,377.9192199707031,0.0
8.0,19,372.017822265625,0.0
8.0,20,372.017822265625,0.0
8.0,21,373.5411682128906,0.0
8.0,22,372.017822265625,0.0
8.0,23,373.5411682128906,0.0
10.0,1,400.0,3.5881106853485107
10.0,2,390.6456604003906,0.0
10.0,3,390.6456604003906,0.0
10.0,4,400.0,3.5881106853485107
10.0,5,394.8688659667969,0.0
