time,node,temperature,reaction
2.0,1,400.0,1.9677139520645142
2.0,2,372.5037536621094,0.0
2.0,3,372.5037536621094,0.0
2.0,4,400.0,1.9677139520645142
2.0,5,400.0,1.9677139520645142
2.0,6,372.5037536621094,0.0
2.0,7,372.5037536621094,0.0
2.0,8,400.0,1.9677139520645142
2.0,9,354.4647521972656,0.0
2.0,10,354.4647521972656,0.0
2.0,11,354.4647521972656,0.0
2.0,12,354.4647521972656,0.0
2.0,13,343.8178405761719,0.0
2.0,14,343.8178405761719,0.0
2.0,15,343.8178405761719,0.0
2.0,16,343.8178405761719,0.0
2.0,17,339.3518981933594,0.0
2.0,18,339.3518981933594,0.0
2.0,19,339.3518981933594,0.0
2.0,20,339.3518981933594,0.0
4.0,1,400.0,0.9480400085449219
4.0,2,387.081298828125,0.0
4.0,3,387.081298828125,0.0
4.0,4,400.0,0.9480400085449219
4.0,5,400.0,0.9480400085449219
4.0,6,387.081298828125,0.0
4.0,7,387.081298828125,0.0
4.0,8,400.0,0.9480400085449219
4.0,9,376.0293273925781,0.0
4.0,10,376.0293273925781,0.0
4.0,11,376.0293273925781,0.0
4.0,12,376.0293273925781,0.0
4.0,13,368.0909729003906,0.0
4.0,14,368.0909729003906,0.0
4.0,15,368.0909729003906,0.0
4.0,16,368.0909729003906,0.0
4.0,17,363.8088684082031,0.0
4.0,18,363.8088684082031,0.0
4.0,19,363.8088684082031,0.0
4.0,20,363.8088684082031,0.0
6.0,1,400.0,0.5642715096473694
6.0,2,392.3796081542969,0.0
6.0,3,392.3796081542969,0.0
6.0,4,400.0,0.5642715096473694
6.0,5,400.0,0.5642715096473694
6.0,6,392.3796081542969,0.0
6.0,7,392.3796081542969,0.0
6.0,8,400.0,0.5642715096473694
6.0,9,385.44708251953125,0.0
6.0,10,385.44708251953125,0.0
6.0,11,385.44708251953125,0.0
6.0,12,385.44708251953125,0.0
6.0,13,379.9063720703125,0.0
6.0,14,379.9063720703125,0.0
