time,element,point,x,y,z,qx,qy,qz
2.0,1,1,0.0005559255,0.0011346285,0.0011311759,60641.434,115.273506,59.070133
2.0,1,2,0.0024682318,0.0011607868,0.0011454693,53984.18,331.73367,163.25409
2.0,1,3,0.00438344,0.0011869451,0.0011597626,47352.285,255.2284,106.10644
2.0,1,4,0.0005683076,0.0050141593,0.0011333583,61530.727,178.32451,102.92736
2.0,1,5,0.0025201063,0.0050628176,0.0011551518,54170.34,619.6458,305.77203
2.0,1,6,0.0044700685,0.005111476,0.001176945,46805.812,779.5779,266.55875
2.0,1,7,0.0005806897,0.00889369,0.0011355409,62821.582,240.09474,145.23608
2.0,1,8,0.0025719807,0.008964849,0.0011648342,54784.293,901.8879,441.43802
2.0,1,9,0.004556697,0.009036006,0.0011941275,46708.113,1294.074,414.99045
2.0,1,10,0.00056300097,0.001136811,0.0050085243,61133.805,159.21785,103.029305
2.0,1,11,0.0024978744,0.0011704693,0.0050378176,54082.707,474.45065,360.50174
2.0,1,12,0.0044329423,0.0012041276,0.005067111,47041.91,416.0768,459.9765
2.0,1,13,0.0005753831,0.005016342,0.005010707,62280.07,220.63338,145.7034
2.0,1,14,0.0025497489,0.0050725,0.0050475,54367.887,757.4569,499.11743
2.0,1,15,0.00451957,0.0051286584,0.0050842934,46433.824,935.4568,615.6445
2.0,1,16,0.0005877652,0.008895872,0.005012889,63807.15,280.83432,186.86682
2.0,1,17,0.0026016233,0.008974531,0.0050571826,55067.47,1034.9707,630.98267
2.0,1,18,0.0046061985,0.009053189,0.005101476,46267.176,1445.1448,759.3839
2.0,1,19,0.00057007646,0.0011389934,0.008885873,61918.51,201.51476,146.45593
2.0,1,20,0.002527517,0.0011801517,0.008930166,54480.895,610.037,555.48505
2.0,1,21,0.004482444,0.00122131,0.008974459,47037.203,564.63245,810.0282
2.0,1,22,0.00058245857,0.0050185244,0.008888055,63304.77,261.34897,187.97787
2.0,1,23,0.0025793915,0.0050821826,0.008939848,54852.797,888.30054,690.2917
2.0,1,24,0.0045690723,0.005145841,0.008991642,46359.117,1079.2274,961.0171
2.0,1,25,0.0005948407,0.008898055,0.008890238,65052.273,320.03104,228.0248
2.0,1,26,0.002631266,0.008984213,0.00894953,55626.44,1161.2397,818.444
2.0,1,27,0.0046557006,0.009070371,0.009008824,46115.54,1584.2832,1100.1648
2.0,2,1,0.005499733,0.0012021689,0.0011680812,42025.875,231.50926,94.07399
2.0,2,2,0.007423305,0.0012283272,0.0011823745,35740.668,305.53143,148.86984
2.0,2,3,0.009353883,0.0012544855,0.0011966679,29501.45,355.3205,186.40263
2.0,2,4,0.0056038722,0.005139794,0.0011896286,41691.59,781.4181,233.85475
2.0,2,5,0.007548541,0.0051884525,0.0012114219,35350.246,738.2048,273.0943
2.0,2,6,0.009488775,0.005237111,0.0012332152,28980.594,673.9606,296.10318
2.0,2,7,0.0057080113,0.0090774195,0.0012111759,41116.832,1337.7086,369.6539
2.0,2,8,0.0076737767,0.009148578,0.0012404693,34717.15,1178.5869,392.64218
2.0,2,9,0.009623669,0.009219737,0.0012697626,28213.754,1000.9849,400.06796
2.0,2,10,0.005559241,0.0012237163,0.0050841593,41853.867,371.46606,467.77225
2.0,2,11,0.0074948682,0.0012573745,0.0051134527,35529.73,430.0616,445.37866
2.0,2,12,0.0094309645,0.0012910328,0.005142746,29209.299,465.45288,407.00784
2.0,2,13,0.0056633805,0.0051613417,0.005105707,41484.16,914.78577,601.49115
2.0,2,14,0.007620104,0.0052175,0.0051425,35102.086,854.9929,562.5149
2.0,2,15,0.009565857,0.0052736583,0.0051792935,28648.707,775.1465,508.56686
2.0,2,16,0.0057675196,0.009098968,0.005127254,40874.086,1464.4843,731.2267
2.0,2,17,0.0077453405,0.009177625,0.005171547,34430.74,1287.6653,674.993
2.0,2,18,0.00970075,0.009256284,0.005215841,27839.887,1093.2998,604.43317
2.0,2,19,0.005618749,0.0012452636,0.009000237,41522.875,509.01416,843.89966
2.0,2,20,0.007566432,0.0012864219,0.009044531,35159.812,551.8324,744.80206
2.0,2,21,0.009508046,0.0013275802,0.0090888245,28757.736,572.0378,630.7599
2.0,2,22,0.0057228887,0.0051828893,0.009021785,41118.195,1045.7328,971.5498
2.0,2,23,0.007691668,0.0052465475,0.009073578,34694.285,969.0425,854.86194
2.0,2,24,0.009642939,0.0053102057,0.009125371,28155.586,872.8461,724.2123
2.0,2,25,0.005827028,0.009120515,0.009043332,40473.25,1588.8276,1095.2152
2.0,2,26,0.007816903,0.009206673,0.009102626,33984.043,1394.0255,960.2818
2.0,2,27,0.009777832,0.009292831,0.009161918,27302.982,1182.1893,812.01483
2.0,3,1,0.010480899,0.0012697092,0.0012049865,26334.512,329.92798,175.35728
2.0,3,2,0.012423305,0.0012958675,0.0012192798,21316.12,278.63245,150.58742
2.0,3,3,0.014372717,0.0013220258,0.0012335731,16333.459,243.20918,134.25473
2.0,3,4,0.010615792,0.0052654296,0.0012458988,25779.436,602.5172,275.01947
2.0,3,5,0.012548541,0.0053140875,0.0012676921,20865.611,503.28748,230.16838
2.0,3,6,0.014476855,0.005362746,0.0012894854,15928.592,421.53287,196.97748
2.0,3,7,0.010750685,0.00926115,0.001286811,25127.844,878.4493,366.43527
2.0,3,8,0.012673777,0.009332308,0.0013161043,20314.086,731.1589,304.11603
2.0,3,9,0.014580995,0.009403466,0.0013453977,15418.936,602.602,256.4691
2.0,3,10,0.010557981,0.0013106215,0.0051597944,26019.379,430.07303,364.34924
2.0,3,11,0.012494869,0.0013442797,0.0051890877,21060.148,358.61935,305.482
