time,node,temperature,reaction
2.0,1,400.0,10.178932189941406
2.0,2,363.54547119140625,0.0
2.0,3,363.54547119140625,0.0
2.0,4,400.0,10.178932189941406
2.0,5,378.84527587890625,0.0
2.0,6,363.54547119140625,0.0
2.0,7,378.84527587890625,0.0
2.0,8,400.0,40.715728759765625
2.0,9,344.64434814453125,0.0
2.0,10,344.64434814453125,0.0
2.0,11,352.5975646972656,0.0
2.0,12,344.64434814453125,0.0
2.0,13,352.5975646972656,0.0
2.0,14,335.015869140625,0.0
2.0,15,335.015869140625,0.0
2.0,16,338.95294189453125,0.0
2.0,17,335.015869140625,0.0
2.0,18,338.95294189453125,0.0
2.0,19,331.180419921875,0.0
2.0,20,331.180419921875,0.0
2.0,21,332.5018310546875,0.0
2.0,22,331.180419921875,0.0
2.0,23,332.5018310546875,0.0
4.0,1,400.0,5.605505466461182
4.0,2,378.6487121582031,0.0
4.0,3,378.6487121582031,0.0
4.0,4,400.0,5.605505466461182
4.0,5,388.11260986328125,0.0
4.0,6,378.6487121582031,0.0
4.0,7,388.11260986328125,0.0
4.0,8,400.0,22.422021865844727
4.0,9,365.0680847167969,0.0
4.0,10,365.0680847167969,0.0
4.0,11,371.0855712890625,0.0
4.0,12,365.0680847167969,0.0
4.0,13,371.0855712890625,0.0
4.0,14,356.7843933105469,0.0
4.0,15,356.7843933105469,0.0
4.0,16,360.36236572265625,0.0
4.0,17,356.7843933105469,0.0
4.0,18,360.36236572265625,0.0
4.0,19,352.48077392578125,0.0
4.0,20,352.48077392578125,0.0
4.0,21,354.19635009765625,0.0
4.0,22,352.48077392578125,0.0
4.0,23,354.19635009765625,0.0
6.0,1,400.0,3.9447619915008545
6.0,2,384.8608703613281,0.0
6.0,3,384.8608703613281,0.0
6.0,4,400.0,3.9447619915008545
6.0,5,391.6180114746094,0.0
6.0,6,384.8608703613281,0.0
6.0,7,391.6180114746094,0.0
6.0,8,400.0,15.779047966003418
6.0,9,374.7787170410156,0.0
6.0,10,374.7787170410156,0.0
6.0,11,379.33099365234375,0.0
6.0,12,374.7787170410156,0.0
6.0,13,379.33099365234375,0.0
6.0,14,368.0292663574219,0.0
6.0,15,368.0292663574219,0.0
6.0,16,371.0498962402344,0.0
6.0,17,368.0292663574219,0.0
6.0,18,371.0498962402344,0.0
6.0,19,363.7834167480469,0.0
6.0,20,363.7834167480469,0.0
6.0,21,365.63165283203125,0.0
6.0,22,363.7834167480469,0.0
6.0,23,365.63165283203125,0.0
8.0,1,400.0,3.150519609451294
8.0,2,387.8667907714844,0.0
8.0,3,387.8667907714844,0.0
8.0,4,400.0,3.150519609451294
8.0,5,393.3000793457031,0.0
8.0,6,387.8667907714844,0.0
8.0,7,393.3000793457031,0.0
8.0,8,400.0,12.602078437805176
8.0,9,379.5779724121094,0.0
8.0,10,379.5779724121094,0.0
8.0,11,383.36334228515625,0.0
8.0,12,379.5779724121094,0.0
8.0,13,383.36334228515625,0.0
8.0,14,373.67828369140625,0.0
8.0,15,373.67828369140625,0.0
8.0,16,376.3811340332031,0.0
8.0,17,373.67828369140625,0.0
8.0,18,376.3811340332031,0.0
8.0,19,369.49493408203125,0.0
8.0,20,369.49493408203125,0.0
8.0,21,371.4016418457031,0.0
8.0,22,369.49493408203125,0.0
8.0,23,371.4016418457031,0.0
10.0,1,400.0,2.756258726119995
10.0,2,389.36114501953125,0.0
10.0,3,389.36114501953125,0.0
10.0,4,400.0,2.756258726119995
10.0,5,394.1353759765625,0.0
10.0,6,389.36114501953125,0.0
10.0,7,394.1353759765625,0.0
10.0,8,400.0,11.02503490447998
10.0,9,381.9714660644531,0.0
10.0,10,381.9714660644531,0.0
10.0,11,385.3710021972656,0.0
10.0,12,381.9714660644531,0.0
10.0,13,385.3710021972656,0.0
10.0,14,376.50372314453125,0.0
