time,node,temperature,reaction
2.0,1,400.0,32.678260803222656
2.0,2,358.39276123046875,0.0
2.0,3,358.39276123046875,0.0
2.0,4,400.0,32.678260803222656
2.0,5,338.5829162597656,0.0
2.0,6,338.5829162597656,0.0
2.0,7,329.1163024902344,0.0
2.0,8,329.1163024902344,0.0
2.0,9,325.6429138183594,0.0
2.0,10,325.6429138183594,0.0
4.0,1,400.0,20.7030029296875
4.0,2,373.6401062011719,0.0
4.0,3,373.6401062011719,0.0
4.0,4,400.0,20.7030029296875
4.0,5,357.6482849121094,0.0
4.0,6,357.6482849121094,0.0
4.0,7,348.5498046875,0.0
4.0,8,348.5498046875,0.0
4.0,9,344.3860778808594,0.0
4.0,10,344.3860778808594,0.0
6.0,1,400.0,15.240907669067383
6.0,2,380.59466552734375,0.0
6.0,3,380.59466552734375,0.0
6.0,4,400.0,15.240907669067383
6.0,5,368.07940673828125,0.0
6.0,6,368.07940673828125,0.0
6.0,7,360.2933349609375,0.0
6.0,8,360.2933349609375,0.0
6.0,9,356.0620422363281,0.0
6.0,10,356.0620422363281,0.0
8.0,1,400.0,12.155776023864746
8.0,2,384.5227966308594,0.0
8.0,3,384.5227966308594,0.0
8.0,4,400.0,12.155776023864746
8.0,5,374.2442321777344,0.0
8.0,6,374.2442321777344,0.0
8.0,7,367.4433288574219,0.0
8.0,8,367.4433288574219,0.0
8.0,9,363.23944091796875,0.0
8.0,10,363.23944091796875,0.0
10.0,1,400.0,10.286073684692383
10.0,2,386.9033508300781,0.0
10.0,3,386.9033508300781,0.0
10.0,4,400.0,10.286073684692383
10.0,5,378.02532958984375,0.0
10.0,6,378.02532958984375,0.0
10.0,7,371.8681335449219,0.0
10.0,8,371.8681335449219,0.0
10.0,9,367.6946105957031,0.0
10.0,10,367.6946105957031,0.0
12.0,1,400.0,9.12243938446045
12.0,2,388.38494873046875,0.0
12.0,3,388.38494873046875,0.0
12.0,4,400.0,9.12243938446045
12.0,5,380.3875427246094,0.0
12.0,6,380.3875427246094,0.0
12.0,7,374.6407775878906,0.0
12.0,8,374.6407775878906,0.0
12.0,9,370.4891052246094,0.0
12.0,10,370.4891052246094,0.0
14.0,1,400.0,8.389243125915527
14.0,2,389.3184814453125,0.0
14.0,3,389.3184814453125,0.0
14.0,4,400.0,8.389243125915527
14.0,5,381.8782043457031,0.0
14.0,6,381.8782043457031,0.0
14.0,7,376.3925476074219,0.0
14.0,8,376.3925476074219,0.0
14.0,9,372.2554016113281,0.0
14.0,10,372.2554016113281,0.0
16.0,1,400.0,7.924160003662109
16.0,2,389.91064453125,0.0
16.0,3,389.91064453125,0.0
16.0,4,400.0,7.924160003662109
16.0,5,382.824462890625,0.0
16.0,6,382.824462890625,0.0
16.0,7,377.50518798828125,0.0
16.0,8,377.50518798828125,0.0
16.0,9,373.37750244140625,0.0
16.0,10,373.37750244140625,0.0
18.0,1,400.0,7.627979755401611
18.0,2,390.2877502441406,0.0
18.0,3,390.2877502441406,0.0
18.0,4,400.0,7.627979755401611
18.0,5,383.42730712890625,0.0
18.0,6,383.42730712890625,0.0
18.0,7,378.21429443359375,0.0
18.0,8,378.21429443359375,0.0
18.0,9,374.09271240234375,0.0
18.0,10,374.09271240234375,0.0
20.0,1,400.0,7.438902378082275
20.0,2,390.52850341796875,0.0
20.0,3,390.52850341796875,0.0
20.0,4,400.0,7.438902378082275
20.0,5,383.8122863769531,0.0
20.0,6,383.8122863769531,0.0
20.0,7,378.66717529296875,0.0
20.0,8,378.66717529296875,0.0
20.0,9,374.54949951171875,0.0
20.0,10,374.54949951171875,0.0
