time,element,point,x,y,z,qx,qy,qz
1.0,1,1,0.011056624,0.0021132487,0.0,97178.664,-0.0,0.0
1.0,1,2,0.013943376,0.0021132487,0.0,86685.67,1.5211703e-12,0.0
1.0,1,3,0.011056624,0.007886752,0.0,97178.664,-0.0,0.0
1.0,1,4,0.013943376,0.007886752,0.0,86685.67,2.2817555e-12,0.0
1.0,2,1,0.016056625,0.0021132487,0.0,68816.7,-0.0,0.0
1.0,2,2,0.018943375,0.0021132487,0.0,62203.797,-6.874971e-13,0.0
1.0,2,3,0.016056625,0.007886752,0.0,68816.7,-0.0,0.0
1.0,2,4,0.018943375,0.007886752,0.0,62203.797,-6.874971e-13,0.0
1.0,3,1,0.021056624,0.0021132487,0.0,53353.785,-0.0,0.0
1.0,3,2,0.023943376,0.0021132487,0.0,48488.715,3.4364419e-12,0.0
1.0,3,3,0.021056624,0.007886752,0.0,53353.785,-0.0,0.0
1.0,3,4,0.023943376,0.007886752,0.0,48488.715,4.686057e-12,0.0
1.0,4,1,0.026056625,0.0021132487,0.0,43603.395,-0.0,0.0
1.0,4,2,0.028943375,0.0021132487,0.0,39669.266,-7.6738615e-12,0.0
1.0,4,3,0.026056625,0.007886752,0.0,43603.395,-0.0,0.0
1.0,4,4,0.028943375,0.007886752,0.0,39669.266,-7.958079e-12,0.0
