time,element,point,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,plastic_rr,plastic_zz,plastic_hoop,plastic_rz,creep_rr,creep_zz,creep_hoop,creep_rz,equiv_plastic,equiv_creep,r,z,volume
0.5,1,1,-160482.54242559723,-326734.164566592,-159683.54727078514,8.560212936670236,-3.387272742493024e-08,-1.127808401112676e-06,-2.861533930626666e-08,5.632620112329016e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014510974091156033,0.0005283121635129627,3.912933057436984e-10
0.5,1,2,-158136.054633414,-319907.2329784724,-155154.16412065417,-184.2542846278477,-4.0083265750450026e-08,-1.1045376192609344e-06,-2.0462426176490245e-08,-1.212393192851238e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005415569257551064,0.0005283121635129627,1.4603264976970845e-09
0.5,1,3,-165081.66382026454,-323919.1905688659,-164272.79377714102,-223.20216649664135,-5.4064983834631716e-08,-1.0992159098404286e-06,-4.874261895087905e-08,-1.4686702555479e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014510974091156033,0.0019716878364870374,3.9129330574369833e-10
0.5,1,4,-162847.10206966638,-317384.1139558346,-159828.35797200934,-831.5627014216259,-6.023980470233838e-08,-1.0770933429133256e-06,-4.0376468539755064e-08,-5.471682575354298e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005415569257551063,0.0019716878364870374,1.4603264976970839e-09
0.5,2,1,-156135.02350662687,-310868.0422334377,-148245.19086338542,-182.27779345135383,-5.527620924015387e-08,-1.073419472462569e-06,-3.3611104476251503e-09,-1.1993878809099082e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008317764075782272,0.0005283121635129627,2.2429131091844827e-09
0.5,2,2,-151195.53912360783,-292743.9863818494,-135104.3977284658,-336.4112398267337,-7.997724872374108e-08,-1.0113660316829706e-06,2.5902461656293377e-08,-2.2135859580599076e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012282235924217732,0.0005283121635129627,3.3119463011378647e-09
0.5,2,3,-160401.2982870135,-308432.1313049396,-152655.74113264628,-1249.7822201620413,-7.348765298368171e-08,-1.0475305342416358e-06,-2.2521886907945394e-08,-8.223567008666231e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000831776407578227,0.0019716878364870374,2.242913109184481e-09
0.5,2,4,-155690.13078204278,-291011.56887113606,-139550.18759343366,-1654.9705642731897,-9.81630786961936e-08,-9.885781413224277e-07,8.037747484854356e-09,-1.0889706312917588e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001228223592421773,0.0019716878364870374,3.311946301137867e-09
0.5,3,1,-146790.2707471111,-272762.024415123,-119813.24960794434,-275.98713751969433,-1.1368242077910899e-07,-9.425765599146273e-07,6.38263783166081e-08,-1.8159953648795884e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015184430742448938,0.0005283121635129627,4.094532912625265e-09
0.5,3,2,-138033.12912931477,-236023.69218156332,-92320.40090181414,-474.1691580992765,-1.7138197857483745e-07,-8.16159883458633e-07,1.2940777316211672e-07,-3.1200330602932393e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019148902590884398,0.0005283121635129627,5.1635661045786504e-09
0.5,3,3,-150805.57895545,-271340.49957953714,-123896.87708696496,-1773.5405086403116,-1.2955283964417673e-07,-9.226726173506701e-07,4.750641865045498e-08,-1.166989654685325e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015184430742448936,0.0019716878364870374,4.094532912625264e-09
0.5,3,4,-142116.37994601944,-235498.17747781664,-96147.48236293852,-1798.0815093046738,-1.8658175718170407e-07,-8.010339849409296e-07,1.1589358891496844e-07,-1.1831376331224752e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019148902590884395,0.0019716878364870374,5.163566104578658e-09
0.5,4,1,-130207.55143150449,-197481.5538824703,-62380.71905704023,-108.43200742299413,-2.4045536591309584e-07,-6.831183020404509e-07,2.0584519111087908e-07,-7.134826088433014e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022051097409115606,0.0005283121635129627,5.946152716066054e-09
0.5,4,2,-115676.79839516318,-128686.75344054209,-9726.305047652146,-35.81234586024868,-3.596913595644689e-07,-4.452968637630623e-07,3.374628866621536e-07,-2.356452357604363e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002601556925755107,0.0005283121635129627,7.015185908019426e-09
0.5,4,3,-133862.10160924064,-197498.98080658138,-65551.54855987281,-1621.8999905593123,-2.5369067164720553e-07,-6.724213367657076e-07,1.957927674176347e-07,-1.0672101937880275e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022051097409115606,0.0019716878364870374,5.946152716066046e-09
0.5,4,4,-118866.0151071013,-129663.06608856484,-11762.722461039215,-1615.9802082584656,-3.708773296271321e-07,-4.4192192508516215e-07,3.338623359839564e-07,-1.0633149770340703e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026015569257551063,0.0019716878364870374,7.015185908019416e-09
0.5,5,1,-102551.85296383621,-57432.14817079544,46614.90749651985,428.17792982646756,-4.956680245538255e-07,-1.9878036701561732e-07,4.858492592753172e-07,2.8174107782581564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028917764075782277,0.0005283121635129627,7.79777251950685e-09
0.5,5,2,-78821.65077927432,68507.18737560217,145153.4194975687,-572.887849431413,-7.316920127559815e-07,2.3773174230310568e-07,7.420639496656455e-07,-3.769602049258697e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003288223592421774,0.0005283121635129627,8.866805711460234e-09
