time,element,point,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,plastic_rr,plastic_zz,plastic_hoop,plastic_rz,creep_rr,creep_zz,creep_hoop,creep_rz,equiv_plastic,equiv_creep,r,z,volume
0.0625,1,1,493.9936943892602,-1.8107876221738763,493.502900907095,-1.0864101168350693,1.6930949329561258e-09,-1.5692985586791106e-09,1.6898655118434784e-09,-7.148578568774755e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.738848437302571e-05,7.793807290757014e-05,1.6101905503228443e-11
0.0625,1,2,500.33049877340983,-0.5121491203464359,498.15309755446316,-2.4191133591221696,1.7153797953411445e-09,-1.5801648277997714e-09,1.7010524953204755e-09,-1.5917765903023876e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003433333665188502,7.793807300238198e-05,1.14297551500432e-10
0.0625,1,3,506.53310215491024,0.49600355443189414,502.6690931636149,-5.019396684824961,1.737664657960037e-09,-1.59205945083111e-09,1.7122394787973138e-09,-3.302763018614824e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006092782486705774,7.793807322120246e-05,1.2677003387465427e-10
0.0625,1,4,369.81506524093834,7.991400682247843,369.66000472322014,-1.9484031811523985,1.2523861056640523e-09,-1.1284136071321313e-09,1.2513658074574666e-09,-1.2820492931982781e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73884843390905e-05,0.0003199995547041851,2.5763048793872365e-11
0.0625,1,5,371.79271648600377,8.315810563835129,371.10479176743627,-4.67531501026761,1.2594790307466098e-09,-1.1321990102212595e-09,1.2549524860984358e-09,-3.076357276756087e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003433333663656903,0.0003199995547972032,1.8287608231765955e-10
0.0625,1,6,373.6361682351322,8.349737875810064,372.41537927894933,-8.669806594755274,1.2665719560711408e-09,-1.1370127556931984e-09,1.258539164739458e-09,-5.70473273934897e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006092782483941551,0.0003199995550139809,2.0283205410417298e-10
0.0625,1,7,239.09152394728935,13.657203116853054,239.2721963942455,-2.3200571812807125,7.958291685089109e-10,-6.875286625553597e-10,7.970179932098824e-10,-1.5265976252827088e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.738848430392876e-05,0.0005620610366075201,1.6101905488601858e-11
0.0625,1,8,236.71002364007174,13.00738781982902,237.51157542294345,-6.441177269199947,7.877301562767782e-10,-6.842331874204188e-10,7.93004367008074e-10,-4.238294643133565e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003433333662070892,0.0005620610367004605,1.1429755139302123e-10
0.0625,1,9,234.19432322111297,12.067088616565641,235.61675430195956,-11.829876831346347,7.796311442942952e-10,-6.819660594036265e-10,7.889907408062655e-10,-7.784058955025896e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006092782481080766,0.0005620610369169115,1.2677003375154568e-10
0.0625,2,1,512.9637978818077,0.2528934254534363,506.098308047057,-7.193524888413876,1.7647840910824721e-09,-1.608853660240339e-09,1.7196091679698124e-09,-4.73333937657633e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007640552174255337,7.793807340472406e-05,1.589738448852291e-10
