time,node,pressure,gap,shear,slip,normal_r,normal_z,tangential_r,tangential_z,heat
0.5,13,0.0,6.255192770620796e-07,0.0,0.0,0.0,0.0,0.0,0.0,1776.928563913316
0.5,14,0.0,6.258392786584813e-07,0.0,0.0,0.0,0.0,0.0,0.0,1885.4770891266526
0.5,21,0.0,6.259892755301755e-07,0.0,0.0,0.0,0.0,0.0,0.0,1883.429851704932
0.5,28,0.0,6.261815656272151e-07,0.0,0.0,0.0,0.0,0.0,0.0,1887.121060235586
0.5,35,0.0,6.231850504176406e-07,0.0,0.0,0.0,0.0,0.0,0.0,1781.792501833479
0.5,71,0.0,6.256561280709033e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,84,0.0,6.25906562035268e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,97,0.0,6.261219415307565e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,110,0.0,6.255960082928239e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,13,0.0,1.1860166762491657e-07,0.0,0.0,0.0,0.0,0.0,0.0,19677.64390051343
2.5,14,0.0,1.2306828917063584e-07,0.0,0.0,0.0,0.0,0.0,0.0,20636.702824458553
2.5,21,0.0,1.2599302173441074e-07,0.0,0.0,0.0,0.0,0.0,0.0,20504.76549634368
2.5,28,0.0,1.2899807057351748e-07,0.0,0.0,0.0,0.0,0.0,0.0,20643.201682150902
2.5,35,0.0,7.999375721632479e-08,0.0,0.0,0.0,0.0,0.0,0.0,19714.813168729957
2.5,71,0.0,1.2044698546181953e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,84,0.0,1.2437546383602116e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,97,0.0,1.2814906892415212e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,110,0.0,1.1881760806926184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,13,311577.5822777266,-3.3995548312377775e-09,0.0,4.281342732792467e-13,-3.6675012741531146,1.2870287762173159e-05,0.0,0.0,51144.95271609485
4.5,14,376024.87355751137,-4.258048648066419e-09,0.0,-3.06347141591461e-07,-9.187205708580148,2.4799548962765353e-05,0.0,0.0,53553.31553269025
4.5,21,402104.21824918105,-4.860894021541493e-09,0.0,-6.274275953052916e-07,-10.487889172662243,-4.432179344521527e-05,0.0,0.0,53168.75339867693
4.5,28,405359.3639082422,-5.223488486568337e-09,0.0,-9.672208182873777e-07,-11.269876396018857,-9.869127847918685e-05,0.0,0.0,53566.26636171313
4.5,35,552984.5364931375,-6.90175219881835e-09,0.0,-1.382252874499777e-06,-7.445180043194121,0.0007031288552541164,0.0,0.0,51240.00630962655
4.5,71,354502.273115994,-2.9774647141789453e-09,0.0,-1.4981317450135413e-07,-12.84849078685015,-0.00013338724077122737,0.0,0.0,0.0
4.5,84,384765.0518503647,-2.4240088868629188e-09,0.0,-4.651362674801488e-07,-10.46011673422926,-4.184569100106228e-05,0.0,0.0,0.0
4.5,97,407430.83921818377,-2.1385426676109126e-09,0.0,-7.93212311449068e-07,-9.228147849422967,-2.3377277048868144e-05,0.0,0.0,0.0
4.5,110,469071.3509158241,-1.946899841283048e-09,0.0,-1.1715361188257234e-06,-8.40084617649918,0.0005218625545794894,0.0,0.0,0.0
6.5,13,477076.3822514292,-5.27343607686006e-09,0.0,4.426072067296624e-13,-5.689893267909006,4.396876497225696e-05,0.0,0.0,87331.73185951273
6.5,14,596067.0926805128,-6.813243346416707e-09,0.0,-5.920960513210286e-07,-14.702287704120172,0.00010578780003521105,0.0,0.0,91339.88523617518
6.5,21,637427.3244027615,-7.755243218678389e-09,0.0,-1.2046157050054496e-06,-16.73496139668612,-0.00013023087138594217,0.0,0.0,90633.18966004772
6.5,28,651535.152082939,-8.201691059392058e-09,0.0,-1.8515276738807494e-06,-17.697363838659278,-0.0003167791227991235,0.0,0.0,91357.17929384555
6.5,35,740770.4264613655,-9.220915980195114e-09,0.0,-2.684398580924603e-06,-9.947792836941664,0.0017352551800072923,0.0,0.0,87493.97615220005
6.5,71,554066.7457408359,-4.535322950542253e-09,0.0,-2.904406864206173e-07,-19.57374392281946,-0.00038607798634869984,0.0,0.0,0.0
6.5,84,608177.0697135522,-3.676825528256786e-09,0.0,-8.962385167043807e-07,-15.868397510670901,-0.00015970075890439457,0.0,0.0,0.0
6.5,97,641899.9776277347,-3.30006505108802e-09,0.0,-1.517077414096685e-06,-14.242042221229337,-9.643140681107474e-06,0.0,0.0,0.0
6.5,110,689809.1804404879,-3.271668371249243e-09,0.0,-2.2556559647952117e-06,-14.118488095161423,0.0015978094197050764,0.0,0.0,0.0
8.5,13,555913.1866560533,-6.194024033629743e-09,0.0,4.526192863367454e-13,-6.684217263067217,7.278493874797192e-05,0.0,0.0,125465.4271025629
8.5,14,696454.0376547559,-8.004805077065142e-09,0.0,-8.616746860846673e-07,-17.27606159538441,0.00018592726991074803,0.0,0.0,131129.24789661518
8.5,21,740404.9678546707,-9.067076061932348e-09,0.0,-1.7547584217690148e-06,-19.56854563890083,-0.00022771335784948165,0.0,0.0,130070.90390970006
8.5,28,764813.9957010862,-9.700111711066697e-09,0.0,-2.7048674855776005e-06,-20.933033072015984,-0.0005440781658433261,0.0,0.0,131150.44257606316
