time,node,pressure,gap,shear,slip,normal_r,normal_z,tangential_r,tangential_z,heat
0.5,13,0.0,6.255238715413905e-07,0.0,0.0,0.0,0.0,0.0,0.0,1776.9285694612336
0.5,14,0.0,6.258466471627255e-07,0.0,0.0,0.0,0.0,0.0,0.0,1885.4770917641872
0.5,21,0.0,6.259844244948035e-07,0.0,0.0,0.0,0.0,0.0,0.0,1883.429851523033
0.5,28,0.0,6.261406828101182e-07,0.0,0.0,0.0,0.0,0.0,0.0,1887.121091476729
0.5,35,0.0,6.230297921261743e-07,0.0,0.0,0.0,0.0,0.0,0.0,1781.7926381667348
0.5,71,0.0,6.256526548240396e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,84,0.0,6.259054961803984e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,97,0.0,6.261143822823903e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,110,0.0,6.256649553162616e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,13,0.0,1.1867285962512823e-07,0.0,0.0,0.0,0.0,0.0,0.0,19677.645109868536
2.5,14,0.0,1.2317086217888268e-07,0.0,0.0,0.0,0.0,0.0,0.0,20636.702505908033
2.5,21,0.0,1.2595488953128647e-07,0.0,0.0,0.0,0.0,0.0,0.0,20504.76486174375
2.5,28,0.0,1.2870529299789657e-07,0.0,0.0,0.0,0.0,0.0,0.0,20643.205628084615
2.5,35,0.0,7.833654996902695e-08,0.0,0.0,0.0,0.0,0.0,0.0,19714.83170555075
2.5,71,0.0,1.2040077771151983e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,84,0.0,1.2435833904485272e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,97,0.0,1.2800486219859822e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,110,0.0,1.195357815526182e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,13,316584.1440208999,-3.488093388381588e-09,0.0,2.0058115847040463e-12,-3.7630187191973152,6.178687973997169e-05,0.0,0.0,51144.97664094415
