step,frame,time,element,point,r,z,s_rr,s_zz,s_hoop,s_rz,ee_rr,ee_zz,ee_hoop,ee_rz,pe_rr,pe_zz,pe_hoop,pe_rz,peeq,ce_rr,ce_zz,ce_hoop,ce_rz,ceeq
FIRST,0,0.0,1,1,0.0042113248654051857,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,2,0.0047886751345948145,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,3,0.0042113248654051857,0.0078867513459481495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,4,0.0047886751345948154,0.0078867513459481495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,1,0.0042113248654051857,0.0021132486540518503,5208333.3333333358,8333333.3333333349,5208333.333333334,0.0,0.0025000000000000014,0.0062500000000000003,0.0025000000000000005,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,2,0.0047886751345948145,0.0021132486540518503,5850000.0000000009,8550000.0,5850000.0000000009,0.0,0.0025000000000000009,0.0062500000000000003,0.0025000000000000005,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,3,0.0042113248654051857,0.0078867513459481495,8101851.8518518507,10046296.296296295,8101851.8518518507,0.0,0.0024999999999999996,0.0062500000000000003,0.0025000000000000005,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,4,0.0047886751345948154,0.0078867513459481495,6730769.2307692301,9038461.5384615399,6730769.2307692301,0.0,0.0025000000000000001,0.0062500000000000003,0.0025000000000000005,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,1,0.0042113248654051857,0.0021132486540518503,10416666.666666672,16666666.66666667,10416666.666666668,0.0,0.0050000000000000027,0.012500000000000001,0.005000000000000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,2,0.0047886751345948145,0.0021132486540518503,11700000.000000002,17100000.0,11700000.000000002,0.0,0.0050000000000000018,0.012500000000000001,0.005000000000000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,3,0.0042113248654051857,0.0078867513459481495,16203703.703703701,20092592.59259259,16203703.703703701,0.0,0.0049999999999999992,0.012500000000000001,0.005000000000000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,4,0.0047886751345948154,0.0078867513459481495,13461538.46153846,18076923.07692308,13461538.46153846,0.0,0.0050000000000000001,0.012500000000000001,0.005000000000000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,1,0.0042113248654051857,0.0021132486540518503,15625000.000000006,25000000.000000004,15625000.000000004,0.0,0.0075000000000000032,0.018750000000000003,0.0075000000000000015,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,2,0.0047886751345948145,0.0021132486540518503,17550000.000000004,25650000.000000004,17550000.000000004,0.0,0.0075000000000000023,0.018750000000000003,0.0075000000000000015,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,3,0.0042113248654051857,0.0078867513459481495,24305555.555555556,30138888.888888892,24305555.555555556,0.0,0.0075000000000000015,0.018750000000000003,0.0075000000000000015,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,4,0.0047886751345948154,0.0078867513459481495,20192307.692307696,27115384.615384623,20192307.692307696,0.0,0.0075000000000000032,0.018750000000000003,0.0075000000000000015,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,1,0.0042113248654051857,0.0021132486540518503,20833333.33333334,33333333.33333334,20833333.333333336,0.0,0.010000000000000004,0.025000000000000001,0.010000000000000002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,2,0.0047886751345948145,0.0021132486540518503,23400000.0,34200000.0,23400000.0,0.0,0.010000000000000002,0.025000000000000001,0.010000000000000002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
