step,frame,time,element,point,r,z,s_rr,s_zz,s_hoop,s_rz,ee_rr,ee_zz,ee_hoop,ee_rz,pe_rr,pe_zz,pe_hoop,pe_rz,peeq,ce_rr,ce_zz,ce_hoop,ce_rz,ceeq
FIRST,0,0.0,1,1,0.004211324865405186,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,2,0.0047886751345948145,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,3,0.004211324865405186,0.00788675134594815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,0,0.0,1,4,0.004788675134594815,0.00788675134594815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,1,0.004221853177568699,0.0021264564581396743,5198590.028300551,8309965.606335796,5198590.028300554,0.0,0.002496878901373281,0.006230529595015575,0.0024968789013732834,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,2,0.004800646822431303,0.0021264564581396743,5838496.272183133,8526724.771605585,5838496.272183134,-1.94305545280751e-11,0.002496878901373281,0.006230529595015575,0.0024968789013732834,-2.6986881288993195e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,3,0.004221853177568698,0.007936043541860328,8084678.967259538,10020645.993592579,8084678.967259539,0.0,0.002496878901373281,0.006230529595015575,0.0024968789013732834,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,1,0.25,1,4,0.004800646822431302,0.007936043541860328,6716981.199812237,9014612.395899802,6716981.199812239,-1.6607311562457355e-11,0.002496878901373281,0.006230529595015575,0.0024968789013732834,-2.6986881288993198e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,1,0.004232381489732211,0.0021396642622274987,10377826.30300313,16573610.580613112,10377826.303003132,0.0,0.004987538926279882,0.01242248005941186,0.004987538926279883,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,2,0.004812618510267789,0.0021396642622274987,11654148.8752313,17007306.491086323,11654148.875231301,-3.876461890415768e-11,0.004987538926279882,0.01242248005941186,0.004987538926279883,-5.383974847799677e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,3,0.004232381489732211,0.007985335737772502,16135271.266547712,19990425.9281717,16135271.26654771,0.0,0.004987538926279884,0.012422480059411859,0.004987538926279883,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,2,0.5,1,4,0.004812618510267789,0.007985335737772502,13406589.144774524,17981937.5343942,13406589.144774523,-3.313215290953648e-11,0.004987538926279884,0.012422480059411859,0.004987538926279883,-5.383974847799678e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,1,0.004242909801895724,0.0021528720663153227,15537883.636973511,24791479.668047424,15537883.636973511,-7.001686870604794e-11,0.007472010975969324,0.018576326213258016,0.007472010975969324,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,2,0.004824590198104277,0.0021528720663153227,17447173.242168713,25442280.21301657,17447173.242168713,-2.3640975263651318e-11,0.007472010975969324,0.018576326213258016,0.007472010975969324,-3.283468786618239e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,3,0.004242909801895724,0.008034627933684679,24152117.544263557,29909910.630265094,24152117.544263557,-4.356605163931872e-11,0.007472010975969326,0.018576326213258013,0.007472010975969324,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,3,0.75,1,4,0.004824590198104276,0.008034627933684679,20069090.522994965,26902515.284403387,20069090.522994965,-2.0205961763804546e-11,0.007472010975969326,0.018576326213258013,0.007472010975969324,-3.283468786618239e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,1,0.004253438114059237,0.0021660798704031467,20678934.103899635,32964107.805888206,20678934.103899628,-7.001686870604794e-11,0.009950325721942065,0.02469253416432835,0.009950325721942061,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,2,0.004836561885940763,0.0021660798704031467,23217781.338754777,33832171.4172729,23217781.338754773,-3.872686739928989e-11,0.009950325721942065,0.02469253416432835,0.009950325721942061,-5.3787315832347075e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,3,0.004253438114059237,0.008083920129596854,32135552.779308364,39779660.860545695,32135552.779308364,-4.356605163931872e-11,0.009950325721942065,0.024692534164328348,0.009950325721942061,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FIRST,4,1.0,1,4,0.004836561885940764,0.008083920129596854,26704747.648062408,35776875.920300126,26704747.648062408,-3.309988666605974e-11,0.009950325721942065,0.024692534164328348,0.009950325721942061,-5.378731583234708e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,0,1.0,1,1,0.004253438114059237,0.0021660798704031467,20678934.103899635,32964107.805888206,20678934.103899628,-7.001686870604794e-11,0.009950325721942065,0.02469253416432835,0.009950325721942061,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,0,1.0,1,2,0.004836561885940763,0.0021660798704031467,23217781.338754777,33832171.4172729,23217781.338754773,-3.872686739928989e-11,0.009950325721942065,0.02469253416432835,0.009950325721942061,-5.3787315832347075e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,0,1.0,1,3,0.004253438114059237,0.008083920129596854,32135552.779308364,39779660.860545695,32135552.779308364,-4.356605163931872e-11,0.009950325721942065,0.024692534164328348,0.009950325721942061,-8.402024244725753e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,0,1.0,1,4,0.004836561885940764,0.008083920129596854,26704747.648062408,35776875.920300126,26704747.648062408,-3.309988666605974e-11,0.009950325721942065,0.024692534164328348,0.009950325721942061,-5.378731583234708e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,1,1.25,1,1,0.004274494738386264,0.0021766461136734057,43614575.58271314,51221302.856992304,43614575.582713135,-1.3031584829992313e-10,0.014888597326880335,0.029558714212990153,0.014888597326880334,-2.5132342172128033e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,1,1.25,1,2,0.004860505261613738,0.0021766461136734057,36548017.8319652,45575782.06957124,36548017.8319652,2.5178181859782205e-11,0.014888597326880335,0.029558714212990153,0.014888597326880334,4.091454552214608e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,1,1.25,1,3,0.004274494738386263,0.008123353886326595,28889361.34649773,41114458.75158924,28889361.34649773,-2.0943618476773362e-10,0.014888597326880335,0.02955871421299015,0.014888597326880334,-2.5132342172128033e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,1,1.25,1,4,0.004860505261613739,0.008123353886326595,32080717.267384134,42643201.4253832,32080717.267384134,2.945847277594518e-11,0.014888597326880335,0.02955871421299015,0.014888597326880334,4.0914545522146084e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,2,1.5,1,1,0.004295551362713289,0.002187212356943665,55037400.56486015,62607110.85296978,55037400.56486015,-7.601896059142983e-11,0.01980260224088525,0.03440132922509669,0.019802602240885245,-1.4660799542632896e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,2,1.5,1,2,0.004884448637286712,0.002187212356943665,46343078.47448347,55326910.464767426,46343078.47448347,-6.487456755612848e-11,0.01980260224088525,0.03440132922509669,0.019802602240885245,-1.0542117227870876e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,2,1.5,1,3,0.004295551362713289,0.008162787643056335,37059539.00820082,49225144.828377016,37059539.00820081,-1.2217332952194084e-10,0.01980260224088525,0.03440132922509669,0.019802602240885245,-1.46607995426329e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,2,1.5,1,4,0.004884448637286712,0.008162787643056335,40900225.747909576,51411309.176541805,40900225.74790956,-7.590324404067028e-11,0.01980260224088525,0.03440132922509669,0.019802602240885245,-1.0542117227870873e-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAP,3,1.75,1,1,0.004316607987040315,0.002197778600213924,66404575.322025195,73937627.15888892,66404575.32202518,-2.2251758721107424e-11,0.02469257779100751,0.039220606333530424,0.024692577791007492,-4.2914106104992895e-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
