step,frame,time,element,point,r,z,s_rr,s_zz,s_hoop,s_rz,ee_rr,ee_zz,ee_hoop,ee_rz,pe_rr,pe_zz,pe_hoop,pe_rz,peeq,ce_rr,ce_zz,ce_hoop,ce_rz,ceeq
LOAD_AND_HOLD,0,0.0,1,1,0.004211324865405186,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
LOAD_AND_HOLD,0,0.0,1,2,0.0047886751345948145,0.0021132486540518503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
LOAD_AND_HOLD,0,0.0,1,3,0.004211324865405186,0.00788675134594815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
LOAD_AND_HOLD,0,0.0,1,4,0.004788675134594815,0.00788675134594815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
LOAD_AND_HOLD,1,0.10000000149011612,1,1,0.004211324865405186,0.0021343811405923688,5762671.129654478,13350279.63123831,5762671.129654478,2.3593546495125676e-38,2.878590138664112e-05,0.009892676953445622,2.878590138664112e-05,3.0671610443663376e-47,nan,nan,nan,nan,nan,-2.878590138664112e-05,5.7571802773282245e-05,-2.878590138664112e-05,2.685278909532769e-49,5.7571802773282245e-05
LOAD_AND_HOLD,1,0.10000000149011612,1,2,0.0047886751345948145,0.0021343811405923688,5818193.561641574,13239234.767264117,5818193.561641574,2.365380918211116e-38,0.00010096506296986703,0.009748318630279171,0.00010096506296986703,3.0749951936744504e-47,nan,nan,nan,nan,nan,-0.00010096506296986703,0.00020193012593973408,-0.00010096506296986703,9.65447408541398e-49,0.00020193012593973408
LOAD_AND_HOLD,1,0.10000000149011612,1,3,0.004211324865405186,0.00796561885940763,5916335.031211106,13042951.828125054,5916335.031211106,2.2160100210209194e-38,0.00022854897341025748,0.009493150809398391,0.00022854897341025748,2.8808130273271953e-47,nan,nan,nan,nan,nan,-0.00022854897341025748,0.000457097946820515,-0.00022854897341025748,2.1320080613447202e-48,0.000457097946820515
LOAD_AND_HOLD,1,0.10000000149011612,1,4,0.004788675134594815,0.00796561885940763,5869202.09613204,13137217.698283184,5869202.09613204,2.3166055735634213e-38,0.00016727615780747285,0.00961569644060396,0.00016727615780747285,3.011587245632448e-47,nan,nan,nan,nan,nan,-0.00016727615780747285,0.00033455231561494575,-0.00016727615780747285,1.5995268889614338e-48,0.00033455231561494575
LOAD_AND_HOLD,2,0.20000000298023224,1,1,0.004211324865405186,0.0021343811405923688,5784434.693211533,13306752.504124193,5784434.693211533,-8.357792268537727e-24,5.7078534010816345e-05,0.009836091688197272,5.7078534010816345e-05,-1.0865129949099045e-32,nan,nan,nan,nan,nan,-5.7078534010816345e-05,0.00011415706802163272,-5.7078534010816345e-05,-9.335030345597478e-35,0.00011415706802163272
LOAD_AND_HOLD,2,0.20000000298023224,1,2,0.0047886751345948145,0.0021343811405923688,5891334.145049781,13092953.6004477,5891334.145049781,-8.17240876878095e-24,0.00019604782140053768,0.00955815311341783,0.00019604782140053768,-1.0624131399415237e-32,nan,nan,nan,nan,nan,-0.00019604782140053768,0.00039209564280107546,-0.00019604782140053768,-3.2034759067602565e-34,0.00039209564280107546
LOAD_AND_HOLD,2,0.20000000298023224,1,3,0.004211324865405186,0.00796561885940763,6070116.799166598,12735388.29221407,6070116.799166598,-2.1176317231062533e-24,0.0004284652717523982,0.00909331821271411,0.0004284652717523982,-2.7529212400381292e-33,nan,nan,nan,nan,nan,-0.0004284652717523982,0.0008569305435047964,-0.0004284652717523982,-1.8851951165316694e-34,0.0008569305435047964
LOAD_AND_HOLD,2,0.20000000298023224,1,4,0.004788675134594815,0.00796561885940763,5985789.572114736,12904042.746317787,5985789.572114736,-2.1445999549672508e-24,0.00031883987658497975,0.009312569003048946,0.00031883987658497975,-2.787979941457426e-33,nan,nan,nan,nan,nan,-0.00031883987658497975,0.0006376797531699597,-0.00031883987658497975,-1.3945954777011432e-34,0.0006376797531699597
LOAD_AND_HOLD,3,0.30000001192092896,1,1,0.004211324865405186,0.0021343811405923688,5805828.462480358,13263964.965586541,5805828.462480358,-4.1620100531087596e-24,8.489043406028791e-05,0.009780467888098327,8.489043406028791e-05,-5.410613069041387e-33,nan,nan,nan,nan,nan,-8.489043406028791e-05,0.00016978086812057588,-8.489043406028791e-05,-1.4084434444456615e-34,0.00016978086812057588
LOAD_AND_HOLD,3,0.30000001192092896,1,2,0.0047886751345948145,0.0021343811405923688,5960330.721347225,12954960.447852809,5960330.721347225,-3.9058746392523924e-24,0.0002857433705872163,0.009378762015044471,0.0002857433705872163,-5.077637031028108e-33,nan,nan,nan,nan,nan,-0.0002857433705872163,0.0005714867411744327,-0.0002857433705872163,-4.73820382457848e-34,0.0005714867411744327
LOAD_AND_HOLD,3,0.30000001192092896,1,3,0.004211324865405186,0.00796561885940763,6205701.887065593,12464218.116416072,6205701.887065593,-9.059900753001416e-25,0.0006047258860210933,0.008740796984176718,0.0006047258860210933,-1.1777870978901844e-33,nan,nan,nan,nan,nan,-0.0006047258860210933,0.0012094517720421865,-0.0006047258860210933,-2.6699172385549886e-34,0.0012094517720421865
LOAD_AND_HOLD,3,0.30000001192092896,1,4,0.004788675134594815,0.00796561885940763,6091895.214527084,12691831.46149309,6091895.214527084,-9.568312999461077e-25,0.0004567772117210297,0.009036694332776844,0.0004567772117210297,-1.24388068992994e-33,nan,nan,nan,nan,nan,-0.0004567772117210297,0.0009135544234420596,-0.0004567772117210297,-2.0089813181574615e-34,0.0009135544234420596
LOAD_AND_HOLD,4,0.4000000059604645,1,1,0.004211324865405186,0.0021343811405923688,5826861.757322706,13221898.375901844,5826861.757322706,-4.1267971881200104e-24,0.00011223371735534091,0.009725781321508222,0.00011223371735534091,-5.3648363445560137e-33,nan,nan,nan,nan,nan,-0.00011223371735534091,0.00022446743471068187,-0.00011223371735534091,-1.8662106892994442e-34,0.00022446743471068187
LOAD_AND_HOLD,4,0.4000000059604645,1,2,0.0047886751345948145,0.0021343811405923688,6025522.824070217,12824576.242406825,6025522.824070217,-3.796662776439832e-24,0.0003704931041271065,0.009209262547964692,0.0003704931041271065,-4.935661609371781e-33,nan,nan,nan,nan,nan,-0.0003704931041271065,0.0007409862082542133,-0.0003704931041271065,-6.157958041141832e-34,0.0007409862082542133
LOAD_AND_HOLD,4,0.4000000059604645,1,3,0.004211324865405186,0.00796561885940763,6326089.91100058,12223442.068546105,6326089.91100058,-8.537075449655974e-25,0.0007612303171365743,0.008427788121945758,0.0007612303171365743,-1.1098198084552767e-33,nan,nan,nan,nan,nan,-0.0007612303171365743,0.0015224606342731485,-0.0007612303171365743,-3.349590132904116e-34,0.0015224606342731485
LOAD_AND_HOLD,4,0.4000000059604645,1,4,0.004788675134594815,0.00796561885940763,6188854.2313188305,12497913.427909594,6188854.2313188305,-9.14661155293128e-25,0.0005828239335503036,0.008784600889118298,0.0005828239335503036,-1.1890595018810663e-33,nan,nan,nan,nan,nan,-0.0005828239335503036,0.0011656478671006074,-0.0005828239335503036,-2.5571931986462734e-34,0.0011656478671006074
LOAD_AND_HOLD,5,0.5,1,1,0.004211324865405186,0.0021343811405923688,5847543.587659998,13180534.715227261,5847543.587659998,-4.092172727005103e-24,0.00013912009679382148,0.00967200856263126,0.00013912009679382148,-5.319824545106632e-33,nan,nan,nan,nan,nan,-0.00013912009679382148,0.000278240193587643,-0.00013912009679382148,-2.3163286837933016e-34,0.000278240193587643
LOAD_AND_HOLD,5,0.5,1,2,0.0047886751345948145,0.0021343811405923688,6087214.104129612,12701193.68228804,6087214.104129612,-3.693315601963716e-24,0.00045069176820431713,0.00904886521981027,0.00045069176820431713,-4.801310282552832e-33,nan,nan,nan,nan,nan,-0.00045069176820431713,0.0009013835364086345,-0.00045069176820431713,-7.501471309331337e-34,0.0009013835364086345
LOAD_AND_HOLD,5,0.5,1,3,0.004211324865405186,0.00796561885940763,6433662.570973393,12008296.74860048,6433662.570973393,-8.069905155272407e-25,0.0009010747751012305,0.008148099206016446,0.0009010747751012305,-1.0490876701854131e-33,nan,nan,nan,nan,nan,-0.0009010747751012305,0.001802149550202461,-0.0009010747751012305,-3.956911515602789e-34,0.001802149550202461
LOAD_AND_HOLD,5,0.5,1,4,0.004788675134594815,0.00796561885940763,6277786.2721019685,12320049.346343322,6277786.2721019685,-8.759821634035446e-25,0.0006984355865683819,0.00855337758308214,0.0006984355865683819,-1.1387768124246081e-33,nan,nan,nan,nan,nan,-0.0006984355865683819,0.001396871173136764,-0.0006984355865683819,-3.0600200932108658e-34,0.001396871173136764
LOAD_AND_HOLD,6,0.6000000238418579,1,1,0.004211324865405186,0.0021343811405923688,5867882.666230693,13139856.55808587,5867882.666230693,-4.058122083343532e-24,0.0001655608989357242,0.009619126958347456,0.0001655608989357242,-5.275558708346593e-33,nan,nan,nan,nan,nan,-0.0001655608989357242,0.00033112179787144847,-0.0001655608989357242,-2.7589870513936786e-34,0.00033112179787144847
LOAD_AND_HOLD,6,0.6000000238418579,1,2,0.0047886751345948145,0.0021343811405923688,6145676.926008664,12584268.03852993,6145676.926008664,-3.595376842267309e-24,0.0005266934366470865,0.008896861882924732,0.0005266934366470865,-4.6739898949475026e-33,nan,nan,nan,nan,nan,-0.0005266934366470865,0.0010533868732941732,-0.0005266934366470865,-8.774675185384626e-34,0.0010533868732941732
LOAD_AND_HOLD,6,0.6000000238418579,1,3,0.004211324865405186,0.00796561885940763,6530333.705763483,11814954.479020298,6530333.705763483,-7.6500783841421085e-25,0.001026747250328349,0.00789675425556221,0.001026747250328349,-9.945101899384745e-34,nan,nan,nan,nan,nan,-0.001026747250328349,0.002053494500656698,-0.001026747250328349,-4.5026863180721735e-34,0.002053494500656698
LOAD_AND_HOLD,6,0.6000000238418579,1,4,0.004788675134594815,0.00796561885940763,6359636.953694651,12156347.983157953,6359636.953694651,-8.40383049500374e-25,0.00080484147263887,0.008340565810941164,0.00080484147263887,-1.0924979643504862e-33,nan,nan,nan,nan,nan,-0.00080484147263887,0.0016096829452777403,-0.00080484147263887,-3.522808573952084e-34,0.0016096829452777403
LOAD_AND_HOLD,7,0.699999988079071,1,1,0.004211324865405186,0.0021343811405923688,5887887.420723509,13099847.049100239,5887887.420723509,-4.024631147930488e-24,0.00019156707977638376,0.009567114596666136,0.00019156707977638376,-5.2320204923096334e-33,nan,nan,nan,nan,nan,-0.00019156707977638376,0.00038313415955276757,-0.00019156707977638376,-3.1943692117632714e-34,0.00038313415955276757
LOAD_AND_HOLD,7,0.699999988079071,1,2,0.0047886751345948145,0.0021343811405923688,6201156.277749695,12473309.33504787,6201156.277749695,-3.5024360856695874e-24,0.0005988165939104265,0.008752615568398053,0.0005988165939104265,-4.5531669113704604e-33,nan,nan,nan,nan,nan,-0.0005988165939104265,0.0011976331878208533,-0.0005988165939104265,-9.982905021155052e-34,0.0011976331878208533
LOAD_AND_HOLD,7,0.699999988079071,1,3,0.004211324865405186,0.00796561885940763,6617657.916926279,11640306.056694701,6617657.916926279,-7.270843758484907e-25,0.0011402687248399852,0.007669711306538937,0.0011402687248399852,-9.45209688603038e-34,nan,nan,nan,nan,nan,-0.0011402687248399852,0.0022805374496799704,-0.0011402687248399852,-4.995691331426538e-34,0.0022805374496799704
