step,node,temperature,rfl,u1,u2,u3
DEFORM_A,563,350,-1.007573140437789e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,564,370,-1.3831576478078634e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,565,390,3.0347869374773819e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,566,410,1.0708401821097001e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,567,432,311557.63567819039,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,568,450,2.2724210886394304e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,569,310,-2.21387289101732e-19,7.9792425999999991e-32,2.2497642999999995e-32,2.8370285999999983e-32
DEFORM_A,570,330,-1.5882550543432538e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,571,350,-1.0506691331631335e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,572,370,-1.0214963115640839e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,573,390,3.4588197843972137e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,574,410,1.0372918959848671e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,575,430,1.2019634832119564e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,576,452,308373.66238725261,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,577,302,942861.18923192786,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,578,300,8.8967060819749637e-22,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,579,300,-1.8501996188015424e-21,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,580,300,-6.9946929302047639e-22,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,581,300,6.2523063318119124e-23,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,582,300,-1.4811765265328352e-21,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,583,300,-2.379190238078906e-21,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,584,300,-2.3080365233601847e-21,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,585,300,8.8967060819748565e-22,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,586,302,940621.61747418623,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,587,300,-4.0987999537919504e-22,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,588,300,-1.6602039218062947e-21,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,589,300,-1.7263605022121591e-21,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,590,300,-6.8484465623802272e-22,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,591,300,-2.5796594747540254e-21,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,592,300,-1.6330541234490088e-21,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,593,300,-1.8501996188012775e-21,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,594,300,-4.0987999537885593e-22,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,595,302,914962.29624501546,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,596,300,1.229608183667342e-21,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,597,300,-2.6835070214327951e-21,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,598,300,-2.6965475264717484e-21,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,599,300,-2.3250621314552197e-22,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,600,300,-1.469674974979946e-21,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,601,300,-6.994692930201922e-22,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,602,300,-1.6602039218059172e-21,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,603,300,1.2296081836674037e-21,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,604,302,942384.21119813353,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,605,300,-2.9141284884635429e-21,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,606,300,-2.0651579514305887e-21,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,607,300,-1.7914476267831075e-21,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,608,300,-3.4714311182703394e-22,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,609,300,6.2523063318159843e-23,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,610,300,-1.7263605022120315e-21,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,611,300,-2.6835070214330163e-21,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,612,300,-2.9141284884637562e-21,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,613,302,1044591.4521575758,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,614,300,6.3115292359321203e-22,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,615,300,-1.786442643361297e-21,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,616,300,-1.0982444608536752e-22,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,617,300,-1.4811765265329196e-21,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,618,300,-6.8484465623802272e-22,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,619,300,-2.6965475264722611e-21,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,620,300,-2.0651579514310543e-21,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,621,300,6.3115292359304154e-22,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,622,302,1036022.3208858053,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,623,300,2.3504592029770312e-22,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,624,300,-1.1256426008022538e-21,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,625,300,-2.3791902380790331e-21,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,626,300,-2.5796594747538622e-21,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,627,300,-2.3250621314575622e-22,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,628,300,-1.7914476267832309e-21,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,629,300,-1.7864426433614102e-21,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,630,300,2.3504592029783393e-22,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,631,302,1009575.6782088446,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,632,300,2.4482163726702364e-22,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,633,300,-2.3080365233601697e-21,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,634,300,-1.6330541234488421e-21,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,635,300,-1.4696749749800698e-21,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,636,300,-3.471431118270598e-22,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,637,300,-1.0982444608538342e-22,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,638,300,-1.1256426008020027e-21,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,639,300,2.4482163726712135e-22,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,640,302,1043267.1621938335,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,641,312,933432.57733960857,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,642,330,-3.5146073632421795e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,643,350,-1.658018889499339e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,644,370,-9.688099109277494e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,645,390,9.9451783896382396e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,646,410,1.9569709882341904e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,647,430,3.6822548515059736e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,648,450,3.6796660976679009e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,649,310,-4.2407356919034279e-19,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,650,332,915538.37434154132,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,651,350,-1.6436156932651153e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,652,370,-9.7841725721560859e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,653,390,9.7662900330852023e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,654,410,1.9649343069371379e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,655,430,3.6802501591392221e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,656,450,3.686415921667012e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,657,310,-4.2681343941734169e-19,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,658,330,-3.5276028692779444e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,659,352,875313.93007439817,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,660,370,-9.4951913616086944e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,661,390,9.6705753811631371e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,662,410,1.9448172782348003e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,663,430,3.7037216917553084e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,664,450,3.6880497131517031e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,665,310,-4.2566270909156088e-19,3.8469083451907641e-32,4.6122538522652516e-32,4.5377547591370399e-32
DEFORM_A,666,330,-3.5401061085422181e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,667,350,-1.6272208114746499e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,668,372,848145.79007832007,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,669,390,9.6475132344600877e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,670,410,1.9511311739852136e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,671,430,3.688132277618934e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,672,450,3.6992750317832349e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,673,310,-4.2490071673522891e-19,3.8469083451907055e-32,4.6122538522653052e-32,4.5377547591370486e-32
DEFORM_A,674,330,-3.5407676743463667e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,675,350,-1.6663519635257332e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,676,370,-9.9095650288226254e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,677,392,853083.01926200592,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,678,410,1.9780942827354825e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,679,430,3.6881823274531915e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,680,450,3.7016482184407615e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,681,310,-4.2644441632508235e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,682,330,-3.5303525158867525e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,683,350,-1.6664823685761652e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,684,370,-9.8246679751197492e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,685,390,1.0002041375667144e-19,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,686,412,759749.70198289608,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,687,430,3.7083972130899616e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,688,450,3.6914900368935876e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,689,310,-4.2734243003662825e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,690,330,-3.5493006640719084e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,691,350,-1.6418419554429035e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,692,370,-9.7972969426549922e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,693,390,9.7602818189716926e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,694,410,1.9741332127025761e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,695,432,696607.21796407481,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,696,450,3.705194679274281e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,697,310,-4.2727127632190941e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,698,330,-3.5398346105588564e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,699,350,-1.6542136430612459e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,700,370,-9.652866491159383e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,701,390,9.9279436386992998e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,702,410,1.9605263274915776e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,703,430,3.7084949702596549e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,704,452,702466.55587715749,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,705,312,948367.49857701163,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,706,330,-3.5146073632423914e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,707,350,-1.6580188894994596e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,708,370,-9.6880991092787182e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,709,390,9.9451783896396419e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,710,410,1.9569709882342693e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,711,430,3.6822548515061941e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,712,450,3.6796660976680073e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,713,310,-4.2407356919035165e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,714,332,954601.34498007968,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,715,350,-1.6436156932652364e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,716,370,-9.7841725721573016e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,717,390,9.7662900330866239e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,718,410,1.9649343069372162e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,719,430,3.6802501591394402e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,720,450,3.6864159216671193e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,721,310,-4.2681343941735065e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,722,330,-3.5276028692781572e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,723,352,936002.36255951878,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,724,370,-9.4951913616099246e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,725,390,9.6705753811645418e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,726,410,1.9448172782348805e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,727,430,3.703721691755528e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,728,450,3.6880497131518109e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,729,310,-4.2566270909156954e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,730,330,-3.5401061085424285e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,731,350,-1.627220811474769e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,732,372,929567.78592580743,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,733,390,9.6475132344614744e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,734,410,1.9511311739852916e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,735,430,3.6881322776191522e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,736,450,3.6992750317833389e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,737,310,-4.2490071673523113e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,738,330,-3.5407676743464905e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,739,350,-1.6663519635257746e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,740,370,-9.9095650288230418e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,741,392,957727.86962479702,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,742,410,1.9780942827355292e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,743,430,3.6881823274533715e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,744,450,3.7016482184407567e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,745,310,-4.2644441632508235e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,746,330,-3.5303525158867525e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,747,350,-1.6664823685761652e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,748,370,-9.8246679751197492e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,749,390,1.0002041375667144e-19,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,750,412,873205.65747900878,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,751,430,3.7083972130899616e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,752,450,3.6914900368935876e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,753,310,-4.2734243003662825e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,754,330,-3.5493006640719084e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,755,350,-1.6418419554429035e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,756,370,-9.7972969426549922e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,757,390,9.7602818189716926e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,758,410,1.9741332127025761e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,759,432,819210.08832575195,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,760,450,3.705194679274281e-19,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,761,310,-4.2727127632190941e-19,3.8469083451905583e-32,4.6122538522651098e-32,4.5377547591371817e-32
DEFORM_A,762,330,-3.5398346105588564e-19,0.12,0.025000000000000001,0.040000000000000001
DEFORM_A,763,350,-1.6542136430612459e-19,0.059999999999999998,0.10000000000000001,-0.035000000000000003
DEFORM_A,764,370,-9.652866491159383e-20,-0.014999999999999999,0.029999999999999999,0.01
DEFORM_A,765,390,9.9279436386992998e-20,0.029999999999999999,-0.02,0.080000000000000002
DEFORM_A,766,410,1.9605263274915776e-19,0.14000000000000001,0.014999999999999999,0.02
DEFORM_A,767,430,3.7084949702596549e-19,0.089999999999999997,0.044999999999999998,0.14999999999999999
DEFORM_A,768,452,844833.11120159482,-0.040000000000000001,0.11,0.025000000000000001
DEFORM_A,769,302,12390494.62551366,0.029999999999999999,9.1245813294263829e-31,0
DEFORM_A,770,300,-3.496602086618587e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,771,300,-7.4578276678686033e-20,0.11,0.20000000000000001,0
DEFORM_A,772,300,-2.8811953931995692e-20,-0.02,0.070000000000000007,0
DEFORM_A,773,300,-3.4966020866182e-20,0.029999999999999999,9.1245813294265248e-31,0
DEFORM_A,774,302,16231757.578190163,0.20000000000000001,0.040000000000000001,0
DEFORM_A,775,300,-4.9430981786165668e-20,0.11,0.20000000000000001,0
DEFORM_A,776,300,-7.5863547200503572e-20,-0.02,0.070000000000000007,0
DEFORM_A,777,300,-7.4578276678689704e-20,0.029999999999999999,9.1245813294261534e-31,0
DEFORM_A,778,300,-4.9430981786173179e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,779,302,15844275.739538999,0.11,0.20000000000000001,0
DEFORM_A,780,300,-3.6738307013665934e-20,-0.02,0.070000000000000007,0
DEFORM_A,781,300,-2.8811953932008891e-20,0.029999999999999999,9.1245813294262971e-31,0
DEFORM_A,782,300,-7.5863547200503704e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,783,300,-3.6738307013667204e-20,0.11,0.20000000000000001,0
DEFORM_A,784,302,12082139.821374837,-0.02,0.070000000000000007,0
DEFORM_A,785,312,11254699.284841573,0.029999999999999999,9.1245813294263408e-31,0
DEFORM_A,786,330,-5.7200480978197692e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,787,390,3.2893330336440887e-18,0.11,0.20000000000000001,0
DEFORM_A,788,450,7.6419868637488273e-18,-0.02,0.070000000000000007,0
DEFORM_A,789,310,-5.3845940719153894e-18,0.029999999999999999,9.1245813294263408e-31,0
DEFORM_A,790,332,14743846.466856064,0.20000000000000001,0.040000000000000001,0
DEFORM_A,791,390,3.314480328536265e-18,0.11,0.20000000000000001,0
DEFORM_A,792,450,7.5949352704793896e-18,-0.02,0.070000000000000007,0
DEFORM_A,793,310,-5.4242063277281464e-18,0.029999999999999999,9.1245813294263408e-31,0
DEFORM_A,794,330,-5.7345130587393499e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,795,392,14391883.796747925,0.11,0.20000000000000001,0
DEFORM_A,796,450,7.6340605106664673e-18,-0.02,0.070000000000000007,0
DEFORM_A,797,310,-5.3784400049812271e-18,0.029999999999999999,9.1245813294263408e-31,0
DEFORM_A,798,330,-5.7609456241534523e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,799,390,3.3271730033086648e-18,0.11,0.20000000000000001,0
DEFORM_A,800,452,10974610.337748811,-0.02,0.070000000000000007,0
DEFORM_A,801,312,11434774.473399039,0.029999999999999999,9.1245813294265248e-31,0
DEFORM_A,802,330,-5.7200480978192962e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,803,390,3.2893330336436888e-18,0.11,0.20000000000000001,0
DEFORM_A,804,450,7.6419868637480493e-18,-0.02,0.070000000000000007,0
DEFORM_A,805,310,-5.3845940719153709e-18,0.029999999999999999,9.1245813294264267e-31,0
DEFORM_A,806,332,15372917.249441925,0.20000000000000001,0.040000000000000001,0
DEFORM_A,807,390,3.3144803285361979e-18,0.11,0.20000000000000001,0
DEFORM_A,808,450,7.5949352704793942e-18,-0.02,0.070000000000000007,0
DEFORM_A,809,310,-5.4242063277282581e-18,0.029999999999999999,9.1245813294265248e-31,0
DEFORM_A,810,330,-5.73451305873941e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,811,392,16157288.209149005,0.11,0.20000000000000001,0
DEFORM_A,812,450,7.6340605106667677e-18,-0.02,0.070000000000000007,0
DEFORM_A,813,310,-5.3784400049819597e-18,0.029999999999999999,9.1245813294264267e-31,0
DEFORM_A,814,330,-5.7609456241539091e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,815,390,3.3271730033087577e-18,0.11,0.20000000000000001,0
DEFORM_A,816,452,13198798.032865904,-0.02,0.070000000000000007,0
DEFORM_A,817,302,14304796.916732078,0.029999999999999999,1.3218003709153365e-30,0
DEFORM_A,818,300,-2.3851141159404724e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,819,300,-8.1242712948616097e-20,0.11,0.20000000000000001,0
DEFORM_A,820,300,-4.349463651527322e-20,-0.02,0.070000000000000007,0
DEFORM_A,821,300,-2.3851141159406012e-20,0.029999999999999999,1.3218003709153694e-30,0
DEFORM_A,822,302,20483237.188437056,0.20000000000000001,0.040000000000000001,0
DEFORM_A,823,300,-5.4909382185522966e-20,0.11,0.20000000000000001,0
DEFORM_A,824,300,-7.076857197812289e-20,-0.02,0.070000000000000007,0
DEFORM_A,825,300,-8.1242712948617036e-20,0.029999999999999999,1.3218003709153483e-30,0
DEFORM_A,826,300,-5.4909382185532536e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,827,302,18768517.584727488,0.11,0.20000000000000001,0
DEFORM_A,828,300,-2.6344374947623683e-20,-0.02,0.070000000000000007,0
DEFORM_A,829,300,-4.3494636515280581e-20,0.029999999999999999,1.3218003709153483e-30,0
DEFORM_A,830,300,-7.0768571978124659e-20,0.20000000000000001,0.040000000000000001,0
DEFORM_A,831,300,-2.6344374947621793e-20,0.11,0.20000000000000001,0
DEFORM_A,832,302,13029504.602936026,-0.02,0.070000000000000007,0
DEFORM_A,833,312,12993523.866031637,0.029999999999999999,1.3218003709153474e-30,0
DEFORM_A,834,330,-5.6787355138189465e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,835,390,4.0254160221332515e-18,0.11,0.20000000000000001,0
DEFORM_A,836,450,8.0375754866702921e-18,-0.02,0.070000000000000007,0
DEFORM_A,837,310,-6.5566956267676462e-18,0.029999999999999999,1.3218003709153591e-30,0
DEFORM_A,838,332,18605607.112830326,0.20000000000000001,0.040000000000000001,0
DEFORM_A,839,390,4.0517493528961307e-18,0.11,0.20000000000000001,0
DEFORM_A,840,450,8.0103015512074355e-18,-0.02,0.070000000000000007,0
DEFORM_A,841,310,-6.6140871985565767e-18,0.029999999999999999,1.3218003709153588e-30,0
DEFORM_A,842,330,-5.7097937548444956e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,843,392,17048070.139460802,0.11,0.20000000000000001,0
DEFORM_A,844,450,8.0547257482376695e-18,-0.02,0.070000000000000007,0
DEFORM_A,845,310,-6.5763391221229062e-18,0.029999999999999999,1.3218003709153374e-30,0
DEFORM_A,846,330,-5.7256529446370793e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,847,390,4.0803143601335329e-18,0.11,0.20000000000000001,0
DEFORM_A,848,452,11835133.347666889,-0.02,0.070000000000000007,0
DEFORM_A,849,312,13201420.247888144,0.029999999999999999,1.3218003709153588e-30,0
DEFORM_A,850,330,-5.6787355138186314e-18,0.20000000000000001,0.040000000000000001,0
DEFORM_A,851,390,4.0254160221330967e-18,0.11,0.20000000000000001,0
DEFORM_A,852,450,8.0375754866707605e-18,-0.02,0.070000000000000007,0
DEFORM_A,853,310,-6.5566956267671401e-18,0.029999999999999999,1.3218003709153365e-30,0
DEFORM_A,854,332,19399446.349644423,0.20000000000000001,0.040000000000000001,0
DEFORM_A,855,390,4.0517493528960475e-18,0.11,0.20000000000000001,0
DEFORM_A,856,450,8.0103015512071643e-18,-0.02,0.070000000000000007,0
DEFORM_A,857,310,-6.6140871985571661e-18,0.029999999999999999,1.3218003709153694e-30,0
DEFORM_A,858,330,-5.7097937548445711e-18,0.20000000000000001,0.040000000000000001,0
