type	geometry	material	element	node	density_rule	capacity_rule	predicted	actual	relative_error
C3D8T	warped	CONSTANT	30	6	current_node	paired_gauss	1125565.373469978	1125565.3734700016	2.0872192862952943e-14
C3D8T	warped	CONSTANT	30	6	current_node	row_sum	1053135.4166666574	1125565.3734700016	0.06434984454083736
C3D8T	warped	CONSTANT	30	6	paired_node	paired_gauss	1125565.373469978	1125565.3734700016	2.0872192862952943e-14
C3D8T	warped	CONSTANT	30	6	paired_node	row_sum	1053135.4166666574	1125565.3734700016	0.06434984454083736
C3D8T	warped	CONSTANT	30	6	paired_gauss	paired_gauss	1125565.373469978	1125565.3734700016	2.0872192862952943e-14
C3D8T	warped	CONSTANT	30	6	paired_gauss	row_sum	1053135.4166666574	1125565.3734700016	0.06434984454083736
C3D8T	warped	CONSTANT	31	7	mean_temperature	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	mean_temperature	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	volume_mean_temperature	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	volume_mean_temperature	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	mean_density	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	mean_density	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	volume_mean_density	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	volume_mean_density	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	current_node	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	current_node	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	paired_node	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	paired_node	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	31	7	paired_gauss	paired_gauss	979540.6694431717	979540.6694431927	2.142730437526552e-14
C3D8T	warped	CONSTANT	31	7	paired_gauss	row_sum	990593.7499999932	979540.6694431927	0.011283942465690089
C3D8T	warped	CONSTANT	32	8	mean_temperature	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	mean_temperature	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	volume_mean_temperature	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	volume_mean_temperature	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	mean_density	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	mean_density	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	volume_mean_density	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	volume_mean_density	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	current_node	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	current_node	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	paired_node	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	paired_node	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	CONSTANT	32	8	paired_gauss	paired_gauss	1085445.827288624	1085445.8272886225	1.3322676295501878e-15
C3D8T	warped	CONSTANT	32	8	paired_gauss	row_sum	1035218.7499999981	1085445.8272886225	0.046273223431231525
C3D8T	warped	DENSITY	33	1	mean_temperature	paired_gauss	792143.2253714652	792143.2253714511	1.7763568394002505e-14
C3D8T	warped	DENSITY	33	1	mean_temperature	row_sum	825758.7962962933	792143.2253714511	0.04243622851041762
C3D8T	warped	DENSITY	33	1	volume_mean_temperature	paired_gauss	785714.835042111	792143.2253714511	0.00811518690490065
C3D8T	warped	DENSITY	33	1	volume_mean_temperature	row_sum	819057.6093259687	792143.2253714511	0.03397666367959773
C3D8T	warped	DENSITY	33	1	mean_density	paired_gauss	773101.3209154203	792143.2253714511	0.024038461538444245
C3D8T	warped	DENSITY	33	1	mean_density	row_sum	805908.8252314785	792143.2253714511	0.017377665325071012
C3D8T	warped	DENSITY	33	1	volume_mean_density	paired_gauss	768597.6183028439	792143.2253714511	0.02972392657598788
C3D8T	warped	DENSITY	33	1	volume_mean_density	row_sum	801214.0024656919	792143.2253714511	0.011450930594006259
C3D8T	warped	DENSITY	33	1	current_node	paired_gauss	905632.9759294924	792143.2253714511	0.14326923076925113
C3D8T	warped	DENSITY	33	1	current_node	row_sum	944064.6238425891	792143.2253714511	0.1917852650950831
C3D8T	warped	DENSITY	33	1	paired_node	paired_gauss	906394.6521077342	792143.2253714511	0.1442307692307896
C3D8T	warped	DENSITY	33	1	paired_node	row_sum	944858.6226851817	792143.2253714511	0.19278760762249703
C3D8T	warped	DENSITY	33	1	paired_gauss	paired_gauss	882001.4770175415	792143.2253714511	0.11343687450454953
C3D8T	warped	DENSITY	33	1	paired_gauss	row_sum	919430.2932427675	792143.2253714511	0.16068693614292928
C3D8T	warped	DENSITY	34	2	mean_temperature	paired_gauss	817972.6441276289	817972.6441276394	1.27675647831893e-14
C3D8T	warped	DENSITY	34	2	mean_temperature	row_sum	826288.425925919	817972.6441276394	0.010166332404854872
C3D8T	warped	DENSITY	34	2	volume_mean_temperature	paired_gauss	811334.6432374235	817972.6441276394	0.008115186904930294
C3D8T	warped	DENSITY	34	2	volume_mean_temperature	row_sum	819582.94091216	817972.6441276394	0.001968643812334303
C3D8T	warped	DENSITY	34	2	mean_density	paired_gauss	798309.8401822532	817972.6441276394	0.02403846153847411
C3D8T	warped	DENSITY	34	2	mean_density	row_sum	806425.7233796228	817972.6441276394	0.014116512124108027
C3D8T	warped	DENSITY	34	2	volume_mean_density	paired_gauss	793659.2853123986	817972.6441276394	0.029723926576017412
C3D8T	warped	DENSITY	34	2	volume_mean_density	row_sum	801727.8894230942	817972.6441276394	0.019859777489099284
C3D8T	warped	DENSITY	34	2	current_node	paired_gauss	919432.7124857674	817972.6441276394	0.12403846153844711
C3D8T	warped	DENSITY	34	2	current_node	row_sum	928779.971064807	817972.6441276394	0.13546581017430315
C3D8T	warped	DENSITY	34	2	paired_node	paired_gauss	920219.2246435825	817972.6441276394	0.12499999999998557
C3D8T	warped	DENSITY	34	2	paired_node	row_sum	929574.4791666588	817972.6441276394	0.1364371239554616
C3D8T	warped	DENSITY	34	2	paired_gauss	paired_gauss	905517.4899222394	817972.6441276394	0.10702661809425895
C3D8T	warped	DENSITY	34	2	paired_gauss	row_sum	914723.2817232105	817972.6441276394	0.11828101867484198
C3D8T	warped	DENSITY	35	3	mean_temperature	paired_gauss	703216.7317033603	703216.7317033862	3.674838211509268e-14
C3D8T	warped	DENSITY	35	3	mean_temperature	row_sum	776042.8240740635	703216.7317033862	0.1035613760131564
C3D8T	warped	DENSITY	35	3	volume_mean_temperature	paired_gauss	697509.9964909223	703216.7317033862	0.008115186904954053
C3D8T	warped	DENSITY	35	3	volume_mean_temperature	row_sum	769745.0915104824	703216.7317033862	0.09460576918576158
C3D8T	warped	DENSITY	35	3	mean_density	paired_gauss	686312.4833451065	703216.7317033862	0.024038461538497424
C3D8T	warped	DENSITY	35	3	mean_density	row_sum	757387.94849536	703216.7317033862	0.07703345832053232
C3D8T	warped	DENSITY	35	3	volume_mean_density	paired_gauss	682314.3692031915	703216.7317033862	0.029723926576040616
C3D8T	warped	DENSITY	35	3	volume_mean_density	row_sum	752975.7841514505	703216.7317033862	0.07075919870042635
C3D8T	warped	DENSITY	35	3	current_node	paired_gauss	776919.2545453471	703216.7317033862	0.10480769230765152
C3D8T	warped	DENSITY	35	3	current_node	row_sum	857378.0815972105	703216.7317033862	0.2192230971529967
C3D8T	warped	DENSITY	35	3	paired_node	paired_gauss	777595.4244796772	703216.7317033862	0.10576923076918998
C3D8T	warped	DENSITY	35	3	paired_node	row_sum	858124.2766203586	703216.7317033862	0.22028421386070174
C3D8T	warped	DENSITY	35	3	paired_gauss	paired_gauss	753524.9199692076	703216.7317033862	0.0715400899861427
C3D8T	warped	DENSITY	35	3	paired_gauss	row_sum	831560.9975414528	703216.7317033862	0.18251025615841243
C3D8T	warped	DENSITY	36	4	mean_temperature	paired_gauss	820469.0374371189	820469.0374371294	1.27675647831893e-14
C3D8T	warped	DENSITY	36	4	mean_temperature	row_sum	823182.8703703667	820469.0374371294	0.003307660386203448
C3D8T	warped	DENSITY	36	4	volume_mean_temperature	paired_gauss	813810.7778486185	820469.0374371294	0.008115186904930738
C3D8T	warped	DENSITY	36	4	volume_mean_temperature	row_sum	816502.5875203842	820469.0374371294	0.00483436880096666
C3D8T	warped	DENSITY	36	4	mean_density	paired_gauss	800746.2240371882	820469.0374371294	0.024038461538474
C3D8T	warped	DENSITY	36	4	mean_density	row_sum	803394.8206018483	820469.0374371294	0.02081031221923413
C3D8T	warped	DENSITY	36	4	volume_mean_density	paired_gauss	796081.4760104527	820469.0374371294	0.02972392657601719
C3D8T	warped	DENSITY	36	4	volume_mean_density	row_sum	798714.6431728532	820469.0374371294	0.026514582844259005
C3D8T	warped	DENSITY	36	4	current_node	paired_gauss	855970.1015569943	820469.0374371294	0.043269230769217515
C3D8T	warped	DENSITY	36	4	current_node	row_sum	858801.3599537	820469.0374371294	0.04672001107599133
C3D8T	warped	DENSITY	36	4	paired_node	paired_gauss	859914.6642369804	820469.0374371294	0.04807692307690958
C3D8T	warped	DENSITY	36	4	paired_node	row_sum	862758.9699074036	820469.0374371294	0.0515436055970786
C3D8T	warped	DENSITY	36	4	paired_gauss	paired_gauss	852868.3816730058	820469.0374371294	0.03948880793488696
C3D8T	warped	DENSITY	36	4	paired_gauss	row_sum	855689.380633722	820469.0374371294	0.042927083886808326
C3D8T	warped	DENSITY	37	5	mean_temperature	paired_gauss	924536.7405188573	924536.7405188539	3.552713678800501e-15
C3D8T	warped	DENSITY	37	5	mean_temperature	row_sum	903788.8888888895	924536.7405188539	0.02244134897042671
C3D8T	warped	DENSITY	37	5	volume_mean_temperature	paired_gauss	917033.9520690836	924536.7405188539	0.008115186904913863
C3D8T	warped	DENSITY	37	5	volume_mean_temperature	row_sum	896454.4731329684	924536.7405188539	0.030374420134050673
C3D8T	warped	DENSITY	37	5	mean_density	paired_gauss	902312.2996410001	924536.7405188539	0.02403846153845801
C3D8T	warped	DENSITY	37	5	mean_density	row_sum	882063.194444445	924536.7405188539	0.04594035500479143
C3D8T	warped	DENSITY	37	5	volume_mean_density	paired_gauss	897055.878326856	924536.7405188539	0.029723926576001203
C3D8T	warped	DENSITY	37	5	volume_mean_density	row_sum	876924.734315347	924536.7405188539	0.05149823053736813
C3D8T	warped	DENSITY	37	5	current_node	paired_gauss	875642.9705875716	924536.7405188539	0.052884615384611866
C3D8T	warped	DENSITY	37	5	current_node	row_sum	855992.3611111116	924536.7405188539	0.07413916224602923
C3D8T	warped	DENSITY	37	5	paired_node	paired_gauss	880087.858763143	924536.7405188539	0.048076923076919575
C3D8T	warped	DENSITY	37	5	paired_node	row_sum	860337.5000000005	924536.7405188539	0.06943936103915627
C3D8T	warped	DENSITY	37	5	paired_gauss	paired_gauss	888027.88674375	924536.7405188539	0.039488807934896175
C3D8T	warped	DENSITY	37	5	paired_gauss	row_sum	868099.3430418597	924536.7405188539	0.061043974786033184
C3D8T	warped	DENSITY	38	6	mean_temperature	paired_gauss	975489.9903406446	975489.9903406715	2.7533531010703882e-14
C3D8T	warped	DENSITY	38	6	mean_temperature	row_sum	912717.3611110997	975489.9903406715	0.06434984454084414
C3D8T	warped	DENSITY	38	6	volume_mean_temperature	paired_gauss	967573.7067451536	975489.9903406715	0.008115186904945282
C3D8T	warped	DENSITY	38	6	volume_mean_temperature	row_sum	905310.4891343196	975489.9903406715	0.07194282043001077
C3D8T	warped	DENSITY	38	6	mean_density	paired_gauss	952040.7117266868	975489.9903406715	0.02403846153848843
C3D8T	warped	DENSITY	38	6	mean_density	row_sum	890777.0399305444	975489.9903406715	0.08684143481630469
C3D8T	warped	DENSITY	38	6	volume_mean_density	paired_gauss	946494.5974921315	975489.9903406715	0.029723926576031734
C3D8T	warped	DENSITY	38	6	volume_mean_density	row_sum	885587.8172847885	975489.9903406715	0.09216104106253964
C3D8T	warped	DENSITY	38	6	current_node	paired_gauss	830104.4629341062	975489.9903406715	0.149038461538485
C3D8T	warped	DENSITY	38	6	current_node	row_sum	776687.369791657	975489.9903406715	0.20379770424869914
C3D8T	warped	DENSITY	38	6	paired_node	paired_gauss	834794.3186568978	975489.9903406715	0.1442307692307928
C3D8T	warped	DENSITY	38	6	paired_node	row_sum	781075.434027768	975489.9903406715	0.1992993861936071
C3D8T	warped	DENSITY	38	6	paired_gauss	paired_gauss	905703.3486510552	975489.9903406715	0.07154008998620742
C3D8T	warped	DENSITY	38	6	paired_gauss	row_sum	847421.4789652613	975489.9903406715	0.1312863408579772
C3D8T	warped	DENSITY	39	7	mean_temperature	paired_gauss	848935.246850745	848935.2468507714	3.097522238704187e-14
C3D8T	warped	DENSITY	39	7	mean_temperature	row_sum	858514.5833333253	848935.2468507714	0.011283942465682317
C3D8T	warped	DENSITY	39	7	volume_mean_temperature	paired_gauss	842045.9786523784	848935.2468507714	0.008115186904948946
C3D8T	warped	DENSITY	39	7	volume_mean_temperature	row_sum	851547.5770289775	848935.2468507714	0.003077184258630794
C3D8T	warped	DENSITY	39	7	mean_density	paired_gauss	828528.1495706791	848935.2468507714	0.024038461538491762
C3D8T	warped	DENSITY	39	7	mean_density	row_sum	837877.2135416588	848935.2468507714	0.013025767689742729
C3D8T	warped	DENSITY	39	7	volume_mean_density	paired_gauss	823701.557905571	848935.2468507714	0.029723926576034954
C3D8T	warped	DENSITY	39	7	volume_mean_density	row_sum	832996.1588938962	848935.2468507714	0.018775387187660253
C3D8T	warped	DENSITY	39	7	current_node	paired_gauss	676699.3458069881	848935.2468507714	0.2028846153846402
C3D8T	warped	DENSITY	39	7	current_node	row_sum	684335.1822916603	848935.2468507714	0.19389001124610505
C3D8T	warped	DENSITY	39	7	paired_node	paired_gauss	677515.6296981907	848935.2468507714	0.20192307692310174
C3D8T	warped	DENSITY	39	7	paired_node	row_sum	685160.677083327	848935.2468507714	0.19291762283988811
C3D8T	warped	DENSITY	39	7	paired_gauss	paired_gauss	721155.4610744895	848935.2468507714	0.15051770585600788
C3D8T	warped	DENSITY	39	7	paired_gauss	row_sum	729292.9378060893	848935.2468507714	0.14093219652324462
C3D8T	warped	DENSITY	40	8	mean_temperature	paired_gauss	940719.7169834638	940719.7169834841	2.1538326677728037e-14
C3D8T	warped	DENSITY	40	8	mean_temperature	row_sum	897189.5833333269	940719.7169834841	0.04627322343124807
C3D8T	warped	DENSITY	40	8	volume_mean_temperature	paired_gauss	933085.6006550018	940719.7169834841	0.008115186904938954
C3D8T	warped	DENSITY	40	8	volume_mean_temperature	row_sum	889908.7221754318	940719.7169834841	0.05401289447932811
C3D8T	warped	DENSITY	40	8	mean_density	paired_gauss	918106.2622482844	940719.7169834841	0.024038461538482547
C3D8T	warped	DENSITY	40	8	mean_density	row_sum	875622.5260416603	940719.7169834841	0.06919934786799697
C3D8T	warped	DENSITY	40	8	volume_mean_density	paired_gauss	912757.8331872473	940719.7169834841	0.02972392657602574
C3D8T	warped	DENSITY	40	8	volume_mean_density	row_sum	870521.5860335707	940719.7169834841	0.07462172811154744
C3D8T	warped	DENSITY	40	8	current_node	paired_gauss	731771.395230406	940719.7169834841	0.22211538461540137
C3D8T	warped	DENSITY	40	8	current_node	row_sum	697909.9739583282	940719.7169834841	0.2581106132268075
C3D8T	warped	DENSITY	40	8	paired_node	paired_gauss	732675.9334198132	940719.7169834841	0.2211538461538629
C3D8T	warped	DENSITY	40	8	paired_node	row_sum	698772.656249995	940719.7169834841	0.2571935682493375
C3D8T	warped	DENSITY	40	8	paired_gauss	paired_gauss	768973.4703493853	940719.7169834841	0.18256898790728138
C3D8T	warped	DENSITY	40	8	paired_gauss	row_sum	733390.5891432217	940719.7169834841	0.2203941557694622
C3D8T	warped	DENSITY_CP	41	1	mean_temperature	paired_gauss	803761.3260102422	803761.326010252	1.2212453270876722e-14
C3D8T	warped	DENSITY_CP	41	1	mean_temperature	row_sum	837869.9253086336	803761.326010252	0.04243622851038564
C3D8T	warped	DENSITY_CP	41	1	volume_mean_temperature	paired_gauss	797238.6526227244	803761.326010252	0.00811518690492996
C3D8T	warped	DENSITY_CP	41	1	volume_mean_temperature	row_sum	831070.4542627445	803761.326010252	0.0339766636795662
C3D8T	warped	DENSITY_CP	41	1	mean_density	paired_gauss	784440.1402888421	803761.326010252	0.024038461538473443
C3D8T	warped	DENSITY_CP	41	1	mean_density	row_sum	817728.8213348684	803761.326010252	0.017377665325039926
C3D8T	warped	DENSITY_CP	41	1	volume_mean_density	paired_gauss	779870.3833712817	803761.326010252	0.029723926576016413
C3D8T	warped	DENSITY_CP	41	1	volume_mean_density	row_sum	812965.1411685174	803761.326010252	0.011450930593975839
C3D8T	warped	DENSITY_CP	41	1	current_node	paired_gauss	918915.5929097867	803761.326010252	0.14326923076921716
C3D8T	warped	DENSITY_CP	41	1	current_node	row_sum	957910.9049922746	803761.326010252	0.1917852650950469
C3D8T	warped	DENSITY_CP	41	1	paired_node	paired_gauss	919688.4403386425	803761.326010252	0.14423076923075517
C3D8T	warped	DENSITY_CP	41	1	paired_node	row_sum	958716.549151225	803761.326010252	0.1927876076224604
C3D8T	warped	DENSITY_CP	41	1	paired_gauss	paired_gauss	894937.4986804605	803761.326010252	0.11343687450451623
C3D8T	warped	DENSITY_CP	41	1	paired_gauss	row_sum	932915.2708769889	803761.326010252	0.16068693614289375
C3D8T	warped	DENSITY_CP	42	2	mean_temperature	paired_gauss	851782.1800849034	851782.1800849246	2.4868995751603507e-14
C3D8T	warped	DENSITY_CP	42	2	mean_temperature	row_sum	860441.6808641882	851782.1800849246	0.010166332404841327
C3D8T	warped	DENSITY_CP	42	2	volume_mean_temperature	paired_gauss	844869.8084912358	851782.1800849246	0.008115186904942728
C3D8T	warped	DENSITY_CP	42	2	volume_mean_temperature	row_sum	853459.0358031936	851782.1800849246	0.0019686438123205363
C3D8T	warped	DENSITY_CP	42	2	mean_density	paired_gauss	831306.6469097855	851782.1800849246	0.024038461538485878
C3D8T	warped	DENSITY_CP	42	2	mean_density	row_sum	839757.9866126452	851782.1800849246	0.01411651212412135
C3D8T	warped	DENSITY_CP	42	2	volume_mean_density	paired_gauss	826463.8691053104	851782.1800849246	0.02972392657602896
C3D8T	warped	DENSITY_CP	42	2	volume_mean_density	row_sum	834865.975519247	851782.1800849246	0.019859777489112274
C3D8T	warped	DENSITY_CP	42	2	current_node	paired_gauss	957435.9312685116	851782.1800849246	0.12403846153843356
C3D8T	warped	DENSITY_CP	42	2	current_node	row_sum	967169.5432021501	851782.1800849246	0.13546581017428805
C3D8T	warped	DENSITY_CP	42	2	paired_node	paired_gauss	958254.9525955163	851782.1800849246	0.12499999999997202
C3D8T	warped	DENSITY_CP	42	2	paired_node	row_sum	967996.8909722118	851782.1800849246	0.1364371239554465
C3D8T	warped	DENSITY_CP	42	2	paired_gauss	paired_gauss	942945.5461723579	851782.1800849246	0.10702661809424585
C3D8T	warped	DENSITY_CP	42	2	paired_gauss	row_sum	952531.8440344343	851782.1800849246	0.11828101867482688
C3D8T	warped	DENSITY_CP	43	3	mean_temperature	paired_gauss	751035.4694592055	751035.469459226	2.731148640577885e-14
C3D8T	warped	DENSITY_CP	43	3	mean_temperature	row_sum	828813.7361111115	751035.469459226	0.10356137601315796
C3D8T	warped	DENSITY_CP	43	3	volume_mean_temperature	paired_gauss	744940.6762523217	751035.469459226	0.008115186904944394
C3D8T	warped	DENSITY_CP	43	3	volume_mean_temperature	row_sum	822087.757733207	751035.469459226	0.09460576918576336
C3D8T	warped	DENSITY_CP	43	3	mean_density	paired_gauss	732981.7322125898	751035.469459226	0.02403846153848843
C3D8T	warped	DENSITY_CP	43	3	mean_density	row_sum	808890.3289930557	751035.469459226	0.07703345832053365
C3D8T	warped	DENSITY_CP	43	3	volume_mean_density	paired_gauss	728711.7463090247	751035.469459226	0.02972392657603129
C3D8T	warped	DENSITY_CP	43	3	volume_mean_density	row_sum	804178.1374737605	751035.469459226	0.0707591987004279
C3D8T	warped	DENSITY_CP	43	3	current_node	paired_gauss	829749.7638544491	751035.469459226	0.10480769230766218
C3D8T	warped	DENSITY_CP	43	3	current_node	row_sum	915679.7911458337	751035.469459226	0.21922309715299848
C3D8T	warped	DENSITY_CP	43	3	paired_node	paired_gauss	830471.9133443137	751035.469459226	0.10576923076920064
C3D8T	warped	DENSITY_CP	43	3	paired_node	row_sum	916476.727430556	751035.469459226	0.22028421386070351
C3D8T	warped	DENSITY_CP	43	3	paired_gauss	paired_gauss	804764.6145271315	751035.469459226	0.07154008998615291
C3D8T	warped	DENSITY_CP	43	3	paired_gauss	row_sum	888107.1453742841	751035.469459226	0.18251025615841399
C3D8T	warped	DENSITY_CP	44	4	mean_temperature	paired_gauss	898140.1063144767	898140.1063144992	2.4980018054066022e-14
C3D8T	warped	DENSITY_CP	44	4	mean_temperature	row_sum	901110.8487654128	898140.1063144992	0.0033076603861996734
C3D8T	warped	DENSITY_CP	44	4	volume_mean_temperature	paired_gauss	890851.5314849317	898140.1063144992	0.00811518690494295
C3D8T	warped	DENSITY_CP	44	4	volume_mean_temperature	row_sum	893798.1658056322	898140.1063144992	0.004834368800970212
C3D8T	warped	DENSITY_CP	44	4	mean_density	paired_gauss	876550.1999126864	898140.1063144992	0.02403846153848599
C3D8T	warped	DENSITY_CP	44	4	mean_density	row_sum	879449.5302854751	898140.1063144992	0.02081031221923768
C3D8T	warped	DENSITY_CP	44	4	volume_mean_density	paired_gauss	871443.8557394202	898140.1063144992	0.02972392657602896
C3D8T	warped	DENSITY_CP	44	4	volume_mean_density	row_sum	874326.2960598685	898140.1063144992	0.02651458284426267
C3D8T	warped	DENSITY_CP	44	4	current_node	paired_gauss	937001.9378376992	898140.1063144992	0.043269230769204636
C3D8T	warped	DENSITY_CP	44	4	current_node	row_sum	940101.2220293009	898140.1063144992	0.04672001107598711
C3D8T	warped	DENSITY_CP	44	4	paired_node	paired_gauss	941319.9191180575	898140.1063144992	0.04807692307689715
C3D8T	warped	DENSITY_CP	44	4	paired_node	row_sum	944433.4857252887	898140.1063144992	0.05154360559707505
C3D8T	warped	DENSITY_CP	44	4	paired_gauss	paired_gauss	933606.58847136	898140.1063144992	0.039488807934874304
C3D8T	warped	DENSITY_CP	44	4	paired_gauss	row_sum	936694.6420003653	898140.1063144992	0.04292708388680455
C3D8T	warped	DENSITY_CP	45	5	mean_temperature	paired_gauss	1036713.8650351239	1036713.8650351409	1.6431300764452317e-14
C3D8T	warped	DENSITY_CP	45	5	mean_temperature	row_sum	1013448.6074073935	1036713.8650351409	0.022441348970440145
C3D8T	warped	DENSITY_CP	45	5	volume_mean_temperature	paired_gauss	1028300.7382534445	1036713.8650351409	0.008115186904933624
C3D8T	warped	DENSITY_CP	45	5	volume_mean_temperature	row_sum	1005224.2825397543	1036713.8650351409	0.030374420134063884
C3D8T	warped	DENSITY_CP	45	5	mean_density	paired_gauss	1011792.8586640871	1036713.8650351409	0.024038461538477662
C3D8T	warped	DENSITY_CP	45	5	mean_density	row_sum	989086.8620370234	1036713.8650351409	0.045940355004804645
C3D8T	warped	DENSITY_CP	45	5	volume_mean_density	paired_gauss	1005898.6582304935	1036713.8650351409	0.029723926576020854
C3D8T	warped	DENSITY_CP	45	5	volume_mean_density	row_sum	983324.9354122618	1036713.8650351409	0.05149823053738112
C3D8T	warped	DENSITY_CP	45	5	current_node	paired_gauss	981887.6510188433	1036713.8650351409	0.05288461538463096
C3D8T	warped	DENSITY_CP	45	5	current_node	row_sum	959852.7675925794	1036713.8650351409	0.07413916224604189
C3D8T	warped	DENSITY_CP	45	5	paired_node	paired_gauss	986871.8522930506	1036713.8650351409	0.04807692307693867
C3D8T	warped	DENSITY_CP	45	5	paired_node	row_sum	964725.1166666535	1036713.8650351409	0.06943936103916892
C3D8T	warped	DENSITY_CP	45	5	paired_gauss	paired_gauss	995775.2703353044	1036713.8650351409	0.03948880793491538
C3D8T	warped	DENSITY_CP	45	5	paired_gauss	row_sum	973428.7299975916	1036713.8650351409	0.06104397478604584
C3D8T	warped	DENSITY_CP	46	6	mean_temperature	paired_gauss	1119862.5089110893	1119862.5089110879	1.3322676295501878e-15
C3D8T	warped	DENSITY_CP	46	6	mean_temperature	row_sum	1047799.5305555656	1119862.5089110879	0.06434984454082104
C3D8T	warped	DENSITY_CP	46	6	volume_mean_temperature	paired_gauss	1110774.6153434662	1119862.5089110879	0.008115186904916083
C3D8T	warped	DENSITY_CP	46	6	volume_mean_temperature	row_sum	1039296.4415262227	1119862.5089110879	0.07194282042998701
C3D8T	warped	DENSITY_CP	46	6	mean_density	paired_gauss	1092942.737062265	1119862.5089110879	0.024038461538460343
C3D8T	warped	DENSITY_CP	46	6	mean_density	row_sum	1022612.0418402875	1119862.5089110879	0.08684143481628215
C3D8T	warped	DENSITY_CP	46	6	volume_mean_density	paired_gauss	1086575.7979209959	1119862.5089110879	0.029723926576003312
C3D8T	warped	DENSITY_CP	46	6	volume_mean_density	row_sum	1016654.81424296	1119862.5089110879	0.09216104106251688
C3D8T	warped	DENSITY_CP	46	6	current_node	paired_gauss	952959.9234483788	1119862.5089110879	0.14903846153846056
C3D8T	warped	DENSITY_CP	46	6	current_node	row_sum	891637.1005208419	1119862.5089110879	0.20379770424867938
C3D8T	warped	DENSITY_CP	46	6	paired_node	paired_gauss	958343.8778181437	1119862.5089110879	0.14423076923076816
C3D8T	warped	DENSITY_CP	46	6	paired_node	row_sum	896674.5982638976	1119862.5089110879	0.1992993861935871
C3D8T	warped	DENSITY_CP	46	6	paired_gauss	paired_gauss	1039747.4442514386	1119862.5089110879	0.07154008998618067
C3D8T	warped	DENSITY_CP	46	6	paired_gauss	row_sum	972839.8578521414	1119862.5089110879	0.13128634085795565
C3D8T	warped	DENSITY_CP	47	7	mean_temperature	paired_gauss	997215.9366340274	997215.9366340397	1.2323475573339238e-14
C3D8T	warped	DENSITY_CP	47	7	mean_temperature	row_sum	1008468.4638888862	997215.9366340397	0.011283942465688757
C3D8T	warped	DENSITY_CP	47	7	volume_mean_temperature	paired_gauss	989123.3429236801	997215.9366340397	0.008115186904929628
C3D8T	warped	DENSITY_CP	47	7	volume_mean_temperature	row_sum	1000284.5538167129	997215.9366340397	0.0030771842586378995
C3D8T	warped	DENSITY_CP	47	7	mean_density	paired_gauss	973244.3996957095	997215.9366340397	0.024038461538473554
C3D8T	warped	DENSITY_CP	47	7	mean_density	row_sum	984226.4335069419	997215.9366340397	0.0130257676897364
C3D8T	warped	DENSITY_CP	47	7	volume_mean_density	paired_gauss	967574.7633530956	997215.9366340397	0.029723926576016857
C3D8T	warped	DENSITY_CP	47	7	volume_mean_density	row_sum	978492.8213140365	997215.9366340397	0.018775387187654147
C3D8T	warped	DENSITY_CP	47	7	current_node	paired_gauss	794896.164874624	997215.9366340397	0.202884615384625
