type	geometry	material	element	node	density_rule	capacity_rule	predicted	actual	relative_error
C3D8T	regular	CONSTANT	2	2	volume_mean_temperature	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	2	2	mean_density	paired_gauss	374999.9999999999	375000.00000000006	4.440892098500626e-16
C3D8T	regular	CONSTANT	2	2	mean_density	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	2	2	volume_mean_density	paired_gauss	374999.9999999999	375000.00000000006	4.440892098500626e-16
C3D8T	regular	CONSTANT	2	2	volume_mean_density	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	2	2	current_node	paired_gauss	374999.9999999999	375000.00000000006	4.440892098500626e-16
C3D8T	regular	CONSTANT	2	2	current_node	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	2	2	paired_node	paired_gauss	374999.9999999999	375000.00000000006	4.440892098500626e-16
C3D8T	regular	CONSTANT	2	2	paired_node	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	2	2	paired_gauss	paired_gauss	374999.9999999999	375000.00000000006	4.440892098500626e-16
C3D8T	regular	CONSTANT	2	2	paired_gauss	row_sum	374999.99999999977	375000.00000000006	7.771561172376096e-16
C3D8T	regular	CONSTANT	3	3	mean_temperature	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	mean_temperature	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	volume_mean_temperature	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	volume_mean_temperature	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	mean_density	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	mean_density	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	volume_mean_density	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	volume_mean_density	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	current_node	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	current_node	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	paired_node	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	paired_node	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	3	3	paired_gauss	paired_gauss	374999.9999999997	375000.0000000004	1.887379141862766e-15
C3D8T	regular	CONSTANT	3	3	paired_gauss	row_sum	374999.9999999996	375000.0000000004	2.220446049250313e-15
C3D8T	regular	CONSTANT	4	4	mean_temperature	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	mean_temperature	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	volume_mean_temperature	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	volume_mean_temperature	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	mean_density	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	mean_density	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	volume_mean_density	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	volume_mean_density	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	current_node	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	current_node	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	paired_node	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	paired_node	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	paired_gauss	paired_gauss	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	4	4	paired_gauss	row_sum	374999.99999999953	375000.0000000005	2.6645352591003757e-15
C3D8T	regular	CONSTANT	5	5	mean_temperature	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	mean_temperature	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	volume_mean_temperature	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	volume_mean_temperature	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	mean_density	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	mean_density	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	volume_mean_density	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	volume_mean_density	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	current_node	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	current_node	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	paired_node	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	paired_node	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	paired_gauss	paired_gauss	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	5	5	paired_gauss	row_sum	374999.99999999953	374999.99999999965	3.3306690738754696e-16
C3D8T	regular	CONSTANT	6	6	mean_temperature	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	mean_temperature	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	volume_mean_temperature	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	volume_mean_temperature	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	mean_density	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	mean_density	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	volume_mean_density	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	volume_mean_density	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	current_node	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	current_node	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	paired_node	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	paired_node	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	paired_gauss	paired_gauss	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	6	6	paired_gauss	row_sum	374999.99999999953	374999.9999999986	2.4424906541753444e-15
C3D8T	regular	CONSTANT	7	7	mean_temperature	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	mean_temperature	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	volume_mean_temperature	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	volume_mean_temperature	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	mean_density	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	mean_density	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	volume_mean_density	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	volume_mean_density	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	current_node	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	current_node	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	paired_node	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	paired_node	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	7	7	paired_gauss	paired_gauss	374999.99999999953	374999.999999999	1.3322676295501878e-15
C3D8T	regular	CONSTANT	7	7	paired_gauss	row_sum	374999.9999999996	374999.999999999	1.5543122344752192e-15
C3D8T	regular	CONSTANT	8	8	mean_temperature	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	mean_temperature	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	volume_mean_temperature	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	volume_mean_temperature	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	mean_density	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	mean_density	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	volume_mean_density	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	volume_mean_density	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	current_node	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	current_node	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	paired_node	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	paired_node	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	paired_gauss	paired_gauss	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	CONSTANT	8	8	paired_gauss	row_sum	374999.9999999989	375000.0	2.9976021664879227e-15
C3D8T	regular	DENSITY	9	1	mean_temperature	paired_gauss	324999.9999999996	325000.0000000006	2.9976021664879227e-15
C3D8T	regular	DENSITY	9	1	mean_temperature	row_sum	324999.9999999993	325000.0000000006	3.885780586188048e-15
C3D8T	regular	DENSITY	9	1	volume_mean_temperature	paired_gauss	324999.99999999977	325000.0000000006	2.55351295663786e-15
C3D8T	regular	DENSITY	9	1	volume_mean_temperature	row_sum	324999.9999999995	325000.0000000006	3.4416913763379853e-15
C3D8T	regular	DENSITY	9	1	mean_density	paired_gauss	317187.4999999996	325000.0000000006	0.02403846153846456
C3D8T	regular	DENSITY	9	1	mean_density	row_sum	317187.4999999993	325000.0000000006	0.02403846153846545
C3D8T	regular	DENSITY	9	1	volume_mean_density	paired_gauss	317187.4999999996	325000.0000000006	0.02403846153846456
C3D8T	regular	DENSITY	9	1	volume_mean_density	row_sum	317187.4999999993	325000.0000000006	0.02403846153846545
C3D8T	regular	DENSITY	9	1	current_node	paired_gauss	371562.49999999953	325000.0000000006	0.14326923076922737
C3D8T	regular	DENSITY	9	1	current_node	row_sum	371562.4999999992	325000.0000000006	0.14326923076922626
C3D8T	regular	DENSITY	9	1	paired_node	paired_gauss	371874.99999999953	325000.0000000006	0.14423076923076583
C3D8T	regular	DENSITY	9	1	paired_node	row_sum	371874.9999999992	325000.0000000006	0.14423076923076472
C3D8T	regular	DENSITY	9	1	paired_gauss	paired_gauss	361866.9842139717	325000.0000000006	0.11343687450452644
C3D8T	regular	DENSITY	9	1	paired_gauss	row_sum	361866.98421397136	325000.0000000006	0.11343687450452533
C3D8T	regular	DENSITY	10	2	mean_temperature	paired_gauss	324999.9999999989	324999.999999999	3.3306690738754696e-16
C3D8T	regular	DENSITY	10	2	mean_temperature	row_sum	324999.9999999988	324999.999999999	6.661338147750939e-16
C3D8T	regular	DENSITY	10	2	volume_mean_temperature	paired_gauss	324999.99999999895	324999.999999999	2.220446049250313e-16
C3D8T	regular	DENSITY	10	2	volume_mean_temperature	row_sum	324999.99999999884	324999.999999999	5.551115123125783e-16
C3D8T	regular	DENSITY	10	2	mean_density	paired_gauss	317187.4999999989	324999.999999999	0.024038461538462008
C3D8T	regular	DENSITY	10	2	mean_density	row_sum	317187.4999999988	324999.999999999	0.02403846153846234
C3D8T	regular	DENSITY	10	2	volume_mean_density	paired_gauss	317187.49999999895	324999.999999999	0.024038461538461786
C3D8T	regular	DENSITY	10	2	volume_mean_density	row_sum	317187.49999999884	324999.999999999	0.02403846153846212
C3D8T	regular	DENSITY	10	2	current_node	paired_gauss	365312.4999999987	324999.999999999	0.1240384615384611
C3D8T	regular	DENSITY	10	2	current_node	row_sum	365312.4999999986	324999.999999999	0.12403846153846065
C3D8T	regular	DENSITY	10	2	paired_node	paired_gauss	365624.9999999987	324999.999999999	0.12499999999999956
C3D8T	regular	DENSITY	10	2	paired_node	row_sum	365624.9999999986	324999.999999999	0.12499999999999911
C3D8T	regular	DENSITY	10	2	paired_gauss	paired_gauss	359783.6508806376	324999.999999999	0.10702661809427294
C3D8T	regular	DENSITY	10	2	paired_gauss	row_sum	359783.65088063746	324999.999999999	0.1070266180942725
C3D8T	regular	DENSITY	11	3	mean_temperature	paired_gauss	324999.9999999986	325000.0000000003	5.218048215738236e-15
C3D8T	regular	DENSITY	11	3	mean_temperature	row_sum	324999.99999999854	325000.0000000003	5.329070518200751e-15
C3D8T	regular	DENSITY	11	3	volume_mean_temperature	paired_gauss	324999.99999999866	325000.0000000003	4.9960036108132044e-15
C3D8T	regular	DENSITY	11	3	volume_mean_temperature	row_sum	324999.9999999986	325000.0000000003	5.218048215738236e-15
C3D8T	regular	DENSITY	11	3	mean_density	paired_gauss	317187.4999999986	325000.0000000003	0.02403846153846667
C3D8T	regular	DENSITY	11	3	mean_density	row_sum	317187.4999999986	325000.0000000003	0.02403846153846667
C3D8T	regular	DENSITY	11	3	volume_mean_density	paired_gauss	317187.49999999854	325000.0000000003	0.024038461538466893
C3D8T	regular	DENSITY	11	3	volume_mean_density	row_sum	317187.49999999854	325000.0000000003	0.024038461538466893
C3D8T	regular	DENSITY	11	3	current_node	paired_gauss	359062.4999999984	325000.0000000003	0.10480769230768638
C3D8T	regular	DENSITY	11	3	current_node	row_sum	359062.4999999984	325000.0000000003	0.10480769230768638
C3D8T	regular	DENSITY	11	3	paired_node	paired_gauss	359374.9999999984	325000.0000000003	0.10576923076922484
C3D8T	regular	DENSITY	11	3	paired_node	row_sum	359374.9999999984	325000.0000000003	0.10576923076922484
C3D8T	regular	DENSITY	11	3	paired_gauss	paired_gauss	348250.52924550767	325000.0000000003	0.07154008998617645
C3D8T	regular	DENSITY	11	3	paired_gauss	row_sum	348250.5292455076	325000.0000000003	0.07154008998617623
C3D8T	regular	DENSITY	12	4	mean_temperature	paired_gauss	324999.9999999987	325000.0000000012	7.66053886991358e-15
C3D8T	regular	DENSITY	12	4	mean_temperature	row_sum	324999.9999999986	325000.0000000012	8.104628079763643e-15
C3D8T	regular	DENSITY	12	4	volume_mean_temperature	paired_gauss	324999.9999999989	325000.0000000012	7.216449660063518e-15
C3D8T	regular	DENSITY	12	4	volume_mean_temperature	row_sum	324999.9999999988	325000.0000000012	7.549516567451064e-15
C3D8T	regular	DENSITY	12	4	mean_density	paired_gauss	317187.4999999988	325000.0000000012	0.024038461538469003
C3D8T	regular	DENSITY	12	4	mean_density	row_sum	317187.49999999866	325000.0000000012	0.024038461538469336
C3D8T	regular	DENSITY	12	4	volume_mean_density	paired_gauss	317187.4999999988	325000.0000000012	0.024038461538469003
C3D8T	regular	DENSITY	12	4	volume_mean_density	row_sum	317187.49999999866	325000.0000000012	0.024038461538469336
C3D8T	regular	DENSITY	12	4	current_node	paired_gauss	339062.49999999866	325000.0000000012	0.04326923076922262
C3D8T	regular	DENSITY	12	4	current_node	row_sum	339062.49999999854	325000.0000000012	0.0432692307692224
C3D8T	regular	DENSITY	12	4	paired_node	paired_gauss	340624.99999999866	325000.0000000012	0.04807692307691491
C3D8T	regular	DENSITY	12	4	paired_node	row_sum	340624.99999999854	325000.0000000012	0.04807692307691469
C3D8T	regular	DENSITY	12	4	paired_gauss	paired_gauss	337833.8625788412	325000.0000000012	0.03948880793489207
C3D8T	regular	DENSITY	12	4	paired_gauss	row_sum	337833.86257884116	325000.0000000012	0.03948880793489207
C3D8T	regular	DENSITY	13	5	mean_temperature	paired_gauss	324999.9999999987	325000.0000000008	6.439293542825908e-15
C3D8T	regular	DENSITY	13	5	mean_temperature	row_sum	324999.9999999994	325000.0000000008	4.3298697960381105e-15
C3D8T	regular	DENSITY	13	5	volume_mean_temperature	paired_gauss	324999.9999999988	325000.0000000008	6.217248937900877e-15
C3D8T	regular	DENSITY	13	5	volume_mean_temperature	row_sum	324999.9999999995	325000.0000000008	4.107825191113079e-15
C3D8T	regular	DENSITY	13	5	mean_density	paired_gauss	317187.4999999988	325000.0000000008	0.02403846153846778
C3D8T	regular	DENSITY	13	5	mean_density	row_sum	317187.4999999994	325000.0000000008	0.024038461538465783
C3D8T	regular	DENSITY	13	5	volume_mean_density	paired_gauss	317187.4999999987	325000.0000000008	0.024038461538467892
C3D8T	regular	DENSITY	13	5	volume_mean_density	row_sum	317187.49999999936	325000.0000000008	0.024038461538466005
C3D8T	regular	DENSITY	13	5	current_node	paired_gauss	307812.4999999988	325000.0000000008	0.052884615384621525
C3D8T	regular	DENSITY	13	5	current_node	row_sum	307812.4999999995	325000.0000000008	0.052884615384619416
C3D8T	regular	DENSITY	13	5	paired_node	paired_gauss	309374.9999999988	325000.0000000008	0.048076923076929234
C3D8T	regular	DENSITY	13	5	paired_node	row_sum	309374.9999999995	325000.0000000008	0.048076923076927125
C3D8T	regular	DENSITY	13	5	paired_gauss	paired_gauss	312166.1374211564	325000.0000000008	0.039488807934905834
C3D8T	regular	DENSITY	13	5	paired_gauss	row_sum	312166.13742115704	325000.0000000008	0.039488807934903836
C3D8T	regular	DENSITY	14	6	mean_temperature	paired_gauss	324999.9999999986	325000.00000000064	6.217248937900877e-15
C3D8T	regular	DENSITY	14	6	mean_temperature	row_sum	324999.9999999987	325000.00000000064	5.88418203051333e-15
C3D8T	regular	DENSITY	14	6	volume_mean_temperature	paired_gauss	324999.9999999986	325000.00000000064	6.217248937900877e-15
C3D8T	regular	DENSITY	14	6	volume_mean_temperature	row_sum	324999.9999999987	325000.00000000064	5.88418203051333e-15
C3D8T	regular	DENSITY	14	6	mean_density	paired_gauss	317187.4999999986	325000.00000000064	0.02403846153846778
C3D8T	regular	DENSITY	14	6	mean_density	row_sum	317187.4999999987	325000.00000000064	0.024038461538467448
C3D8T	regular	DENSITY	14	6	volume_mean_density	paired_gauss	317187.4999999986	325000.00000000064	0.02403846153846778
C3D8T	regular	DENSITY	14	6	volume_mean_density	row_sum	317187.4999999987	325000.00000000064	0.024038461538467448
C3D8T	regular	DENSITY	14	6	current_node	paired_gauss	276562.4999999988	325000.00000000064	0.149038461538467
C3D8T	regular	DENSITY	14	6	current_node	row_sum	276562.4999999989	325000.00000000064	0.14903846153846667
C3D8T	regular	DENSITY	14	6	paired_node	paired_gauss	278124.9999999988	325000.00000000064	0.1442307692307747
C3D8T	regular	DENSITY	14	6	paired_node	row_sum	278124.9999999989	325000.00000000064	0.14423076923077427
C3D8T	regular	DENSITY	14	6	paired_gauss	paired_gauss	301749.47075448965	325000.00000000064	0.07154008998618755
C3D8T	regular	DENSITY	14	6	paired_gauss	row_sum	301749.4707544897	325000.00000000064	0.07154008998618733
C3D8T	regular	DENSITY	15	7	mean_temperature	paired_gauss	324999.99999999785	324999.99999999994	6.439293542825908e-15
C3D8T	regular	DENSITY	15	7	mean_temperature	row_sum	324999.99999999796	324999.99999999994	6.106226635438361e-15
C3D8T	regular	DENSITY	15	7	volume_mean_temperature	paired_gauss	324999.9999999979	324999.99999999994	6.217248937900877e-15
C3D8T	regular	DENSITY	15	7	volume_mean_temperature	row_sum	324999.999999998	324999.99999999994	5.88418203051333e-15
C3D8T	regular	DENSITY	15	7	mean_density	paired_gauss	317187.4999999979	324999.99999999994	0.02403846153846778
C3D8T	regular	DENSITY	15	7	mean_density	row_sum	317187.499999998	324999.99999999994	0.024038461538467448
C3D8T	regular	DENSITY	15	7	volume_mean_density	paired_gauss	317187.49999999785	324999.99999999994	0.024038461538468003
C3D8T	regular	DENSITY	15	7	volume_mean_density	row_sum	317187.49999999796	324999.99999999994	0.02403846153846767
C3D8T	regular	DENSITY	15	7	current_node	paired_gauss	259062.4999999983	324999.99999999994	0.20288461538462044
C3D8T	regular	DENSITY	15	7	current_node	row_sum	259062.4999999984	324999.99999999994	0.20288461538462021
C3D8T	regular	DENSITY	15	7	paired_node	paired_gauss	259374.9999999983	324999.99999999994	0.20192307692308198
C3D8T	regular	DENSITY	15	7	paired_node	row_sum	259374.9999999984	324999.99999999994	0.20192307692308176
C3D8T	regular	DENSITY	15	7	paired_gauss	paired_gauss	276081.7455968042	324999.99999999994	0.150517705855987
C3D8T	regular	DENSITY	15	7	paired_gauss	row_sum	276081.7455968043	324999.99999999994	0.15051770585598656
C3D8T	regular	DENSITY	16	8	mean_temperature	paired_gauss	324999.9999999993	325000.0000000011	5.551115123125783e-15
C3D8T	regular	DENSITY	16	8	mean_temperature	row_sum	324999.9999999992	325000.0000000011	5.88418203051333e-15
C3D8T	regular	DENSITY	16	8	volume_mean_temperature	paired_gauss	324999.99999999936	325000.0000000011	5.329070518200751e-15
C3D8T	regular	DENSITY	16	8	volume_mean_temperature	row_sum	324999.99999999924	325000.0000000011	5.773159728050814e-15
C3D8T	regular	DENSITY	16	8	mean_density	paired_gauss	317187.49999999936	325000.0000000011	0.024038461538466782
C3D8T	regular	DENSITY	16	8	mean_density	row_sum	317187.49999999924	325000.0000000011	0.024038461538467226
C3D8T	regular	DENSITY	16	8	volume_mean_density	paired_gauss	317187.49999999936	325000.0000000011	0.024038461538466782
C3D8T	regular	DENSITY	16	8	volume_mean_density	row_sum	317187.49999999924	325000.0000000011	0.024038461538467226
C3D8T	regular	DENSITY	16	8	current_node	paired_gauss	252812.49999999948	325000.0000000011	0.22211538461538882
C3D8T	regular	DENSITY	16	8	current_node	row_sum	252812.4999999994	325000.0000000011	0.22211538461538916
C3D8T	regular	DENSITY	16	8	paired_node	paired_gauss	253124.99999999948	325000.0000000011	0.22115384615385036
C3D8T	regular	DENSITY	16	8	paired_node	row_sum	253124.9999999994	325000.0000000011	0.2211538461538507
C3D8T	regular	DENSITY	16	8	paired_gauss	paired_gauss	265665.0789301387	325000.0000000011	0.18256898790726828
C3D8T	regular	DENSITY	16	8	paired_gauss	row_sum	265665.07893013867	325000.0000000011	0.1825689879072684
C3D8T	regular	DENSITY_CP	17	1	mean_temperature	paired_gauss	329766.6666666655	329766.66666666843	8.770761894538737e-15
C3D8T	regular	DENSITY_CP	17	1	mean_temperature	row_sum	329766.6666666657	329766.66666666843	8.326672684688674e-15
C3D8T	regular	DENSITY_CP	17	1	volume_mean_temperature	paired_gauss	329766.66666666564	329766.66666666843	8.43769498715119e-15
C3D8T	regular	DENSITY_CP	17	1	volume_mean_temperature	row_sum	329766.6666666658	329766.66666666843	7.993605777301127e-15
C3D8T	regular	DENSITY_CP	17	1	mean_density	paired_gauss	321839.5833333322	329766.66666666843	0.024038461538470224
C3D8T	regular	DENSITY_CP	17	1	mean_density	row_sum	321839.5833333324	329766.66666666843	0.02403846153846967
C3D8T	regular	DENSITY_CP	17	1	volume_mean_density	paired_gauss	321839.5833333322	329766.66666666843	0.024038461538470224
C3D8T	regular	DENSITY_CP	17	1	volume_mean_density	row_sum	321839.5833333324	329766.66666666843	0.02403846153846967
C3D8T	regular	DENSITY_CP	17	1	current_node	paired_gauss	377012.0833333321	329766.66666666843	0.14326923076922093
C3D8T	regular	DENSITY_CP	17	1	current_node	row_sum	377012.08333333227	329766.66666666843	0.14326923076922138
C3D8T	regular	DENSITY_CP	17	1	paired_node	paired_gauss	377329.16666666535	329766.66666666843	0.14423076923075917
C3D8T	regular	DENSITY_CP	17	1	paired_node	row_sum	377329.1666666655	329766.66666666843	0.14423076923075961
C3D8T	regular	DENSITY_CP	17	1	paired_gauss	paired_gauss	367174.3666491091	329766.66666666843	0.11343687450451978
C3D8T	regular	DENSITY_CP	17	1	paired_gauss	row_sum	367174.36664910935	329766.66666666843	0.11343687450452045
