type	geometry	material	step	element	node	rule	prediction	measured_ratio	relative_error
C3D8T	regular	DENSITY	DEFORM_B	15	7	global_volume_ratio_current_density	1.2054993397667908	0.9114045707275082	0.32268300871535893
C3D8T	regular	DENSITY	DEFORM_B	15	7	local_volume_ratio_current_density	1.322683008715352	0.9114045707275082	0.4512578180944935
C3D8T	regular	DENSITY	DEFORM_B	15	7	global_over_local_current_density	0.9081063635958091	0.9114045707275082	0.003618817852829581
C3D8T	regular	DENSITY	DEFORM_B	15	7	current_rows_over_initial_rows_current_density	1.2723132667649597	0.9114045707275082	0.3959917556144843
C3D8T	regular	DENSITY	DEFORM_B	15	7	rows_over_local_current_density	0.9584375004802146	0.9114045707275082	0.05160488685629838
C3D8T	regular	DENSITY	DEFORM_B	15	7	rows_over_global_current_density	1.051604886856293	0.9114045707275082	0.15382884904436356
C3D8T	regular	DENSITY	DEFORM_B	15	7	integrated_density_current_density	0.9963811821471653	0.9114045707275082	0.09323698185080032
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_mean_f	0.9999999999999885	1.0	1.1546319456101628e-14
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_global	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	integrated_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_mean_f_current_density	0.9951749095295421	1.0	0.004825090470457871
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_center_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	fixed_initial_mass_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	global_volume_ratio_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	local_volume_ratio_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	global_over_local_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	current_rows_over_initial_rows_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_local_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	rows_over_global_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	RETURN	15	7	integrated_density_current_density	0.9951749095295537	1.0	0.004825090470446325
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_mean_f	1.000000000000004	1.0	3.9968028886505635e-15
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_global	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	integrated_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_mean_f_current_density	1.000000000000004	1.0	3.9968028886505635e-15
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_center_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	fixed_initial_mass_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	global_volume_ratio_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	local_volume_ratio_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	global_over_local_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	current_rows_over_initial_rows_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_local_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	rows_over_global_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	REFERENCE	16	8	integrated_density_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_mean_f	1.0154782410504088	0.9747045690924254	0.041831826022882934
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_center	1.0154782410504084	0.9747045690924254	0.04183182602288249
C3D8T	regular	DENSITY	DEFORM_A	16	8	fixed_initial_mass	1.0	0.9747045690924254	0.025951895281590698
C3D8T	regular	DENSITY	DEFORM_A	16	8	global_volume_ratio	1.3838876458333296	0.9747045690924254	0.4198021530994831
C3D8T	regular	DENSITY	DEFORM_A	16	8	local_volume_ratio	1.4198021530994822	0.9747045690924254	0.4566487098972969
C3D8T	regular	DENSITY	DEFORM_A	16	8	global_over_local	0.974704569092426	0.9747045690924254	6.661338147750939e-16
C3D8T	regular	DENSITY	DEFORM_A	16	8	current_rows_over_initial_rows	1.4052127129629584	0.9747045690924254	0.44168064613813307
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_local	0.9897243146837926	0.9747045690924254	0.015409536456110429
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_global	1.01540953645611	0.9747045690924254	0.04176133841414753
C3D8T	regular	DENSITY	DEFORM_A	16	8	integrated_density	1.0	0.9747045690924254	0.025951895281590698
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_mean_f_current_density	1.0142230145472564	0.9747045690924254	0.04054402401296597
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_center_current_density	1.0142230145472562	0.9747045690924254	0.04054402401296575
C3D8T	regular	DENSITY	DEFORM_A	16	8	fixed_initial_mass_current_density	0.9987639060568604	0.9747045690924254	0.02468372235788041
C3D8T	regular	DENSITY	DEFORM_A	16	8	global_volume_ratio_current_density	1.3821770306963295	0.9747045690924254	0.4180471442575806
C3D8T	regular	DENSITY	DEFORM_A	16	8	local_volume_ratio_current_density	1.4180471442575793	0.9747045690924254	0.45484815524971056
C3D8T	regular	DENSITY	DEFORM_A	16	8	global_over_local_current_density	0.9734997426782204	0.9747045690924254	0.0012360939431389495
C3D8T	regular	DENSITY	DEFORM_A	16	8	current_rows_over_initial_rows_current_density	1.403475738039642	0.9747045690924254	0.4398985934235
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_local_current_density	0.9885009224530341	0.9747045690924254	0.014154394878290955
C3D8T	regular	DENSITY	DEFORM_A	16	8	rows_over_global_current_density	1.0141543948782905	0.9747045690924254	0.040473623533536784
C3D8T	regular	DENSITY	DEFORM_A	16	8	integrated_density_current_density	0.9987639060568604	0.9747045690924254	0.02468372235788041
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_mean_f	1.0154782410504088	0.9747045690924254	0.041831826022882934
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_center	1.0154782410504084	0.9747045690924254	0.04183182602288249
C3D8T	regular	DENSITY	HOLD_A	16	8	fixed_initial_mass	1.0	0.9747045690924254	0.025951895281590698
C3D8T	regular	DENSITY	HOLD_A	16	8	global_volume_ratio	1.3838876458333296	0.9747045690924254	0.4198021530994831
C3D8T	regular	DENSITY	HOLD_A	16	8	local_volume_ratio	1.4198021530994822	0.9747045690924254	0.4566487098972969
C3D8T	regular	DENSITY	HOLD_A	16	8	global_over_local	0.974704569092426	0.9747045690924254	6.661338147750939e-16
C3D8T	regular	DENSITY	HOLD_A	16	8	current_rows_over_initial_rows	1.4052127129629584	0.9747045690924254	0.44168064613813307
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_local	0.9897243146837926	0.9747045690924254	0.015409536456110429
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_global	1.01540953645611	0.9747045690924254	0.04176133841414753
C3D8T	regular	DENSITY	HOLD_A	16	8	integrated_density	1.0	0.9747045690924254	0.025951895281590698
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_mean_f_current_density	1.012967788044104	0.9747045690924254	0.03925622200304901
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_center_current_density	1.0129677880441035	0.9747045690924254	0.03925622200304857
C3D8T	regular	DENSITY	HOLD_A	16	8	fixed_initial_mass_current_density	0.9975278121137207	0.9747045690924254	0.023415549434170124
C3D8T	regular	DENSITY	HOLD_A	16	8	global_volume_ratio_current_density	1.3804664155593287	0.9747045690924254	0.4162921354156772
C3D8T	regular	DENSITY	HOLD_A	16	8	local_volume_ratio_current_density	1.4162921354156763	0.9747045690924254	0.45304760060212446
C3D8T	regular	DENSITY	HOLD_A	16	8	global_over_local_current_density	0.9722949162640147	0.9747045690924254	0.002472187886278676
C3D8T	regular	DENSITY	HOLD_A	16	8	current_rows_over_initial_rows_current_density	1.4017387631163256	0.9747045690924254	0.43811654070886696
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_local_current_density	0.9872775302222753	0.9747045690924254	0.012899253300471258
C3D8T	regular	DENSITY	HOLD_A	16	8	rows_over_global_current_density	1.0128992533004706	0.9747045690924254	0.039185908652925816
C3D8T	regular	DENSITY	HOLD_A	16	8	integrated_density_current_density	0.9975278121137207	0.9747045690924254	0.023415549434170124
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_mean_f	1.0641857920674893	0.9062291725575107	0.17430096524502958
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_center	1.0641857920674997	0.9062291725575107	0.17430096524504113
C3D8T	regular	DENSITY	DEFORM_B	16	8	fixed_initial_mass	1.0	0.9062291725575107	0.1034736358992443
C3D8T	regular	DENSITY	DEFORM_B	16	8	global_volume_ratio	1.2098776666666637	0.9062291725575107	0.33506810782995733
C3D8T	regular	DENSITY	DEFORM_B	16	8	local_volume_ratio	1.3350681078299547	0.9062291725575107	0.47321245912024446
C3D8T	regular	DENSITY	DEFORM_B	16	8	global_over_local	0.9062291725575127	0.9062291725575107	2.220446049250313e-15
C3D8T	regular	DENSITY	DEFORM_B	16	8	current_rows_over_initial_rows	1.28663574074074	0.9062291725575107	0.419768618913102
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_local	0.9637229240926611	0.9062291725575107	0.0634428390479802
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_global	1.063442839047978	0.9062291725575107	0.17348113617528704
C3D8T	regular	DENSITY	DEFORM_B	16	8	integrated_density	1.0	0.9062291725575107	0.1034736358992443
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_mean_f_current_density	1.0602394912316395	0.9062291725575107	0.16994632631334228
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_center_current_density	1.06023949123165	0.9062291725575107	0.16994632631335382
C3D8T	regular	DENSITY	DEFORM_B	16	8	fixed_initial_mass_current_density	0.9962917181705809	0.9062291725575107	0.09938164466599608
C3D8T	regular	DENSITY	DEFORM_B	16	8	global_volume_ratio_current_density	1.2053910992995438	0.9062291725575107	0.3301172990246546
C3D8T	regular	DENSITY	DEFORM_B	16	8	local_volume_ratio_current_density	1.330117299024652	0.9062291725575107	0.467749372127215
C3D8T	regular	DENSITY	DEFORM_B	16	8	global_over_local_current_density	0.9028686193836282	0.9062291725575107	0.0037082818294168485
C3D8T	regular	DENSITY	DEFORM_B	16	8	current_rows_over_initial_rows_current_density	1.28186453280227	0.9062291725575107	0.414503716741607
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_local_current_density	0.9601491678846537	0.9062291725575107	0.05949929329131276
C3D8T	regular	DENSITY	DEFORM_B	16	8	rows_over_global_current_density	1.0594992932913105	0.9062291725575107	0.16912953740084236
C3D8T	regular	DENSITY	DEFORM_B	16	8	integrated_density_current_density	0.9962917181705809	0.9062291725575107	0.09938164466599608
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_mean_f	1.000000000000004	1.0	3.9968028886505635e-15
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_global	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	integrated_density	1.0	1.0	0.0
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_mean_f_current_density	0.9950556242274454	1.0	0.004944375772554577
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_center_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	fixed_initial_mass_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	global_volume_ratio_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	local_volume_ratio_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	global_over_local_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	current_rows_over_initial_rows_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_local_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	rows_over_global_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY	RETURN	16	8	integrated_density_current_density	0.9950556242274414	1.0	0.0049443757725585735
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_mean_f	0.9999999999999964	1.0	3.552713678800501e-15
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_global	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	integrated_density	1.0000000000000002	1.0	2.220446049250313e-16
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_mean_f_current_density	0.9999999999999964	1.0	3.552713678800501e-15
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_center_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	fixed_initial_mass_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	global_volume_ratio_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	local_volume_ratio_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	global_over_local_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	current_rows_over_initial_rows_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_local_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	rows_over_global_current_density	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	17	1	integrated_density_current_density	1.0000000000000002	1.0	2.220446049250313e-16
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_mean_f	0.9876204534176187	1.0145550747152818	0.026548210115869608
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_center	0.9876204534176184	1.0145550747152818	0.02654821011586994
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	fixed_initial_mass	1.0	1.0145550747152818	0.014346263774163703
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	global_volume_ratio	1.3838876458333376	1.0145550747152818	0.36403402863240597
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	local_volume_ratio	1.3640340286324069	1.0145550747152818	0.34446523666071105
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	global_over_local	1.0145550747152812	1.0145550747152818	6.661338147750939e-16
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	current_rows_over_initial_rows	1.3666632731481514	1.0145550747152818	0.34705676134110597
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_local	1.0019275505306717	1.0145550747152818	0.012446366391843044
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_global	0.9875536336081574	1.0145550747152818	0.026614071310719134
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	integrated_density	1.0000000000000002	1.0145550747152818	0.014346263774163481
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_mean_f_current_density	0.9867898222541052	1.0145550747152818	0.027366924825612426
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_center_current_density	0.9867898222541048	1.0145550747152818	0.02736692482561276
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	fixed_initial_mass_current_density	0.9991589571068125	1.0145550747152818	0.01517524084416022
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	global_volume_ratio_current_density	1.3827237369638394	1.0145550747152818	0.3628868175065587
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	local_volume_ratio_current_density	1.3628868175065596	1.0145550747152818	0.3433344837282799
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	global_over_local_current_density	1.0137017903799446	1.0145550747152818	0.0008410428931882041
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	current_rows_over_initial_rows_current_density	1.3655138507148896	1.0145550747152818	0.34592382882525974
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_local_current_density	1.001084886484809	1.0145550747152818	0.013276941357030836
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	rows_over_global_current_density	0.9867230586429696	1.0145550747152818	0.027432730628372037
C3D8T	regular	DENSITY_CP	DEFORM_A	17	1	integrated_density_current_density	0.9991589571068127	1.0145550747152818	0.015175240844159998
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_mean_f	0.9876204534176187	1.0145550747152814	0.026548210115869164
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_center	0.9876204534176184	1.0145550747152814	0.026548210115869497
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	fixed_initial_mass	1.0	1.0145550747152814	0.01434626377416326
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	global_volume_ratio	1.3838876458333376	1.0145550747152814	0.36403402863240664
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	local_volume_ratio	1.3640340286324069	1.0145550747152814	0.3444652366607117
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	global_over_local	1.0145550747152812	1.0145550747152814	2.220446049250313e-16
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	current_rows_over_initial_rows	1.3666632731481514	1.0145550747152814	0.34705676134110663
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_local	1.0019275505306717	1.0145550747152814	0.0124463663918426
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_global	0.9875536336081574	1.0145550747152814	0.02661407131071869
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	integrated_density	1.0000000000000002	1.0145550747152814	0.014346263774163037
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_mean_f_current_density	0.9859591910905916	1.0145550747152814	0.02818563953535469
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_center_current_density	0.9859591910905912	1.0145550747152814	0.028185639535355134
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	fixed_initial_mass_current_density	0.9983179142136248	1.0145550747152814	0.016004217914156404
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	global_volume_ratio_current_density	1.381559828094341	1.0145550747152814	0.3617396063807119
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	local_volume_ratio_current_density	1.3617396063807121	1.0145550747152814	0.3422037307958492
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	global_over_local_current_density	1.0128485060446077	1.0145550747152814	0.001682085786375409
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	current_rows_over_initial_rows_current_density	1.3643644282816279	1.0145550747152814	0.3447908963094142
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_local_current_density	1.0002422224389464	1.0145550747152814	0.014107516322217961
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	rows_over_global_current_density	0.9858924836777819	1.0145550747152814	0.028251389946024497
C3D8T	regular	DENSITY_CP	HOLD_A	17	1	integrated_density_current_density	0.998317914213625	1.0145550747152814	0.016004217914156182
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_mean_f	0.9471401555654023	1.100713041769175	0.1395212742795663
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_center	0.9471401555654053	1.100713041769175	0.1395212742795635
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	fixed_initial_mass	1.0	1.100713041769175	0.09149799988496465
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	global_volume_ratio	1.2098776666666664	1.100713041769175	0.0991762800611784
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	local_volume_ratio	1.099176280061175	1.100713041769175	0.0013961510854182402
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	global_over_local	1.1007130417691784	1.100713041769175	3.1086244689504383e-15
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	current_rows_over_initial_rows	1.1451237037037039	1.100713041769175	0.040347175193952145
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_local	1.0418016877510963	1.100713041769175	0.05352108295490954
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_global	0.9464789170450876	1.100713041769175	0.14012201079782527
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	integrated_density	1.0	1.100713041769175	0.09149799988496465
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_mean_f_current_density	0.9447503990753298	1.100713041769175	0.1416923728305851
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_center_current_density	0.9447503990753328	1.100713041769175	0.14169237283058234
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	fixed_initial_mass_current_density	0.9974768713204374	1.100713041769175	0.09379026733689488
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	global_volume_ratio_current_density	1.2068249896271372	1.100713041769175	0.09640291686506108
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	local_volume_ratio_current_density	1.0964029168650578	1.100713041769175	0.00391575709613623
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	global_over_local_current_density	1.0979358011255218	1.100713041769175	0.0025231286795597274
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	current_rows_over_initial_rows_current_density	1.1422344092452419	1.100713041769175	0.03772224539951807
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_local_current_density	1.0391730880343149	1.100713041769175	0.05590917105510729
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	rows_over_global_current_density	0.9440908289448897	1.100713041769175	0.142291593613306
C3D8T	regular	DENSITY_CP	DEFORM_B	17	1	integrated_density_current_density	0.9974768713204374	1.100713041769175	0.09379026733689488
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_mean_f	0.9999999999999964	1.0	3.552713678800501e-15
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_global	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	RETURN	17	1	integrated_density	1.0000000000000002	1.0	2.220446049250313e-16
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_mean_f_current_density	0.9966358284272462	1.0	0.0033641715727538157
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_center_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	fixed_initial_mass_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	global_volume_ratio_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	local_volume_ratio_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	global_over_local_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	current_rows_over_initial_rows_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_local_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	rows_over_global_current_density	0.9966358284272497	1.0	0.003364171572750263
C3D8T	regular	DENSITY_CP	RETURN	17	1	integrated_density_current_density	0.99663582842725	1.0	0.003364171572750041
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	rows_over_mean_f	0.9999999999999991	1.0	8.881784197001252e-16
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	rows_over_center	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	fixed_initial_mass	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	global_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	local_volume_ratio	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	global_over_local	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	current_rows_over_initial_rows	1.0	1.0	0.0
C3D8T	regular	DENSITY_CP	REFERENCE	18	2	rows_over_local	1.0	1.0	0.0
