step,element,point,temperature,ivol
HOLD_A,15,5,390,0.086492977864584208
HOLD_A,15,6,410,0.086492977864583903
HOLD_A,15,7,450,0.086492977864584056
HOLD_A,15,8,433,0.086492977864583445
HOLD_A,16,1,310,0.086492977864583612
HOLD_A,16,2,330,0.086492977864583598
HOLD_A,16,3,370,0.086492977864583792
HOLD_A,16,4,350,0.086492977864583778
HOLD_A,16,5,390,0.086492977864583598
HOLD_A,16,6,410,0.086492977864583598
HOLD_A,16,7,453,0.08649297786458375
HOLD_A,16,8,430,0.08649297786458375
HOLD_A,17,1,313,0.086492977864583931
HOLD_A,17,2,330,0.086492977864583556
HOLD_A,17,3,370,0.086492977864583792
HOLD_A,17,4,350,0.086492977864584389
HOLD_A,17,5,390,0.086492977864583903
HOLD_A,17,6,410,0.086492977864583556
HOLD_A,17,7,450,0.08649297786458375
HOLD_A,17,8,430,0.086492977864584361
HOLD_A,18,1,310,0.086492977864583931
HOLD_A,18,2,333,0.086492977864583862
HOLD_A,18,3,370,0.086492977864584097
HOLD_A,18,4,350,0.086492977864584084
HOLD_A,18,5,390,0.086492977864583903
HOLD_A,18,6,410,0.086492977864583862
HOLD_A,18,7,450,0.086492977864584056
HOLD_A,18,8,430,0.086492977864584056
HOLD_A,19,1,310,0.086492977864584389
HOLD_A,19,2,330,0.086492977864584139
HOLD_A,19,3,370,0.086492977864584097
HOLD_A,19,4,353,0.086492977864583778
HOLD_A,19,5,390,0.086492977864584361
HOLD_A,19,6,410,0.086492977864584139
HOLD_A,19,7,450,0.086492977864584056
HOLD_A,19,8,430,0.08649297786458375
HOLD_A,20,1,310,0.086492977864583154
HOLD_A,20,2,330,0.086492977864583209
HOLD_A,20,3,373,0.086492977864583487
HOLD_A,20,4,350,0.086492977864583459
HOLD_A,20,5,390,0.08649297786458314
HOLD_A,20,6,410,0.086492977864583209
HOLD_A,20,7,450,0.086492977864583445
HOLD_A,20,8,430,0.086492977864583445
HOLD_A,21,1,310,0.086492977864583792
HOLD_A,21,2,330,0.086492977864583501
HOLD_A,21,3,370,0.086492977864584111
HOLD_A,21,4,350,0.086492977864583168
HOLD_A,21,5,393,0.086492977864583764
HOLD_A,21,6,410,0.086492977864583501
HOLD_A,21,7,450,0.08649297786458407
HOLD_A,21,8,430,0.086492977864583154
HOLD_A,22,1,310,0.086492977864582335
HOLD_A,22,2,330,0.086492977864581086
HOLD_A,22,3,370,0.086492977864582654
HOLD_A,22,4,350,0.08649297786458264
HOLD_A,22,5,390,0.086492977864582307
HOLD_A,22,6,413,0.086492977864581086
HOLD_A,22,7,450,0.086492977864582613
HOLD_A,22,8,430,0.086492977864582613
HOLD_A,23,1,310,0.086492977864582335
HOLD_A,23,2,330,0.086492977864582613
HOLD_A,23,3,370,0.086492977864582654
HOLD_A,23,4,350,0.086492977864582335
HOLD_A,23,5,390,0.086492977864582307
HOLD_A,23,6,410,0.086492977864582613
HOLD_A,23,7,450,0.086492977864582613
HOLD_A,23,8,433,0.086492977864582307
HOLD_A,24,1,310,0.086492977864582335
HOLD_A,24,2,330,0.086492977864581044
HOLD_A,24,3,370,0.086492977864582044
HOLD_A,24,4,350,0.08649297786458264
HOLD_A,24,5,390,0.086492977864582307
HOLD_A,24,6,410,0.086492977864581044
HOLD_A,24,7,453,0.086492977864582002
HOLD_A,24,8,430,0.086492977864582613
HOLD_A,25,1,303,0.18864893529100149
HOLD_A,25,2,300,0.194800212221066
HOLD_A,25,3,300,0.19539472837019092
HOLD_A,25,4,300,0.16747108788621684
HOLD_A,25,5,300,0.22017845529702648
HOLD_A,25,6,300,0.23231297342534843
HOLD_A,25,7,300,0.22403243167668696
HOLD_A,25,8,300,0.20217395708243821
HOLD_A,26,1,300,0.18864893529100149
HOLD_A,26,2,303,0.19480021222106658
HOLD_A,26,3,300,0.19539472837019217
HOLD_A,26,4,300,0.1674710878862227
HOLD_A,26,5,300,0.22017845529702657
HOLD_A,26,6,300,0.23231297342534929
HOLD_A,26,7,300,0.2240324316766884
HOLD_A,26,8,300,0.20217395708244493
HOLD_A,27,1,300,0.18864893529100113
HOLD_A,27,2,300,0.19480021222106719
HOLD_A,27,3,300,0.19539472837019353
HOLD_A,27,4,303,0.16747108788622195
HOLD_A,27,5,300,0.22017845529702623
HOLD_A,27,6,300,0.23231297342535007
HOLD_A,27,7,300,0.22403243167668971
HOLD_A,27,8,300,0.20217395708244407
HOLD_A,28,1,300,0.18864893529100246
HOLD_A,28,2,300,0.19480021222107047
HOLD_A,28,3,303,0.19539472837019212
HOLD_A,28,4,300,0.16747108788622384
HOLD_A,28,5,300,0.2201784552970277
HOLD_A,28,6,300,0.2323129734253539
HOLD_A,28,7,300,0.2240324316766884
HOLD_A,28,8,300,0.20217395708244648
HOLD_A,29,1,300,0.18864893529099985
HOLD_A,29,2,300,0.19480021222106583
HOLD_A,29,3,300,0.19539472837019223
HOLD_A,29,4,300,0.1674710878862207
HOLD_A,29,5,303,0.22017845529702471
HOLD_A,29,6,300,0.23231297342534835
HOLD_A,29,7,300,0.22403243167668832
HOLD_A,29,8,300,0.20217395708244265
HOLD_A,30,1,300,0.18864893529100241
HOLD_A,30,2,300,0.19480021222107027
HOLD_A,30,3,300,0.19539472837019223
HOLD_A,30,4,300,0.1674710878862227
HOLD_A,30,5,300,0.22017845529702768
HOLD_A,30,6,303,0.23231297342535367
HOLD_A,30,7,300,0.22403243167668832
HOLD_A,30,8,300,0.20217395708244507
HOLD_A,31,1,300,0.1886489352909998
HOLD_A,31,2,300,0.19480021222106819
HOLD_A,31,3,300,0.19539472837019486
HOLD_A,31,4,300,0.16747108788622209
HOLD_A,31,5,300,0.22017845529702471
HOLD_A,31,6,300,0.23231297342535115
HOLD_A,31,7,300,0.22403243167669126
HOLD_A,31,8,303,0.20217395708244437
HOLD_A,32,1,300,0.18864893529100213
HOLD_A,32,2,300,0.19480021222106889
HOLD_A,32,3,300,0.19539472837019087
HOLD_A,32,4,300,0.16747108788622095
HOLD_A,32,5,300,0.2201784552970272
HOLD_A,32,6,300,0.23231297342535201
HOLD_A,32,7,303,0.22403243167668696
HOLD_A,32,8,300,0.20217395708244304
HOLD_A,33,1,313,0.18864893529099694
HOLD_A,33,2,330,0.19480021222106961
HOLD_A,33,3,370,0.19539472837019231
HOLD_A,33,4,350,0.16747108788621781
HOLD_A,33,5,390,0.22017845529702135
HOLD_A,33,6,410,0.23231297342535268
HOLD_A,33,7,450,0.22403243167668832
HOLD_A,33,8,430,0.20217395708243921
HOLD_A,34,1,310,0.18864893529100213
HOLD_A,34,2,333,0.19480021222106891
HOLD_A,34,3,370,0.19539472837019084
HOLD_A,34,4,350,0.16747108788622361
HOLD_A,34,5,390,0.22017845529702723
HOLD_A,34,6,410,0.23231297342535204
HOLD_A,34,7,450,0.22403243167668718
HOLD_A,34,8,430,0.2021739570824462
HOLD_A,35,1,310,0.18864893529100196
HOLD_A,35,2,330,0.19480021222106675
HOLD_A,35,3,370,0.19539472837019617
HOLD_A,35,4,353,0.167471087886223
HOLD_A,35,5,390,0.22017845529702737
HOLD_A,35,6,410,0.23231297342534954
HOLD_A,35,7,450,0.22403243167669259
HOLD_A,35,8,430,0.20217395708244543
HOLD_A,36,1,310,0.18864893529100216
HOLD_A,36,2,330,0.19480021222106733
HOLD_A,36,3,373,0.19539472837019339
HOLD_A,36,4,350,0.16747108788621984
HOLD_A,36,5,390,0.22017845529702729
HOLD_A,36,6,410,0.23231297342535015
HOLD_A,36,7,450,0.22403243167668971
HOLD_A,36,8,430,0.20217395708244165
HOLD_A,37,1,310,0.18864893529100135
HOLD_A,37,2,330,0.19480021222106539
HOLD_A,37,3,370,0.19539472837019362
HOLD_A,37,4,350,0.16747108788621926
HOLD_A,37,5,393,0.22017845529702657
HOLD_A,37,6,410,0.23231297342534782
HOLD_A,37,7,450,0.22403243167668971
HOLD_A,37,8,430,0.20217395708244101
HOLD_A,38,1,310,0.18864893529100199
HOLD_A,38,2,330,0.19480021222107116
HOLD_A,38,3,370,0.19539472837019359
HOLD_A,38,4,350,0.16747108788622356
HOLD_A,38,5,390,0.22017845529702729
HOLD_A,38,6,413,0.23231297342535454
HOLD_A,38,7,450,0.22403243167668971
HOLD_A,38,8,430,0.20217395708244643
HOLD_A,39,1,310,0.18864893529099883
HOLD_A,39,2,330,0.19480021222106927
HOLD_A,39,3,370,0.19539472837019606
HOLD_A,39,4,350,0.16747108788622289
HOLD_A,39,5,390,0.22017845529702362
HOLD_A,39,6,410,0.23231297342535229
HOLD_A,39,7,450,0.22403243167669259
HOLD_A,39,8,433,0.20217395708244543
HOLD_A,40,1,310,0.18864893529099896
HOLD_A,40,2,330,0.19480021222106988
HOLD_A,40,3,370,0.19539472837019331
HOLD_A,40,4,350,0.1674710878862172
HOLD_A,40,5,390,0.22017845529702362
HOLD_A,40,6,410,0.23231297342535304
HOLD_A,40,7,453,0.22403243167668971
HOLD_A,40,8,430,0.20217395708243863
HOLD_A,41,1,313,0.18864893529100152
HOLD_A,41,2,330,0.19480021222107061
HOLD_A,41,3,370,0.19539472837019078
HOLD_A,41,4,350,0.16747108788621887
HOLD_A,41,5,390,0.22017845529702657
HOLD_A,41,6,410,0.23231297342535379
HOLD_A,41,7,450,0.22403243167668679
HOLD_A,41,8,430,0.20217395708244101
HOLD_A,42,1,310,0.18864893529099883
HOLD_A,42,2,333,0.19480021222107108
HOLD_A,42,3,370,0.19539472837019353
HOLD_A,42,4,350,0.16747108788622084
HOLD_A,42,5,390,0.22017845529702362
HOLD_A,42,6,410,0.23231297342535448
HOLD_A,42,7,450,0.22403243167668971
HOLD_A,42,8,430,0.20217395708244307
HOLD_A,43,1,310,0.18864893529100157
HOLD_A,43,2,330,0.19480021222107174
HOLD_A,43,3,370,0.19539472837019339
HOLD_A,43,4,353,0.16747108788622517
HOLD_A,43,5,390,0.22017845529702648
HOLD_A,43,6,410,0.23231297342535506
HOLD_A,43,7,450,0.22403243167669012
HOLD_A,43,8,430,0.20217395708244859
HOLD_A,44,1,310,0.1886489352910003
HOLD_A,44,2,330,0.19480021222107108
HOLD_A,44,3,373,0.19539472837018948
HOLD_A,44,4,350,0.16747108788622347
HOLD_A,44,5,390,0.22017845529702498
HOLD_A,44,6,410,0.2323129734253542
HOLD_A,44,7,450,0.22403243167668568
HOLD_A,44,8,430,0.20217395708244656
HOLD_A,45,1,310,0.1886489352910003
HOLD_A,45,2,330,0.19480021222106925
HOLD_A,45,3,370,0.19539472837018693
HOLD_A,45,4,350,0.16747108788621737
HOLD_A,45,5,393,0.22017845529702498
HOLD_A,45,6,410,0.23231297342535187
HOLD_A,45,7,450,0.22403243167668274
HOLD_A,45,8,430,0.20217395708243974
HOLD_A,46,1,310,0.18864893529099502
HOLD_A,46,2,330,0.19480021222106966
HOLD_A,46,3,370,0.19539472837018967
HOLD_A,46,4,350,0.16747108788621687
HOLD_A,46,5,390,0.2201784552970191
HOLD_A,46,6,413,0.2323129734253524
HOLD_A,46,7,450,0.22403243167668568
HOLD_A,46,8,430,0.20217395708243904
HOLD_A,47,1,310,0.18864893529099758
HOLD_A,47,2,330,0.19480021222107013
HOLD_A,47,3,370,0.19539472837018973
HOLD_A,47,4,350,0.16747108788622178
HOLD_A,47,5,390,0.22017845529702199
HOLD_A,47,6,410,0.23231297342535337
HOLD_A,47,7,450,0.22403243167668591
HOLD_A,47,8,433,0.20217395708244418
HOLD_A,48,1,310,0.1886489352910028
HOLD_A,48,2,330,0.19480021222106295
HOLD_A,48,3,370,0.19539472837018948
HOLD_A,48,4,350,0.1674710878862212
HOLD_A,48,5,390,0.22017845529702801
HOLD_A,48,6,410,0.23231297342534482
HOLD_A,48,7,453,0.22403243167668568
HOLD_A,48,8,430,0.20217395708244348
HOLD_A,49,1,300.37033261260308,0.69194382291667456
HOLD_A,50,1,300.36878223987367,0.69194382291667456
HOLD_A,51,1,300.37731637665416,0.69194382291667456
HOLD_A,52,1,300.368556872098,0.69194382291667456
HOLD_A,53,1,300.37872854547578,0.69194382291667456
HOLD_A,54,1,300.37157428749401,0.69194382291667456
HOLD_A,55,1,300.38393048963047,0.69194382291667456
HOLD_A,56,1,300.38077857617111,0.69194382291667456
HOLD_A,57,1,380.84302727812735,0.69194382291667456
HOLD_A,58,1,380.84147690539794,0.69194382291667456
HOLD_A,59,1,380.85001104217838,0.69194382291667456
HOLD_A,60,1,380.84125153762227,0.69194382291667456
HOLD_A,61,1,380.851423211,0.69194382291667456
HOLD_A,62,1,380.84426895301817,0.69194382291667456
HOLD_A,63,1,380.85662515515469,0.69194382291667456
HOLD_A,64,1,380.85347324169533,0.69194382291667456
HOLD_A,65,1,380.84302727812735,0.69194382291667456
HOLD_A,66,1,380.84147690539794,0.69194382291667456
HOLD_A,67,1,380.85001104217838,0.69194382291667456
HOLD_A,68,1,380.84125153762227,0.69194382291667456
HOLD_A,69,1,380.851423211,0.69194382291667456
HOLD_A,70,1,380.84426895301817,0.69194382291667456
HOLD_A,71,1,380.85662515515469,0.69194382291667456
HOLD_A,72,1,380.85347324169533,0.69194382291667456
HOLD_A,73,1,300.35921778733143,1.6250127812499995
HOLD_A,74,1,300.35836453976907,1.6250127812499995
HOLD_A,75,1,300.34858867381814,1.6250127812499995
HOLD_A,76,1,300.35903606493599,1.6250127812499995
HOLD_A,77,1,300.39797568761384,1.6250127812499995
HOLD_A,78,1,300.39471096062124,1.6250127812499995
HOLD_A,79,1,300.38463513549112,1.6250127812499995
HOLD_A,80,1,300.39747115044975,1.6250127812499995
HOLD_A,81,1,382.2806611324188,1.6250127812499995
HOLD_A,82,1,382.27980788485638,1.6250127812499995
HOLD_A,83,1,382.27003201890545,1.6250127812499995
HOLD_A,84,1,382.2804794100233,1.6250127812499995
HOLD_A,85,1,382.31941903270854,1.6250127812499471
HOLD_A,86,1,382.31615430571344,1.6250127812499262
HOLD_A,87,1,382.30607848058332,1.6250127812499262
HOLD_A,88,1,382.31891449554195,1.6250127812499262
HOLD_A,89,1,382.28066113242363,1.6250127812499262
HOLD_A,90,1,382.27980788486127,1.6250127812499262
HOLD_A,91,1,382.27003201891034,1.6250127812499262
HOLD_A,92,1,382.28047941002819,1.6250127812499262
HOLD_A,93,1,382.31941903270604,1.6250127812499262
HOLD_A,94,1,382.31615430571344,1.6250127812499262
HOLD_A,95,1,382.30607848058332,1.6250127812499262
HOLD_A,96,1,382.31891449554195,1.6250127812499262
HOLD_A,97,1,303,2.5951204460462711
HOLD_A,97,2,300,3.8320252028913182
HOLD_A,97,3,300,2.5951204460462707
HOLD_A,97,4,300,3.8320252028913182
HOLD_A,98,1,300,2.5951204460463448
HOLD_A,98,2,303,3.8320252028913453
HOLD_A,98,3,300,2.5951204460463444
HOLD_A,98,4,300,3.8320252028913453
HOLD_A,99,1,300,2.5951204460461974
HOLD_A,99,2,300,3.8320252028912365
HOLD_A,99,3,300,2.595120446046197
HOLD_A,99,4,303,3.8320252028912365
HOLD_A,100,1,300,2.5951204460462711
HOLD_A,100,2,300,3.8320252028912636
HOLD_A,100,3,303,2.5951204460462707
HOLD_A,100,4,300,3.8320252028912636
HOLD_A,101,1,313,2.5951204460462711
HOLD_A,101,2,330,3.8320252028912907
HOLD_A,101,3,450,2.5951204460462707
HOLD_A,101,4,390,3.8320252028912907
HOLD_A,102,1,310,2.5951204460462711
HOLD_A,102,2,333,3.8320252028912907
HOLD_A,102,3,450,2.5951204460462707
HOLD_A,102,4,390,3.8320252028912907
HOLD_A,103,1,310,2.5951204460462711
HOLD_A,103,2,330,3.8320252028912907
HOLD_A,103,3,450,2.5951204460462707
HOLD_A,103,4,393,3.8320252028912907
HOLD_A,104,1,310,2.5951204460462711
HOLD_A,104,2,330,3.8320252028912907
HOLD_A,104,3,453,2.5951204460462707
HOLD_A,104,4,390,3.8320252028912907
HOLD_A,105,1,313,2.5951204460463448
HOLD_A,105,2,330,3.8320252028913453
HOLD_A,105,3,450,2.5951204460463444
HOLD_A,105,4,390,3.8320252028913453
HOLD_A,106,1,310,2.5951204460462711
HOLD_A,106,2,333,3.8320252028913453
HOLD_A,106,3,450,2.5951204460462707
HOLD_A,106,4,390,3.8320252028913453
HOLD_A,107,1,310,2.5951204460463448
HOLD_A,107,2,330,3.8320252028913453
HOLD_A,107,3,450,2.5951204460463444
HOLD_A,107,4,393,3.8320252028913453
HOLD_A,108,1,310,2.5951204460462711
HOLD_A,108,2,330,3.8320252028913453
HOLD_A,108,3,453,2.5951204460462707
HOLD_A,108,4,390,3.8320252028913453
HOLD_A,109,1,303,2.9324887813166178
HOLD_A,109,2,300,5.1561103436586846
HOLD_A,109,3,300,2.5351749782188153
HOLD_A,109,4,300,4.508203284459614
HOLD_A,110,1,300,2.9324887813166112
HOLD_A,110,2,303,5.1561103436588711
HOLD_A,110,3,300,2.5351749782188153
HOLD_A,110,4,300,4.5082032844597855
HOLD_A,111,1,300,2.9324887813166112
HOLD_A,111,2,300,5.156110343658737
HOLD_A,111,3,300,2.5351749782188153
HOLD_A,111,4,303,4.5082032844596718
HOLD_A,112,1,300,2.932488781316438
HOLD_A,112,2,300,5.1561103436588711
HOLD_A,112,3,303,2.5351749782186932
HOLD_A,112,4,300,4.5082032844598423
HOLD_A,113,1,313,2.9324887813166178
HOLD_A,113,2,330,5.1561103436587521
HOLD_A,113,3,450,2.5351749782188153
HOLD_A,113,4,390,4.5082032844596718
HOLD_A,114,1,310,2.932488781316438
HOLD_A,114,2,333,5.1561103436589377
HOLD_A,114,3,450,2.5351749782186932
HOLD_A,114,4,390,4.5082032844599
HOLD_A,115,1,310,2.9324887813166112
HOLD_A,115,2,330,5.1561103436588045
HOLD_A,115,3,450,2.5351749782188153
HOLD_A,115,4,393,4.5082032844597286
HOLD_A,116,1,310,2.9324887813166112
HOLD_A,116,2,330,5.1561103436586695
HOLD_A,116,3,453,2.5351749782188153
HOLD_A,116,4,390,4.508203284459614
HOLD_A,117,1,313,2.9324887813166112
HOLD_A,117,2,330,5.1561103436588045
HOLD_A,117,3,450,2.5351749782188153
HOLD_A,117,4,390,4.5082032844597286
HOLD_A,118,1,310,2.9324887813166178
HOLD_A,118,2,333,5.1561103436586846
HOLD_A,118,3,450,2.5351749782188153
HOLD_A,118,4,390,4.508203284459614
HOLD_A,119,1,310,2.9324887813166112
HOLD_A,119,2,330,5.1561103436588711
HOLD_A,119,3,450,2.5351749782188153
HOLD_A,119,4,393,4.5082032844597855
HOLD_A,120,1,310,2.9324887813166112
HOLD_A,120,2,330,5.156110343658737
HOLD_A,120,3,453,2.5351749782188153
HOLD_A,120,4,390,4.5082032844596718
HOLD_A,121,1,300.65733615566802,12.854291297875125
HOLD_A,122,1,300.86112148454606,12.854291297875125
HOLD_A,123,1,300.8405649345529,12.854291297875125
HOLD_A,124,1,300.64097742523307,12.854291297875125
HOLD_A,125,1,368.72549081826094,12.854291297875125
HOLD_A,126,1,368.92927614713903,12.854291297875125
HOLD_A,127,1,368.90871959714576,12.854291297875125
HOLD_A,128,1,368.70913208782599,12.854291297875125
HOLD_A,129,1,368.72549081826094,12.854291297875125
HOLD_A,130,1,368.92927614713903,12.854291297875125
HOLD_A,131,1,368.90871959714576,12.854291297875125
HOLD_A,132,1,368.70913208782599,12.854291297875125
HOLD_A,133,1,300.64449515618509,15.13197738765394
HOLD_A,134,1,300.92286155670593,15.13197738765394
HOLD_A,135,1,300.84560576025956,15.13197738765394
HOLD_A,136,1,300.5870375268496,15.13197738765394
HOLD_A,137,1,366.74147706078924,15.13197738765394
HOLD_A,138,1,367.01984346131007,15.13197738765394
HOLD_A,139,1,366.94258766486371,15.13197738765394
HOLD_A,140,1,366.68401943145375,15.13197738765394
HOLD_A,141,1,366.74147706078924,15.13197738765394
HOLD_A,142,1,367.01984346131007,15.13197738765394
HOLD_A,143,1,366.94258766486371,15.13197738765394
HOLD_A,144,1,366.68401943145375,15.13197738765394
DEFORM_B,1,1,304,0.07561735416666672
DEFORM_B,1,2,300,0.075617354166666692
DEFORM_B,1,3,300,0.075617354166666748
DEFORM_B,1,4,300,0.075617354166666761
DEFORM_B,1,5,300,0.075617354166666706
DEFORM_B,1,6,300,0.075617354166666692
DEFORM_B,1,7,300,0.075617354166666706
DEFORM_B,1,8,300,0.075617354166666748
DEFORM_B,2,1,300,0.075617354166666734
DEFORM_B,2,2,304,0.075617354166666692
DEFORM_B,2,3,300,0.075617354166666706
DEFORM_B,2,4,300,0.075617354166666706
DEFORM_B,2,5,300,0.075617354166666706
DEFORM_B,2,6,300,0.075617354166666692
DEFORM_B,2,7,300,0.075617354166666678
DEFORM_B,2,8,300,0.075617354166666692
DEFORM_B,3,1,300,0.075617354166666748
DEFORM_B,3,2,300,0.075617354166666595
DEFORM_B,3,3,300,0.075617354166666775
DEFORM_B,3,4,304,0.075617354166666761
DEFORM_B,3,5,300,0.075617354166666734
DEFORM_B,3,6,300,0.075617354166666595
DEFORM_B,3,7,300,0.075617354166666748
DEFORM_B,3,8,300,0.075617354166666748
DEFORM_B,4,1,300,0.075617354166666789
DEFORM_B,4,2,300,0.075617354166666706
DEFORM_B,4,3,304,0.075617354166666775
DEFORM_B,4,4,300,0.0756173541666669
DEFORM_B,4,5,300,0.075617354166666775
DEFORM_B,4,6,300,0.075617354166666706
DEFORM_B,4,7,300,0.075617354166666748
DEFORM_B,4,8,300,0.075617354166666886
DEFORM_B,5,1,300,0.075617354166666623
DEFORM_B,5,2,300,0.075617354166666678
DEFORM_B,5,3,300,0.075617354166666845
DEFORM_B,5,4,300,0.075617354166666623
DEFORM_B,5,5,304,0.075617354166666609
DEFORM_B,5,6,300,0.075617354166666678
DEFORM_B,5,7,300,0.075617354166666817
DEFORM_B,5,8,300,0.075617354166666609
DEFORM_B,6,1,300,0.075617354166666637
DEFORM_B,6,2,300,0.075617354166666276
DEFORM_B,6,3,300,0.075617354166666456
DEFORM_B,6,4,300,0.075617354166666498
DEFORM_B,6,5,300,0.075617354166666623
DEFORM_B,6,6,304,0.075617354166666276
DEFORM_B,6,7,300,0.075617354166666415
DEFORM_B,6,8,300,0.075617354166666484
DEFORM_B,7,1,300,0.07561735416666647
DEFORM_B,7,2,300,0.07561735416666665
DEFORM_B,7,3,300,0.075617354166666581
DEFORM_B,7,4,300,0.075617354166666373
DEFORM_B,7,5,300,0.075617354166666456
DEFORM_B,7,6,300,0.07561735416666665
DEFORM_B,7,7,300,0.075617354166666553
DEFORM_B,7,8,304,0.075617354166666345
DEFORM_B,8,1,300,0.075617354166666567
DEFORM_B,8,2,300,0.075617354166666498
DEFORM_B,8,3,300,0.075617354166666442
DEFORM_B,8,4,300,0.075617354166666498
DEFORM_B,8,5,300,0.075617354166666553
DEFORM_B,8,6,300,0.075617354166666498
DEFORM_B,8,7,304,0.075617354166666415
DEFORM_B,8,8,300,0.075617354166666484
DEFORM_B,9,1,314,0.075617354166666567
DEFORM_B,9,2,330,0.075617354166666484
DEFORM_B,9,3,370,0.075617354166666442
DEFORM_B,9,4,350,0.075617354166666498
DEFORM_B,9,5,390,0.075617354166666553
DEFORM_B,9,6,410,0.075617354166666484
DEFORM_B,9,7,450,0.075617354166666415
DEFORM_B,9,8,430,0.075617354166666484
DEFORM_B,10,1,310,0.075617354166666303
DEFORM_B,10,2,334,0.075617354166666192
DEFORM_B,10,3,370,0.075617354166666179
DEFORM_B,10,4,350,0.075617354166666234
DEFORM_B,10,5,390,0.075617354166666276
DEFORM_B,10,6,410,0.075617354166666192
DEFORM_B,10,7,450,0.075617354166666151
DEFORM_B,10,8,430,0.075617354166666206
DEFORM_B,11,1,310,0.075617354166666442
DEFORM_B,11,2,330,0.075617354166665859
DEFORM_B,11,3,370,0.075617354166666387
DEFORM_B,11,4,354,0.075617354166666442
DEFORM_B,11,5,390,0.075617354166666428
DEFORM_B,11,6,410,0.075617354166665859
DEFORM_B,11,7,450,0.075617354166666359
DEFORM_B,11,8,430,0.075617354166666428
DEFORM_B,12,1,310,0.075617354166666706
DEFORM_B,12,2,330,0.075617354166666095
DEFORM_B,12,3,374,0.075617354166666664
DEFORM_B,12,4,350,0.075617354166666706
DEFORM_B,12,5,390,0.075617354166666692
DEFORM_B,12,6,410,0.075617354166666095
DEFORM_B,12,7,450,0.075617354166666623
DEFORM_B,12,8,430,0.075617354166666692
DEFORM_B,13,1,310,0.075617354166666581
DEFORM_B,13,2,330,0.075617354166666276
DEFORM_B,13,3,370,0.075617354166666387
DEFORM_B,13,4,350,0.07561735416666665
DEFORM_B,13,5,394,0.075617354166666567
DEFORM_B,13,6,410,0.075617354166666276
DEFORM_B,13,7,450,0.075617354166666359
DEFORM_B,13,8,430,0.075617354166666623
DEFORM_B,14,1,310,0.07561735416666597
DEFORM_B,14,2,330,0.075617354166666526
DEFORM_B,14,3,370,0.075617354166666664
DEFORM_B,14,4,350,0.075617354166666109
DEFORM_B,14,5,390,0.075617354166665957
DEFORM_B,14,6,414,0.075617354166666526
DEFORM_B,14,7,450,0.075617354166666623
DEFORM_B,14,8,430,0.075617354166666095
DEFORM_B,15,1,310,0.075617354166667053
DEFORM_B,15,2,330,0.075617354166666761
DEFORM_B,15,3,370,0.075617354166666928
DEFORM_B,15,4,350,0.075617354166666373
DEFORM_B,15,5,390,0.075617354166667025
DEFORM_B,15,6,410,0.075617354166666761
DEFORM_B,15,7,450,0.0756173541666669
DEFORM_B,15,8,434,0.075617354166666359
DEFORM_B,16,1,310,0.075617354166666512
DEFORM_B,16,2,330,0.075617354166666498
DEFORM_B,16,3,370,0.075617354166666664
DEFORM_B,16,4,350,0.07561735416666665
DEFORM_B,16,5,390,0.075617354166666498
DEFORM_B,16,6,410,0.075617354166666498
DEFORM_B,16,7,454,0.075617354166666623
DEFORM_B,16,8,430,0.075617354166666623
DEFORM_B,17,1,314,0.075617354166666775
DEFORM_B,17,2,330,0.075617354166666456
DEFORM_B,17,3,370,0.075617354166666664
DEFORM_B,17,4,350,0.075617354166667178
DEFORM_B,17,5,390,0.075617354166666761
DEFORM_B,17,6,410,0.075617354166666456
DEFORM_B,17,7,450,0.075617354166666623
DEFORM_B,17,8,430,0.075617354166667164
DEFORM_B,18,1,310,0.075617354166666775
DEFORM_B,18,2,334,0.075617354166666734
DEFORM_B,18,3,370,0.075617354166666928
DEFORM_B,18,4,350,0.075617354166666914
DEFORM_B,18,5,390,0.075617354166666761
DEFORM_B,18,6,410,0.075617354166666734
DEFORM_B,18,7,450,0.0756173541666669
DEFORM_B,18,8,430,0.0756173541666669
DEFORM_B,19,1,310,0.075617354166667178
DEFORM_B,19,2,330,0.07561735416666697
DEFORM_B,19,3,370,0.075617354166666928
DEFORM_B,19,4,354,0.07561735416666665
DEFORM_B,19,5,390,0.075617354166667164
DEFORM_B,19,6,410,0.07561735416666697
DEFORM_B,19,7,450,0.0756173541666669
DEFORM_B,19,8,430,0.075617354166666623
DEFORM_B,20,1,310,0.075617354166666109
DEFORM_B,20,2,330,0.075617354166666151
DEFORM_B,20,3,374,0.075617354166666387
DEFORM_B,20,4,350,0.075617354166666373
DEFORM_B,20,5,390,0.075617354166666095
DEFORM_B,20,6,410,0.075617354166666151
DEFORM_B,20,7,450,0.075617354166666359
DEFORM_B,20,8,430,0.075617354166666359
DEFORM_B,21,1,310,0.075617354166667039
DEFORM_B,21,2,330,0.075617354166666775
DEFORM_B,21,3,370,0.075617354166667317
DEFORM_B,21,4,350,0.075617354166666498
DEFORM_B,21,5,394,0.075617354166667011
DEFORM_B,21,6,410,0.075617354166666775
DEFORM_B,21,7,450,0.075617354166667289
DEFORM_B,21,8,430,0.075617354166666484
DEFORM_B,22,1,310,0.075617354166667289
DEFORM_B,22,2,330,0.075617354166666192
DEFORM_B,22,3,370,0.075617354166667566
DEFORM_B,22,4,350,0.075617354166667552
DEFORM_B,22,5,390,0.075617354166667261
DEFORM_B,22,6,414,0.075617354166666192
