element,integration_point,x_current_m,y_current_m,z_current_m,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2
1,1,0.3169873058795929,0.2641560733318329,0.1690598875284195,-266.6666564941406,2.664535259100376e-15,3.508304757815495e-14
1,2,1.183012723922729,0.2641560733318329,0.1690598875284195,-266.6666564941406,3.61932706027801e-14,2.985389713217046e-13
1,3,0.3169873058795929,0.9858438968658447,0.1690598875284195,-266.6666564941406,2.664535259100376e-15,-8.348877145181177e-14
1,4,1.183012723922729,0.9858438968658447,0.1690598875284195,-266.6666564941406,3.61932706027801e-14,-2.207123372954811e-13
1,5,0.3169873058795929,0.2641560733318329,0.6309400796890259,-266.6666564941406,4.973799150320701e-14,3.508304757815495e-14
1,6,1.183012723922729,0.2641560733318329,0.6309400796890259,-266.6666564941406,-8.748557434046234e-14,9.614531393253856e-14
1,7,0.3169873058795929,0.9858438968658447,0.6309400796890259,-266.6666564941406,3.019806626980426e-14,-8.881784197001252e-15
1,8,1.183012723922729,0.9858438968658447,0.6309400796890259,-266.6666564941406,2.620126338115369e-14,6.838973831690964e-14
