stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,0.001,1,600,-2.150605901572555e-33,-1.3141751996762e-33,-2.377718741604156e-33,4.7472017212874e-15,-56779041.26375015,-18824532.26423606,-0.01402707749786519
1,0.001,2,600,0.0012,-1.314175199676024e-33,-2.37771874160363e-33,-3.509742338822066e-15,56779041.26375015,-18824532.26423606,-0.0140270770088748
1,0.001,3,600,0.0012,1.314175199676375e-33,-2.377718741604156e-33,-1.947215385291483e-15,56779041.26375015,18824532.26423605,-0.01402707748251947
1,0.001,4,600,-2.150605901571855e-33,1.314175199675937e-33,-2.37771874160363e-33,-1.049655765198402e-14,-56779041.26375015,18824532.26423606,-0.01402707335789259
1,0.001,5,600,-2.15060590157203e-33,-1.314175199676024e-33,-0.0005951714116638941,-7.819832592631777e-15,-56779041.26375017,-18824532.26423606,0
1,0.001,6,600,0.0012,-1.314175199676375e-33,-0.0005951714116638939,6.374206393049225e-15,56779041.26375017,-18824532.26423606,0
1,0.001,7,600,0.0012,1.314175199675937e-33,-0.0005951714116638938,2.760365100135156e-15,56779041.26375015,18824532.26423606,0
1,0.001,8,600,-2.150605901572555e-33,1.314175199676112e-33,-0.0005951714116638936,9.891574754257569e-15,-56779041.26375015,18824532.26423606,0
2,0.002,1,600,-1.303746615776859e-32,-9.143560134756388e-33,-1.377075477813745e-32,4.7472017212874e-15,-57633519.51797497,-22272826.5959167,-0.2884864711772504
2,0.002,2,600,0.00165,-9.143560134755512e-33,-1.377075477813693e-32,-3.509742338822066e-15,57633519.51797497,-22272826.5959167,-0.288486476451034
2,0.002,3,600,0.00165,9.143560134755162e-33,-1.37707547781371e-32,-1.947215385291483e-15,57633519.51797496,22272826.5959167,-0.2884864780139568
2,0.002,4,600,-1.303746615776824e-32,9.143560134755424e-33,-1.377075477813693e-32,-1.049655765198402e-14,-57633519.51797496,22272826.5959167,-0.2884864725292732
2,0.002,5,600,-1.303746615776771e-32,-9.143560134755162e-33,-0.001010749228780975,-7.819832592631777e-15,-57633519.51797496,-22272826.5959167,0
2,0.002,6,600,0.00165,-9.143560134755162e-33,-0.001010749228780975,6.374206393049225e-15,57633519.51797496,-22272826.5959167,0
2,0.002,7,600,0.00165,9.143560134755074e-33,-0.001010749228780975,2.760365100135156e-15,57633519.51797497,22272826.5959167,0
2,0.002,8,600,-1.303746615776789e-32,9.14356013475595e-33,-0.001010749228780975,9.891574754257569e-15,-57633519.51797497,22272826.5959167,0
3,0.003,1,600,-1.438714822725073e-32,-1.023384305607346e-32,-1.493895535428545e-32,4.7472017212874e-15,-58188320.22768351,-24639495.08781373,-0.3166386056290588
3,0.003,2,600,0.0021,-1.023384305607188e-32,-1.493895535428352e-32,-3.509742338822066e-15,58188320.22768351,-24639495.08781374,-0.3166386086663579
3,0.003,3,600,0.0021,1.023384305607503e-32,-1.49389553542851e-32,-1.947215385291483e-15,58188320.22768354,24639495.08781374,-0.3166386064221827
3,0.003,4,600,-1.438714822725038e-32,1.023384305607495e-32,-1.493895535428492e-32,-1.049655765198402e-14,-58188320.22768354,24639495.08781373,-0.3166386042290627
3,0.003,5,600,-1.438714822724846e-32,-1.023384305607433e-32,-0.001437377474942914,-7.819832592631777e-15,-58188320.22768352,-24639495.08781373,0
3,0.003,6,600,0.0021,-1.023384305607468e-32,-0.001437377474942914,6.374206393049225e-15,58188320.22768352,-24639495.08781373,0
3,0.003,7,600,0.0021,1.023384305607179e-32,-0.001437377474942913,2.760365100135156e-15,58188320.22768351,24639495.08781373,0
3,0.003,8,600,-1.438714822724898e-32,1.023384305607267e-32,-0.001437377474942913,9.891574754257569e-15,-58188320.22768351,24639495.08781373,0
4,0.004,1,600,-1.5123232724873e-32,-1.086830150941149e-32,-1.553750466909173e-32,4.7472017212874e-15,-58602177.15568106,-26269071.07237872,-0.3243257825947035
4,0.004,2,600,0.00255,-1.086830150941096e-32,-1.55375046690912e-32,-3.509742338822066e-15,58602177.15568106,-26269071.07237872,-0.3243257834618247
4,0.004,3,600,0.00255,1.086830150940921e-32,-1.553750466908998e-32,-1.947215385291483e-15,58602177.15568106,26269071.07237872,-0.3243257857277865
4,0.004,4,600,-1.512323272487265e-32,1.086830150940913e-32,-1.55375046690905e-32,-1.049655765198402e-14,-58602177.15568106,26269071.07237872,-0.3243257826747563
4,0.004,5,600,-1.512323272487352e-32,-1.086830150940956e-32,-0.001871030011580916,-7.819832592631777e-15,-58602177.15568104,-26269071.07237872,0
4,0.004,6,600,0.00255,-1.086830150940921e-32,-0.001871030011580916,6.374206393049225e-15,58602177.15568104,-26269071.07237871,0
4,0.004,7,600,0.00255,1.086830150941088e-32,-0.001871030011580915,2.760365100135156e-15,58602177.15568105,26269071.07237871,0
4,0.004,8,600,-1.512323272487335e-32,1.086830150941105e-32,-0.001871030011580915,9.891574754257569e-15,-58602177.15568105,26269071.07237872,0
5,0.005,1,600,-1.551087227272055e-32,-1.122583214247949e-32,-1.58294872474814e-32,4.7472017212874e-15,-58951345.83125319,-27403695.90867437,-0.3232788145131885
5,0.005,2,600,0.003,-1.122583214247931e-32,-1.582948724748018e-32,-3.509742338822066e-15,58951345.83125319,-27403695.90867437,-0.3232788164032949
5,0.005,3,600,0.003,1.122583214247931e-32,-1.582948724748105e-32,-1.947215385291483e-15,58951345.83125317,27403695.90867437,-0.3232788188817984
5,0.005,4,600,-1.55108722727195e-32,1.122583214247852e-32,-1.582948724747948e-32,-1.049655765198402e-14,-58951345.83125317,27403695.90867437,-0.3232788131333967
5,0.005,5,600,-1.551087227271897e-32,-1.122583214247896e-32,-0.00230915966349435,-7.819832592631777e-15,-58951345.83125317,-27403695.90867437,0
5,0.005,6,600,0.003,-1.122583214247931e-32,-0.00230915966349435,6.374206393049225e-15,58951345.83125317,-27403695.90867438,0
5,0.005,7,600,0.003,1.122583214247957e-32,-0.002309159663494349,2.760365100135156e-15,58951345.83125316,27403695.90867438,0
5,0.005,8,600,-1.55108722727202e-32,1.122583214247975e-32,-0.002309159663494349,9.891574754257569e-15,-58951345.83125316,27403695.90867437,0
6,0.006,1,600,-1.496869058563274e-33,-1.099565272260833e-33,-1.516568838744609e-33,4.7472017212874e-15,-66049694.60537957,-38903822.56926409,-0.005946515875655647
