normal_force,id,x,y,z
-43.0386069222324,70,1,0,0
-92.44188580439959,73,1,0.48,0
-132.6240606551816,74,1,0,0.22
-281.8820661494562,77,1,0.48,0.22
176.8072227171905,81,1,0.24,0
177.571676858683,82,1,0,0.11
361.6624930028066,85,1,0.48,0.11
492.8220514559007,89,1,0.24,0.22
-46.6742965656609,91,1,1,0
-144.0233320162082,93,1,1,0.22
191.5969441666987,96,1,0.74,0
191.9011923877065,98,1,1,0.11
534.4153195605139,101,1,0.74,0.22
-166.2748839067352,102,1,0,0.63
-348.6442919997248,105,1,0.48,0.63
339.4899840378863,106,1,0,0.425
698.4716445066346,109,1,0.48,0.425
666.7110931992463,113,1,0.24,0.63
-180.5097913107802,115,1,1,0.63
367.3035258318092,117,1,1,0.425
723.1231853915536,120,1,0.74,0.63
-63.98902333031261,121,1,0,1
-134.0598512353013,124,1,0.48,1
326.2777514347322,125,1,0,0.8149999999999999
683.5025528735129,128,1,0.48,0.8149999999999999
395.7815320189525,132,1,0.24,1
-69.56260334529883,134,1,1,1
353.5554441378488,136,1,1,0.8149999999999999
429.4260753831788,139,1,0.74,1
