step,time,id,x,y,z,cnormf_x,cnormf_y,cnormf_z,cshearf_x,cshearf_y,cshearf_z,cslip1,cslip2,copen,cpress
3,3,68,1,1.110010572742252e-32,0.5,1968.250133291184,-6.807431154907287e-14,0,-2.040184701301489e-14,-590.4749734651313,0,0,-1.952984719260688e-05,-4.562242260881064e-08,5014.354888967073
3,3,71,1,1.200000047683716,0.5,3331.031828693734,4.325276471628862e-14,0,1.299406310687892e-14,-999.3095024943055,0,0,-2.052872653607897e-05,-5.185626571726987e-08,5041.959982566497
3,3,75,1,0.6000000238418579,1,2008.904112341351,-1.02949670160387e-13,0,-3.086519256282288e-14,-602.6712053046381,0,0,-2.015382703026398e-05,-5.100749253449151e-08,5086.743964357378
3,3,77,1,2,4.125053004366027e-32,-316.1285676701879,-1.844266689007302e-14,0,-5.535119814095189e-15,94.83856987931671,0,0,-1.883735477508795e-05,-5.375622597884146e-08,5172.715600835185
3,3,79,1,2,1,-315.8191842596909,-1.011304813106581e-13,0,-3.033661377434552e-14,94.74574821532021,0,0,-1.88360150860403e-05,-5.389399491508369e-08,5187.232987981239
3,3,82,1,1.600000023841858,-4.123017048150403e-34,1282.313093123957,1.109551336940266e-13,0,3.329175104326043e-14,-384.6938917340042,0,0,-1.975724583299577e-05,-4.297625193616304e-08,5042.137148826257
3,3,84,1,2,0.5,1329.235987999235,1.870157552638928e-14,0,5.610863678827287e-15,-398.7707633061865,0,0,-1.913423771441252e-05,-5.518672255520407e-08,5179.974294408212
3,3,87,1,1.600000023841858,1,1283.390503500606,5.87336882586755e-14,0,1.762527561034661e-14,-385.017133394684,0,0,-1.975662686911164e-05,-4.310251739692874e-08,5053.282707858631
4,4,56,1,2.777936478323686e-32,1.551477688300735e-32,-499.3895204367115,1.088261514796042e-13,0,3.264709986326012e-14,149.8168562461742,0,0,-4.917454247099707e-05,-5.242568114842302e-08,5025.441888799305
4,4,59,1,1.200000047683716,0,-816.2910611071177,1.560451175257532e-14,0,4.679695641120514e-15,244.8873178945669,0,0,-5.074941845325122e-05,-5.148860362674998e-08,5038.693357262379
4,4,60,1,6.449304205380386e-33,1,-500.0785665458112,-4.567971999190386e-14,0,-1.370531385028495e-14,150.0235697019746,0,0,-4.917820291099275e-05,-5.220640779069278e-08,5002.279193301805
4,4,63,1,1.200000047683716,1,-816.0078474488594,8.014290364813842e-14,0,2.40418322421588e-14,244.8023538046687,0,0,-5.075046463883599e-05,-5.155719573441142e-08,5045.287468165528
4,4,67,1,0.6000000238418579,0,2010.332711362371,-3.261029136110242e-14,0,-9.77895584054974e-15,-603.0998123119579,0,0,-5.01522491885139e-05,-5.112133183040942e-08,5095.575339807776
4,4,68,1,1.110010572742252e-32,0.5,1968.300376529119,-6.809130575096859e-14,0,-2.04246549732378e-14,-590.4901117518489,0,0,-4.952983419521036e-05,-4.563050245731116e-08,5013.860541050555
4,4,71,1,1.200000047683716,0.5,3331.039522643076,4.325484196412477e-14,0,1.297984084370298e-14,-999.3118559355969,0,0,-5.052871803306839e-05,-5.185659729386908e-08,5041.990412713954
4,4,75,1,0.6000000238418579,1,2008.948601387,-1.02948168675535e-13,0,-3.088123234011137e-14,-602.684579713432,0,0,-5.015399532489201e-05,-5.100893041364542e-08,5086.805917580001
4,4,77,1,2,4.125053004366027e-32,-316.1082481601186,-1.844243759864509e-14,0,-5.533160177863956e-15,94.83247441496972,0,0,-4.883679966520416e-05,-5.376856788381674e-08,5173.43401324855
4,4,79,1,2,1,-315.8128270362374,-1.011393696788781e-13,0,-3.034129412109043e-14,94.7438480278305,0,0,-4.883655883002954e-05,-5.39000063990547e-08,5187.283024770713
4,4,82,1,1.600000023841858,-4.123017048150403e-34,1282.333314158816,1.109610477198294e-13,0,3.328901817115255e-14,-384.6999937267639,0,0,-4.975691678060991e-05,-4.297991470249698e-08,5042.555968478531
4,4,84,1,2,0.5,1329.210215633672,1.869698242259119e-14,0,5.609332814186901e-15,-398.7630640950983,0,0,-4.913423327126056e-05,-5.51807746697221e-08,5180.358519009632
4,4,87,1,1.600000023841858,1,1283.367590549393,5.872675893352155e-14,0,1.761926590671088e-14,-385.0102768059263,0,0,-4.97569518653281e-05,-4.310108481389001e-08,5053.262659621787
5,5,56,1,2.777936478323686e-32,1.551477688300735e-32,-496.8934045496982,9.933611542755363e-14,0,-2.979521963586962e-14,-149.0680972359113,0,0,-2.083681268387656e-05,-4.678376758538387e-08,4914.169857706354
5,5,59,1,1.200000047683716,0,-844.0573386422129,4.430582516296956e-15,0,-1.303749962147914e-15,-253.2171055732234,0,0,-1.923324439837321e-05,-4.760509056301815e-08,4887.382122055299
5,5,60,1,6.449304205380386e-33,1,-496.0952677475318,-3.908179253661218e-14,0,1.173706314688764e-14,-148.8285161798696,0,0,-2.083911343579804e-05,-4.704151078841338e-08,4941.167362321605
5,5,63,1,1.200000047683716,1,-844.443084756413,6.218590960491324e-14,0,-1.864103125169552e-14,-253.3328275919249,0,0,-1.923343078590277e-05,-4.751082196671243e-08,4878.694834501115
5,5,67,1,0.6000000238418579,0,1973.198934783179,-3.734215263389056e-14,0,1.115236683985813e-14,591.9594154906257,0,0,-1.982696639469425e-05,-4.881682293295309e-08,4841.460892847583
5,5,68,1,1.110010572742252e-32,0.5,2012.016770443744,-7.111373731049543e-14,0,2.130250076280514e-14,603.6047569267295,0,0,-2.049417418093873e-05,-5.359033407902635e-08,4927.66861001398
5,5,71,1,1.200000047683716,0.5,3300.006193380338,7.131857792166357e-14,0,-2.143078758225397e-14,990.0016636779228,0,0,-1.946057776859454e-05,-4.740914433256006e-08,4883.038478278208
5,5,75,1,0.6000000238418579,1,1974.664744942881,-9.937258789988249e-14,0,2.978514381987551e-14,592.3993100678421,0,0,-1.982790889079408e-05,-4.893525576567351e-08,4850.857807495904
5,5,77,1,2,4.125053004366027e-32,-346.5190521566061,-2.972203483987754e-14,0,8.922299898560986e-15,-103.9557205555849,0,0,-2.121683043831404e-05,-4.601224676890616e-08,4801.468716333131
5,5,79,1,2,1,-346.8529877744606,-1.007570716235949e-13,0,3.023021821427015e-14,-104.0558563355101,0,0,-2.121561653769964e-05,-4.585327559404312e-08,4785.827558687635
5,5,82,1,1.600000023841858,-4.123017048150403e-34,1370.609022929642,1.500708607680448e-13,0,-4.504246459322716e-14,411.1825308719079,0,0,-2.030117390299105e-05,-5.655259468838282e-08,4903.740516227459
5,5,84,1,2,0.5,1325.290632639458,5.640861791538044e-14,0,-1.692704871802721e-14,397.5870527930459,0,0,-2.091110689456953e-05,-4.442617263784569e-08,4793.648137510383
5,5,87,1,1.600000023841858,1,1369.533922703163,1.010665966101656e-13,0,-3.033031984759815e-14,410.8601065690583,0,0,-2.030062265766565e-05,-5.643365359802542e-08,4891.334487509832
6,6,56,1,2.777936478323686e-32,1.551477688300735e-32,-496.7945827874154,9.939471305059263e-14,0,-2.981812183644396e-14,-149.0383748298401,0,0,3.916177628207233e-05,-4.682293973314687e-08,4916.711335757134
6,6,59,1,1.200000047683716,0,-844.0655382523491,4.416262726537792e-15,0,-1.324235306220854e-15,-253.2196613971722,0,0,4.07658886975e-05,-4.760030382793061e-08,4887.028888777294
6,6,60,1,6.449304205380386e-33,1,-496.0827625378294,-3.910378053620331e-14,0,1.173179595705581e-14,-148.8248287271178,0,0,3.916213109830086e-05,-4.705361727257336e-08,4940.838497210723
6,6,63,1,1.200000047683716,1,-844.4327702247062,6.218697272699389e-14,0,-1.865559082081246e-14,-253.3298309888171,0,0,4.076745847559827e-05,-4.751143534492545e-08,4878.832306638804
6,6,67,1,0.6000000238418579,0,1973.296071763642,-3.730782794325953e-14,0,1.119078318106233e-14,591.9888213478487,0,0,4.017226854007994e-05,-4.882918620861069e-08,4842.564354663582
6,6,68,1,1.110010572742252e-32,0.5,2011.906863351666,-7.107471254642691e-14,0,2.132146692579949e-14,603.5720587684931,0,0,3.950583433972315e-05,-5.357255375171232e-08,4928.774916483929
6,6,71,1,1.200000047683716,0.5,3299.998675757903,7.131135223350338e-14,0,-2.139494594276526e-14,989.999602573936,0,0,4.053940076060767e-05,-4.740923368531738e-08,4882.930597708048
6,6,75,1,0.6000000238418579,1,1974.567105974414,-9.937558066068154e-14,0,2.9811465582079e-14,592.3701316410227,0,0,4.017283585683896e-05,-4.893187296215426e-08,4850.714214995639
6,6,77,1,2,4.125053004366027e-32,-346.5695158219868,-2.97220918120363e-14,0,8.916858577770067e-15,-103.9708547392207,0,0,3.878254718276216e-05,-4.598209129271058e-08,4799.706879697584
6,6,79,1,2,1,-346.8683735822903,-1.007357871711035e-13,0,3.022067368152144e-14,-104.0605120590707,0,0,3.878508544795177e-05,-4.583919589899542e-08,4785.738465139266
6,6,82,1,1.600000023841858,-4.123017048150403e-34,1370.558123108675,1.500549236343608e-13,0,-4.501701372327198e-14,411.1674368522084,0,0,3.969835760745936e-05,-5.654327857933102e-08,4902.673641841071
6,6,84,1,2,0.5,1325.353892129655,5.641844973808134e-14,0,-1.692585246790184e-14,397.6061675535733,0,0,3.908885294551592e-05,-4.44406395717935e-08,4792.722672418425
6,6,87,1,1.600000023841858,1,1369.591915453644,1.010819846685923e-13,0,-3.032532536047167e-14,410.8775745770967,0,0,3.969984171075197e-05,-5.643703038536501e-08,4891.406572818159
7,7,56,1,2.777936478323686e-32,1.551477688300735e-32,-496.9988394833986,1.006255737782028e-13,0,-2.305947218050155e-14,-110.4873939088615,0,0,3.685906150523157e-05,-4.756893511635264e-08,4931.717740396087
7,7,59,1,1.200000047683716,0,-840.2465755085016,5.854503191235636e-15,0,-1.089109109657899e-15,-190.3790827692484,0,0,3.808462528519353e-05,-4.814376595229015e-08,4908.946880869707
7,7,60,1,6.449304205380386e-33,1,-496.4915256155696,-3.999989474837547e-14,0,9.344027786977502e-15,-110.3687114223917,0,0,3.68600124551693e-05,-4.773298713016719e-08,4948.906502262867
7,7,63,1,1.200000047683716,1,-840.5084424351518,6.454833559076006e-14,0,-1.424770761514755e-14,-190.4374011454499,0,0,3.808611572944922e-05,-4.808072242326579e-08,4903.105318546498
7,7,67,1,0.6000000238418579,0,1977.642500086618,-3.658234313762179e-14,0,7.896899888229119e-15,443.0302710487856,0,0,3.763103574552382e-05,-4.906772792680296e-08,4876.38612471977
7,7,68,1,1.110010572742252e-32,0.5,2006.344379630922,-7.062930835125918e-14,0,1.577581462579706e-14,452.5444839103261,0,0,3.712468539138914e-05,-5.259573910890357e-08,4940.312121329477
7,7,71,1,1.200000047683716,0.5,3304.248031369715,6.780243149283464e-14,0,-1.521466028959356e-14,738.181041639727,0,0,3.791053863772076e-05,-4.80126327250282e-08,4906.026099708103
7,7,75,1,0.6000000238418579,1,1978.556699386718,-9.975425492845145e-14,0,2.269421963205876e-14,443.2413751487642,0,0,3.763183072338788e-05,-4.914173898375634e-08,4882.220109444455
7,7,77,1,2,4.125053004366027e-32,-342.617090089897,-2.826257682918023e-14,0,6.335016669052433e-15,-76.83306190328898,0,0,3.655548928788818e-05,-4.702725287009384e-08,4848.342893161966
7,7,79,1,2,1,-342.8374494289849,-1.008506355742329e-13,0,2.320106022473387e-14,-76.88616910598547,0,0,3.655733508361215e-05,-4.692273431542243e-08,4838.033058368372
7,7,82,1,1.600000023841858,-4.123017048150403e-34,1359.229751178418,1.450262913436196e-13,0,-3.276228730240265e-14,307.4250194826884,0,0,3.726382095114369e-05,-5.480011201941269e-08,4922.591072928964
7,7,84,1,2,0.5,1325.548141132061,5.151249843610029e-14,0,-1.133222368987641e-14,301.9351325176672,0,0,3.67917596674003e-05,-4.577003059057782e-08,4843.187975765169
7,7,87,1,1.600000023841858,1,1358.512808916488,9.559598803987584e-14,0,-2.12257422100468e-14,307.2574445885683,0,0,3.726496852929287e-05,-5.472059159777332e-08,4914.354989417662
