step,id,x,y,z,ux,uy,uz,rf_x,rf_y,rf_z
6,8,1,0,0,-0.02849999999999999,-0.015,-0.006000000000000001,-644238.2521489209,-81252.96633939288,-61069.97651426701
6,9,2,0,0,-0.02849999999999999,-0.015,-0.006000000000000001,-11550.06274724571,-64473.7743060737,-61069.97651426701
6,10,2,1,0,-0.0195,0.015,-0.006000000000000001,11430.40921223235,86782.35525825713,-61069.976514267
6,11,1,1,0,-0.0195,0.015,-0.006000000000000001,-621257.7801894423,70003.16322493798,-61069.97651426699
6,12,1,0,1,-0.02849999999999999,-0.015,0.018,-644238.2521489206,-81252.96633939289,61069.97651426701
6,13,2,0,1,-0.02849999999999999,-0.015,0.018,-11550.06274724571,-64473.7743060737,61069.976514267
6,14,2,1,1,-0.0195,0.015,0.018,11430.40921223235,86782.35525825713,61069.976514267
6,15,1,1,1,-0.0195,0.015,0.018,-621257.7801894413,70003.16322493795,61069.976514267
7,0,0,0,-0.25,-0.005249999999999999,-0.0175,-0.02099999999999999,-20065.66489308735,-152028.8446846385,-71454.15200918382
7,1,1,0,-0.25,-0.005249999999999999,-0.0175,-0.02099999999999999,718085.5663396867,-120518.7074268547,-71454.15200918383
7,2,1,1,-0.25,0.005249999999999999,0.0175,-0.02099999999999999,757646.6472643226,144546.1390663795,-71454.15200918383
7,3,0,1,-0.25,0.005249999999999999,0.0175,-0.02099999999999999,20305.50005022753,113027.783564928,-71454.15200918383
7,4,0,0,1.25,-0.005249999999999999,-0.0175,0.02099999999999999,-20065.66489308735,-152028.8446846385,71454.15200918382
7,5,1,0,1.25,-0.005249999999999999,-0.0175,0.02099999999999999,731616.2926871451,-120655.9756651622,71454.15200918383
7,6,1,1,1.25,0.005249999999999999,0.0175,0.02099999999999999,771162.5291402352,144409.0214241601,71454.15200918383
7,7,0,1,1.25,0.005249999999999999,0.0175,0.02099999999999999,20305.50005022753,113027.783564928,71454.15200918383
7,8,1,0,0,-0.03324999999999999,-0.0175,-0.007000000000000001,-758124.786365143,-93797.1519128677,-71454.15200918382
7,9,2,0,0,-0.03324999999999999,-0.0175,-0.007000000000000001,-13537.00003348503,-75351.855709952,-71454.15200918383
7,10,2,1,0,-0.02275,0.0175,-0.007000000000000001,13377.1099287249,101352.5631230923,-71454.15200918383
7,11,1,1,0,-0.02275,0.0175,-0.007000000000000001,-731210.6764029323,82907.26692017657,-71454.15200918382
7,12,1,0,1,-0.03324999999999999,-0.0175,0.02099999999999999,-758124.7863651422,-93797.15191286775,71454.15200918385
7,13,2,0,1,-0.03324999999999999,-0.0175,0.02099999999999999,-13537.00003348502,-75351.855709952,71454.15200918382
7,14,2,1,1,-0.02275,0.0175,0.02099999999999999,13377.1099287249,101352.5631230923,71454.1520091838
7,15,1,1,1,-0.02275,0.0175,0.02099999999999999,-731210.6764029323,82907.26692017654,71454.15200918385
8,0,0,0,-0.25,-0.005999999999999999,-0.02,-0.024,-23003.29004528842,-173929.3600744631,-81896.42852796557
8,1,1,0,-0.25,-0.005999999999999999,-0.02,-0.024,826983.7015294512,-139212.19572342,-81896.4285279656
8,2,1,1,-0.25,0.005999999999999999,0.02,-0.024,872092.8110406052,164132.1732937479,-81896.42852796557
8,3,0,1,-0.25,0.005999999999999999,0.02,-0.024,23312.32312945118,129401.0877465865,-81896.42852796559
8,4,0,0,1.25,-0.005999999999999999,-0.02,0.024,-23003.29004528842,-173929.360074463,81896.42852796555
8,5,1,0,1.25,-0.005999999999999999,-0.02,0.024,844744.4540027439,-139417.1274827272,81896.4285279656
8,6,1,1,1.25,0.005999999999999999,0.02,0.024,889828.3623929876,163927.532316605,81896.42852796559
8,7,0,1,1.25,0.005999999999999999,0.02,0.024,23312.32312945117,129401.0877465865,81896.42852796559
8,8,1,0,0,-0.03799999999999999,-0.02,-0.008000000000000002,-873902.3754803871,-106046.3661534218,-81896.4285279656
8,9,2,0,0,-0.03799999999999999,-0.02,-0.008000000000000002,-15541.54875296744,-86267.39183105768,-81896.42852796559
8,10,2,1,0,-0.026,0.02,-0.008000000000000002,15335.52669685893,115952.9067163087,-81896.42852796557
8,11,1,1,0,-0.026,0.02,-0.008000000000000002,-843025.3000305612,96173.93239394456,-81896.42852796563
8,12,1,0,1,-0.03799999999999999,-0.02,0.024,-873902.3754803867,-106046.3661534219,81896.42852796557
8,13,2,0,1,-0.03799999999999999,-0.02,0.024,-15541.54875296744,-86267.3918310577,81896.42852796562
8,14,2,1,1,-0.026,0.02,0.024,15335.52669685893,115952.9067163087,81896.42852796562
8,15,1,1,1,-0.026,0.02,0.024,-843025.3000305612,96173.93239394456,81896.42852796559
9,0,0,0,-0.25,-0.006749999999999999,-0.0225,-0.027,-25958.39101729171,-195874.9203601462,-92396.54433615033
9,1,1,0,-0.25,-0.006749999999999999,-0.0225,-0.027,937503.1336959234,-158281.9902933538,-92396.54433615033
9,2,1,1,-0.25,0.006749999999999999,0.0225,-0.027,988093.030935793,183445.4297966057,-92396.54433615033
9,3,0,1,-0.25,0.006749999999999999,0.0225,-0.027,26345.51769719122,145830.3569978446,-92396.54433615034
9,4,0,0,1.25,-0.006749999999999999,-0.0225,0.027,-25958.39101729171,-195874.9203601463,92396.54433615033
9,5,1,0,1.25,-0.006749999999999999,-0.0225,0.027,960093.3364629493,-158573.8254487173,92396.54433615033
9,6,1,1,1.25,0.006749999999999999,0.0225,0.027,1010643.061558883,183154.1136115227,92396.54433615033
9,7,0,1,1.25,0.006749999999999999,0.0225,0.027,26345.51769719121,145830.3569978445,92396.54433615033
9,8,1,0,0,-0.04274999999999999,-0.0225,-0.009000000000000001,-991582.298014865,-117996.930475461,-92396.54433615034
9,9,2,0,0,-0.04274999999999999,-0.0225,-0.009000000000000001,-17563.67846479413,-97220.23799856304,-92396.54433615036
9,10,2,1,0,-0.02925,0.0225,-0.009000000000000001,17305.59401152779,130583.2802400975,-92396.54433615037
9,11,1,1,0,-0.02925,0.0225,-0.009000000000000001,-956713.0255385428,109806.5877631995,-92396.54433615034
9,12,1,0,1,-0.04274999999999999,-0.0225,0.027,-991582.2980148646,-117996.930475461,92396.54433615036
9,13,2,0,1,-0.04274999999999999,-0.0225,0.027,-17563.67846479412,-97220.23799856303,92396.54433615034
9,14,2,1,1,-0.02925,0.0225,0.027,17305.5940115278,130583.2802400975,92396.54433615034
9,15,1,1,1,-0.02925,0.0225,0.027,-956713.0255385425,109806.5877631995,92396.54433615037
10,0,0,0,-0.25,-0.0075,-0.025,-0.03,-28930.87058889822,-217865.3682242092,-102954.2400014476
10,1,1,0,-0.25,-0.0075,-0.025,-0.03,1049657.952798918,-177730.5606519607,-102954.2400014476
10,2,1,1,-0.25,0.0075,0.025,-0.03,1105647.913181505,202483.696187172,-102954.2400014476
10,3,0,1,-0.25,0.0075,0.025,-0.03,29405.03827622262,162315.375065173,-102954.2400014476
10,4,0,0,1.25,-0.0075,-0.025,0.03,-28930.87058889822,-217865.3682242092,102954.2400014476
10,5,1,0,1.25,-0.0075,-0.025,0.03,1077685.562956713,-178130.9550827864,102954.2400014476
10,6,1,1,1.25,0.0075,0.025,0.03,1133614.589612481,202084.1722381579,102954.2400014476
10,7,0,1,1.25,0.0075,0.025,0.03,29405.03827622262,162315.3750651729,102954.2400014476
10,8,1,0,0,-0.04749999999999999,-0.025,-0.01,-1111175.835540332,-129645.170409267,-102954.2400014476
10,9,2,0,0,-0.04749999999999999,-0.025,-0.01,-19603.35885081505,-108210.2500434487,-102954.2400014476
10,10,2,1,0,-0.0325,0.025,-0.01,19287.24705926545,145243.5788161394,-102954.2400014476
10,11,1,1,0,-0.0325,0.025,-0.01,-1072285.229630252,123808.658450321,-102954.2400014477
10,12,1,0,1,-0.04749999999999999,-0.025,0.03,-1111175.835540332,-129645.1704092671,102954.2400014476
10,13,2,0,1,-0.04749999999999999,-0.025,0.03,-19603.35885081506,-108210.2500434487,102954.2400014476
10,14,2,1,1,-0.0325,0.025,0.03,19287.24705926546,145243.5788161394,102954.2400014476
10,15,1,1,1,-0.0325,0.025,0.03,-1072285.22963025,123808.658450321,102954.2400014476
11,0,0,0,-0.25,-0.00825,-0.0275,-0.033,-31920.63256266541,-239900.5477215535,-113569.2583639442
11,1,1,0,-0.25,-0.00825,-0.0275,-0.033,1163462.196742812,-197560.4052129519,-113569.2583639442
11,2,1,1,-0.25,0.00825,0.0275,-0.033,1224758.127314795,221244.7954339608,-113569.2583639443
11,3,0,1,-0.25,0.00825,0.0275,-0.033,32490.83956940503,178855.9264459834,-113569.2583639443
11,4,0,0,1.25,-0.00825,-0.0275,0.033,-31920.63256266539,-239900.5477215534,113569.2583639443
11,5,1,0,1.25,-0.00825,-0.0275,0.033,1197543.759953781,-198093.4344006116,113569.2583639443
11,6,1,1,1.25,0.00825,0.0275,0.033,1258750.905662653,220713.1548247288,113569.2583639442
11,7,0,1,1.25,0.00825,0.0275,0.033,32490.83956940501,178855.9264459834,113569.2583639442
11,8,1,0,0,-0.05224999999999999,-0.0275,-0.011,-1232694.272630324,-140987.4155045321,-113569.2583639442
11,9,2,0,0,-0.05224999999999999,-0.0275,-0.011,-21660.55971293667,-119237.2842973223,-113569.2583639443
11,10,2,1,0,-0.03575,0.0275,-0.011,21280.42170844359,159933.6984810356,-113569.2583639443
11,11,1,1,0,-0.03575,0.0275,-0.011,-1189753.291208944,138183.5672738258,-113569.2583639442
11,12,1,0,1,-0.05224999999999999,-0.0275,0.033,-1232694.272630322,-140987.4155045322,113569.2583639443
11,13,2,0,1,-0.05224999999999999,-0.0275,0.033,-21660.55971293669,-119237.2842973223,113569.2583639442
11,14,2,1,1,-0.03575,0.0275,0.033,21280.4217084436,159933.6984810355,113569.2583639442
11,15,1,1,1,-0.03575,0.0275,0.033,-1189753.291208942,138183.5672738257,113569.2583639443
12,0,0,0,-0.25,-0.008999999999999999,-0.03,-0.036,-34927.58174950934,-261980.3042724656,-124241.3445068161
12,1,1,0,-0.25,-0.008999999999999999,-0.03,-0.036,1278929.85231657,-217774.0502715621,-124241.3445068161
12,2,1,1,-0.25,0.008999999999999999,0.03,-0.036,1345424.405010507,239726.5846321844,-124241.3445068161
12,3,0,1,-0.25,0.008999999999999999,0.03,-0.036,35602.87645575726,195451.796386749,-124241.3445068162
12,4,0,0,1.25,-0.008999999999999999,-0.03,0.036,-34927.58174950934,-261980.3042724656,124241.3445068161
12,5,1,0,1.25,-0.008999999999999999,-0.03,0.036,1319690.557084703,-218466.2131827191,124241.3445068161
12,6,1,1,1.25,0.008999999999999999,0.03,0.036,1386059.9654217,239036.5468138811,124241.3445068161
12,7,0,1,1.25,0.008999999999999999,0.03,0.036,35602.87645575724,195451.7963867489,124241.3445068161
12,8,1,0,0,-0.05699999999999999,-0.03,-0.012,-1356148.896811167,-152019.9992367315,-124241.3445068161
12,9,2,0,0,-0.05699999999999999,-0.03,-0.012,-23735.25097050485,-130301.197591166,-124241.3445068162
12,10,2,1,0,-0.03899999999999999,0.03,-0.012,23285.05449967287,174653.5361816438,-124241.3445068161
12,11,1,1,0,-0.03899999999999999,0.03,-0.012,-1309128.591340988,152934.7345360783,-124241.3445068162
12,12,1,0,1,-0.05699999999999999,-0.03,0.036,-1356148.896811167,-152019.9992367315,124241.3445068161
12,13,2,0,1,-0.05699999999999999,-0.03,0.036,-23735.25097050482,-130301.197591166,124241.3445068162
12,14,2,1,1,-0.03899999999999999,0.03,0.036,23285.05449967287,174653.5361816438,124241.3445068161
12,15,1,1,1,-0.03899999999999999,0.03,0.036,-1309128.591340989,152934.7345360783,124241.3445068162
13,0,0,0,-0.25,-0.00975,-0.03249999999999999,-0.039,-37951.62395460508,-284104.4846554871,-134970.2457275356
13,1,1,0,-0.25,-0.00975,-0.03249999999999999,-0.039,1396074.856119733,-238374.0490238143,-134970.2457275356
13,2,1,1,-0.25,0.00975,0.03249999999999999,-0.039,1467647.5389328,257926.9538178582,-134970.2457275356
13,3,0,1,-0.25,0.00975,0.03249999999999999,-0.039,38741.10398664125,212102.7708810216,-134970.2457275356
13,4,0,0,1.25,-0.00975,-0.03249999999999999,0.039,-37951.62395460511,-284104.4846554871,134970.2457275356
13,5,1,0,1.25,-0.00975,-0.03249999999999999,0.039,1444148.586741854,-239254.2722605574,134970.2457275356
13,6,1,1,1.25,0.00975,0.03249999999999999,0.039,1515549.721651142,257049.8715990717,134970.2457275356
13,7,0,1,1.25,0.00975,0.03249999999999999,0.039,38741.10398664122,212102.7708810216,134970.2457275356
13,8,1,0,0,-0.06174999999999999,-0.03249999999999999,-0.013,-1481550.998513803,-162739.2589162315,-134970.2457275356
13,9,2,0,0,-0.06174999999999999,-0.03249999999999999,-0.013,-25827.40265776081,-141401.8472540145,-134970.2457275357
13,10,2,1,0,-0.04225,0.03249999999999999,-0.013,25301.08263640337,189402.9897703246,-134970.2457275357
13,11,1,1,0,-0.04225,0.03249999999999999,-0.013,-1430422.513219641,168065.5781081076,-134970.2457275357
13,12,1,0,1,-0.06174999999999999,-0.03249999999999999,0.039,-1481550.998513802,-162739.2589162315,134970.2457275357
13,13,2,0,1,-0.06174999999999999,-0.03249999999999999,0.039,-25827.40265776079,-141401.8472540144,134970.2457275357
13,14,2,1,1,-0.04225,0.03249999999999999,0.039,25301.08263640337,189402.9897703247,134970.2457275357
13,15,1,1,1,-0.04225,0.03249999999999999,0.039,-1430422.51321964,168065.5781081077,134970.2457275357
14,0,0,0,-0.25,-0.0105,-0.03499999999999999,-0.042,-40992.66596357738,-306272.9370001615,-145755.7115095636
14,1,1,0,-0.25,-0.0105,-0.03499999999999999,-0.042,1514905.07332578,-259362.8624289111,-145755.7115095636
14,2,1,1,-0.25,0.0105,0.03499999999999999,-0.042,1591427.912995417,275843.834021032,-145755.7115095635
14,3,0,1,-0.25,0.0105,0.03499999999999999,-0.042,41905.47738205229,228808.6366673556,-145755.7115095635
14,4,0,0,1.25,-0.0105,-0.03499999999999999,0.042,-40992.66596357739,-306272.9370001614,145755.7115095636
14,5,1,0,1.25,-0.0105,-0.03499999999999999,0.042,1570934.24481655,-260462.5003740571,145755.7115095635
14,6,1,1,1.25,0.0105,0.03499999999999999,0.042,1647227.639109673,274748.6992094438,145755.7115095636
14,7,0,1,1.25,0.0105,0.03499999999999999,0.042,41905.47738205225,228808.6366673556,145755.7115095636
14,8,1,0,0,-0.06649999999999999,-0.03499999999999999,-0.014,-1608905.747294582,-173141.6557854383,-145755.7115095636
14,9,2,0,0,-0.06649999999999999,-0.03499999999999999,-0.014,-27936.98492136814,-152539.0911115704,-145755.7115095635
14,10,2,1,0,-0.04549999999999999,0.03499999999999999,-0.014,27328.44397571826,204181.9580001076,-145755.7115095635
14,11,1,1,0,-0.04549999999999999,0.03499999999999999,-0.014,-1553645.958301954,183579.5040159533,-145755.7115095636
14,12,1,0,1,-0.06649999999999999,-0.03499999999999999,0.042,-1608905.747294581,-173141.6557854383,145755.7115095635
14,13,2,0,1,-0.06649999999999999,-0.03499999999999999,0.042,-27936.98492136815,-152539.0911115703,145755.7115095636
14,14,2,1,1,-0.04549999999999999,0.03499999999999999,0.042,27328.44397571826,204181.9580001077,145755.7115095636
14,15,1,1,1,-0.04549999999999999,0.03499999999999999,0.042,-1553645.958301953,183579.5040159533,145755.7115095635
15,0,0,0,-0.25,-0.01125,-0.03749999999999998,-0.04499999999999999,-44050.61552897339,-328485.5107796671,-156597.4934945163
15,1,1,0,-0.25,-0.01125,-0.03749999999999998,-0.04499999999999999,1635428.583359846,-280742.9505724427,-156597.4934945162
15,2,1,1,-0.25,0.01125,0.03749999999999998,-0.04499999999999999,1716765.994197967,293475.1889005484,-156597.4934945162
15,3,0,1,-0.25,0.01125,0.03749999999999998,-0.04499999999999999,45095.95202701168,245569.1812271363,-156597.4934945162
15,4,0,0,1.25,-0.01125,-0.03749999999999998,0.04499999999999999,-44050.61552897339,-328485.5107796671,156597.4934945163
15,5,1,0,1.25,-0.01125,-0.03749999999999998,0.04499999999999999,1700064.142413186,-282095.7878549545,156597.4934945162
15,6,1,1,1.25,0.01125,0.03749999999999998,0.04499999999999999,1781101.201069851,292128.6380590438,156597.4934945163
15,7,0,1,1.25,0.01125,0.03749999999999998,0.04499999999999999,45095.95202701165,245569.1812271363,156597.4934945163
15,8,1,0,0,-0.07124999999999999,-0.03749999999999998,-0.015,-1738218.556851641,-183223.6816395664,-156597.4934945163
15,9,2,0,0,-0.07124999999999999,-0.03749999999999998,-0.015,-30063.96801800778,-163712.7874847575,-156597.4934945162
15,10,2,1,0,-0.04874999999999999,0.03749999999999998,-0.015,29367.07701931558,218990.3405197781,-156597.4934945162
15,11,1,1,0,-0.04874999999999999,0.03749999999999998,-0.015,-1678809.849168131,199479.9138909793,-156597.4934945162
15,12,1,0,1,-0.07124999999999999,-0.03749999999999998,0.04499999999999999,-1738218.55685164,-183223.6816395664,156597.4934945163
15,13,2,0,1,-0.07124999999999999,-0.03749999999999998,0.04499999999999999,-30063.96801800778,-163712.7874847575,156597.4934945162
15,14,2,1,1,-0.04874999999999999,0.03749999999999998,0.04499999999999999,29367.07701931559,218990.3405197781,156597.4934945162
15,15,1,1,1,-0.04874999999999999,0.03749999999999998,0.04499999999999999,-1678809.849168131,199479.9138909793,156597.4934945162
16,0,0,0,-0.25,-0.012,-0.03999999999999999,-0.04799999999999999,-47125.38135701022,-350742.0568033431,-167495.3454547982
16,1,1,0,-0.25,-0.012,-0.03999999999999999,-0.04799999999999999,1757658.692884618,-302516.8855901622,-167495.3454547982
16,2,1,1,-0.25,0.012,0.03999999999999999,-0.04799999999999999,1843662.720166744,310819.0048297933,-167495.3454547982
16,3,0,1,-0.25,0.012,0.03999999999999999,-0.04799999999999999,48312.48346805869,262384.1927823247,-167495.3454547982
16,4,0,0,1.25,-0.012,-0.03999999999999999,0.04799999999999999,-47125.38135701026,-350742.0568033431,167495.3454547982
