id,x,y,z,displacement_x,displacement_y,displacement_z
1,0,-0.10000000000000001,-0.10000000000000001,0,0,0
2,0.25,-0.10000000000000001,-0.10000000000000001,-0.0002484740052460173,-0.0001347121356636535,-0.0001347121356636532
3,0.5,-0.10000000000000001,-0.10000000000000001,-0.0004187296848849178,-0.0001713517794357883,-0.0001713517794357883
4,0.75,-0.10000000000000001,-0.10000000000000001,-0.0005087088069439903,-0.0001507702084386336,-0.000150770208438635
5,1,-0.10000000000000001,-0.10000000000000001,-0.0004660207605966354,1.298158553708141e-05,1.298158553707603e-05
6,0,1.1000000000000001,-0.10000000000000001,0,0,0
7,0.25,1.1000000000000001,-0.10000000000000001,-0.0002484740052460189,0.0001347121356636536,-0.0001347121356636531
8,0.5,1.1000000000000001,-0.10000000000000001,-0.0004187296848849231,0.0001713517794357886,-0.000171351779435788
9,0.75,1.1000000000000001,-0.10000000000000001,-0.0005087088069440005,0.0001507702084386344,-0.0001507702084386358
10,1,1.1000000000000001,-0.10000000000000001,-0.000466020760596655,-1.298158553707682e-05,1.298158553706722e-05
11,0,-0.10000000000000001,1.1000000000000001,0,0,0
12,0.25,-0.10000000000000001,1.1000000000000001,-0.0002484740052460184,-0.0001347121356636522,0.0001347121356636527
13,0.5,-0.10000000000000001,1.1000000000000001,-0.0004187296848849217,-0.0001713517794357864,0.0001713517794357871
14,0.75,-0.10000000000000001,1.1000000000000001,-0.000508708806944002,-0.0001507702084386335,0.0001507702084386322
15,1,-0.10000000000000001,1.1000000000000001,-0.0004660207605966623,1.298158553706597e-05,-1.298158553707579e-05
16,0,1.1000000000000001,1.1000000000000001,0,0,0
17,0.25,1.1000000000000001,1.1000000000000001,-0.0002484740052460181,0.0001347121356636522,0.0001347121356636526
18,0.5,1.1000000000000001,1.1000000000000001,-0.0004187296848849215,0.0001713517794357864,0.0001713517794357865
19,0.75,1.1000000000000001,1.1000000000000001,-0.0005087088069440027,0.0001507702084386327,0.0001507702084386315
20,1,1.1000000000000001,1.1000000000000001,-0.0004660207605966673,-1.298158553706672e-05,-1.298158553707252e-05
21,1,0,0,-0.0008245026152321974,-0.00234397922225428,-0.002343979222254304
22,1.25,0,0,-0.003135764504823691,-0.002143844493949238,-0.002143844493949222
23,1.5,0,0,-0.005151649456745813,-0.001925114865452885,-0.001925114865452868
24,1.75,0,0,-0.006657588940989011,-0.001440777591253984,-0.001440777591253974
25,2,0,0,-0.007127807636744921,0,0
26,1,1,0,-0.0008245026152321121,0.002343979222254161,-0.002343979222254399
27,1.25,1,0,-0.003135764504823684,0.002143844493949121,-0.00214384449394924
28,1.5,1,0,-0.005151649456745842,0.001925114865452806,-0.001925114865452872
29,1.75,1,0,-0.006657588940989065,0.001440777591253943,-0.001440777591253977
30,2,1,0,-0.007127807636744984,0,0
31,1,0,1,-0.0008245026152321614,-0.00234397922225437,0.002343979222254104
