time,node,temperature,ur,uz,rf_r,rf_z,reaction_heat,contact_pressure,contact_gap,contact_force_z,contact_heat_flux
1.0,1,700.0,-3.396316382258973e-36,-1.0566317633694581e-35,3.3963163822589744,10.566317633694585,1.9946620022792283,0.0,0.0,0.0,0.0
1.0,2,700.0,6.79263276451795e-36,-1.320789704211824e-35,-6.792632764517949,13.20789704211824,2.4933275028490423,0.0,0.0,0.0,0.0
1.0,3,652.3809523809524,6.792632764517947e-36,-1.8738738738737316e-06,-6.792632764517949,0.0,0.0,2522522.522526334,-2.5225225225257095e-07,-13.207897042139193,476190.4761904702
1.0,4,652.3809523809524,-3.396316382258975e-36,-1.873873873873732e-06,3.3963163822589753,0.0,0.0,2522522.5225263303,-2.5225225225257095e-07,-10.56631763371134,476190.4761904702
1.0,5,647.6190476190477,-3.3963163822589804e-36,-3.1261261261262678e-06,3.396316382258979,0.0,0.0,0.0,0.0,10.56631763371134,0.0
1.0,6,647.6190476190477,6.792632764517954e-36,-3.1261261261262678e-06,-6.792632764517956,0.0,0.0,0.0,0.0,13.207897042139193,0.0
1.0,7,600.0,6.792632764517955e-36,-5e-06,-6.792632764517956,-13.207897042118248,-2.493327502849047,0.0,0.0,0.0,0.0
1.0,8,600.0,-3.396316382258977e-36,-5e-06,3.396316382258979,-10.566317633694588,-1.99466200227923,0.0,0.0,0.0,0.0
