time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,1,300,1.875952868737512e-31,3.97699417650295e-32,3.976990299907946e-32,-250000.3337205882,-4187826.682483982,-1191525.852849979,-1191525.651382413
1,2,300.3332278347213,0.0001420940112584004,-4.102713068630432e-30,-4.102712793142348e-30,0,0,1924628.162004576,1924627.990091572
1,3,360,0.0005705212849337421,1.811955120934634e-30,1.811954939782596e-30,48350064.16626129,0,479875.046978703,479875.0174174871
1,4,300,5.062139083694645e-34,-8.138587399466674e-05,9.120631614249056e-32,-249900.3337657189,-17920.72688328395,0,-2232277.185837924
1,5,300.3330924013953,-1.928803378377334e-05,0.0001641485795803556,-3.824211674887307e-30,0,0,0,717230.895409239
1,6,360,0.0003825847548958907,0.0005331929781360812,1.82515297548644e-30,48350464.16620692,0,0,302069.997925058
1,7,300,5.061255177675491e-34,9.120634846280345e-32,-8.138587720663178e-05,-250500.3334986317,-17921.21020843095,-2232277.396469762,0
1,8,300.3338939074401,-1.928803301824736e-05,-3.824211447290408e-30,0.0001641485806680854,0,0,717231.0644730246,0
1,9,360,0.0003825847791822919,1.825153150341674e-30,0.0005331929858729631,48349564.16652875,0,302070.039471105,0
1,10,300,-1.8955193772184e-31,-9.661222586889355e-05,-9.661223002478456e-05,-250400.3335437637,4223668.512358674,0,0
1,11,300.333758469918,-0.0001851570715806847,0.0001562928456170566,0.0001562928484506688,0,0,0,0
1,12,360,0.0001905157484087314,0.0005337614168923795,0.0005337614108342543,48349964.16647436,0,0,0
2,1,300,-6.683509766734806e-38,1.265842487551815e-37,1.262536170845372e-37,-500001.0017171045,-8751931.130483853,-2459587.88156968,-2459586.518453362
2,2,300.9990981421191,0.0003005453236167364,-8.745029087403453e-30,-8.745026864465856e-30,0,0,3982472.824949289,3982471.667151516
2,3,420,0.001201116601506535,2.421907475251486e-36,2.421784767048211e-36,51700136.99814266,0,1029404.526359035,1029404.321040485
2,4,300,-2.575610308829044e-37,-0.000168558945198509,1.783581553860283e-37,-499901.0018086854,-37308.7193869976,0,-4645236.566475087
2,5,300.9988231472606,-3.840834576469589e-05,0.0003450190875427882,-8.254538652065138e-30,0,0,0,1437934.652839261
2,6,420,0.0008045733723880783,0.001123164228467765,2.422235168196719e-36,51700836.9980135,0,0,655012.4439053198
2,7,300,-2.577032519152425e-37,1.788847110301297e-37,-0.0001685589663534294,-501251.0009416654,-37312.00608134354,-4645238.002809444,0
2,8,301.0014265894123,-3.840834004670018e-05,-8.254537224830281e-30,0.000345019094449562,0,0,1437935.807248499,0
2,9,420,0.0008045735419269205,2.422032082564505e-36,0.001123164283701154,51698886.99923618,0,655012.7258304362,0
2,10,300,-4.70393066314674e-37,-0.0002005051514167604,-0.0002005051798042288,-501151.0010332527,8826551.855951265,0,0
2,11,301.0011515759135,-0.000386746057479333,0.0003284374146365424,0.0003284374338636386,0,0,0,0
2,12,420,0.000399347790439929,0.001124265957572836,0.00112426591493922,51699586.99910699,0,0,0
3,1,300,2.245266071631572e-37,-2.329773766402375e-37,-4.084875268582864e-38,-1.002825962855789,-8751940.457623256,-2459590.917362342,-2459588.609577507
3,2,300.9991886891548,0.000300550777422883,-8.745039321629997e-30,-8.74503580676628e-30,0,0,3982477.594445796,3982475.634269794
3,3,420,0.001201128329010739,-3.767584433999121e-36,-3.674926103221663e-36,136.9969296517056,0,1029405.37448727,1029405.026878374
3,4,300,5.377895994615459e-37,-0.0001685540233126255,-8.745290447085329e-38,98.99703589768386,-37307.39976415076,0,-4645241.230819042
3,5,300.9987738896195,-3.840331951702639e-05,0.0003450246513446523,-8.254547523879721e-30,0,0,0,1437936.189155876
3,6,420,0.0008045845865445392,0.00112317076041686,-3.671020278415097e-36,836.9967348487778,0,0,655012.9901267979
3,7,300,6.295751665153476e-37,-3.90318488097993e-37,-0.0001685540591283471,-1251.001496222118,-37312.96420837991,-4645243.662563307,0
3,8,301.003181567461,-3.840330983630838e-05,-8.254544968334266e-30,0.00034502466303796,0,0,1437938.143594934,0
3,9,420,0.000804584873577395,-3.57741334354624e-36,0.001123170853928175,-1113.001195171034,0,655013.4674316976,0
3,10,300,9.458214910913832e-37,-0.0002005002650140861,-0.0002005003130746813,-1151.001634376896,8826560.821590561,0,0
3,11,301.0027667243649,-0.0003867414724219359,0.0003284429441812757,0.0003284429767331745,0,0,0,0
3,12,420,0.0003993585886149827,0.001124272536783244,0.001124272464603623,-413.0013899936353,0,0,0
4,1,300,3.645416007772295e-31,6.37407158976764e-32,6.374065124435643e-32,-1.002752032637753,-2049558.537320237,-586673.9610812784,-586673.4005633326
4,2,300.9992080809075,7.437193498653914e-05,-1.865492038714498e-30,-1.865491223605108e-30,0,0,946470.5685049139,946470.0890937236
4,3,330,0.0002887319737054845,3.656239279063183e-30,3.656239308753829e-30,-70199969.87781076,0,231768.9339569359,231768.8528501812
4,4,300,1.304320109865416e-33,-3.476768829046924e-05,1.68144529586593e-31,98.99706326950962,-8785.524763746405,0,-1094819.484450245
4,5,300.9986534777519,-4.427592145941903e-06,8.535978488057548e-05,-1.654455796519996e-30,0,0,0,358171.6100319696
4,6,330,0.0001971716867406049,0.0002652134344681743,3.687753925500733e-30,-70199719.8780144,0,0,145082.3170933561
4,7,300,1.304611314455121e-33,1.681446193445041e-31,-3.476769734068447e-05,-1.001422294691372,-8786.865739309467,-1094820.068306677,0
4,8,301.0032009502333,-4.427590145073011e-06,-1.654455409079828e-30,8.535978799801603e-05,0,0,358172.078393982,0
4,9,330,0.0001971717532870266,3.687753936070904e-30,0.0002652134554256587,-70199969.87634464,0,145082.4325877823,0
4,10,300,-3.671512274402368e-31,-4.220595901772918e-05,-4.22059705300795e-05,98.99839298325699,2067130.928964438,0,0
4,11,301.0026462776772,-8.54224350112077e-05,8.153325434459156e-05,8.153326222245518e-05,0,0,0,0
4,12,330,0.0001035940845175625,0.0002655011617888199,0.0002655011452575016,-70199719.87654832,0,0,0
