normal_displacement,normal_x,normal_y,normal_z,id,x,y,z
0,1,0,0,0,0.9,0,0
-1.200139396524109e-06,1,0,0,1,1,0,0
-1.088774711319135e-06,0.9238795325112867,0.3826834323650898,0,2,0.9238795325112867,0.3826834323650898,0
0,0.9238795325112867,0.3826834323650898,0,3,0.831491579260158,0.3444150891285808,0
0,1,0,0,4,0.9,0,0.5
-1.200422057588361e-06,1,0,0,5,1,0,0.5
-1.08914235421707e-06,0.9238795325112867,0.3826834323650898,0,6,0.9238795325112867,0.3826834323650898,0.5
0,0.9238795325112867,0.3826834323650898,0,7,0.831491579260158,0.3444150891285808,0.5
-6.075904776259888e-07,1,0,0,8,0.95,0,0
-9.632231976767392e-07,0.9807852804032304,0.1950903220161283,0,9,0.9619397662556434,0.1913417161825449,0
-5.479146025898819e-07,0.9238795325112867,0.3826834323650898,0,10,0.8776855558857224,0.3635492607468353,0
0,0.9807852804032305,0.1950903220161283,0,11,0.8657457896300791,0.1722075445642904,0
0,1,0,0,12,0.9,0,0.25
-1.203801210134166e-06,1,0,0,13,1,0,0.25
-1.074073148733023e-06,0.9238795325112867,0.3826834323650898,0,14,0.9238795325112867,0.3826834323650898,0.25
0,0.9238795325112867,0.3826834323650898,0,15,0.831491579260158,0.3444150891285808,0.25
-6.070753403845878e-07,1,0,0,16,0.95,0,0.5
-9.609694819626014e-07,0.9807852804032304,0.1950903220161283,0,17,0.9619397662556434,0.1913417161825449,0.5
-5.479893277258665e-07,0.9238795325112867,0.3826834323650898,0,18,0.8776855558857224,0.3635492607468353,0.5
0,0.9807852804032305,0.1950903220161283,0,19,0.8657457896300791,0.1722075445642904,0.5
-1.080400982094986e-06,0.7071067811865476,0.7071067811865475,0,20,0.7071067811865476,0.7071067811865475,0
0,0.7071067811865476,0.7071067811865475,0,21,0.6363961030678928,0.6363961030678927,0
-1.0800926099867e-06,0.7071067811865476,0.7071067811865475,0,22,0.7071067811865476,0.7071067811865475,0.5
0,0.7071067811865476,0.7071067811865475,0,23,0.6363961030678928,0.6363961030678927,0.5
-9.594276410049082e-07,0.8314696123025452,0.5555702330196022,0,24,0.8154931568489172,0.5448951067758186,0
-5.555287630026038e-07,0.7071067811865476,0.7071067811865476,0,25,0.6717514421272202,0.6717514421272202,0
0,0.8314696123025452,0.5555702330196023,0,26,0.7339438411640254,0.4904055960982368,0
-1.079058902765415e-06,0.7071067811865476,0.7071067811865475,0,27,0.7071067811865476,0.7071067811865475,0.25
0,0.7071067811865476,0.7071067811865475,0,28,0.6363961030678928,0.6363961030678927,0.25
-9.596963039833338e-07,0.8314696123025452,0.5555702330196022,0,29,0.8154931568489172,0.5448951067758186,0.5
-5.556124901770865e-07,0.7071067811865476,0.7071067811865476,0,30,0.6717514421272202,0.6717514421272202,0.5
