step,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
D12_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145055395.8910213,-201518747.7257698,167914550.0584348
D12_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560869.4533649,-156320653.7154087,170855741.6657177
D12_MINUS,5,470,2.99e-05,-5e-05,0.00014,51.75962860064374,161372445.5956499,182105864.7751781,-168395277.2302538
D12_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322575.1495344,162299250.865359,-172365615.2954316
D12_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118554962.6214707,-191419984.3817537,-167604639.250626
D12_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182433119.8783627,-152332676.8382907,-161488273.4764897
D13_PLUS,1,360,-2.152448786701875e-34,-8.402076191994469e-34,7.942653758374244e-34,-141.0588035029169,120917950.6325576,191553805.8954799,165893766.9324223
D13_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180351298.3765446,165632795.6606755,165190162.7109249
D13_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057888.5302169,-201519752.5557505,167915542.3801855
D13_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137558762.9564928,-156319754.7242751,170854852.5846216
D13_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161374834.1485699,182106976.0330281,-168396377.1313453
D13_PLUS,6,430,0.0001001,4e-05,0.0001,9.096437254818547,-158320414.0393766,162298213.585135,-172364588.7076555
D13_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555181.2739479,-191420808.9585878,-167603860.6485126
D13_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182433234.4824656,-152331474.9357052,-161489498.1206407
D13_MINUS,1,360,-2.175396658189539e-33,-4.132442861909121e-34,-1.841016011361233e-33,-141.0588035029169,120920126.0292158,191554219.1397661,165895607.9484336
D13_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180354531.9306367,165634931.2260924,165189972.7021559
D13_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058227.7129104,-201520072.5367365,167915587.529685
D13_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137563382.6042776,-156321563.4146384,170856818.0103561
D13_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375609.8284853,182107076.2636176,-168396316.5769265
D13_MINUS,6,430,9.99e-05,4e-05,0.0001,9.096437254818547,-158325511.9396078,162300187.9149933,-172366702.4376266
D13_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118557310.6762765,-191421236.0642309,-167605696.6198971
D13_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182436463.7974526,-152333542.5288636,-161489270.5561804
D14_PLUS,1,360,3.199726683599602e-33,1.114824164371132e-33,1.709504660507812e-33,-141.0588035029169,120916926.3025322,191553104.3156017,165893898.4437732
D14_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352796.4978554,165634151.8285778,165190268.3407356
D14_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145056824.5810557,-201518890.0518015,167915652.4904021
D14_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560129.2972121,-156320808.503907,170854988.6369043
D14_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161373938.6348862,182105988.0186671,-168396486.2377147
D14_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158321898.2883278,162299414.3028857,-172364727.5869488
D14_PLUS,7,515,0.0002301,0.00016,0.00018,147.6051743296219,-118554120.0418047,-191420123.3324972,-167603993.2242367
D14_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434645.1744132,-152332836.5775266,-161489600.8629148
D14_MINUS,1,360,-4.224056709009663e-33,-1.816404042551352e-33,-1.577993309654391e-33,-141.0588035029169,120921150.3592412,191554920.7196442,165895476.4370828
D14_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353033.809326,165633575.0581901,165189867.0723453
D14_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059291.6620716,-201520935.0406854,167915477.4194684
D14_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137562016.2635583,-156320509.6350064,170856681.9580733
D14_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376505.3421691,182108064.2779785,-168396207.4705571
D14_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158324027.6906565,162298987.1972426,-172366563.5583333
D14_MINUS,7,515,0.0002299,0.00016,0.00018,147.6051743296219,-118558371.9084197,-191421921.6903215,-167605564.044173
D14_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435053.105505,-152332180.8870422,-161489167.8139063
D15_PLUS,1,360,1.888404624170007e-33,5.867855339728576e-34,5.859523408828684e-34,-141.0588035029169,120919261.9546171,191554333.9341103,165894890.4847419
D15_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180355828.722024,165634975.3398578,165191221.1463406
D15_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059564.0623704,-201520196.6143043,167916622.973164
D15_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137562444.0216099,-156321611.2266946,170856009.2441137
D15_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376951.2501239,182107194.2543291,-168397457.7160568
D15_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158324577.6469857,162300234.5466434,-172365759.3548712
D15_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556449.9406581,-191421350.3566515,-167604995.1587091
D15_PLUS,8,455,-7.99e-05,6.999999999999999e-05,0.00011,82.62800087203955,182437763.1456873,-152333579.8772901,-161490531.6187231
D15_MINUS,1,360,4.472474606696501e-34,6.428329746056367e-34,4.060886278886541e-34,-141.0588035029169,120918814.7071564,191553691.1011357,165894484.396114
D15_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180350001.5851573,165632751.5469101,165188914.2667403
D15_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145056552.1807569,-201519628.4781827,167914506.9367065
D15_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137559701.5391605,-156319706.9122188,170855661.350864
D15_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161373492.7269312,182106858.0423166,-168395235.9922151
D15_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158321348.3319986,162298166.953485,-172365531.7904109
D15_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556042.0095663,-191420694.6661671,-167604562.1097006
D15_MINUS,8,455,-8.010000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182431935.1342309,-152331437.5872786,-161488237.0580981
D16_PLUS,1,360,-1.140860080228683e-33,9.999999999999998e-08,-1.441359386117981e-33,-141.0588035029169,120919955.5672366,191557014.751314,165895925.7555001
D16_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353196.4988639,165635793.0002314,165191213.9080126
D16_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059090.1522577,-201521982.6398012,167915539.9998869
D16_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561215.4979174,-156321526.6999204,170855972.333837
D16_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376268.8182899,182108906.9397059,-168396385.734315
D16_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323169.6116353,162300067.2409654,-172365769.4509158
D16_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118557154.1771335,-191423988.5748019,-167606022.9918461
D16_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435170.5564464,-152334284.0176932,-161490473.8201598
D16_MINUS,1,360,1.834472699787716e-33,-9.999999999999998e-08,2.476630144347308e-33,-141.0588035029169,120918121.0945368,191551010.2839321,165893449.1253558
D16_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352633.8083175,165631933.8865364,165188921.5050683
D16_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057026.0908696,-201517842.4526859,167915589.9099835
D16_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560930.062853,-156319791.4389929,170855698.2611407
D16_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161374175.1587654,182105145.3569398,-168396307.9739569
D16_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322756.3673491,162298334.259163,-172365521.6943664
D16_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555337.7730909,-191418056.4480168,-167603534.2765636
D16_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434527.7234718,-152330733.4468756,-161488294.8566614
D17_PLUS,1,360,-6.358910766850638e-34,0,-2.384516544285885e-33,-141.0588035029169,120918756.9856135,191555942.0744705,165895833.6419001
D17_PLUS,2,410,0.00012,-1.99e-05,3e-05,-80.0705712640537,-180354066.6536039,165636619.2716523,165191122.4616756
D17_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057820.8900559,-201520802.3805413,167915451.6687237
D17_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137562053.7846456,-156322076.20546,170855881.905519
D17_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375104.0990867,182107660.9313591,-168396296.9059522
D17_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158324030.7722006,162300731.0318552,-172365678.2912657
D17_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555957.5899183,-191422973.5847316,-167605929.945554
D17_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435961.0364329,-152335101.1386042,-161490384.5350465
D17_MINUS,1,360,-5.626905464175887e-34,3.859113694937713e-33,2.292402944224462e-33,-141.0588035029169,120919319.6761599,191552082.9607755,165893541.2389559
D17_MINUS,2,410,0.00012,-2.01e-05,3e-05,-80.0705712640537,-180351763.6535774,165631107.6151156,165189012.9514053
D17_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058295.3530715,-201519022.7119457,167915678.2411468
D17_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560091.7761247,-156319241.9334534,170855788.6894587
D17_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375339.8779686,182106391.3652865,-168396396.8023197
D17_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158321895.2067837,162297670.4682732,-172365612.8540165
D17_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556534.360306,-191419071.4380871,-167603627.3228558
D17_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182433737.2434852,-152329916.3259646,-161488384.1417747
D18_PLUS,1,360,1.313375967310037e-33,1.405367101835494e-34,-1.121246423794708e-33,-141.0588035029169,120918006.3001926,191551942.4240653,165894662.4853796
D18_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352677.9220828,165632973.6090861,165189954.4203289
D18_PLUS,3,445,0.00017,9.010000000000001e-05,-4e-05,14.3189224961852,-145056902.0133017,-201516546.4745355,167914250.3167779
D18_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560977.8749092,-156318684.4776156,170854662.5292033
D18_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161374057.1680539,182103872.7485527,-168395092.9227459
D18_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322802.9989992,162297204.8137813,-172364448.132156
D18_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555223.4806702,-191418977.4242401,-167604746.5110978
D18_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434565.0718983,-152331785.2190944,-161489242.18569
D18_MINUS,1,360,-2.064061388202486e-33,-4.140187115304812e-33,-4.991009663504698e-35,-141.0588035029169,120920070.3615808,191556082.6111806,165894712.3954763
D18_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353152.3850985,165634753.2776817,165190180.992752
D18_MINUS,3,445,0.00017,8.99e-05,-4e-05,14.3189224961852,-145059214.2298256,-201523278.6179515,167916879.5930927
D18_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561167.6858612,-156322633.6612978,170857008.0657743
D18_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376386.8090014,182110179.548093,-168397600.7855259
D18_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323122.9799851,162301196.6863471,-172366843.0131262
D18_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118557268.4695541,-191423067.5985786,-167604810.7573119
D18_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435133.2080199,-152333232.2454744,-161489526.4911311
D19_PLUS,1,360,8.893131619117011e-34,2.937724021386449e-33,-1.120812998048425e-34,-141.0588035029169,120919181.0484189,191553144.8871593,165894824.4767761
D19_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180351934.1493302,165632446.3073806,165190114.3145706
D19_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058153.0270396,-201517937.9544024,167914392.1866497
D19_PLUS,4,385,-4e-05,0.0001101,2e-05,-84.27878878633828,137560246.564623,-156318306.12592,170854809.5736117
D19_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375216.6344796,182105257.2136541,-168395236.3019315
D19_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322058.6443105,162296771.3367305,-172364596.2072791
D19_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556395.4095624,-191420168.0438975,-167604910.0705625
D19_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182433896.9827212,-152331207.6207047,-161489397.9718352
D19_MINUS,1,360,2.854350643790831e-34,-1.73526092746809e-33,2.740726962447321e-34,-141.0588035029169,120918895.6133545,191554880.1480868,165894550.4040798
D19_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353896.1578511,165635280.5793872,165190021.0985102
D19_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057963.2160877,-201521887.1380846,167916737.7232208
D19_MINUS,4,385,-4e-05,0.0001099,2e-05,-84.27878878633828,137561898.9961474,-156323012.0129934,170856861.0213659
D19_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375227.3425756,182108795.0829916,-168397457.4063404
D19_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323867.3346738,162301630.1633978,-172366694.9380031
D19_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556096.5406619,-191421876.9789212,-167604647.1978473
D19_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435801.297197,-152333809.8438641,-161489370.704986
D20_PLUS,1,360,-1.18954729448448e-33,-1.013160919343916e-33,-9.815616908328313e-35,-141.0588035029169,120920085.160649,191555893.3090061,165894648.5602489
D20_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353033.0430317,165634498.2264202,165190117.6547242
D20_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059222.9420374,-201523065.9460136,167916818.8863253
D20_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561067.4263372,-156322428.0041254,170856945.8496933
D20_PLUS,5,470,3e-05,-4.99e-05,0.00014,51.75962860064374,161376383.3616724,182110061.8125137,-168397539.7102876
D20_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323013.104787,162300955.298728,-172366780.2998457
D20_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118557284.1047679,-191422900.5242774,-167604746.2784415
D20_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435017.2459653,-152333014.1722517,-161489464.662417
D20_MINUS,1,360,2.093659524589877e-33,3.761582766155921e-33,-7.776035807816579e-35,-141.0588035029169,120917991.5011244,191552131.7262399,165894726.320607
D20_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352797.2641497,165633228.6603476,165190017.7583567
D20_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145056893.3010899,-201516759.1464733,167914311.0235453
D20_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561078.1344332,-156318890.134788,170854724.7452844
D20_MINUS,5,470,3e-05,-5.01e-05,0.00014,51.75962860064374,161374060.6153829,182103990.4841319,-168395153.9979843
D20_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322912.8741974,162297446.2014003,-172364510.8454366
D20_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555207.8454565,-191419144.4985413,-167604810.9899683
D20_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434681.0339528,-152332003.2923171,-161489304.0144042
D21_PLUS,1,360,-8.402076191994822e-34,-2.747282284269422e-33,1.627584537211764e-34,-141.0588035029169,120918831.7087436,191554879.0085242,165894563.5621533
D21_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353982.9362991,165635393.7251749,165190034.9879158
D21_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057898.1310706,-201521908.4825265,167916762.3954204
D21_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561977.1255669,-156323088.4827904,170856884.6628508
D21_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375171.8732329,182108780.6969868,-168397481.5813405
D21_PLUS,6,430,0.0001,4.010000000000001e-05,0.0001,9.096437254818547,-158323950.1544213,162301785.0000929,-172366718.912529
D21_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556032.4222906,-191421899.2183547,-167604660.5537377
D21_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435882.9365383,-152333942.2471073,-161489384.5607332
D21_MINUS,1,360,-4.132442861909121e-34,1.732981802382924e-33,-2.477565493641869e-34,-141.0588035029169,120919244.9530298,191553146.0267218,165894811.3187026
D21_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180351847.3708822,165632333.1615929,165190100.425165
D21_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058218.1120566,-201517916.6099606,167914367.5144501
D21_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560168.4352036,-156318229.6561231,170854785.9321268
D21_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375272.1038225,182105271.5996589,-168395212.1269313
D21_MINUS,6,430,0.0001,3.99e-05,0.0001,9.096437254818547,-158321975.8245631,162296616.5000355,-172364572.2327532
D21_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556459.5279337,-191420145.804464,-167604896.7146721
D21_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182433815.3433799,-152331075.2174615,-161489384.116088
D22_PLUS,1,360,1.114824164371132e-33,2.099572491356651e-33,1.368235915877647e-33,-141.0588035029169,120918130.1288655,191551046.4542305,165893443.0827868
D22_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352626.7683968,165631912.3700616,165188916.3951914
D22_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057035.6271217,-201517867.4590742,167915597.0780424
D22_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560923.345935,-156319804.6019448,170855703.8611313
D22_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161374183.858872,182105148.1354548,-168396314.4983726
D22_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322749.4366706,162298324.0431188,-172365527.4921739
D22_PLUS,7,515,0.00023,0.0001601,0.00018,147.6051743296219,-118555346.7962001,-191418024.5422907,-167603528.2422616
D22_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434521.2947169,-152330734.399556,-161488290.1843437
D22_MINUS,1,360,-1.816404042551352e-33,-5.932126785096226e-33,-2.488715282391107e-33,-141.0588035029169,120919946.532908,191556978.5810155,165895931.7980691
D22_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353203.5387845,165635814.5167062,165191219.0178895
D22_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059080.6160056,-201521957.6334127,167915532.8318281
D22_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561222.2148355,-156321513.5369686,170855966.7338464
D22_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376260.1181834,182108904.1611908,-168396379.2098993
D22_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323176.5423137,162300077.4570095,-172365763.6531083
D22_MINUS,7,515,0.00023,0.0001599,0.00018,147.6051743296219,-118557145.1540243,-191424020.480528,-167606029.0261481
D22_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435176.9852013,-152334283.0650128,-161490478.4924775
D23_PLUS,1,360,5.867855339728576e-34,4.741348801325327e-33,2.33383939036962e-33,-141.0588035029169,120919359.747374,191552237.2322142,165893597.9586788
D23_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180351803.2571168,165631271.0370642,165189067.5099045
D23_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058342.1896245,-201519189.0330535,167915707.1076559
D23_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560120.6231473,-156319357.957877,170855821.6640643
D23_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375390.0945339,182106520.7083555,-168396427.1781424
D23_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158321929.1929129,162297767.2352414,-172365645.7949637
D23_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556573.8203544,-191419248.178681,-167603684.480138
D23_PLUS,8,455,-8.000000000000001e-05,7.01e-05,0.00011,82.62800087203955,182433777.9949534,-152330001.0432637,-161488436.7870594
D23_MINUS,1,360,6.428329746056367e-34,-3.550570817554429e-33,-2.178963498348134e-33,-141.0588035029169,120918716.9143994,191555787.8030317,165895776.9221771
D23_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180354027.0500645,165636455.8497036,165191067.9031764
D23_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057774.0535028,-201520636.0594335,167915422.8022147
D23_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137562024.9376231,-156321960.1810364,170855848.9309134
D23_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375053.8825214,182107531.5882902,-168396266.5301295
D23_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323996.7860714,162300634.264887,-172365645.3503185
D23_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555918.12987,-191422796.8441377,-167605872.7882718
D23_MINUS,8,455,-8.000000000000001e-05,6.989999999999999e-05,0.00011,82.62800087203955,182435920.2849648,-152335016.4213051,-161490331.8897618
D24_PLUS,1,360,-1.113842756209836e-33,5.369703366035607e-34,9.999999999999998e-08,-141.0588035029169,120919830.7571556,191555250.8326952,165897323.9027042
D24_PLUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180353102.2137063,165635009.644856,165191838.6600811
D24_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145058133.0841408,-201519937.5012918,167916081.7868689
D24_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561922.5945259,-156320522.0331086,170857223.5201581
D24_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375348.2311575,182106987.2681438,-168396911.5898077
D24_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158323883.4974978,162299076.8717895,-172367086.6360266
D24_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118557034.971767,-191422266.8690505,-167607394.2319828
D24_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182435052.184273,-152333598.2140335,-161491075.4119952
D24_MINUS,1,360,1.584852537814035e-33,2.476630144347308e-33,-9.999999999999998e-08,-141.0588035029169,120918245.9046178,191552774.2025508,165892050.9781516
D24_MINUS,2,410,0.00012,-2e-05,3e-05,-80.0705712640537,-180352728.093475,165632717.2419118,165188296.7529997
D24_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145057983.1589865,-201519887.5911952,167915048.1230015
D24_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560222.9662445,-156320796.1058048,170854447.0748196
D24_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161375095.7458978,182107065.0285019,-168395782.118464
D24_MINUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322042.4814865,162299324.6283389,-172364204.5092555
D24_MINUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118555456.9784573,-191419778.1537682,-167602163.0364269
D24_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182434646.0956451,-152331419.2505352,-161487693.2648259
D25_PLUS,1,360,-6.053661532284042e-34,-2.384516544285885e-33,0,-141.0588035029169,120918851.2707711,191555158.7190951,165896458.3939686
D25_PLUS,2,410,0.00012,-2e-05,3.01e-05,-80.0705712640537,-180354074.4340094,165634918.1985191,165192835.8125363
D25_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145059119.5056326,-201520025.832455,167917040.9232669
D25_PLUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137560916.050919,-156320612.4614265,170856501.3256294
D25_PLUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161376337.3642174,182107076.0965066,-168397957.1817312
D25_PLUS,6,430,0.0001,4e-05,0.0001,9.096437254818547,-158322867.9851077,162299168.0314395,-172366243.9308663
D25_PLUS,7,515,0.00023,0.00016,0.00018,147.6051743296219,-118556045.340917,-191422173.8227584,-167606582.1386968
D25_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,82.62800087203955,182436002.5797593,-152333508.9289203,-161492053.204107
D25_MINUS,1,360,-3.741202313572272e-34,2.292402944224462e-33,3.541907081391465e-33,-141.0588035029169,120919225.3910024,191552866.3161509,165892916.4868873
D25_MINUS,2,410,0.00012,-2e-05,2.99e-05,-80.0705712640537,-180351755.8731719,165632808.6882488,165187299.6005445
D25_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,14.3189224961852,-145056996.7374947,-201519799.2600319,167914088.9866036
D25_MINUS,4,385,-4e-05,0.00011,2e-05,-84.27878878633828,137561229.5098513,-156320705.6774869,170855169.2693483
D25_MINUS,5,470,3e-05,-5e-05,0.00014,51.75962860064374,161374106.6128379,182106976.2001391,-168394736.5265406
