increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.818820238113403,2.818808317184448,0,1.178703405457782e-05,0,2.656058073043823,12825.2057285651
2,0.03999999910593033,11.36695575714111,11.36665821075439,0,0.0002981344587169588,0,10.78683567047119,13150.92892074684
3,0.05999999865889549,25.84303855895996,25.84110260009766,0,0.001936202868819237,0,24.68713188171387,13477.17815399224
4,0.07999999821186066,46.47320175170898,46.46572875976562,0,0.00747591583058238,0,44.58990859985352,13803.96161965351
5,0.1000000014901161,73.478271484375,73.45661163330078,0,0.0216625239700079,0,70.68309783935547,14131.2872024537
6,0.119999997317791,107.0620574951172,107.0098419189453,0,0.05221595987677574,0,103.1217346191406,14459.16252243986
7,0.1400000005960464,147.4087982177734,147.2981414794922,0,0.1106572970747948,0,142.0368957519531,14787.59496381188
8,0.1599999964237213,195.0298461914062,194.3847045898438,0.4324275255203247,0.2127093523740768,0,187.8513793945312,15116.61290208792
9,0.1800000071525574,259.3028869628906,245.5782470703125,13.3540506362915,0.370583564043045,1.819969534873962,249.5833892822266,15446.65556948215
10,0.2000000029802322,357.3326110839844,301.2257080078125,55.5109977722168,0.5959047675132751,1.819969534873962,342.1443481445312,15778.13624289886
11,0.2199999988079071,482.66015625,363.1179504394531,118.6281890869141,0.9140251874923706,1.819969534873962,461.2511596679688,16110.66956447111
12,0.239999994635582,661.7013549804688,430.7730102539062,229.5727081298828,1.355631947517395,1.819969534873962,632.853271484375,16445.95146765639
13,0.2599999904632568,967.5121459960938,500.9064331054688,464.6483459472656,1.957352042198181,1.819969534873962,930.49755859375,16787.1517278788
14,0.2800000011920929,1382.635620117188,573.5513916015625,806.331298828125,2.752907276153564,1.819969534873962,1336.769775390625,17134.09896183891
15,0.300000011920929,1836.536254882812,652.78466796875,1179.961547851562,3.789965391159058,1.819969534873962,1782.016357421875,17483.20593565495
16,0.3199999928474426,2327.044677734375,738.3814697265625,1583.5380859375,5.125091552734375,1.819969534873962,2263.908935546875,17834.36769961268
17,0.3400000035762787,2852.545654296875,830.145263671875,2015.578369140625,6.822078704833984,1.819969534873962,2780.69580078125,18187.51166615641
18,0.3600000143051147,3411.874755859375,927.9159545898438,2475.00634765625,8.952421188354492,1.819969534873962,3331.101318359375,18542.58895353105
19,0.3799999952316284,4004.224609375,1031.568969726562,2961.059814453125,11.5958137512207,1.819969534873962,3914.234619140625,18899.56826827208
20,0.4000000059604645,4629.052734375,1141.009521484375,3473.20263671875,14.84065246582031,1.819969534873962,4529.49462890625,19258.43095340847
