increment,time_s,node,x_m,y_m,z_m,opening_m,pressure_pa,slip1_m,slip2_m,normal_force1_n,normal_force2_n,normal_force3_n,shear_force1_n,shear_force2_n,shear_force3_n,contact_heat_flux_w,state
1,0.01999999955296516,13,0.9998776557538238,0.0009200807421035522,0.0004505382672876406,-1.653805518967821e-05,17020.29104396154,0.0004564335820439931,-0.0009112309235775873,4255.239537593278,0.2031847422430037,0.1015337215513209,0.0002787649174478905,-38.74118139375828,-19.38601040032837,0.07505662418516809,1
1,0.01999999955296516,16,0.9998299534165233,1.000954224641594,0.0004542979877179927,-1.782491585822438e-05,17663.30859682417,0.0004559221543053391,-0.0009083680785386246,4414.951602040222,0.2108108051394499,0.1055573635196203,0.00303540359512829,-40.13472685090743,-20.10767555132346,0.07646446353411453,1
1,0.01999999955296516,19,0.9998538430784205,0.0009219330352909786,1.000486646675224,-1.718093380587055e-05,17341.36913026357,0.0004533955951654706,-0.000910952653816138,4335.148230560093,0.2072093828170177,0.1034403350630979,0.001598990316521624,-39.46534730203195,-19.68952336357053,0.07576002873985566,1
1,0.01999999955296516,22,0.9998059963968677,1.000952262472596,1.000482777070684,-1.846499314053944e-05,17983.68636812819,0.000453809825242197,-0.0009085526090376575,4494.651122825087,0.2148331516122916,0.1074628300883316,0.004593822403459394,-40.86096324901632,-20.41828654168586,0.07716387104445521,1
2,0.03999999910593033,13,0.9998148124005911,0.001733469058982546,0.000845250328464407,-3.145613164318847e-05,33235.17094374698,0.0008379267909870503,-0.001672083737415186,8309.36568726628,1.456312934441733,0.7274543880746316,0.01578567944963926,-138.7812412320062,-69.4536001125511,0.3488218569567683,1
2,0.03999999910593033,16,0.9996398688656175,1.001805007136775,0.0008589133542675177,-3.620507071525265e-05,35606.87862993086,0.0008358946824500358,-0.001665869815960228,8897.068079352644,1.559310977827781,0.7817980500334041,0.03686592479922148,-148.3409604475431,-74.31644222026091,0.3683776933875415,1
2,0.03999999910593033,19,0.9997275956360625,0.001740111975132332,1.000924198508816,-3.382861936581241e-05,34419.12423343703,0.0008312434989548198,-0.001670906307336687,8603.571955316296,1.510678716391085,0.7532074363954802,0.02555682062891955,-143.6649764804968,-71.66577395613479,0.3586006884213359,1
2,0.03999999910593033,22,0.9995516789371036,1.001797614763498,1.000909785780953,-3.856004594096159e-05,36786.4539174961,0.000832601261017546,-0.001666387047833234,9189.866212236957,1.613621109868828,0.8075232653969298,0.04985740042274131,-153.2294010006959,-76.57588230326277,0.3780387177011423,1
3,0.05999999865889549,13,0.9997976345004285,0.002464479085714237,0.001196825311652692,-4.510919858214199e-05,48822.78930972598,0.001161607208041508,-0.002316946660950708,12206.91083475287,4.447173435061827,2.220808027964457,0.08376531573500831,-282.4167805840195,-141.3497409501413,0.9597532396065317,1
3,0.05999999865889549,16,0.999434237571493,1.002575795647138,0.001224988446265263,-5.502472231819725e-05,53772.66129437005,0.001157110662107434,-0.002306851937276241,13431.51314111497,4.893284749209424,2.456171778296636,0.154026359681421,-310.1375061911988,-155.3606876004369,1.05467980121477,1
3,0.05999999865889549,19,0.9996166646585112,0.002478009069978725,1.001323915495762,-5.006300534577376e-05,51293.40242258776,0.001150842117594904,-0.002314224495543944,12820.23167702206,4.68266172311037,2.332358816100768,0.1156237555852018,-296.498876001884,-147.8922994928811,1.007289795385314,1
3,0.05999999865889549,22,0.9992504659443184,1.002560079228225,1.001293564670687,-5.993097591512397e-05,56231.38602165224,0.001153374683324218,-0.002307643436219616,14040.79109115134,5.128448678905428,2.567560260480373,0.1998405236362805,-324.2099340131095,-162.039847900134,1.10125755907761,1
4,0.07999999821186066,13,0.9998162607809747,0.003130511083226776,0.001514339956444414,-5.775380456680743e-05,63911.01657543598,0.001439741006801988,-0.002870452694892845,15979.88155842122,9.617370185227838,4.801647647160429,0.2469289897030439,-457.8671152754598,-229.1801970608567,2.037834720414106,1
4,0.07999999821186066,16,0.9992163023813966,1.003283425254265,0.00156053343471275,-7.41975091745431e-05,72116.85607345785,0.001431929371456973,-0.002855976102484525,18007.56519293927,10.83758349797538,5.445363490301181,0.4139726376516477,-514.8145706812726,-257.8597512795079,2.327881738746107,1
4,0.07999999821186066,19,0.9995177644936241,0.00315246223841442,1.001693866005126,-6.596922900135556e-05,68006.3621176039,0.001424591282171092,-0.002865567658457515,16995.80119153045,10.26148868978206,5.10677948507992,0.3216403755036945,-486.7135565463923,-242.7589239990344,2.183397342504927,1
4,0.07999999821186066,22,0.998912079589893,1.003256942480228,1.001643137152706,-8.232034028214316e-05,76189.05146982895,0.001428360130765935,-0.002856879497324337,19015.24264944767,11.48063533803704,5.74996129049304,0.5268656538904545,-543.5991912489941,-271.7223014242998,2.468969700159597,1
5,0.1000000014901161,13,0.9998634718888162,0.003744333709410545,0.001804451178450046,-6.957980517234767e-05,78594.07975605274,0.001681339059974275,-0.003350701368131015,19651.87864922683,17.25864288201436,8.615302234249317,0.5451904804712464,-657.0345798397597,-328.8910498636448,3.690572317844239,1
5,0.1000000014901161,16,0.9989884629552459,1.003940288800362,0.001871449285577801,-9.365824819434442e-05,90606.23776766923,0.00166945957631493,-0.003331401301190379,22617.28356722903,19.86252351782156,9.988800466078246,0.8744035315480084,-754.2843861945812,-377.7444771745447,4.369720869354778,1
5,0.1000000014901161,19,0.9994284813734277,0.003775853505199496,1.002039981394699,-8.160956500974488e-05,84588.60825154779,0.001661609291068217,-0.00334308397394949,21138.10442463732,18.63310823182507,9.26646511445197,0.6912567829586186,-706.2069582705,-352.2322979634873,4.032429026084287,1
5,0.1000000014901161,22,0.9985437389134199,1.003900952830267,1.001965158589065,-0.0001055369196462957,96562.98744139698,0.001666577777693627,-0.003332205135928778,24089.520557472,21.23440154732106,10.63866726091938,1.101950635501217,-803.2871394842497,-401.5809278260612,4.696441129680178,1
6,0.119999997317791,13,0.9999338594915221,0.004315517128661144,0.002072144363924848,-8.073068386995705e-05,92942.97632900855,0.00189316512179133,-0.003771282376005756,23240.69225315511,27.56809783554979,13.75998408745281,1.013155623044968,-874.1949191164065,-437.6145572811355,5.996875605741282,1
6,0.119999997317791,16,0.998752533251834,1.004555704985188,0.002162173582861821,-0.0001133569697403656,109215.2491474041,0.001876558284616519,-0.003746788811208951,27254.66230264737,32.3285432739302,16.27064879554598,1.587855192742905,-1022.324923122184,-511.8793852771236,7.332805066308477,1
6,0.119999997317791,19,0.9993470005745042,0.004357480903499056,1.002366718329504,-9.703073232894258e-05,101062.9565802746,0.001868748920112555,-0.003760418422937502,25253.01309867412,30.08069929063493,14.95048436681169,1.26703087333956,-948.9956116984957,-473.338809383449,6.671959750209258,1
6,0.119999997317791,22,0.9981509203229091,1.004501709640984,1.002264641192255,-0.0001294356568768311,117279.8724371455,0.00187482319483088,-0.00374726208195144,29245.77363054795,34.83592475843553,17.45853280473668,1.99067328308223,-1096.778381387458,-548.3797430506454,7.966586565241379,1
7,0.1400000005960464,13,1.000023289684872,0.004851363801122519,0.002321219212190823,-9.13168983746283e-05,107012.2449379702,0.002080390757971825,-0.004142590539420059,26759.99313459008,40.68113584435987,20.30321664438038,1.679818229928117,-1105.200511344291,-553.2710456336509,9.00704493737636,1
7,0.1400000005960464,16,0.9985099102430413,1.005136809766529,0.002436102072312911,-0.0001332547977821509,127923.9443273119,0.002058482292870822,-0.004112608428379581,31915.07526979034,48.51614661797493,24.43462997649368,2.600677535312369,-1314.068885978068,-657.8070358695721,11.33005119138696,1
7,0.1400000005960464,19,0.9992719294817379,0.004904451773854276,1.002677489179558,-0.0001122685732325777,117446.8041013463,0.002051258005036252,-0.00412802098093648,29345.02729478704,44.81599057505859,22.26266357568434,2.085768544346578,-1210.560971206037,-603.8376059463968,10.18669439651671,1
7,0.1400000005960464,22,0.997737857874086,1.00506657107623,1.002545427618361,-0.000153904382681876,138282.9478706774,0.002058310629081374,-0.004112516318802288,34470.28634499076,52.64165470652306,26.38939006261516,3.251691530565009,-1418.823392980376,-709.5048782291744,12.41325422310157,1
8,0.1599999964237213,13,1.000129593084997,0.00535070011935992,0.00254775510221782,-0.0001012742114481987,120816.5323155416,0.002241923958967318,-0.004467600644746611,30213.58729884899,56.67726385432124,28.27867978807663,2.564709147328289,-1345.268200331793,-672.7596895035282,12.73423574570071,1
8,0.1599999964237213,16,0.9982590826105775,1.00568534621289,0.002691041725915969,-0.0001535112182031247,146763.329562327,0.002215074959108298,-0.004432929445435736,36606.77938586949,68.66792302912526,34.47127169601777,3.94720886846098,-1624.605398295181,-812.2313003405004,16.44691546824824,1
8,0.1599999964237213,19,0.9991995618482307,0.005417341116253059,1.002971200598149,-0.0001275419474422517,133800.8765553613,0.002209153730499132,-0.004449723185807311,33429.6131804697,62.90374194080196,31.28650524254991,3.170893503754059,-1486.481016309007,-740.829490989946,14.64480193519026,1
8,0.1599999964237213,22,0.997312158446505,1.005595240120593,1.002804421274067,-0.000178621363175952,159458.4934615491,0.002216743465309682,-0.004431789313674961,39735.41818022429,74.76722509210204,37.4155616178953,4.919145198420975,-1762.672598462666,-880.729436239345,18.0965040306297,1
9,0.1800000071525574,13,1.000229873003581,0.005715215415601528,0.002646027700034117,-0.0001085972695891117,134414.8195378922,0.002322923239779417,-0.004715893836957235,33619.92101090622,73.41575419574291,36.69491724951664,3.349718849068353,-1508.087109272318,-742.579176873449,16.94811328887754,2
