increment,time_s,node,x_m,y_m,z_m,opening_m,pressure_pa,slip1_m,slip2_m,normal_force1_n,normal_force2_n,normal_force3_n,shear_force1_n,shear_force2_n,shear_force3_n,contact_heat_flux_w,state
9,0.1800000071525574,16,0.9979622727643478,1.006160832866058,0.002842712728118024,-0.0001778047229358298,166491.3671795037,0.00230715783902557,-0.004705662988285371,41522.88282020838,90.76132434835027,42.17142392402259,5.183372824106673,-1863.02062912511,-916.2517723986689,23.0970468466056,1
9,0.1800000071525574,19,0.9990505779364069,0.005794321547523002,1.003213472393415,-0.0001477079883493379,151474.0434935408,0.002319930206149496,-0.004700619798628811,37848.14293179352,79.7285000321902,41.39778332335019,4.081429343326047,-1697.047646499468,-837.397674517265,20.57410307013494,2
9,0.1800000071525574,22,0.9970172805079742,1.00602658006232,1.002980805069549,-0.0001969846982622569,178575.3670127863,0.002325986400222481,-0.004701995294023552,44490.24871192525,93.7978878419396,45.25583063482451,6.19000414732758,-1994.672780402503,-984.7419744871951,24.41344141678633,2
10,0.2000000029802322,13,1.000292605119188,0.005593242479182865,0.002659711721754046,-0.0001179972098478592,148491.9521305106,0.002333397412904917,-0.004559400566910573,37158.81035839861,89.91268516569286,47.01947426547274,4.054201748586591,-1621.99994906956,-835.497429801208,22.08217331525668,1
10,0.2000000029802322,16,0.997738512618857,1.0063088167873,0.002888229038617999,-0.0001988701195809526,185094.5413017285,0.002315098291479378,-0.004647287378331236,46183.48417019939,111.945079690858,52.87243131907239,6.321772881247057,-2037.205391701446,-1034.583826999894,30.66359626389354,1
10,0.2000000029802322,19,0.9988868047176789,0.005722187797834274,1.003522087596004,-0.000166771160766274,169079.5466608666,0.002435822544005518,-0.004555840677608287,42261.97432422799,97.07821197788275,53.67258377944533,4.991213837289297,-1844.343584031768,-972.6995619733724,27.55035008253415,1
10,0.2000000029802322,22,0.996705635433688,1.006126135007252,1.003193494256134,-0.0002172941169028615,198106.4526335029,0.00242110188200129,-0.004641006724692696,49372.84980724823,113.582910228336,56.680050184822,7.51415151419943,-2175.383665097539,-1131.753796736518,31.94826213237534,1
11,0.2199999988079071,13,1.000292922670772,0.005408121668837538,0.002468567520417538,-0.0001305378044920852,163480.3449950789,0.002199489765325377,-0.004367293273384289,40938.82803919598,107.5478824174279,56.24598627149445,4.658542296750608,-1729.052403364375,-884.7930568514661,28.44246373338524,1
11,0.2199999988079071,16,0.9975292223345174,1.006500636667908,0.002727545139592558,-0.0002178674631671697,203264.9684371407,0.002176582500471098,-0.00461123825064661,50750.26768172022,133.5268419643255,63.55184744575697,7.400788850523821,-2204.253111145603,-1088.656551022013,39.08824666617933,1
11,0.2199999988079071,19,0.9987767905150198,0.005552499894072558,1.003739899089951,-0.0001827433695711401,185740.2964708706,0.002466901847961643,-0.004358998983847478,46455.43986307407,116.2920211602005,64.02941786969942,5.804968024287395,-1957.840783146412,-1065.584972220579,35.21158858706311,1
11,0.2199999988079071,22,0.996389869743868,1.006259485453106,1.003332628113783,-0.0002393831519036408,217864.8987949877,0.002432924520934971,-0.00458835871864577,54328.72532629151,136.1792118266554,68.19612507576014,8.874790578060381,-2351.591577939373,-1235.236446958667,40.75399986556138,1
12,0.239999994635582,13,1.000234325881332,0.005103051743848354,0.002081817286973886,-0.0001449705018249162,179193.6234585922,0.001932634151361637,-0.004088076675632237,44915.06546543317,125.1592077087136,63.75874398026623,5.008670506380804,-1798.537090667773,-879.0144337278873,36.02871728976351,1
12,0.239999994635582,16,0.99732197665373,1.006646892816363,0.002378587306458822,-0.0002362625882522225,221284.2930631448,0.001909342890718393,-0.004534910642321171,55297.36779406646,154.2660388745036,72.36251073516706,8.212435998416996,-2335.220411224269,-1069.904940666015,48.44554074551805,1
12,0.239999994635582,19,0.9986848401810049,0.005202307371942414,1.003866028356083,-0.0001976890602984015,202037.2708101286,0.002418218771734207,-0.004054012775182381,50576.22830669495,135.2312179013003,71.97065255370597,6.311198883406908,-2012.324353977239,-1110.166585231168,43.69141617692672,1
12,0.239999994635582,22,0.9961161371770375,1.006351459843245,1.003389324178488,-0.0002609130349005597,237122.7283401523,0.002367015689713327,-0.004486880999903077,59181.87602529652,158.3951987180126,77.58687435539065,9.930103246737987,-2481.419282457066,-1281.43536086402,50.53750085460755,1
13,0.2599999904632568,13,1.000153603001208,0.004492947713148654,0.001543614327361026,-0.0001597510569251186,195016.9881902843,0.001611878953115981,-0.003638621940040896,48954.87516843921,141.5683059508225,72.05299712326625,5.062560405459171,-1796.756257431965,-855.5676208637806,44.67088819931582,1
13,0.2599999904632568,16,0.9971447933235812,1.00683274543385,0.001963086251453396,-0.0002537961212806029,238801.0058194436,0.001609030036278966,-0.004441505548338593,59755.54178556237,172.952355925966,81.92157361793848,8.766451474965285,-2424.384703395919,-1028.47945583871,58.64473988448621,1
13,0.2599999904632568,19,0.9985624695327449,0.004644070211818913,1.004207149170117,-0.0002132666408282236,218577.5476918094,0.002475753399142261,-0.003609087215210543,54788.52451865884,152.8263855381942,80.78934905857615,6.597080541223431,-1992.073352176581,-1184.841506255633,53.23235614317907,1
13,0.2599999904632568,22,0.9958669826292537,1.006436186047496,1.00355870963271,-0.0002817991317196129,255995.3707237008,0.002378431045954718,-0.004363236325335264,63969.84464140774,178.5684683612485,87.82026177583585,10.78779538614737,-2566.035612300698,-1351.783779858876,61.23712339813358,1
14,0.2800000011920929,13,1.00003859645275,0.003786221093403011,0.0009178042002960512,-0.0001755746484149829,211191.3352968601,0.001247911537818623,-0.003137374520229269,53103.91132185202,157.0283225150035,79.67020420820461,4.859080282824825,-1749.215361098559,-800.4829249794792,54.55459570556947,1
14,0.2800000011920929,16,0.996982633352272,1.007011363375861,0.001491516488007067,-0.0002705557973855263,256020.7430152498,0.001273215098430071,-0.004338232818293608,64160.2945571923,189.8296718632352,91.0014370140176,9.071939501266343,-2482.794547167122,-949.4929289261356,69.63719380894882,1
14,0.2800000011920929,19,0.9984395037522467,0.003995030116430927,1.004572836796691,-0.0002284174969931819,234993.8744706443,0.00253827784577209,-0.003112286815579649,58988.87078664866,169.5299187710644,88.6063281554876,6.640801127021343,-1918.298042889845,-1250.995608667539,63.63347704590598,1
14,0.2800000011920929,22,0.9956393963219965,1.006496741924081,1.003718113862154,-0.0003025212887640241,274615.2974432634,0.002384067413946208,-0.004222797562183232,68714.93366043846,197.5756798940198,97.5480061105946,11.41785291391299,-2615.827700533463,-1408.698803780154,72.90621850903605,1
15,0.300000011920929,13,0.999937670167132,0.003145384861899154,0.0003219714195794693,-0.0001908906385269967,227095.4307776483,0.0009131250728494716,-0.002694026180516083,57197.55110579539,173.9501564490363,87.95186567671243,4.66488990664913,-1700.975064491553,-740.7968020632811,65.35109614276587,1
15,0.300000011920929,16,0.9968154346435352,1.007254453138163,0.001068352562440157,-0.0002874431450654687,273284.2175716497,0.0009715922134028694,-0.004289714307776553,68583.94086375021,208.6505927060493,101.1709486131462,9.502815869007041,-2562.891765867904,-871.1026579941232,81.56088454871438,1
15,0.300000011920929,19,0.9983215262591389,0.003424530276820138,1.004971861698729,-0.0002433835709323944,251298.8121990946,0.002627252086678849,-0.002677567669044643,63170.29942309119,188.1120258018086,97.20740656272378,6.749055621926876,-1849.454054527543,-1329.681575134578,74.91217462351202,1
15,0.300000011920929,22,0.9953968024004926,1.006621124447622,1.003901871896589,-0.0003236755295794649,293433.2886318691,0.002415636727524941,-0.004138698042884585,73515.05146970144,218.9790864214585,108.502437977766,12.24037874750833,-2690.135717989398,-1481.214308405429,85.63365201768033,1
16,0.3199999928474426,13,0.9998518120271972,0.002559293225410151,-0.0002465487466901368,-0.0002056125333003748,242724.925157751,0.0006025211276938876,-0.002296549992519248,61230.41661766592,192.5125941430869,97.03381407692724,4.47502886895392,-1652.210586348719,-677.2117200645453,76.99569214252617,1
16,0.3199999928474426,16,0.9966418234117864,1.007546278209135,0.0006855206101188207,-0.0003045904453044822,290628.1413424725,0.000697919516109151,-0.004282126623363979,73033.46563378595,229.6685163625002,112.4251150303088,10.05887938910612,-2662.848440253611,-792.9619068524289,94.44198573999527,1
16,0.3199999928474426,19,0.9982060485247719,0.002918541484267806,1.005394993442134,-0.000258318446616982,267538.9173855868,0.002735575611162429,-0.002292205131458791,67343.52493143652,208.6395457016597,106.7671189914016,6.916038341691391,-1784.929391073971,-1420.457068576324,87.0909368526289,1
16,0.3199999928474426,22,0.9951422864580277,1.006794299338642,1.004104348161702,-0.0003450906576804043,312401.6139789241,0.002466948849808025,-0.004097293187144386,78357.89205298349,242.8025551546936,120.6577409997568,13.25082054566422,-2786.06986315203,-1568.071659130045,99.37417485221694,1
17,0.3400000035762787,13,0.9997795380695249,0.002016688931580218,-0.0007918143314986824,-0.000219777685125281,258113.9577537166,0.0003111306623398547,-0.001934091869887557,65207.02206818004,212.775738855801,106.96940845171,4.276335817641097,-1601.984500866301,-609.6887190403137,89.4573820962831,1
17,0.3400000035762787,16,0.9964620224148637,1.007872644939974,0.0003351568328343494,-0.0003220464555081758,308072.1232937756,0.0004462506640932325,-0.004303574401566861,77508.57947734905,252.9456378324566,124.7328168989452,10.72997787922275,-2779.467155347547,-713.7858121401589,108.3011693506675,1
17,0.3400000035762787,19,0.9980917802098558,0.002463274816357355,1.005834167087556,-0.0002732763840694042,283736.194008164,0.002857103212863703,-0.001944569095610753,71513.32110282748,231.09732687811,117.3429313504536,7.128982800241242,-1722.524071166043,-1522.04795977755,100.182198567992,1
17,0.3400000035762787,22,0.9948785950815016,1.007002316130585,1.004319576481185,-0.0003666670293252147,331486.2351577657,0.002532176157573754,-0.004086514276662746,83234.50480264646,268.9982670429147,133.9696371950353,14.4372552613564,-2899.68344929731,-1667.259405927585,114.0934352516099,1
18,0.3600000143051147,13,0.999718512233248,0.001507743397499819,-0.001318074941211985,-0.0002334478843447772,273287.3900532379,3.463331616388235e-05,-0.001597843685479191,69135.40344975522,234.7252464286582,117.7638806072809,4.052965619432818,-1548.908379762211,-537.7845662727573,102.7203899767888,1
18,0.3600000143051147,16,0.996276983253542,1.008222236205484,1.048770572716854e-05,-0.0003397635208152262,325593.1259428536,0.0002115577419873374,-0.00434482214442713,82006.11963203723,278.4404936352231,138.0589802811544,11.50231449582953,-2909.363832234132,-632.0487183993522,123.1388044890987,1
18,0.3600000143051147,19,0.9979780899425796,0.002046987963666458,1.006283096671972,-0.0002882698703354492,299897.9207585388,0.002987047087195208,-0.001625191659391956,75681.40646219226,255.4295716989934,128.9308924338952,7.373101069606639,-1659.66605260916,-1632.956192333249,114.1937976171844,1
18,0.3600000143051147,22,0.9946079585781729,1.007233839078744,1.004542359153755,-0.0003883607414233601,350659.766343022,0.002606534345510899,-0.004096832424608419,88138.35644479224,297.4860780907421,148.3955660228245,15.78563239735559,-3027.054162359292,-1776.677845165169,129.771478567253,1
19,0.3799999952316284,13,0.9996663452008449,0.001024477656190727,-0.00182911697852809,-0.0002467105808898775,288281.8008193509,-0.0002304036980396178,-0.001281053177858685,73023.836562941,258.309961350912,129.3944978063297,3.789023923252192,-1491.540420665564,-460.9343754810369,116.7874619818607,1
19,0.3799999952316284,16,0.9960877744290727,1.008586639080714,-0.0002938750641608658,-0.0003576890913222514,343173.0037394069,-1.00777899028994e-05,-0.004399114072336494,86522.25294595126,306.0675178322513,152.3650579494459,12.36180892835564,-3049.497557959148,-546.3583791882977,138.9534148354699,1
19,0.3799999952316284,19,0.9978646829606869,0.001660369030007349,1.006737303310623,-0.0003032894737454106,316027.5873297407,0.003121975197362817,-0.001326819260630196,79848.16162098158,281.5652188818385,141.4955929233758,7.633845931244511,-1593.975834261417,-1751.778853132065,129.1298351332208,1
19,0.3799999952316284,22,0.9943321484037544,1.007480308612551,1.004768698700408,-0.0004101474951874063,369902.5068775852,0.002686458368281277,-0.004121191956171763,93064.68204528606,328.1769141315909,163.8927997706857,17.28214811784027,-3164.760069035657,-1894.462747850991,146.3972723062886,1
20,0.4000000059604645,13,0.9996209232985603,0.0005607080838858365,-0.00232810490525651,-0.0002596756023535389,303154.0052404302,-0.0004866128668408468,-0.0009787478620981204,76879.53439314425,283.4607948564984,141.8282611382263,3.469695115860835,-1428.599423451939,-378.5794927907078,131.6819392392842,1
20,0.4000000059604645,16,0.9958953748209373,1.008959893321114,-0.0005820796490901012,-0.0003757681675528342,360799.1076392192,-0.0002216100153341428,-0.004461715299243954,91053.45445856509,335.724386812638,167.6136300496642,13.29518302364736,-3197.325048761332,-455.5600730634266,155.7412627070651,1
20,0.4000000059604645,19,0.9977513613959029,0.001296346619263556,1.007193739245944,-0.0003183571127464322,332152.8089194346,0.003259522928083828,-0.001044119343918302,84013.43859330889,309.4255327233026,154.9920642965224,7.897894765490547,-1523.479791430468,-1877.322792077465,145.0077568787746,1
20,0.4000000059604645,22,0.9940525703611598,1.007735575211443,1.004995697800056,-0.0004320036368280721,389202.5182045391,0.002769411371247978,-0.004154597422124984,98009.99585509399,360.9778522927859,180.4216813827357,18.91392885169263,-3309.985835831991,-2019.075599092783,163.9638661567664,1
