step,id,x,y,z,ux,uy,uz
1,66,1.0029296875,0.625,0,-0.013671875,0,0
1,67,2.0029296875,0.625,0,-0.013671875,0,0
1,68,2.0029296875,1,0,-0.013671875,0,0
1,69,1.0029296875,1,0,-0.013671875,0,0
1,70,1.0029296875,0.625,0.375,-0.013671875,0,0
1,71,2.0029296875,0.625,0.375,-0.013671875,0,0
1,72,2.0029296875,1,0.375,-0.013671875,0,0
1,73,1.0029296875,1,0.375,-0.013671875,0,0
1,74,1.0087890625,0,0.375,-0.013671875,0,0
1,75,2.0087890625,0,0.375,-0.013671875,0,0
1,76,2.0087890625,0.375,0.375,-0.013671875,0,0
1,77,1.0087890625,0.375,0.375,-0.013671875,0,0
1,78,1.0087890625,0,1,-0.013671875,0,0
1,79,2.0087890625,0,1,-0.013671875,0,0
1,80,2.0087890625,0.375,1,-0.013671875,0,0
1,81,1.0087890625,0.375,1,-0.013671875,0,0
1,82,1.0048828125,0.375,0.375,-0.013671875,0,0
1,83,2.0048828125,0.375,0.375,-0.013671875,0,0
1,84,2.0048828125,0.625,0.375,-0.013671875,0,0
1,85,1.0048828125,0.625,0.375,-0.013671875,0,0
1,86,1.0048828125,0.375,1,-0.013671875,0,0
1,87,2.0048828125,0.375,1,-0.013671875,0,0
1,88,2.0048828125,0.625,1,-0.013671875,0,0
1,89,1.0048828125,0.625,1,-0.013671875,0,0
1,90,1.0107421875,0.625,0.375,-0.013671875,0,0
1,91,2.0107421875,0.625,0.375,-0.013671875,0,0
1,92,2.0107421875,1,0.375,-0.013671875,0,0
1,93,1.0107421875,1,0.375,-0.013671875,0,0
1,94,1.0107421875,0.625,1,-0.013671875,0,0
1,95,2.0107421875,0.625,1,-0.013671875,0,0
1,96,2.0107421875,1,1,-0.013671875,0,0
1,97,1.0107421875,1,1,-0.013671875,0,0
2,0,0,-0.5,-0.5,0,0,0
2,1,1,-0.5,-0.5,0,0,0
2,2,1,0,-0.5,0,0,0
2,3,0,0,-0.5,0,0,0
2,4,0,-0.5,0,0,0,0
2,5,1,-0.5,0,0,0,0
2,6,1,0,0,0,0,0
2,7,0,0,0,0,0,0
2,8,1,0.5,-0.5,0,0,0
2,9,0,0.5,-0.5,0,0,0
2,10,1,0.5,0,0,0,0
2,11,0,0.5,0,0,0,0
2,12,1,1,-0.5,0,0,0
2,13,0,1,-0.5,0,0,0
2,14,1,1,0,0,0,0
2,15,0,1,0,0,0,0
2,16,1,1.5,-0.5,0,0,0
2,17,0,1.5,-0.5,0,0,0
2,18,1,1.5,0,0,0,0
2,19,0,1.5,0,0,0,0
2,20,0,-0.5,0.5,0,0,0
2,21,1,-0.5,0.5,0,0,0
2,22,1,0,0.5,0,0,0
2,23,0,0,0.5,0,0,0
2,24,1,0.5,0.5,0,0,0
2,25,0,0.5,0.5,0,0,0
2,26,1,1,0.5,0,0,0
2,27,0,1,0.5,0,0,0
2,28,1,1.5,0.5,0,0,0
2,29,0,1.5,0.5,0,0,0
2,30,0,-0.5,1,0,0,0
2,31,1,-0.5,1,0,0,0
2,32,1,0,1,0,0,0
2,33,0,0,1,0,0,0
2,34,1,0.5,1,0,0,0
2,35,0,0.5,1,0,0,0
2,36,1,1,1,0,0,0
2,37,0,1,1,0,0,0
2,38,1,1.5,1,0,0,0
2,39,0,1.5,1,0,0,0
2,40,0,-0.5,1.5,0,0,0
2,41,1,-0.5,1.5,0,0,0
2,42,1,0,1.5,0,0,0
2,43,0,0,1.5,0,0,0
2,44,1,0.5,1.5,0,0,0
2,45,0,0.5,1.5,0,0,0
2,46,1,1,1.5,0,0,0
2,47,0,1,1.5,0,0,0
2,48,1,1.5,1.5,0,0,0
2,49,0,1.5,1.5,0,0,0
2,50,1.0009765625,0,0,-0.005859375,0,0
2,51,2.0009765625,0,0,-0.005859375,0,0
2,52,2.0009765625,0.375,0,-0.005859375,0,0
2,53,1.0009765625,0.375,0,-0.005859375,0,0
2,54,1.0009765625,0,0.375,-0.005859375,0,0
2,55,2.0009765625,0,0.375,-0.005859375,0,0
2,56,2.0009765625,0.375,0.375,-0.005859375,0,0
2,57,1.0009765625,0.375,0.375,-0.005859375,0,0
2,58,1.0068359375,0.375,0,-0.005859375,0,0
2,59,2.0068359375,0.375,0,-0.005859375,0,0
2,60,2.0068359375,0.625,0,-0.005859375,0,0
2,61,1.0068359375,0.625,0,-0.005859375,0,0
2,62,1.0068359375,0.375,0.375,-0.005859375,0,0
2,63,2.0068359375,0.375,0.375,-0.005859375,0,0
2,64,2.0068359375,0.625,0.375,-0.005859375,0,0
2,65,1.0068359375,0.625,0.375,-0.005859375,0,0
2,66,1.0029296875,0.625,0,-0.005859375,0,0
2,67,2.0029296875,0.625,0,-0.005859375,0,0
2,68,2.0029296875,1,0,-0.005859375,0,0
2,69,1.0029296875,1,0,-0.005859375,0,0
2,70,1.0029296875,0.625,0.375,-0.005859375,0,0
2,71,2.0029296875,0.625,0.375,-0.005859375,0,0
2,72,2.0029296875,1,0.375,-0.005859375,0,0
2,73,1.0029296875,1,0.375,-0.005859375,0,0
2,74,1.0087890625,0,0.375,-0.005859375,0,0
2,75,2.0087890625,0,0.375,-0.005859375,0,0
2,76,2.0087890625,0.375,0.375,-0.005859375,0,0
2,77,1.0087890625,0.375,0.375,-0.005859375,0,0
2,78,1.0087890625,0,1,-0.005859375,0,0
2,79,2.0087890625,0,1,-0.005859375,0,0
2,80,2.0087890625,0.375,1,-0.005859375,0,0
2,81,1.0087890625,0.375,1,-0.005859375,0,0
2,82,1.0048828125,0.375,0.375,-0.005859375,0,0
2,83,2.0048828125,0.375,0.375,-0.005859375,0,0
2,84,2.0048828125,0.625,0.375,-0.005859375,0,0
2,85,1.0048828125,0.625,0.375,-0.005859375,0,0
2,86,1.0048828125,0.375,1,-0.005859375,0,0
2,87,2.0048828125,0.375,1,-0.005859375,0,0
2,88,2.0048828125,0.625,1,-0.005859375,0,0
2,89,1.0048828125,0.625,1,-0.005859375,0,0
2,90,1.0107421875,0.625,0.375,-0.005859375,0,0
2,91,2.0107421875,0.625,0.375,-0.005859375,0,0
2,92,2.0107421875,1,0.375,-0.005859375,0,0
2,93,1.0107421875,1,0.375,-0.005859375,0,0
2,94,1.0107421875,0.625,1,-0.005859375,0,0
2,95,2.0107421875,0.625,1,-0.005859375,0,0
2,96,2.0107421875,1,1,-0.005859375,0,0
2,97,1.0107421875,1,1,-0.005859375,0,0
3,0,0,-0.5,-0.5,0,0,0
3,1,1,-0.5,-0.5,0,0,0
3,2,1,0,-0.5,0,0,0
3,3,0,0,-0.5,0,0,0
3,4,0,-0.5,0,0,0,0
3,5,1,-0.5,0,0,0,0
3,6,1,0,0,0,0,0
3,7,0,0,0,0,0,0
3,8,1,0.5,-0.5,0,0,0
3,9,0,0.5,-0.5,0,0,0
3,10,1,0.5,0,0,0,0
3,11,0,0.5,0,0,0,0
3,12,1,1,-0.5,0,0,0
3,13,0,1,-0.5,0,0,0
3,14,1,1,0,0,0,0
3,15,0,1,0,0,0,0
3,16,1,1.5,-0.5,0,0,0
3,17,0,1.5,-0.5,0,0,0
3,18,1,1.5,0,0,0,0
3,19,0,1.5,0,0,0,0
3,20,0,-0.5,0.5,0,0,0
3,21,1,-0.5,0.5,0,0,0
3,22,1,0,0.5,0,0,0
3,23,0,0,0.5,0,0,0
3,24,1,0.5,0.5,0,0,0
3,25,0,0.5,0.5,0,0,0
3,26,1,1,0.5,0,0,0
3,27,0,1,0.5,0,0,0
3,28,1,1.5,0.5,0,0,0
3,29,0,1.5,0.5,0,0,0
3,30,0,-0.5,1,0,0,0
3,31,1,-0.5,1,0,0,0
3,32,1,0,1,0,0,0
3,33,0,0,1,0,0,0
3,34,1,0.5,1,0,0,0
3,35,0,0.5,1,0,0,0
3,36,1,1,1,0,0,0
3,37,0,1,1,0,0,0
3,38,1,1.5,1,0,0,0
3,39,0,1.5,1,0,0,0
3,40,0,-0.5,1.5,0,0,0
3,41,1,-0.5,1.5,0,0,0
3,42,1,0,1.5,0,0,0
3,43,0,0,1.5,0,0,0
3,44,1,0.5,1.5,0,0,0
3,45,0,0.5,1.5,0,0,0
3,46,1,1,1.5,0,0,0
3,47,0,1,1.5,0,0,0
3,48,1,1.5,1.5,0,0,0
3,49,0,1.5,1.5,0,0,0
3,50,1.0009765625,0,0,-0.005859375,0.125,0.125
3,51,2.0009765625,0,0,-0.005859375,0.125,0.125
3,52,2.0009765625,0.375,0,-0.005859375,0.125,0.125
3,53,1.0009765625,0.375,0,-0.005859375,0.125,0.125
3,54,1.0009765625,0,0.375,-0.005859375,0.125,0.125
3,55,2.0009765625,0,0.375,-0.005859375,0.125,0.125
3,56,2.0009765625,0.375,0.375,-0.005859375,0.125,0.125
3,57,1.0009765625,0.375,0.375,-0.005859375,0.125,0.125
3,58,1.0068359375,0.375,0,-0.005859375,0.125,0.125
3,59,2.0068359375,0.375,0,-0.005859375,0.125,0.125
3,60,2.0068359375,0.625,0,-0.005859375,0.125,0.125
3,61,1.0068359375,0.625,0,-0.005859375,0.125,0.125
3,62,1.0068359375,0.375,0.375,-0.005859375,0.125,0.125
3,63,2.0068359375,0.375,0.375,-0.005859375,0.125,0.125
3,64,2.0068359375,0.625,0.375,-0.005859375,0.125,0.125
3,65,1.0068359375,0.625,0.375,-0.005859375,0.125,0.125
3,66,1.0029296875,0.625,0,-0.005859375,0.125,0.125
3,67,2.0029296875,0.625,0,-0.005859375,0.125,0.125
3,68,2.0029296875,1,0,-0.005859375,0.125,0.125
3,69,1.0029296875,1,0,-0.005859375,0.125,0.125
3,70,1.0029296875,0.625,0.375,-0.005859375,0.125,0.125
3,71,2.0029296875,0.625,0.375,-0.005859375,0.125,0.125
3,72,2.0029296875,1,0.375,-0.005859375,0.125,0.125
3,73,1.0029296875,1,0.375,-0.005859375,0.125,0.125
3,74,1.0087890625,0,0.375,-0.005859375,0.125,0.125
3,75,2.0087890625,0,0.375,-0.005859375,0.125,0.125
3,76,2.0087890625,0.375,0.375,-0.005859375,0.125,0.125
3,77,1.0087890625,0.375,0.375,-0.005859375,0.125,0.125
3,78,1.0087890625,0,1,-0.005859375,0.125,0.125
3,79,2.0087890625,0,1,-0.005859375,0.125,0.125
3,80,2.0087890625,0.375,1,-0.005859375,0.125,0.125
3,81,1.0087890625,0.375,1,-0.005859375,0.125,0.125
3,82,1.0048828125,0.375,0.375,-0.005859375,0.125,0.125
3,83,2.0048828125,0.375,0.375,-0.005859375,0.125,0.125
3,84,2.0048828125,0.625,0.375,-0.005859375,0.125,0.125
3,85,1.0048828125,0.625,0.375,-0.005859375,0.125,0.125
3,86,1.0048828125,0.375,1,-0.005859375,0.125,0.125
3,87,2.0048828125,0.375,1,-0.005859375,0.125,0.125
3,88,2.0048828125,0.625,1,-0.005859375,0.125,0.125
3,89,1.0048828125,0.625,1,-0.005859375,0.125,0.125
3,90,1.0107421875,0.625,0.375,-0.005859375,0.125,0.125
3,91,2.0107421875,0.625,0.375,-0.005859375,0.125,0.125
3,92,2.0107421875,1,0.375,-0.005859375,0.125,0.125
3,93,1.0107421875,1,0.375,-0.005859375,0.125,0.125
3,94,1.0107421875,0.625,1,-0.005859375,0.125,0.125
3,95,2.0107421875,0.625,1,-0.005859375,0.125,0.125
3,96,2.0107421875,1,1,-0.005859375,0.125,0.125
3,97,1.0107421875,1,1,-0.005859375,0.125,0.125
4,0,0,-0.5,-0.5,0,0,0
4,1,1,-0.5,-0.5,0,0,0
4,2,1,0,-0.5,0,0,0
4,3,0,0,-0.5,0,0,0
4,4,0,-0.5,0,0,0,0
4,5,1,-0.5,0,0,0,0
4,6,1,0,0,0,0,0
4,7,0,0,0,0,0,0
4,8,1,0.5,-0.5,0,0,0
4,9,0,0.5,-0.5,0,0,0
4,10,1,0.5,0,0,0,0
4,11,0,0.5,0,0,0,0
4,12,1,1,-0.5,0,0,0
4,13,0,1,-0.5,0,0,0
4,14,1,1,0,0,0,0
4,15,0,1,0,0,0,0
4,16,1,1.5,-0.5,0,0,0
4,17,0,1.5,-0.5,0,0,0
4,18,1,1.5,0,0,0,0
4,19,0,1.5,0,0,0,0
4,20,0,-0.5,0.5,0,0,0
4,21,1,-0.5,0.5,0,0,0
4,22,1,0,0.5,0,0,0
4,23,0,0,0.5,0,0,0
4,24,1,0.5,0.5,0,0,0
4,25,0,0.5,0.5,0,0,0
4,26,1,1,0.5,0,0,0
4,27,0,1,0.5,0,0,0
4,28,1,1.5,0.5,0,0,0
4,29,0,1.5,0.5,0,0,0
4,30,0,-0.5,1,0,0,0
4,31,1,-0.5,1,0,0,0
4,32,1,0,1,0,0,0
4,33,0,0,1,0,0,0
4,34,1,0.5,1,0,0,0
4,35,0,0.5,1,0,0,0
4,36,1,1,1,0,0,0
4,37,0,1,1,0,0,0
4,38,1,1.5,1,0,0,0
4,39,0,1.5,1,0,0,0
4,40,0,-0.5,1.5,0,0,0
4,41,1,-0.5,1.5,0,0,0
4,42,1,0,1.5,0,0,0
4,43,0,0,1.5,0,0,0
4,44,1,0.5,1.5,0,0,0
4,45,0,0.5,1.5,0,0,0
4,46,1,1,1.5,0,0,0
4,47,0,1,1.5,0,0,0
4,48,1,1.5,1.5,0,0,0
4,49,0,1.5,1.5,0,0,0
4,50,1.0009765625,0,0,-0.005859375,0.25,0.25
4,51,2.0009765625,0,0,-0.005859375,0.25,0.25
4,52,2.0009765625,0.375,0,-0.005859375,0.25,0.25
4,53,1.0009765625,0.375,0,-0.005859375,0.25,0.25
4,54,1.0009765625,0,0.375,-0.005859375,0.25,0.25
4,55,2.0009765625,0,0.375,-0.005859375,0.25,0.25
4,56,2.0009765625,0.375,0.375,-0.005859375,0.25,0.25
4,57,1.0009765625,0.375,0.375,-0.005859375,0.25,0.25
4,58,1.0068359375,0.375,0,-0.005859375,0.25,0.25
4,59,2.0068359375,0.375,0,-0.005859375,0.25,0.25
4,60,2.0068359375,0.625,0,-0.005859375,0.25,0.25
4,61,1.0068359375,0.625,0,-0.005859375,0.25,0.25
4,62,1.0068359375,0.375,0.375,-0.005859375,0.25,0.25
4,63,2.0068359375,0.375,0.375,-0.005859375,0.25,0.25
4,64,2.0068359375,0.625,0.375,-0.005859375,0.25,0.25
4,65,1.0068359375,0.625,0.375,-0.005859375,0.25,0.25
4,66,1.0029296875,0.625,0,-0.005859375,0.25,0.25
4,67,2.0029296875,0.625,0,-0.005859375,0.25,0.25
4,68,2.0029296875,1,0,-0.005859375,0.25,0.25
4,69,1.0029296875,1,0,-0.005859375,0.25,0.25
4,70,1.0029296875,0.625,0.375,-0.005859375,0.25,0.25
4,71,2.0029296875,0.625,0.375,-0.005859375,0.25,0.25
4,72,2.0029296875,1,0.375,-0.005859375,0.25,0.25
4,73,1.0029296875,1,0.375,-0.005859375,0.25,0.25
4,74,1.0087890625,0,0.375,-0.005859375,0.25,0.25
4,75,2.0087890625,0,0.375,-0.005859375,0.25,0.25
4,76,2.0087890625,0.375,0.375,-0.005859375,0.25,0.25
4,77,1.0087890625,0.375,0.375,-0.005859375,0.25,0.25
4,78,1.0087890625,0,1,-0.005859375,0.25,0.25
4,79,2.0087890625,0,1,-0.005859375,0.25,0.25
4,80,2.0087890625,0.375,1,-0.005859375,0.25,0.25
4,81,1.0087890625,0.375,1,-0.005859375,0.25,0.25
4,82,1.0048828125,0.375,0.375,-0.005859375,0.25,0.25
4,83,2.0048828125,0.375,0.375,-0.005859375,0.25,0.25
4,84,2.0048828125,0.625,0.375,-0.005859375,0.25,0.25
4,85,1.0048828125,0.625,0.375,-0.005859375,0.25,0.25
4,86,1.0048828125,0.375,1,-0.005859375,0.25,0.25
4,87,2.0048828125,0.375,1,-0.005859375,0.25,0.25
4,88,2.0048828125,0.625,1,-0.005859375,0.25,0.25
4,89,1.0048828125,0.625,1,-0.005859375,0.25,0.25
4,90,1.0107421875,0.625,0.375,-0.005859375,0.25,0.25
4,91,2.0107421875,0.625,0.375,-0.005859375,0.25,0.25
4,92,2.0107421875,1,0.375,-0.005859375,0.25,0.25
4,93,1.0107421875,1,0.375,-0.005859375,0.25,0.25
4,94,1.0107421875,0.625,1,-0.005859375,0.25,0.25
4,95,2.0107421875,0.625,1,-0.005859375,0.25,0.25
4,96,2.0107421875,1,1,-0.005859375,0.25,0.25
4,97,1.0107421875,1,1,-0.005859375,0.25,0.25
5,0,0,-0.5,-0.5,0,0,0
5,1,1,-0.5,-0.5,0,0,0
5,2,1,0,-0.5,0,0,0
5,3,0,0,-0.5,0,0,0
5,4,0,-0.5,0,0,0,0
5,5,1,-0.5,0,0,0,0
5,6,1,0,0,0,0,0
5,7,0,0,0,0,0,0
5,8,1,0.5,-0.5,0,0,0
5,9,0,0.5,-0.5,0,0,0
5,10,1,0.5,0,0,0,0
5,11,0,0.5,0,0,0,0
5,12,1,1,-0.5,0,0,0
5,13,0,1,-0.5,0,0,0
5,14,1,1,0,0,0,0
5,15,0,1,0,0,0,0
5,16,1,1.5,-0.5,0,0,0
5,17,0,1.5,-0.5,0,0,0
5,18,1,1.5,0,0,0,0
5,19,0,1.5,0,0,0,0
5,20,0,-0.5,0.5,0,0,0
5,21,1,-0.5,0.5,0,0,0
5,22,1,0,0.5,0,0,0
5,23,0,0,0.5,0,0,0
5,24,1,0.5,0.5,0,0,0
5,25,0,0.5,0.5,0,0,0
5,26,1,1,0.5,0,0,0
5,27,0,1,0.5,0,0,0
5,28,1,1.5,0.5,0,0,0
5,29,0,1.5,0.5,0,0,0
5,30,0,-0.5,1,0,0,0
5,31,1,-0.5,1,0,0,0
5,32,1,0,1,0,0,0
5,33,0,0,1,0,0,0
5,34,1,0.5,1,0,0,0
5,35,0,0.5,1,0,0,0
5,36,1,1,1,0,0,0
5,37,0,1,1,0,0,0
5,38,1,1.5,1,0,0,0
5,39,0,1.5,1,0,0,0
5,40,0,-0.5,1.5,0,0,0
5,41,1,-0.5,1.5,0,0,0
5,42,1,0,1.5,0,0,0
5,43,0,0,1.5,0,0,0
5,44,1,0.5,1.5,0,0,0
5,45,0,0.5,1.5,0,0,0
5,46,1,1,1.5,0,0,0
5,47,0,1,1.5,0,0,0
5,48,1,1.5,1.5,0,0,0
5,49,0,1.5,1.5,0,0,0
5,50,1.0009765625,0,0,-0.005859375,0.375,0.375
5,51,2.0009765625,0,0,-0.005859375,0.375,0.375
5,52,2.0009765625,0.375,0,-0.005859375,0.375,0.375
5,53,1.0009765625,0.375,0,-0.005859375,0.375,0.375
5,54,1.0009765625,0,0.375,-0.005859375,0.375,0.375
5,55,2.0009765625,0,0.375,-0.005859375,0.375,0.375
5,56,2.0009765625,0.375,0.375,-0.005859375,0.375,0.375
5,57,1.0009765625,0.375,0.375,-0.005859375,0.375,0.375
5,58,1.0068359375,0.375,0,-0.005859375,0.375,0.375
5,59,2.0068359375,0.375,0,-0.005859375,0.375,0.375
5,60,2.0068359375,0.625,0,-0.005859375,0.375,0.375
5,61,1.0068359375,0.625,0,-0.005859375,0.375,0.375
5,62,1.0068359375,0.375,0.375,-0.005859375,0.375,0.375
5,63,2.0068359375,0.375,0.375,-0.005859375,0.375,0.375
5,64,2.0068359375,0.625,0.375,-0.005859375,0.375,0.375
5,65,1.0068359375,0.625,0.375,-0.005859375,0.375,0.375
5,66,1.0029296875,0.625,0,-0.005859375,0.375,0.375
5,67,2.0029296875,0.625,0,-0.005859375,0.375,0.375
5,68,2.0029296875,1,0,-0.005859375,0.375,0.375
5,69,1.0029296875,1,0,-0.005859375,0.375,0.375
5,70,1.0029296875,0.625,0.375,-0.005859375,0.375,0.375
5,71,2.0029296875,0.625,0.375,-0.005859375,0.375,0.375
5,72,2.0029296875,1,0.375,-0.005859375,0.375,0.375
5,73,1.0029296875,1,0.375,-0.005859375,0.375,0.375
5,74,1.0087890625,0,0.375,-0.005859375,0.375,0.375
5,75,2.0087890625,0,0.375,-0.005859375,0.375,0.375
5,76,2.0087890625,0.375,0.375,-0.005859375,0.375,0.375
5,77,1.0087890625,0.375,0.375,-0.005859375,0.375,0.375
5,78,1.0087890625,0,1,-0.005859375,0.375,0.375
5,79,2.0087890625,0,1,-0.005859375,0.375,0.375
5,80,2.0087890625,0.375,1,-0.005859375,0.375,0.375
5,81,1.0087890625,0.375,1,-0.005859375,0.375,0.375
5,82,1.0048828125,0.375,0.375,-0.005859375,0.375,0.375
5,83,2.0048828125,0.375,0.375,-0.005859375,0.375,0.375
5,84,2.0048828125,0.625,0.375,-0.005859375,0.375,0.375
5,85,1.0048828125,0.625,0.375,-0.005859375,0.375,0.375
5,86,1.0048828125,0.375,1,-0.005859375,0.375,0.375
5,87,2.0048828125,0.375,1,-0.005859375,0.375,0.375
5,88,2.0048828125,0.625,1,-0.005859375,0.375,0.375
5,89,1.0048828125,0.625,1,-0.005859375,0.375,0.375
5,90,1.0107421875,0.625,0.375,-0.005859375,0.375,0.375
5,91,2.0107421875,0.625,0.375,-0.005859375,0.375,0.375
5,92,2.0107421875,1,0.375,-0.005859375,0.375,0.375
5,93,1.0107421875,1,0.375,-0.005859375,0.375,0.375
5,94,1.0107421875,0.625,1,-0.005859375,0.375,0.375
5,95,2.0107421875,0.625,1,-0.005859375,0.375,0.375
5,96,2.0107421875,1,1,-0.005859375,0.375,0.375
5,97,1.0107421875,1,1,-0.005859375,0.375,0.375
6,0,0,-0.5,-0.5,0,0,0
6,1,1,-0.5,-0.5,0,0,0
6,2,1,0,-0.5,0,0,0
6,3,0,0,-0.5,0,0,0
6,4,0,-0.5,0,0,0,0
6,5,1,-0.5,0,0,0,0
6,6,1,0,0,0,0,0
6,7,0,0,0,0,0,0
6,8,1,0.5,-0.5,0,0,0
6,9,0,0.5,-0.5,0,0,0
6,10,1,0.5,0,0,0,0
6,11,0,0.5,0,0,0,0
6,12,1,1,-0.5,0,0,0
6,13,0,1,-0.5,0,0,0
6,14,1,1,0,0,0,0
6,15,0,1,0,0,0,0
6,16,1,1.5,-0.5,0,0,0
6,17,0,1.5,-0.5,0,0,0
6,18,1,1.5,0,0,0,0
6,19,0,1.5,0,0,0,0
6,20,0,-0.5,0.5,0,0,0
6,21,1,-0.5,0.5,0,0,0
6,22,1,0,0.5,0,0,0
6,23,0,0,0.5,0,0,0
6,24,1,0.5,0.5,0,0,0
6,25,0,0.5,0.5,0,0,0
6,26,1,1,0.5,0,0,0
6,27,0,1,0.5,0,0,0
6,28,1,1.5,0.5,0,0,0
6,29,0,1.5,0.5,0,0,0
6,30,0,-0.5,1,0,0,0
6,31,1,-0.5,1,0,0,0
6,32,1,0,1,0,0,0
6,33,0,0,1,0,0,0
6,34,1,0.5,1,0,0,0
6,35,0,0.5,1,0,0,0
6,36,1,1,1,0,0,0
6,37,0,1,1,0,0,0
6,38,1,1.5,1,0,0,0
6,39,0,1.5,1,0,0,0
6,40,0,-0.5,1.5,0,0,0
6,41,1,-0.5,1.5,0,0,0
6,42,1,0,1.5,0,0,0
6,43,0,0,1.5,0,0,0
6,44,1,0.5,1.5,0,0,0
6,45,0,0.5,1.5,0,0,0
6,46,1,1,1.5,0,0,0
6,47,0,1,1.5,0,0,0
6,48,1,1.5,1.5,0,0,0
6,49,0,1.5,1.5,0,0,0
6,50,1.0009765625,0,0,-0.013671875,0.375,0.375
6,51,2.0009765625,0,0,-0.013671875,0.375,0.375
6,52,2.0009765625,0.375,0,-0.013671875,0.375,0.375
6,53,1.0009765625,0.375,0,-0.013671875,0.375,0.375
6,54,1.0009765625,0,0.375,-0.013671875,0.375,0.375
6,55,2.0009765625,0,0.375,-0.013671875,0.375,0.375
6,56,2.0009765625,0.375,0.375,-0.013671875,0.375,0.375
6,57,1.0009765625,0.375,0.375,-0.013671875,0.375,0.375
6,58,1.0068359375,0.375,0,-0.013671875,0.375,0.375
6,59,2.0068359375,0.375,0,-0.013671875,0.375,0.375
6,60,2.0068359375,0.625,0,-0.013671875,0.375,0.375
6,61,1.0068359375,0.625,0,-0.013671875,0.375,0.375
6,62,1.0068359375,0.375,0.375,-0.013671875,0.375,0.375
6,63,2.0068359375,0.375,0.375,-0.013671875,0.375,0.375
6,64,2.0068359375,0.625,0.375,-0.013671875,0.375,0.375
6,65,1.0068359375,0.625,0.375,-0.013671875,0.375,0.375
6,66,1.0029296875,0.625,0,-0.013671875,0.375,0.375
6,67,2.0029296875,0.625,0,-0.013671875,0.375,0.375
6,68,2.0029296875,1,0,-0.013671875,0.375,0.375
6,69,1.0029296875,1,0,-0.013671875,0.375,0.375
6,70,1.0029296875,0.625,0.375,-0.013671875,0.375,0.375
6,71,2.0029296875,0.625,0.375,-0.013671875,0.375,0.375
6,72,2.0029296875,1,0.375,-0.013671875,0.375,0.375
6,73,1.0029296875,1,0.375,-0.013671875,0.375,0.375
6,74,1.0087890625,0,0.375,-0.013671875,0.375,0.375
6,75,2.0087890625,0,0.375,-0.013671875,0.375,0.375
6,76,2.0087890625,0.375,0.375,-0.013671875,0.375,0.375
6,77,1.0087890625,0.375,0.375,-0.013671875,0.375,0.375
6,78,1.0087890625,0,1,-0.013671875,0.375,0.375
