increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w,allae_j
1,2,0.01335966400802135,0.002276781015098095,0.01081165764480829,0.0001756667479639873,0,0.01119962520897388,5.317159085018029,9.555849828757346e-05
2,4,0.05166669934988022,0.008140631020069122,0.03974675387144089,0.003407773561775684,0,0.04392479732632637,5.229964818091224,0.0003715413040481508
3,6,0.1118089929223061,0.01597986742854118,0.07850313186645508,0.01650342345237732,0,0.09608270972967148,5.178466692254414,0.000822562666144222
4,8,0.1898379623889923,0.02399285882711411,0.1182648912072182,0.04613903164863586,0,0.1648002713918686,5.127627595212373,0.001441179192624986
5,10,0.2815050780773163,0.03097065910696983,0.1530458033084869,0.09526974707841873,0,0.2466684579849243,5.076632344980109,0.002218872308731079
