step,time,id,x,y,z,cnormf_x,cnormf_y,cnormf_z,cshearf_x,cshearf_y,cshearf_z,cslip1,cslip2,ctandir1_x,ctandir1_y,ctandir1_z,ctandir2_x,ctandir2_y,ctandir2_z,copen,cpress
1,1,115,0.8314696123025452,0.5555702330196022,0,551.9464684557652,369.2140957970842,1.462358406809456e-14,0.2627356902425907,-0.5858814283541895,-35.59507493749622,-4.736554343067751e-09,-1.016781840980194e-06,0.5555702330196022,-0.8314696123025455,3.374726388184086e-17,2.220446049250716e-16,-1.718731903488897e-16,-1,-9.089490548314285e-08,8749.683154703171
1,1,117,0.7071067811865476,0.7071067811865475,0.25,984.2925789652719,984.2925789648432,-9.126196931001058e-14,-0.2019615851898501,-0.2019615852187397,-64.22086743203927,1.539479072912241e-18,-7.543916540308121e-07,0.7071067811865472,-0.7071067811865479,5.155895326091668e-17,5.551115123135094e-17,-9.19637866145133e-17,-1,-1.193028044848892e-07,9810.3960120585
1,1,120,0.8314696123025452,0.5555702330196022,0.5,1170.895134688672,783.2385166414508,-1.367678015167002e-13,0.5145872819529551,-1.148430103647806,-18.8718935088808,-3.673334929703065e-09,-1.694270792122115e-07,0.555570233019602,-0.8314696123025455,1.186146839945288e-16,-1.110223024623973e-16,-3.992024626873764e-16,-1,-1.091501544428739e-07,10712.13111065258
1,1,122,0.3826834323650898,0.9238795325112867,0,-145.0078087912765,-333.2806340889726,-2.563406713836563e-14,3.187738186518479,-0.4974771186092945,13.88420839368772,2.563013339524739e-08,-1.137731254237519e-06,0.9238795325112864,-0.3826834323650909,-1.459433596852835e-16,-1.013078509970476e-15,-7.528033357053296e-17,-1,-7.482694784374469e-08,8723.270121554262
1,1,124,0.3826834323650898,0.9238795325112867,0.5,-273.8355899968153,-627.2655016233371,1.092481997968626e-15,6.411542676536414,-0.974268768053416,10.94364492576669,2.267314844863744e-08,-1.665662093563784e-07,0.9238795325112865,-0.3826834323650904,-8.966272923341428e-17,3.053113317718997e-16,-2.51110888083938e-16,-1,-9.586623879983811e-08,10693.63509584403
1,1,127,0.5555702330196023,0.8314696123025452,0,369.2140957953022,551.9464684540422,-1.179450313460815e-13,-0.5858814282879528,0.2627356901998363,-35.59507493737024,4.73655433536528e-09,-1.016781840979515e-06,0.8314696123025453,-0.5555702330196021,1.345047571411728e-16,2.163697551601507e-28,-6.972698488880365e-16,-1,-9.089490548168037e-08,8749.683154761184
1,1,129,0.3826834323650898,0.9238795325112867,0.25,541.2812215095173,1282.792543155625,3.341265189130815e-14,-7.897222471463526,1.759926943243619,-64.087531460478,4.941341331524804e-08,-7.54738750131389e-07,0.9238795325112866,-0.3826834323650899,-2.271278436561651e-16,6.938893903903245e-17,1.243054453979635e-16,-1,-1.181352352792266e-07,9737.157564940289
1,1,132,0.5555702330196023,0.8314696123025452,0.5,783.2385166375766,1170.895134684938,-7.865378899967639e-14,-1.148430103463996,0.5145872818356959,-18.87189350884178,3.673334920420713e-09,-1.694270792123092e-07,0.8314696123025453,-0.5555702330196021,-3.866395766475136e-17,-4.62531335444039e-29,9.180302519811178e-17,-1,-1.091501544411547e-07,10712.13111073295
1,1,134,6.123233995736766e-17,1,0,-48.76013033131379,-180.5927744487763,-1.21034372439916e-14,1.985585523237979,-0.4026259174504725,6.95413804284379,3.874405525042181e-07,-1.13749543781552e-06,0.9987665290953947,-0.04965299949387252,4.93211020166876e-17,-1.31940144923323e-27,1.364386628878472e-17,-1,-7.473790927711544e-08,8733.099604880335
1,1,136,6.123233995736766e-17,1,0.5,-96.13277619331333,-341.039981962262,-5.115983752905697e-14,3.06517914367891,-0.7471138675180936,5.604450420866115,4.747630361127519e-07,-1.722950342853794e-07,0.9987665290953945,-0.0496529994938724,-8.812221766208531e-17,-2.038209349029078e-27,-2.86910186668373e-16,-1,-9.450575008007476e-08,10592.28636230007
1,1,139,0.1950903220161283,0.9807852804032304,0,146.0228773832697,652.0749624464328,1.058430188370595e-13,-8.877450881191312,1.403529468489618,-35.64532155198025,1.840279752683766e-07,-1.012627029889025e-06,0.9807852804032305,-0.1950903220161281,-1.715202102259093e-17,-1.110223024625301e-16,4.695114000276914e-16,-1,-9.20703734385181e-08,8737.275314504281
1,1,141,6.123233995736766e-17,1,0.25,121.5325854041459,692.4065507503617,5.164912368212406e-14,-12.29929465858564,1.569473485142264,-32.02050209849369,3.643550174616397e-07,-7.543273773315988e-07,0.995184726672197,-0.09801714032955962,1.733888879785564e-16,-2.865783757248208e-30,5.231087674032558e-17,-1,-1.174270447584834e-07,9693.849150858176
1,1,144,0.1950903220161283,0.9807852804032304,0.5,308.3660281124364,1383.978409247904,-2.03359995727725e-14,-19.57562204143257,3.072234188905965,-19.72881269218031,1.98140498042321e-07,-1.761772525307682e-07,0.9807852804032304,-0.1950903220161284,2.234528130601149e-16,-5.551115123125332e-17,-1.322105749659448e-16,-1,-1.108153896678363e-07,10662.27222755542
1,1,145,1,0,1,-178.7053831017904,-48.61844662629824,-4.483059342736928e-14,-0.4017447130268846,1.91699613962987,-1.843382107986425,-4.238187569997267e-07,4.782189830696068e-07,0.04965299949387966,-0.9987665290953943,4.747529225696119e-15,-3.792768506220093e-28,-6.076140333994423e-15,-1,-8.045058528976431e-08,9127.425539158972
1,1,148,0.9238795325112867,0.3826834323650898,1,-329.5834771013545,-143.4197403774418,3.711061745109595e-14,-0.499018349145061,3.257926230110525,-3.81163236382175,-2.669192119930103e-08,5.047961920522949e-07,0.3826834323650896,-0.923879532511287,1.220292709117241e-16,1.33226762955013e-15,-3.642158885607226e-16,-1,-8.068360122971943e-08,9130.771348199582
1,1,149,1,0,0.75,692.1805422345753,121.5338659228185,1.461899623478194e-13,1.608556944843355,-12.67170211611809,10.93594650512544,-3.800073269103985e-07,3.216196080958989e-07,0.09801714032955952,-0.995184726672197,-3.365678228456779e-16,2.220446049251033e-16,2.764171816021035e-16,-1,-1.150815639701791e-07,9828.6997833819
1,1,152,0.9238795325112867,0.3826834323650898,0.75,1283.147367992874,541.2285646044958,1.546339291313923e-13,1.751173345749368,-7.992419426372102,23.04000510018506,-4.732743467031637e-08,3.353149154144065e-07,0.3826834323650892,-0.9238795325112871,-2.138536509751407e-16,1.205478070790859e-28,1.857629067572132e-17,-1,-1.161302609358132e-07,9883.498265680064
1,1,156,0.9807852804032304,0.1950903220161282,1,660.2642399210505,147.5333824761204,1.782433914063165e-13,1.456506415864323,-9.286229967403937,14.12913285833455,-1.915801399870808e-07,4.405502902321105e-07,0.1950903220161288,-0.9807852804032304,2.028283697835714e-16,4.440892098500211e-16,4.257318224970038e-16,-1,-9.628552820152462e-08,9143.275413423402
1,1,158,0.7071067811865476,0.7071067811865475,1,-251.7063929081049,-251.7063929082555,3.838048968027496e-14,0.1240051880443503,0.1240051881085585,-3.926784734085306,5.836083839136918e-18,5.282104437058605e-07,0.7071067811865471,-0.7071067811865479,9.455374474104665e-17,4.718447854656548e-16,-1.090916207601549e-16,-1,-8.159724876582046e-08,9200.669593468048
1,1,160,0.7071067811865476,0.7071067811865475,0.75,984.3917678336981,984.3917678332549,-1.238504070672401e-13,-0.192288051831735,-0.1922880518662552,24.2515265285486,1.606721406727532e-18,3.496588035725296e-07,0.7071067811865474,-0.7071067811865478,-5.753225500474122e-16,5.551115123181671e-17,-3.695195427702435e-16,-1,-1.17329050480955e-07,9956.327452594998
1,1,163,0.8314696123025452,0.5555702330196022,1,558.2111865240819,373.4160351502301,1.20936071174832e-13,0.2546916555843464,-0.5651037717524453,15.23850956883302,-4.719685543097614e-09,4.868758934821182e-07,0.5555702330196021,-0.8314696123025453,-2.502941292845323e-16,8.881784197001651e-16,-1.862108856138692e-16,-1,-9.456855339485989e-08,9151.543501106849
1,1,165,0.3826834323650898,0.9238795325112867,1,-143.41974037583,-329.5834770978522,5.76441028080506e-14,3.25792623001283,-0.4990183491169368,-3.811632363812901,2.669192120787657e-08,5.047961920425661e-07,0.9238795325112868,-0.3826834323650896,-5.440042765388906e-16,-4.163336342339103e-17,6.119902065881992e-16,-1,-8.068360123320901e-08,9130.771348354843
1,1,167,0.3826834323650898,0.9238795325112867,0.75,541.2285646047922,1283.14736799286,-9.975056316172659e-14,-7.992419426321361,1.751173345734147,23.0400051002384,4.73274346726805e-08,3.353149154128973e-07,0.9238795325112868,-0.38268343236509,3.205708477769992e-16,-5.551115123120251e-17,-2.145098299153561e-16,-1,-1.161302609370617e-07,9883.498265858292
1,1,170,0.5555702330196023,0.8314696123025452,1,373.4160351483886,558.211186522296,-9.986902402408137e-14,-0.5651037716768403,0.2546916555357251,15.2385095687501,4.719685534905129e-09,4.868758934813604e-07,0.8314696123025451,-0.5555702330196025,-5.02326952609483e-16,-2.220446049249083e-16,-1.551643945028546e-16,-1,-9.456855339333321e-08,9151.543501169359
1,1,172,6.123233995736766e-17,1,1,-48.61844662612251,-178.7053830997078,-2.068793845738148e-14,1.916996139613761,-0.4017447130281769,-1.843382107961047,4.238187569769005e-07,4.782189830799058e-07,0.9987665290953944,-0.04965299949387335,3.282700492933397e-16,-2.775557561959883e-17,-7.915707999304861e-16,-1,-8.045058529290803e-08,9127.425539290658
1,1,174,6.123233995736766e-17,1,0.75,121.5338659222609,692.1805422349295,1.611566600335464e-14,-12.67170211591086,1.608556944825654,10.93594650528504,3.800073268948636e-07,3.216196080975705e-07,0.9951847266721969,-0.09801714032956178,-5.395310590638191e-18,7.120599124466931e-35,5.504456233366539e-17,-1,-1.150815639725131e-07,9828.699783527389
1,1,177,0.1950903220161283,0.9807852804032304,1,147.5333824753391,660.2642399166441,8.58562900430243e-14,-9.28622996729675,1.456506415861792,14.12913285833007,1.915801399910028e-07,4.405502902343772e-07,0.9807852804032305,-0.1950903220161282,-6.334795875860512e-17,-5.551115123127841e-17,5.652095160684599e-16,-1,-9.628552819823492e-08,9143.275413547675
2,2,89,1,0,0,-184.4662698797669,-49.07556817644225,-4.947923263774032e-14,-0.3876110899078001,2.040953023627766,17.5513902191204,-2.806325845839559e-07,-2.6620268627877e-06,0.04965299949387467,-0.9987665290953945,-2.13752611747898e-15,-9.992007221630941e-16,2.16263313242632e-15,-1,-6.387235003888509e-08,7963.36263396444
2,2,92,0.9238795325112867,0.3826834323650898,0,-341.3312513289868,-148.449975724384,4.019203011107813e-14,-0.4696914135414801,2.914978299527556,35.24268435156151,-2.647296629002363e-08,-2.665969754775482e-06,0.3826834323650908,-0.9238795325112864,-3.761430299152708e-16,7.216449660052669e-16,9.146281735520986e-16,-1,-6.296247207961246e-08,7872.032984566828
2,2,93,1,0,0.5,-340.2523632678824,-96.27047320281763,-1.737765473893641e-14,-0.712475987765663,2.865612263580829,21.46994690890838,-4.519113714918874e-07,-6.887055307955105e-07,0.04965299949387608,-0.9987665290953943,1.851533030523474e-15,8.881784196993138e-16,-1.920711102338505e-15,-1,-9.493722469293635e-08,10739.29380412671
2,2,96,0.9238795325112867,0.3826834323650898,0.5,-626.1187171413796,-273.4876315749956,-9.043861389114837e-14,-0.9302909448573395,6.074040276370574,42.64358304936448,-2.281145342322181e-08,-6.834849168967541e-07,0.3826834323650883,-0.9238795325112874,-8.653924094021523e-17,1.387778780784675e-16,-7.806466071472688e-17,-1,-9.623304841432063e-08,10834.05433706369
2,2,100,0.9807852804032304,0.1950903220161282,0,635.5858514637509,142.9394543105546,1.526025206427699e-13,1.24488450386184,-7.744117998143645,-79.96699851050499,-1.615779699677723e-07,-2.321156571507304e-06,0.195090322016128,-0.9807852804032305,-2.127383312527481e-16,6.661338147750961e-16,1.90805455651286e-16,-1,-8.349517580870811e-08,7917.781296539624
2,2,101,1,0,0.25,693.1562854195258,121.6063402864298,8.526840833184164e-14,1.431163034336034,-11.08754857360918,-75.5321461316373,-3.210860939029258e-07,-1.697096613188496e-06,0.09801714032955952,-0.995184726672197,-2.947252485965876e-16,2.95761209699659e-29,2.854075091270947e-16,-1,-1.217362948869671e-07,9453.110512876105
2,2,104,0.9238795325112867,0.3826834323650898,0.25,1282.610188224985,541.5704229287713,9.411952555798676e-14,1.689521112234873,-7.365929458630217,-151.1462487355982,-4.906083623304566e-08,-1.700252616292278e-06,0.3826834323650893,-0.9238795325112871,-8.56981614309865e-17,0,8.361164973096914e-17,-1,-1.219240214003526e-07,9453.116797033203
2,2,108,0.9807852804032304,0.1950903220161282,0.5,1392.166177316401,310.2880277806175,1.571709510116494e-13,2.96305375275612,-18.74329377360801,-78.29250780322855,-1.917401053106407e-07,-7.122130378428329e-07,0.1950903220161281,-0.9807852804032304,-2.911208986271526e-16,-1.11022302462521e-16,2.67933954667649e-16,-1,-1.118531500756374e-07,10804.52003738395
2,2,110,0.7071067811865476,0.7071067811865475,0,-260.9109152418599,-260.9109152419969,1.659057251433732e-14,0.1328515944997695,0.1328515945551561,35.15712493599457,6.594109618356218e-18,-2.667049016329138e-06,0.7071067811865478,-0.7071067811865474,-1.197643223414965e-18,-2.498001805409882e-16,2.148909849954042e-16,-1,-6.340481881629979e-08,7931.310887373264
2,2,112,0.7071067811865476,0.7071067811865475,0.5,-478.2002071325029,-478.2002071328764,2.956257982354594e-14,0.2568910081350227,0.256891008271777,42.36650992012396,6.427886261939257e-18,-6.776369284228192e-07,0.7071067811865468,-0.7071067811865482,-2.056723978915722e-16,3.191891195801334e-16,-3.911895277318728e-16,-1,-9.721422427083675e-08,10907.60919637055
2,2,115,0.8314696123025452,0.5555702330196022,0,538.5315777625584,360.224206819169,9.121185068695539e-15,0.2696310761140377,-0.5988572321783444,-80.00206003204006,-5.576067827395884e-09,-2.327972669699174e-06,0.5555702330196022,-0.8314696123025455,3.374726388184086e-17,2.220446049250716e-16,-1.718731903488897e-16,-1,-8.294424584796923e-08,7901.588448710041
2,2,117,0.7071067811865476,0.7071067811865475,0.25,984.428557181165,984.4285571807578,-8.66590300931242e-14,-0.2075833238164193,-0.207583323837401,-151.6566271753869,1.461595055156698e-18,-1.70121856223554e-06,0.7071067811865472,-0.7071067811865479,5.155895326091668e-17,5.551115123135094e-17,-9.19637866145133e-17,-1,-1.230920888083641e-07,9520.387005343997
2,2,120,0.8314696123025452,0.5555702330196022,0.5,1178.332027091065,788.185988441272,-1.381701060900319e-13,0.5241429798153717,-1.164917617923301,-77.58859616721421,-3.925333657773824e-09,-7.101330692808988e-07,0.555570233019602,-0.8314696123025455,1.186146839945288e-16,-1.110223024623973e-16,-3.992024626873764e-16,-1,-1.104005874577562e-07,10852.98579995079
2,2,122,0.3826834323650898,0.9238795325112867,0,-148.449975722954,-341.3312513258725,-2.273626673561102e-14,2.914978299440635,-0.4696914135158637,35.24268435115842,2.64729663011671e-08,-2.66596975477121e-06,0.9238795325112864,-0.3826834323650909,-1.459433596852835e-16,-1.013078509970476e-15,-7.528033357053296e-17,-1,-6.296247208252946e-08,7872.032984690357
2,2,124,0.3826834323650898,0.9238795325112867,0.5,-273.4876315713997,-626.1187171335475,-1.364023928059206e-15,6.074040276188574,-0.9302909448075248,42.64358304891876,2.281145343095195e-08,-6.834849168998171e-07,0.9238795325112865,-0.3826834323650904,-8.966272923341428e-17,3.053113317718997e-16,-2.51110888083938e-16,-1,-9.623304841857216e-08,10834.0543372689
2,2,127,0.5555702330196023,0.8314696123025452,0,360.2242068174891,538.5315777609476,-1.041584398678722e-13,-0.5988572321287094,0.2696310760813031,-80.00206003178948,5.576067820534427e-09,-2.327972669698999e-06,0.8314696123025453,-0.5555702330196021,1.345047571411728e-16,2.163697551601507e-28,-6.972698488880365e-16,-1,-8.294424584662062e-08,7901.588448760713
2,2,129,0.3826834323650898,0.9238795325112867,0.25,541.5704229290828,1282.610188225004,4.038658913236996e-14,-7.365929458615036,1.689521112232733,-151.1462487358196,4.9060836235514e-08,-1.700252616293477e-06,0.9238795325112866,-0.3826834323650899,-2.271278436561651e-16,6.938893903903245e-17,1.243054453979635e-16,-1,-1.21924021401584e-07,9453.116797198907
2,2,132,0.5555702330196023,0.8314696123025452,0.5,788.18598843738,1178.332027087314,-7.358734212593946e-14,-1.164917617732824,0.524142979693188,-77.58859616700919,3.925333648169282e-09,-7.101330692808983e-07,0.8314696123025453,-0.5555702330196021,-3.866395766475136e-17,-4.62531335444039e-29,9.180302519811178e-17,-1,-1.104005874560124e-07,10852.98580003211
2,2,134,6.123233995736766e-17,1,0,-49.07556817626695,-184.4662698777955,-1.149059045473572e-14,2.040953023606226,-0.3876110899097061,17.55139021891333,2.806325845711481e-07,-2.662026862790047e-06,0.9987665290953947,-0.04965299949387252,4.93211020166876e-17,-1.31940144923323e-27,1.364386628878472e-17,-1,-6.387235004171765e-08,7963.362634085822
2,2,136,6.123233995736766e-17,1,0.5,-96.27047320250728,-340.2523632634056,-5.014735662888245e-14,2.865612263575395,-0.7124759877711417,21.46994690867301,4.519113714653515e-07,-6.88705530796971e-07,0.9987665290953945,-0.0496529994938724,-8.812221766208531e-17,-2.038209349029078e-27,-2.86910186668373e-16,-1,-9.493722469678974e-08,10739.29380428956
2,2,139,0.1950903220161283,0.9807852804032304,0,142.9394543098323,635.5858514596744,9.886961185250473e-14,-7.744117998078141,1.2448845038662,-79.96699851004668,1.615779699723942e-07,-2.32115657150854e-06,0.9807852804032305,-0.1950903220161281,-1.715202102259093e-17,-1.110223024625301e-16,4.695114000276914e-16,-1,-8.349517580574601e-08,7917.781296645201
2,2,141,6.123233995736766e-17,1,0.25,121.6063402858947,693.1562854198036,4.776142634884578e-14,-11.08754857343371,1.431163034322708,-75.5321461318115,3.210860938901442e-07,-1.697096613188584e-06,0.995184726672197,-0.09801714032955962,1.733888879785564e-16,-2.865783757248208e-30,5.231087674032558e-17,-1,-1.217362948891591e-07,9453.110513017156
2,2,144,0.1950903220161283,0.9807852804032304,0.5,310.2880277789911,1392.166177307081,-2.200939950324168e-14,-18.74329377337859,2.963053752749605,-78.29250780277339,1.917401053137597e-07,-7.122130378423421e-07,0.9807852804032304,-0.1950903220161284,2.234528130601149e-16,-5.551115123125332e-17,-1.322105749659448e-16,-1,-1.118531500719674e-07,10804.52003754443
2,2,145,1,0,1,-178.5912971677146,-48.75670471680172,-4.579000782032185e-14,-0.3940506559793647,1.830624933651714,3.187293302656764,-4.288476438163157e-07,2.245140511567959e-07,0.04965299949387966,-0.9987665290953943,4.747529225696119e-15,-3.792768506220093e-28,-6.076140333994423e-15,-1,-8.384870998818832e-08,9364.196059495873
2,2,148,0.9238795325112867,0.3826834323650898,1,-329.2998780921401,-143.2778920750319,3.907701235120508e-14,-0.4927100061746839,3.215361360473505,6.277953998787165,-2.5990634390943e-08,2.529108677008193e-07,0.3826834323650896,-0.923879532511287,1.220292709117241e-16,1.33226762955013e-15,-3.642158885607226e-16,-1,-8.42747407983444e-08,9378.356469798597
2,2,149,1,0,0.75,695.4574233338918,122.0729338296042,1.471193803830213e-13,1.588685473479319,-12.49224921397489,-6.293332627645261,-3.735058000434069e-07,1.637261637576321e-09,0.09801714032955952,-0.995184726672197,-3.365678228456779e-16,2.220446049251033e-16,2.764171816021035e-16,-1,-1.145013906113323e-07,9949.962637980756
2,2,152,0.9238795325112867,0.3826834323650898,0.75,1288.965996509042,543.6008033813316,1.595672274726454e-13,1.736408302960134,-7.908354602141994,-11.52431954410578,-4.695599682258929e-08,1.525439562183635e-08,0.3826834323650892,-0.9238795325112871,-2.138536509751407e-16,1.205478070790859e-28,1.857629067572132e-17,-1,-1.154197699073287e-07,10006.1322672132
2,2,156,0.9807852804032304,0.1950903220161282,1,666.8010052883382,148.7882163467128,1.816577812645636e-13,1.454699143265084,-9.265244021420985,-0.8726585018108084,-1.912583302828428e-07,1.763150175367756e-07,0.1950903220161288,-0.9807852804032304,2.028283697835714e-16,4.440892098500211e-16,4.257318224970038e-16,-1,-9.844928832042446e-08,9386.45513384076
2,2,158,0.7071067811865476,0.7071067811865475,1,-251.4974815246923,-251.4974815248459,3.825387291134292e-14,0.1229493245861718,0.122949324653995,6.158271304675946,5.659822676305461e-18,2.749833889093376e-07,0.7071067811865471,-0.7071067811865479,9.455374474104665e-17,4.718447854656548e-16,-1.090916207601549e-16,-1,-8.522290948226114e-08,9449.863810609675
2,2,160,0.7071067811865476,0.7071067811865475,0.75,988.8675055267096,988.8675055262597,-1.214956531088076e-13,-0.190901208787868,-0.1909012088292976,-10.47367620862393,1.664799354407438e-18,2.825736240535408e-08,0.7071067811865474,-0.7071067811865478,-5.753225500474122e-16,5.551115123181671e-17,-3.695195427702435e-16,-1,-1.165958885027907e-07,10077.80954001803
2,2,163,0.8314696123025452,0.5555702330196022,1,563.7668239145868,377.123040292784,1.25639516554993e-13,0.2537943741041331,-0.5617079112162835,0.2161963663424142,-4.651271348594359e-09,2.19880840074924e-07,0.5555702330196021,-0.8314696123025453,-2.502941292845323e-16,8.881784197001651e-16,-1.862108856138692e-16,-1,-9.672297685643916e-08,9398.931271028145
2,2,165,0.3826834323650898,0.9238795325112867,1,-143.2778920733903,-329.2998780885735,5.871809945899784e-14,3.215361360372714,-0.4927100061450201,6.277953998700545,2.599063439936771e-08,2.529108676898792e-07,0.9238795325112868,-0.3826834323650896,-5.440042765388906e-16,-4.163336342339103e-17,6.119902065881992e-16,-1,-8.42747408019096e-08,9378.356469957987
2,2,167,0.3826834323650898,0.9238795325112867,0.75,543.6008033816362,1288.965996509042,-9.704601698534991e-14,-7.90835460208422,1.736408302940995,-11.5243195440653,4.695599682493017e-08,1.525439561911446e-08,0.9238795325112868,-0.38268343236509,3.205708477769992e-16,-5.551115123120251e-17,-2.145098299153561e-16,-1,-1.154197699085963e-07,10006.13226739416
2,2,170,0.5555702330196023,0.8314696123025452,1,377.1230402909139,563.7668239127754,-9.98871528104171e-14,-0.5617079111346504,0.2537943740517595,0.2161963663031684,4.651271340238809e-09,2.198808400738401e-07,0.8314696123025451,-0.5555702330196025,-5.02326952609483e-16,-2.220446049249083e-16,-1.551643945028546e-16,-1,-9.672297685488701e-08,9398.931271092271
2,2,172,6.123233995736766e-17,1,1,-48.7567047166255,-178.591297165607,-2.212783371120259e-14,1.830624933636538,-0.3940506559806042,3.187293302630176,4.288476437932221e-07,2.245140511667778e-07,0.9987665290953944,-0.04965299949387335,3.282700492933397e-16,-2.775557561959883e-17,-7.915707999304861e-16,-1,-8.38487099913899e-08,9364.196059628841
2,2,174,6.123233995736766e-17,1,0.75,122.0729338290404,695.4574233342566,1.671987053664932e-14,-12.49224921376666,1.588685473461344,-6.29333262747568,3.735058000279782e-07,1.637261638708434e-09,0.9951847266721969,-0.09801714032956178,-5.395310590638191e-18,7.120599124466931e-35,5.504456233366539e-17,-1,-1.145013906136872e-07,9949.962638129731
2,2,177,0.1950903220161283,0.9807852804032304,1,148.7882163459227,666.8010052838678,8.860542217496987e-14,-9.265244021311391,1.454699143262131,-0.8726585017278498,1.912583302866578e-07,1.763150175386072e-07,0.9807852804032305,-0.1950903220161282,-6.334795875860512e-17,-5.551115123127841e-17,5.652095160684599e-16,-1,-9.844928831708028e-08,9386.45513396744
3,3,89,1,0,0,-186.5685673582796,-48.42552242721909,-3.842576421036873e-14,-0.2476750443096366,1.40271959376782,52.07064645002676,6.618804508761215e-08,-9.396015329969652e-06,0.04965299949387467,-0.9987665290953945,-2.13752611747898e-15,-9.992007221630941e-16,2.16263313242632e-15,-1,-4.587243144948743e-08,6519.288071702038
3,3,92,0.9238795325112867,0.3826834323650898,0,-347.6534148066058,-150.9455352146855,3.007617872134291e-14,-0.289687449172742,1.453702370291173,105.1864016172693,-3.310057572498723e-08,-9.418311739827141e-06,0.3826834323650908,-0.9238795325112864,-3.761430299152708e-16,7.216449660052669e-16,9.146281735520986e-16,-1,-4.234790004442377e-08,6210.729805601417
3,3,93,1,0,0.5,-336.3654649643113,-95.83288856477439,-1.270059889884435e-14,-0.5396425697807141,2.017167440634567,66.31929067972273,-3.307636328736294e-07,-3.012691426541627e-06,0.04965299949387608,-0.9987665290953943,1.851533030523474e-15,8.881784196993138e-16,-1.920711102338505e-15,-1,-9.760345313305651e-08,11006.98232591047
