step,input_local_node,input_component,output_local_node,displacement_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S4_Z_MINUS,4,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S4_Z_MINUS,4,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S4_Z_MINUS,4,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S4_Z_MINUS,4,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S5_X_PLUS,5,X,1,1e-06,-9.95672161733178e-05,9936.075708912942,-157.0373075642444,-38.41701725569803,-5.601388202317736e-14
S5_X_PLUS,5,X,2,1e-06,-9.958753000085402e-05,9938.127246826096,-159.7749696617406,-24.60117566179938,-1.621282497358214e-14
S5_X_PLUS,5,X,3,1e-06,-9.988369949749322e-05,9970.895917428972,-159.602890278791,-24.54682867444967,-4.099684641679976e-14
S5_X_PLUS,5,X,4,1e-06,-9.988131960004488e-05,9970.637772524604,-156.8494643456838,-38.40072753407532,-1.597171175306115e-14
S5_X_PLUS,5,X,5,1e-06,-9.904177642183499e-05,9937.101477869519,633.9803316881885,126.1089554732837,1.504045231866746e-13
S5_X_PLUS,5,X,6,1e-06,-9.946183911294944e-05,9954.511582127534,631.1507645429499,149.9344742795655,9.299985321379331e-14
S5_X_PLUS,5,X,7,1e-06,-9.944146451168676e-05,9970.766844976788,634.7852135289347,126.2683653362424,4.825322984062981e-14
S5_X_PLUS,5,X,8,1e-06,-9.944988759567116e-05,9953.356740718773,640.4584606886323,103.0094167308646,7.300708666352747e-14
S5_X_MINUS,5,X,1,-1e-06,-0.0001002787883505034,10026.27790522101,-158.0104964170011,-38.66296852983029,-5.652912415550209e-14
S5_X_MINUS,5,X,2,-1e-06,-0.0001002584745229672,10024.22636730786,-160.7884817262183,-24.74977809131655,-1.646158177815549e-14
S5_X_MINUS,5,X,3,-1e-06,-9.9962305026328e-05,9991.457696704989,-160.9605611091679,-24.80412507866639,-4.144578023672763e-14
S5_X_MINUS,5,X,4,-1e-06,-9.99646849237763e-05,9991.715841609352,-158.1983396355618,-38.67925825145295,-1.637947915700375e-14
S5_X_MINUS,5,X,5,-1e-06,-0.0001002385858983734,10025.25213626444,639.1464974608783,127.1317160873142,1.523283538489936e-13
S5_X_MINUS,5,X,6,-1e-06,-0.0001000599340845581,10007.84203200643,635.3296652458083,150.8927288084139,9.412343109912666e-14
S5_X_MINUS,5,X,7,-1e-06,-9.983889780852158e-05,9991.586769157169,638.341615620132,126.9723062243555,4.888904788433656e-14
S5_X_MINUS,5,X,8,-1e-06,-0.0001000718856018363,10008.99687341518,644.7384733457964,103.7235654083101,7.391210364437799e-14
S5_Y_PLUS,5,Y,1,1e-06,-9.990531459821525e-05,9977.566567778464,-157.4009263535566,-38.50950531174282,-5.623496166284374e-14
S5_Y_PLUS,5,Y,2,1e-06,-9.980319009080626e-05,9967.252790208086,-160.2074244792208,-24.66515090139708,-1.630862623340649e-14
S5_Y_PLUS,5,Y,3,1e-06,-9.990896548426343e-05,9978.457245827085,-160.1530774918711,-24.64783978363923,-4.117501795689763e-14
S5_Y_PLUS,5,Y,4,1e-06,-9.992093003669256e-05,9979.755027899484,-157.3846366319339,-38.50795802959587,-1.612941096499049e-14
S5_Y_PLUS,5,Y,5,1e-06,-9.952115105696389e-05,9972.409678993274,636.0520342675183,126.5064154394073,1.511587103233324e-13
S5_Y_PLUS,5,Y,6,1e-06,-9.967017153569392e-05,9972.855018017584,632.7610876299549,150.2923644666031,9.344184794763184e-14
S5_Y_PLUS,5,Y,7,1e-06,-9.960065396112971e-05,9979.106136863284,636.2114441304767,126.541598373892,4.850462113502955e-14
S5_Y_PLUS,5,Y,8,1e-06,-9.973025587049743e-05,9978.660797838973,642.2413926784916,103.2958099693536,7.335629942579982e-14
S5_Y_MINUS,5,Y,1,-1e-06,-9.994068992560598e-05,9984.78704635549,-157.6468776276889,-38.57048047378549,-5.630804451583571e-14
S5_Y_MINUS,5,Y,2,-1e-06,-0.000100042814433015,9995.100823925881,-160.356026908738,-24.68580285171884,-1.636578051833115e-14
S5_Y_MINUS,5,Y,3,-1e-06,-9.99370390395578e-05,9983.89636830687,-160.4103738960878,-24.70311396947682,-4.126760869662979e-14
S5_Y_MINUS,5,Y,4,-1e-06,-9.992507448712863e-05,9982.598586234473,-157.6631673493116,-38.57202775593238,-1.622177994507443e-14
S5_Y_MINUS,5,Y,5,-1e-06,-9.975921126324455e-05,9989.943935140685,637.0747948815488,126.7342561211906,1.515741667123359e-13
S5_Y_MINUS,5,Y,6,-1e-06,-9.985160166181364e-05,9989.498596116377,633.7193421588034,150.5348386213763,9.368143636528816e-14
S5_Y_MINUS,5,Y,7,-1e-06,-9.967970835907863e-05,9983.247477270672,636.9153850185899,126.6990731867059,4.863765658993686e-14
S5_Y_MINUS,5,Y,8,-1e-06,-9.979151732700999e-05,9983.692816294981,642.9555413559372,103.437172169821,7.356289088210568e-14
S5_Z_PLUS,5,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S5_Z_PLUS,5,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S5_Z_PLUS,5,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S5_Z_PLUS,5,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S5_Z_PLUS,5,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S5_Z_PLUS,5,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S5_Z_PLUS,5,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S5_Z_PLUS,5,Z,8,1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S5_Z_MINUS,5,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S5_Z_MINUS,5,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655796,-1.633720337586881e-14
S5_Z_MINUS,5,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S5_Z_MINUS,5,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S5_Z_MINUS,5,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S5_Z_MINUS,5,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S5_Z_MINUS,5,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S5_Z_MINUS,5,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S6_X_PLUS,6,X,1,1e-06,-9.988135176549216e-05,9970.443438380604,-156.8589282067045,-38.37664074682819,-5.617304461427339e-14
S6_X_PLUS,6,X,2,1e-06,-9.95859103375643e-05,9937.944831200421,-159.7833600581697,-24.58029012141881,-1.626533743310494e-14
S6_X_PLUS,6,X,3,1e-06,-9.95859103375643e-05,9937.944831200419,-159.7833600581697,-24.58029012141887,-4.108909523534548e-14
S6_X_PLUS,6,X,4,1e-06,-9.988135176549213e-05,9970.4434383806,-156.8589282067046,-38.37664074682817,-1.60536844553757e-14
S6_X_PLUS,6,X,5,1e-06,-9.933279114253843e-05,9954.194134790512,634.4739642231042,126.1412085158747,1.508046495751675e-13
S6_X_PLUS,6,X,6,1e-06,-9.917567446625077e-05,9937.944831200421,630.7120699389591,149.7517962611864,9.320675501791375e-14
S6_X_PLUS,6,X,7,1e-06,-9.933279114253841e-05,9954.194134790509,634.4739642231041,126.1412085158747,4.842094565137886e-14
S6_X_PLUS,6,X,8,1e-06,-9.955974982580053e-05,9970.443438380602,640.8169186697779,103.0142615187949,7.318599349864981e-14
S6_X_MINUS,6,X,1,-1e-06,-9.996465275832907e-05,9994.757117766996,-158.1888757745409,-38.70334503870012,-5.636996156440608e-14
S6_X_MINUS,6,X,2,-1e-06,-0.0001002600941862569,10024.40878293354,-160.7800913297891,-24.77066363169712,-1.640906931863269e-14
S6_X_MINUS,6,X,3,-1e-06,-0.0001002600941862569,10024.40878293354,-160.7800913297892,-24.77066363169719,-4.135353141818193e-14
S6_X_MINUS,6,X,4,-1e-06,-9.996465275832906e-05,9994.757117766996,-158.1888757745409,-38.7033450387001,-1.629750645468923e-14
S6_X_MINUS,6,X,5,-1e-06,-9.994757117766999e-05,10008.15947934345,638.6528649259626,127.0994630447232,1.519282274605008e-13
S6_X_MINUS,6,X,6,-1e-06,-0.0001003460987312568,10024.40878293354,635.7683598497994,151.0754068267929,9.391652929500625e-14
S6_X_MINUS,6,X,7,-1e-06,-9.994757117766995e-05,10008.15947934345,638.6528649259625,127.0994630447232,4.872133207358754e-14
S6_X_MINUS,6,X,8,-1e-06,-9.996202337170693e-05,9994.757117766996,644.3800153646508,103.7187206203798,7.373319680925571e-14
S6_Y_PLUS,6,Y,1,1e-06,-9.992093163577594e-05,9980.692560761485,-157.3605498446868,-38.49676662029022,-5.625113434044924e-14
S6_Y_PLUS,6,Y,2,1e-06,-9.980261163649654e-05,9967.547496923977,-160.1865389388402,-24.65605934171208,-1.632113662620108e-14
S6_Y_PLUS,6,Y,3,1e-06,-9.980261163649654e-05,9967.547496923975,-160.1865389388403,-24.65605934171214,-4.119205853135707e-14
S6_Y_PLUS,6,Y,4,1e-06,-9.992093163577592e-05,9980.69256076149,-157.3605498446868,-38.4967666202902,-1.614731566258809e-14
S6_Y_PLUS,6,Y,5,1e-06,-9.957903748400134e-05,9974.120028842732,636.0842873101092,126.4990987029124,1.512466443090059e-13
S6_Y_PLUS,6,Y,6,1e-06,-9.958336443915221e-05,9967.547496923977,632.5784096115759,150.2286449323934,9.347813209233198e-14
S6_Y_PLUS,6,Y,7,1e-06,-9.957903748400128e-05,9974.120028842732,636.0842873101091,126.4990987029124,4.853641690036419e-14
S6_Y_PLUS,6,Y,8,1e-06,-9.974107635571882e-05,9980.692560761487,642.2462374664219,103.2856574393342,7.340118426533767e-14
S6_Y_MINUS,6,Y,1,-1e-06,-9.992507288804529e-05,9981.661053372467,-157.6872541365587,-38.58321916523808,-5.629187183823023e-14
S6_Y_MINUS,6,Y,2,-1e-06,-0.0001000433928873247,9994.806117209984,-160.3769124491186,-24.69489441140385,-1.635327012553655e-14
S6_Y_MINUS,6,Y,3,-1e-06,-0.0001000433928873247,9994.806117209984,-160.3769124491186,-24.69489441140391,-4.125056812217034e-14
S6_Y_MINUS,6,Y,4,-1e-06,-9.992507288804527e-05,9981.661053372467,-157.6872541365587,-38.58321916523806,-1.620387524747681e-14
S6_Y_MINUS,6,Y,5,-1e-06,-9.97013248362071e-05,9988.233585291226,637.0425418389576,126.7415728576856,1.514862327266623e-13
S6_Y_MINUS,6,Y,6,-1e-06,-9.993840875835536e-05,9994.806117209984,633.9020201771823,150.598558155586,9.364515222058801e-14
S6_Y_MINUS,6,Y,7,-1e-06,-9.970132483620706e-05,9988.233585291226,637.0425418389576,126.7415728576856,4.860586082460221e-14
S6_Y_MINUS,6,Y,8,-1e-06,-9.97806968417886e-05,9981.661053372467,642.9506965680067,103.4473246998405,7.351800604256781e-14
S6_Z_PLUS,6,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S6_Z_PLUS,6,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S6_Z_PLUS,6,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S6_Z_PLUS,6,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S6_Z_PLUS,6,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S6_Z_PLUS,6,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S6_Z_PLUS,6,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S6_Z_PLUS,6,Z,8,1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S6_Z_MINUS,6,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S6_Z_MINUS,6,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655796,-1.633720337586881e-14
S6_Z_MINUS,6,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S6_Z_MINUS,6,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S6_Z_MINUS,6,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S6_Z_MINUS,6,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S6_Z_MINUS,6,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S6_Z_MINUS,6,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S7_X_PLUS,7,X,1,1e-06,-9.98813196000449e-05,9970.637772524606,-156.8494643456837,-38.40072753407533,-5.622326338948296e-14
S7_X_PLUS,7,X,2,1e-06,-9.988369949749322e-05,9970.895917428972,-159.6028902787909,-24.5468286744496,-1.631688139845369e-14
S7_X_PLUS,7,X,3,1e-06,-9.958753000085402e-05,9938.127246826096,-159.7749696617406,-24.60117566179944,-4.114066935303406e-14
S7_X_PLUS,7,X,4,1e-06,-9.956721617331779e-05,9936.07570891294,-157.0373075642444,-38.417017255698,-1.617092830741777e-14
S7_X_PLUS,7,X,5,1e-06,-9.94414645116868e-05,9970.766844976788,634.7852135289348,126.2683653362424,1.510485294959808e-13
S7_X_PLUS,7,X,6,1e-06,-9.946183911294943e-05,9954.511582127534,631.1507645429499,149.9344742795654,9.341144894535567e-14
S7_X_PLUS,7,X,7,1e-06,-9.904177642183496e-05,9937.101477869517,633.9803316881882,126.1089554732838,4.856512499102381e-14
S7_X_PLUS,7,X,8,1e-06,-9.944988759567116e-05,9953.356740718773,640.4584606886322,103.0094167308646,7.330176154742171e-14
S7_X_MINUS,7,X,1,-1e-06,-9.996468492377634e-05,9991.715841609352,-158.1983396355618,-38.67925825145298,-5.631974278919651e-14
S7_X_MINUS,7,X,2,-1e-06,-9.996230502632801e-05,9991.457696704989,-160.9605611091679,-24.80412507866633,-1.635752535328394e-14
S7_X_MINUS,7,X,3,-1e-06,-0.0001002584745229672,10024.22636730786,-160.7884817262183,-24.74977809131662,-4.130195730049336e-14
S7_X_MINUS,7,X,4,-1e-06,-0.0001002787883505034,10026.27790522101,-158.0104964170012,-38.66296852983027,-1.618026260264714e-14
S7_X_MINUS,7,X,5,-1e-06,-9.983889780852163e-05,9991.586769157169,638.3416156201322,126.9723062243555,1.516843475396875e-13
S7_X_MINUS,7,X,6,-1e-06,-0.0001000599340845581,10007.84203200643,635.3296652458084,150.8927288084139,9.371183536756433e-14
S7_X_MINUS,7,X,7,-1e-06,-0.0001002385858983734,10025.25213626444,639.1464974608782,127.1317160873142,4.857715273394259e-14
S7_X_MINUS,7,X,8,-1e-06,-0.0001000718856018363,10008.99687341518,644.7384733457964,103.7235654083101,7.361742876048375e-14
S7_Y_PLUS,7,Y,1,1e-06,-9.992093003669258e-05,9979.755027899486,-157.3846366319339,-38.5079580295959,-5.626435349746771e-14
S7_Y_PLUS,7,Y,2,1e-06,-9.990896548426343e-05,9978.457245827089,-160.1530774918711,-24.64783978363917,-1.633307438162046e-14
S7_Y_PLUS,7,Y,3,1e-06,-9.980319009080626e-05,9967.252790208084,-160.2074244792209,-24.66515090139715,-4.120507366194118e-14
S7_Y_PLUS,7,Y,4,1e-06,-9.990531459821522e-05,9977.566567778465,-157.4009263535567,-38.50950531174279,-1.616489982671101e-14
S7_Y_PLUS,7,Y,5,1e-06,-9.960065396112976e-05,9979.106136863287,636.2114441304769,126.541598373892,1.512999207903805e-13
S7_Y_PLUS,7,Y,6,1e-06,-9.967017153569392e-05,9972.855018017586,632.761087629955,150.2923644666031,9.352692019434101e-14
S7_Y_PLUS,7,Y,7,1e-06,-9.952115105696384e-05,9972.409678993274,636.052034267518,126.5064154394073,4.857556742785632e-14
S7_Y_PLUS,7,Y,8,1e-06,-9.973025587049743e-05,9978.660797838977,642.2413926784917,103.2958099693537,7.343382264212199e-14
S7_Y_MINUS,7,Y,1,-1e-06,-9.992507448712865e-05,9982.59858623447,-157.6631673493115,-38.57202775593241,-5.627865268121174e-14
S7_Y_MINUS,7,Y,2,-1e-06,-9.99370390395578e-05,9983.896368306874,-160.4103738960878,-24.70311396947676,-1.634133237011718e-14
S7_Y_MINUS,7,Y,3,-1e-06,-0.000100042814433015,9995.100823925875,-160.3560269087381,-24.68580285171891,-4.123755299158625e-14
S7_Y_MINUS,7,Y,4,-1e-06,-9.994068992560595e-05,9984.78704635549,-157.6468776276889,-38.57048047378547,-1.618629108335392e-14
S7_Y_MINUS,7,Y,5,-1e-06,-9.967970835907867e-05,9983.247477270672,636.91538501859,126.6990731867059,1.514329562452878e-13
S7_Y_MINUS,7,Y,6,-1e-06,-9.985160166181364e-05,9989.498596116375,633.7193421588034,150.5348386213763,9.359636411857899e-14
S7_Y_MINUS,7,Y,7,-1e-06,-9.975921126324451e-05,9989.943935140684,637.0747948815485,126.7342561211906,4.856671029711008e-14
S7_Y_MINUS,7,Y,8,-1e-06,-9.979151732700999e-05,9983.692816294981,642.955541355937,103.4371721698211,7.348536766578353e-14
S7_Z_PLUS,7,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S7_Z_PLUS,7,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S7_Z_PLUS,7,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S7_Z_PLUS,7,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S7_Z_PLUS,7,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S7_Z_PLUS,7,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S7_Z_PLUS,7,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S7_Z_PLUS,7,Z,8,1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S7_Z_MINUS,7,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S7_Z_MINUS,7,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655797,-1.633720337586881e-14
S7_Z_MINUS,7,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S7_Z_MINUS,7,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S7_Z_MINUS,7,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S7_Z_MINUS,7,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S7_Z_MINUS,7,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S7_Z_MINUS,7,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S8_X_PLUS,8,X,1,1e-06,-9.956549843467415e-05,9936.019958227547,-157.0283694802429,-38.43796636778822,-5.608402679178081e-14
S8_X_PLUS,8,X,2,1e-06,-9.988372982643432e-05,9971.075154384449,-159.5922973149067,-24.57116334590662,-1.628717170141112e-14
S8_X_PLUS,8,X,3,1e-06,-9.988372982643431e-05,9971.075154384447,-159.5922973149067,-24.57116334590669,-4.109932152460498e-14
S8_X_PLUS,8,X,4,1e-06,-9.956549843467415e-05,9936.019958227545,-157.028369480243,-38.4379663677882,-1.613807275892968e-14
S8_X_PLUS,8,X,5,1e-06,-9.933279114253843e-05,9953.547556305999,634.4234082459516,126.2632614415763,1.509139300274089e-13
S8_X_PLUS,8,X,6,1e-06,-9.956747939918638e-05,9971.075154384449,631.4586665469427,150.0613719931972,9.328804050115707e-14
S8_X_PLUS,8,X,7,1e-06,-9.933279114253839e-05,9953.547556305995,634.4234082459512,126.2632614415763,4.841330525595219e-14
S8_X_PLUS,8,X,8,1e-06,-9.915228629799967e-05,9936.019958227545,639.9455070466533,103.006015889125,7.322623194967871e-14
S8_X_MINUS,8,X,1,-1e-06,-0.0001002805060891471,10026.33365590641,-158.0194345010026,-38.64201941774009,-5.645897938689866e-14
S8_X_MINUS,8,X,2,-1e-06,-9.996227469738692e-05,9994.757117766996,-160.9711540730522,-24.77979040720932,-1.638723505032651e-14
S8_X_MINUS,8,X,3,-1e-06,-9.996227469738692e-05,9994.757117766996,-160.9711540730523,-24.77979040720938,-4.134330512892245e-14
S8_X_MINUS,8,X,4,-1e-06,-0.0001002805060891471,10026.3336559064,-158.0194345010026,-38.64201941774007,-1.621311815113526e-14
S8_X_MINUS,8,X,5,-1e-06,-9.994757117766999e-05,10008.80605782796,638.7034209031156,126.9774101190217,1.518189470082594e-13
S8_X_MINUS,8,X,6,-1e-06,-9.99542937983212e-05,9994.757117766996,635.0217632418157,150.7658310947821,9.383524381176295e-14
S8_X_MINUS,8,X,7,-1e-06,-9.994757117766995e-05,10008.80605782796,638.7034209031153,126.9774101190217,4.872897246901422e-14
S8_X_MINUS,8,X,8,-1e-06,-0.0001003694868995078,10026.33365590641,645.2514269877753,103.7269662500497,7.36929583582268e-14
S8_Y_PLUS,8,Y,1,1e-06,-9.990522920200551e-05,9977.224486837806,-157.4218754656468,-38.51774223248836,-5.62514488360301e-14
S8_Y_PLUS,8,Y,2,1e-06,-9.990897631608681e-05,9977.516709947573,-160.1774121633281,-24.65670519923865,-1.63247443923525e-14
S8_Y_PLUS,8,Y,3,1e-06,-9.990897631608679e-05,9977.516709947573,-160.1774121633281,-24.65670519923871,-4.119781139142237e-14
S8_Y_PLUS,8,Y,4,1e-06,-9.990522920200548e-05,9977.224486837806,-157.4218754656468,-38.51774223248834,-1.615593161123644e-14
S8_Y_PLUS,8,Y,5,1e-06,-9.957903748400134e-05,9977.370598392688,636.2063402358106,126.5496546800652,1.512631427896811e-13
S8_Y_PLUS,8,Y,6,1e-06,-9.970221716617922e-05,9977.516709947573,632.8879853435866,150.3327679137365,9.350323126784489e-14
S8_Y_PLUS,8,Y,7,1e-06,-9.957903748400128e-05,9977.370598392688,636.2063402358106,126.5496546800653,4.854536635065238e-14
S8_Y_PLUS,8,Y,8,1e-06,-9.970094470104886e-05,9977.224486837806,642.2379918367519,103.3063494731319,7.340931984326809e-14
S8_Y_MINUS,8,Y,1,-1e-06,-9.994077532181572e-05,9985.129127296146,-157.6259285155987,-38.56224355303995,-5.629155734264934e-14
S8_Y_MINUS,8,Y,2,-1e-06,-9.993702820773444e-05,9984.836904186388,-160.3860392246308,-24.69424855387728,-1.634966235938512e-14
S8_Y_MINUS,8,Y,3,-1e-06,-9.993702820773442e-05,9984.836904186384,-160.3860392246308,-24.69424855387734,-4.124481526210503e-14
S8_Y_MINUS,8,Y,4,-1e-06,-9.99407753218157e-05,9985.129127296146,-157.6259285155987,-38.56224355303991,-1.619525929882847e-14
S8_Y_MINUS,8,Y,5,-1e-06,-9.97013248362071e-05,9984.983015741267,636.9204889132561,126.6910168805327,1.51469734245987e-13
S8_Y_MINUS,8,Y,6,-1e-06,-9.981955603132834e-05,9984.836904186386,633.5924444451717,150.4944351742428,9.362005304507509e-14
S8_Y_MINUS,8,Y,7,-1e-06,-9.970132483620706e-05,9984.983015741265,636.9204889132561,126.6910168805327,4.859691137431395e-14
S8_Y_MINUS,8,Y,8,-1e-06,-9.982082849645856e-05,9985.129127296146,642.9589421976766,103.4266326660428,7.35098704646374e-14
S8_Z_PLUS,8,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S8_Z_PLUS,8,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S8_Z_PLUS,8,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S8_Z_PLUS,8,Z,4,1e-06,-9.992300226191059e-05,9981.176807066975,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S8_Z_PLUS,8,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S8_Z_PLUS,8,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S8_Z_PLUS,8,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S8_Z_PLUS,8,Z,8,1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S8_Z_MINUS,8,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S8_Z_MINUS,8,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655796,-1.633720337586881e-14
S8_Z_MINUS,8,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S8_Z_MINUS,8,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S8_Z_MINUS,8,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S8_Z_MINUS,8,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S8_Z_MINUS,8,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S8_Z_MINUS,8,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
