step,input_local_node,input_component,output_local_node,displacement_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S1_X_MINUS,1,X,2,-1e-06,-9.984107546196856e-05,9965.002882191044,-160.1438393505764,-24.64800051771555,-1.629348258637436e-14
S1_X_MINUS,1,X,3,-1e-06,-9.989553976845914e-05,9976.237308208469,-160.1080420270073,-24.64107922662603,-4.117766290479666e-14
S1_X_MINUS,1,X,4,-1e-06,-9.983586712181753e-05,9964.506445741843,-157.3912532917499,-38.50051011386106,-1.613036478755133e-14
S1_X_MINUS,1,X,5,-1e-06,-9.955507283523355e-05,9986.482009808507,636.0768201481551,126.4973601432328,1.511088174516717e-13
S1_X_MINUS,1,X,6,-1e-06,-9.963385493473286e-05,9970.620095199756,632.575241110461,150.2502493980537,9.346318368139365e-14
S1_X_MINUS,1,X,7,-1e-06,-9.950973141426737e-05,9970.371876975156,635.8889769295943,126.4810704216102,4.852289916262642e-14
S1_X_MINUS,1,X,8,-1e-06,-9.967471994252515e-05,9986.233791583905,642.1029345068345,103.2644645446114,7.327211885639382e-14
S1_Y_PLUS,1,Y,1,1e-06,-9.990285345886229e-05,9979.843187746479,-157.5758365719423,-38.55141423993349,-5.626999661004361e-14
S1_Y_PLUS,1,Y,2,1e-06,-9.995226199188582e-05,9984.870893764539,-160.3092020528218,-24.68069562363702,-1.634218703417725e-14
S1_Y_PLUS,1,Y,3,1e-06,-9.993281034843913e-05,9983.14254466774,-160.3161233439114,-24.68307399757104,-4.122868379825857e-14
S1_Y_PLUS,1,Y,4,1e-06,-9.992733412620611e-05,9982.508069728736,-157.5633847695258,-38.55027852068113,-1.618334697413528e-14
S1_Y_PLUS,1,Y,5,1e-06,-9.965711025848797e-05,9982.357040755509,636.6863902115997,126.6508233613203,1.514029799443301e-13
S1_Y_PLUS,1,Y,6,1e-06,-9.979942123274766e-05,9984.00671921614,633.403567040315,150.4568278164636,9.358201090535049e-14
S1_Y_PLUS,1,Y,7,1e-06,-9.966612922787264e-05,9982.825307198238,636.702679933222,126.6523706434672,4.857828845435519e-14
S1_Y_PLUS,1,Y,8,1e-06,-9.976937327364825e-05,9981.175628737608,642.7004935421903,103.3887417298631,7.347964940726237e-14
S1_Y_MINUS,1,Y,1,-1e-06,-9.994315106495894e-05,9982.510426387476,-157.4719674093032,-38.52857154559482,-5.627300956863583e-14
S1_Y_MINUS,1,Y,2,-1e-06,-9.989374253193541e-05,9977.482720369424,-160.254249335137,-24.67025812947892,-1.633221971756039e-14
S1_Y_MINUS,1,Y,3,-1e-06,-9.99131941753821e-05,9979.211069466219,-160.2473280440474,-24.66787975554502,-4.121394285526883e-14
S1_Y_MINUS,1,Y,4,-1e-06,-9.991867039761508e-05,9979.84554440522,-157.4844192117197,-38.52970726484713,-1.616784393592963e-14
S1_Y_MINUS,1,Y,5,-1e-06,-9.962325206172047e-05,9979.99657337845,636.4404389374673,126.5898481992776,1.513298970913381e-13
S1_Y_MINUS,1,Y,6,-1e-06,-9.972235196475991e-05,9978.34689491782,633.0768627484432,150.3703752715157,9.35412734075695e-14
S1_Y_MINUS,1,Y,7,-1e-06,-9.96142330923357e-05,9979.528306935719,636.4241492158444,126.5883009171307,4.856398927061117e-14
S1_Y_MINUS,1,Y,8,-1e-06,-9.975239992385917e-05,9981.177985396349,642.4964404922384,103.3442404093116,7.343954090064312e-14
S1_Z_PLUS,1,Z,1,1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S1_Z_PLUS,1,Z,2,1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655797,-1.633720337586881e-14
S1_Z_PLUS,1,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S1_Z_PLUS,1,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S1_Z_PLUS,1,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S1_Z_PLUS,1,Z,6,1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S1_Z_PLUS,1,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S1_Z_PLUS,1,Z,8,1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S1_Z_MINUS,1,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S1_Z_MINUS,1,Z,2,-1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S1_Z_MINUS,1,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S1_Z_MINUS,1,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S1_Z_MINUS,1,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S1_Z_MINUS,1,Z,6,-1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S1_Z_MINUS,1,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S1_Z_MINUS,1,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S2_X_PLUS,2,X,1,1e-06,-0.0001000098899694382,9997.533230997105,-157.6617883340258,-38.56746925160657,-5.631522387883418e-14
S2_X_PLUS,2,X,2,1e-06,-9.954085091435998e-05,9955.920958437251,-160.612775319575,-24.75593666308054,-1.634794812545399e-14
S2_X_PLUS,2,X,3,1e-06,-0.0001000051623671023,9997.087664859613,-160.4243732766967,-24.69082021447543,-4.125302290353329e-14
S2_X_PLUS,2,X,4,1e-06,-9.995212768973978e-05,9986.492564175405,-157.697585657595,-38.57439054269614,-1.619641190156193e-14
S2_X_PLUS,2,X,5,1e-06,-9.972528948497488e-05,9976.727094717178,637.0701706067724,126.6946369950576,1.514908169201209e-13
S2_X_PLUS,2,X,6,1e-06,-9.984374191870631e-05,9976.504311648432,633.7385805301889,150.5087882991288,9.36335080992239e-14
S2_X_PLUS,2,X,7,1e-06,-9.977063090594096e-05,9991.790114517509,637.2422499897218,126.7489839824073,4.859146083989831e-14
S2_X_PLUS,2,X,8,1e-06,-9.989299511912523e-05,9992.012897586255,643.2878953962871,103.4708046002387,7.350962682841045e-14
S2_X_MINUS,2,X,1,-1e-06,-9.983611455438303e-05,9964.82038313685,-157.3860156472197,-38.51251653392174,-5.622778229984527e-14
S2_X_MINUS,2,X,2,-1e-06,-0.0001003051536094613,10006.43265569671,-159.9506760683838,-24.59501709003539,-1.632645862628365e-14
S2_X_MINUS,2,X,3,-1e-06,-9.984084215671896e-05,9965.265949274341,-160.1390781112622,-24.66013353864063,-4.118960374999413e-14
S2_X_MINUS,2,X,4,-1e-06,-9.989387683408139e-05,9975.861049958548,-157.3502183236506,-38.50559524283213,-1.6154779008503e-14
S2_X_MINUS,2,X,5,-1e-06,-9.955507283523355e-05,9985.626519416779,636.0566585422946,126.5460345655404,1.512420601155475e-13
S2_X_MINUS,2,X,6,-1e-06,-9.967803127880125e-05,9985.849302485525,632.7418492585693,150.3184147888505,9.348977621369612e-14
S2_X_MINUS,2,X,7,-1e-06,-9.950973141426735e-05,9970.563499616444,635.8845791593446,126.4916875781906,4.855081688506807e-14
S2_X_MINUS,2,X,8,-1e-06,-9.962877807838223e-05,9970.3407165477,641.9090386381415,103.262177538936,7.340956347949505e-14
S2_Y_PLUS,2,Y,1,1e-06,-9.992732182526423e-05,9983.95340906212,-157.5513783494652,-38.54521163984321,-5.627648674764816e-14
S2_Y_PLUS,2,Y,2,1e-06,-9.978651889814072e-05,9972.158991185972,-160.362185480502,-24.69871375059187,-1.634015003633789e-14
S2_Y_PLUS,2,Y,3,1e-06,-9.995234531564081e-05,9986.326351832053,-160.2970690318968,-24.67576362063066,-4.122815106485952e-14
S2_Y_PLUS,2,Y,4,1e-06,-9.992445021276911e-05,9981.250966708687,-157.5582996405548,-38.54759001377714,-1.618149164390047e-14
S2_Y_PLUS,2,Y,5,1e-06,-9.965711025848797e-05,9978.056200124047,636.6377157892921,126.6306617554598,1.513950156602964e-13
S2_Y_PLUS,2,Y,6,1e-06,-9.978602048528061e-05,9979.242671509011,633.3354016495183,150.4330190788355,9.357770890612774e-14
S2_Y_PLUS,2,Y,7,1e-06,-9.966612922787264e-05,9983.788659270369,636.6920627766416,126.6479728732178,4.857526785673155e-14
S2_Y_PLUS,2,Y,8,1e-06,-9.977389815232054e-05,9982.602187885404,642.7027805478657,103.3852627469067,7.347205413746904e-14
S2_Y_MINUS,2,Y,1,-1e-06,-9.991868269855702e-05,9978.400205071834,-157.4964256317803,-38.53477414568511,-5.626651943103129e-14
S2_Y_MINUS,2,Y,2,-1e-06,-0.0001000594856256805,9990.194622947991,-160.2012659074568,-24.65224000252406,-1.633425671539974e-14
S2_Y_MINUS,2,Y,3,-1e-06,-9.989365920818042e-05,9976.027262301908,-160.2663823560621,-24.67519013248539,-4.121447558866788e-14
S2_Y_MINUS,2,Y,4,-1e-06,-9.992155431105208e-05,9981.102647425269,-157.4895043406908,-38.53239577175113,-1.616969926616444e-14
S2_Y_MINUS,2,Y,5,-1e-06,-9.962325206172047e-05,9984.297414009912,636.4891133597747,126.6100098051381,1.513378613753718e-13
S2_Y_MINUS,2,Y,6,-1e-06,-9.973575271222696e-05,9983.11094262495,633.14502813924,150.3941840091438,9.354557540679225e-14
S2_Y_MINUS,2,Y,7,-1e-06,-9.96142330923357e-05,9978.564954863588,636.434766372425,126.5926986873802,4.856700986823483e-14
S2_Y_MINUS,2,Y,8,-1e-06,-9.974787504518688e-05,9979.751426248551,642.4941534865629,103.347719392268,7.344713617043643e-14
S2_Z_PLUS,2,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S2_Z_PLUS,2,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S2_Z_PLUS,2,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S2_Z_PLUS,2,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503246e-14
S2_Z_PLUS,2,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S2_Z_PLUS,2,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943791,150.4136015439897,9.356164215646002e-14
S2_Z_PLUS,2,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S2_Z_PLUS,2,Z,8,1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S2_Z_MINUS,2,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S2_Z_MINUS,2,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655797,-1.633720337586881e-14
S2_Z_MINUS,2,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S2_Z_MINUS,2,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S2_Z_MINUS,2,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745333,126.620335780299,1.513664385178341e-13
S2_Z_MINUS,2,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943791,150.4136015439897,9.356164215646e-14
S2_Z_MINUS,2,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S2_Z_MINUS,2,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S3_X_PLUS,3,X,1,1e-06,-9.995212768973981e-05,9986.492564175409,-157.6975856575949,-38.57439054269616,-5.631515351130679e-14
S3_X_PLUS,3,X,2,1e-06,-0.0001000051623671023,9997.087664859619,-160.4243732766967,-24.69082021447536,-1.636891295263839e-14
S3_X_PLUS,3,X,3,1e-06,-9.954085091435998e-05,9955.920958437249,-160.6127753195751,-24.75593666308061,-4.126405659314299e-14
S3_X_PLUS,3,X,4,1e-06,-0.0001000098899694382,9997.533230997105,-157.6617883340258,-38.56746925160655,-1.621252454104813e-14
S3_X_PLUS,3,X,5,1e-06,-9.9770630905941e-05,9991.790114517513,637.2422499897219,126.7489839824073,1.515909054277981e-13
S3_X_PLUS,3,X,6,1e-06,-9.984374191870631e-05,9976.504311648434,633.7385805301889,150.5087882991288,9.369386024787825e-14
S3_X_PLUS,3,X,7,1e-06,-9.972528948497483e-05,9976.727094717178,637.0701706067721,126.6946369950576,4.865178283621284e-14
S3_X_PLUS,3,X,8,1e-06,-9.989299511912522e-05,9992.012897586257,643.2878953962871,103.4708046002387,7.35815869561115e-14
S3_X_MINUS,3,X,1,-1e-06,-9.989387683408142e-05,9975.861049958548,-157.3502183236506,-38.50559524283216,-5.622785266737269e-14
S3_X_MINUS,3,X,2,-1e-06,-9.984084215671899e-05,9965.265949274344,-160.1390781112622,-24.66013353864057,-1.630549379909925e-14
S3_X_MINUS,3,X,3,-1e-06,-0.0001003051536094613,10006.43265569671,-159.9506760683839,-24.59501709003545,-4.117857006038445e-14
S3_X_MINUS,3,X,4,-1e-06,-9.9836114554383e-05,9964.820383136848,-157.3860156472198,-38.51251653392171,-1.613866636901681e-14
S3_X_MINUS,3,X,5,-1e-06,-9.950973141426739e-05,9970.563499616446,635.8845791593451,126.4916875781906,1.511419716078702e-13
S3_X_MINUS,3,X,6,-1e-06,-9.967803127880125e-05,9985.849302485527,632.7418492585695,150.3184147888505,9.34294240650418e-14
S3_X_MINUS,3,X,7,-1e-06,-9.955507283523351e-05,9985.626519416779,636.0566585422944,126.5460345655404,4.849049488875355e-14
S3_X_MINUS,3,X,8,-1e-06,-9.962877807838222e-05,9970.340716547698,641.9090386381415,103.262177538936,7.333760335179402e-14
S3_Y_PLUS,3,Y,1,1e-06,-9.992445021276914e-05,9981.250966708685,-157.5582996405547,-38.54759001377716,-5.62788735608346e-14
S3_Y_PLUS,3,Y,2,1e-06,-9.995234531564081e-05,9986.326351832053,-160.2970690318968,-24.6757636206306,-1.634404111396463e-14
S3_Y_PLUS,3,Y,3,1e-06,-9.978651889814072e-05,9972.158991185968,-160.362185480502,-24.69871375059193,-4.122809222379164e-14
S3_Y_PLUS,3,Y,4,1e-06,-9.99273218252642e-05,9983.95340906212,-157.5513783494652,-38.54521163984318,-1.618588569799894e-14
S3_Y_PLUS,3,Y,5,1e-06,-9.96661292278727e-05,9983.788659270369,636.6920627766418,126.6479728732177,1.514127338877002e-13
S3_Y_PLUS,3,Y,6,1e-06,-9.978602048528061e-05,9979.242671509011,633.3354016495182,150.4330190788356,9.359089695186663e-14
S3_Y_PLUS,3,Y,7,1e-06,-9.965711025848791e-05,9978.056200124043,636.6377157892919,126.6306617554598,4.858737852730571e-14
S3_Y_PLUS,3,Y,8,1e-06,-9.977389815232054e-05,9982.602187885403,642.7027805478657,103.3852627469066,7.348309708929407e-14
S3_Y_MINUS,3,Y,1,-1e-06,-9.99215543110521e-05,9981.10264742527,-157.4895043406907,-38.53239577175115,-5.626413261784487e-14
S3_Y_MINUS,3,Y,2,-1e-06,-9.989365920818042e-05,9976.02726230191,-160.266382356062,-24.67519013248533,-1.633036563777299e-14
S3_Y_MINUS,3,Y,3,-1e-06,-0.0001000594856256805,9990.194622947989,-160.2012659074569,-24.65224000252412,-4.121453442973578e-14
S3_Y_MINUS,3,Y,4,-1e-06,-9.991868269855699e-05,9978.400205071835,-157.4964256317803,-38.53477414568508,-1.616530521206598e-14
S3_Y_MINUS,3,Y,5,-1e-06,-9.961423309233574e-05,9978.56495486359,636.4347663724251,126.5926986873802,1.513201431479681e-13
S3_Y_MINUS,3,Y,6,-1e-06,-9.973575271222696e-05,9983.11094262495,633.1450281392399,150.3941840091438,9.353238736105339e-14
S3_Y_MINUS,3,Y,7,-1e-06,-9.962325206172043e-05,9984.297414009912,636.4891133597747,126.6100098051381,4.855489919766067e-14
S3_Y_MINUS,3,Y,8,-1e-06,-9.974787504518688e-05,9979.751426248553,642.4941534865629,103.347719392268,7.343609321861143e-14
S3_Z_PLUS,3,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S3_Z_PLUS,3,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S3_Z_PLUS,3,Z,3,1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939795,-24.67547687655803,-4.12213133267637e-14
S3_Z_PLUS,3,Z,4,1e-06,-9.992300226191059e-05,9981.176807066975,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S3_Z_PLUS,3,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S3_Z_PLUS,3,Z,6,1e-06,-9.976088659875378e-05,9981.176807066979,633.2402148943792,150.4136015439897,9.356164215646002e-14
S3_Z_PLUS,3,Z,7,1e-06,-9.964018116010417e-05,9981.176807066977,636.5634145745332,126.620335780299,4.85711388624832e-14
S3_Z_PLUS,3,Z,8,1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S3_Z_MINUS,3,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S3_Z_MINUS,3,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655797,-1.633720337586881e-14
S3_Z_MINUS,3,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S3_Z_MINUS,3,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
S3_Z_MINUS,3,Z,5,-1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S3_Z_MINUS,3,Z,6,-1e-06,-9.976088659875378e-05,9981.17680706698,633.2402148943792,150.4136015439897,9.356164215646e-14
S3_Z_MINUS,3,Z,7,-1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.857113886248319e-14
S3_Z_MINUS,3,Z,8,-1e-06,-9.976088659875372e-05,9981.176807066977,642.5984670172144,103.3664910695873,7.345959515395273e-14
S4_X_PLUS,4,X,1,1e-06,-0.0001000101374020037,9997.847168392109,-157.6565506894956,-38.57947567166722,-5.631673375682086e-14
S4_X_PLUS,4,X,2,1e-06,-9.995046475536207e-05,9986.116305925492,-160.4554093609516,-24.70987452648996,-1.635801982239827e-14
S4_X_PLUS,4,X,3,1e-06,-0.0001000049290618527,9997.350731942917,-160.4196120373825,-24.70295323540044,-4.125824241277936e-14
S4_X_PLUS,4,X,4,1e-06,-9.951771053147876e-05,9954.392476707982,-157.8667671430829,-38.59192747408368,-1.628568098370663e-14
S4_X_PLUS,4,X,5,1e-06,-9.9770630905941e-05,9991.9817371588,637.2378522194724,126.7596011389878,1.515703222198054e-13
S4_X_PLUS,4,X,6,1e-06,-9.988791826277473e-05,9991.733518934205,633.9051886782972,150.5769536899256,9.368355315611676e-14
S4_X_PLUS,4,X,7,1e-06,-9.972528948497483e-05,9975.87160432545,637.0500090009116,126.7433114173651,4.857580601009787e-14
S4_X_PLUS,4,X,8,1e-06,-9.984705325498229e-05,9976.119822550045,643.0939995275941,103.4685175945633,7.349711785005552e-14
S4_X_MINUS,4,X,1,-1e-06,-9.983586712181753e-05,9964.506445741843,-157.3912532917499,-38.50051011386109,-5.62262724218586e-14
S4_X_MINUS,4,X,2,-1e-06,-9.989553976845914e-05,9976.23730820847,-160.1080420270072,-24.64107922662597,-1.631638692933936e-14
S4_X_MINUS,4,X,3,-1e-06,-9.984107546196856e-05,9965.002882191042,-160.1438393505764,-24.64800051771562,-4.118438424074804e-14
S4_X_MINUS,4,X,4,-1e-06,-0.0001003282939923424,10007.96113742597,-157.1810368381626,-38.48805831144459,-1.606550992635828e-14
S4_X_MINUS,4,X,5,-1e-06,-9.950973141426739e-05,9970.371876975158,635.8889769295944,126.4810704216101,1.511625548158628e-13
S4_X_MINUS,4,X,6,-1e-06,-9.963385493473286e-05,9970.620095199756,632.575241110461,150.2502493980537,9.343973115680325e-14
S4_X_MINUS,4,X,7,-1e-06,-9.955507283523351e-05,9986.482009808506,636.0768201481549,126.4973601432328,4.856647171486852e-14
S4_X_MINUS,4,X,8,-1e-06,-9.967471994252515e-05,9986.233791583905,642.1029345068346,103.2644645446114,7.342207245784996e-14
S4_Y_PLUS,4,Y,1,1e-06,-9.992733412620613e-05,9982.508069728736,-157.5633847695258,-38.55027852068116,-5.627925460844256e-14
S4_Y_PLUS,4,Y,2,1e-06,-9.993281034843913e-05,9983.142544667742,-160.3161233439114,-24.68307399757097,-1.634309956473683e-14
S4_Y_PLUS,4,Y,3,1e-06,-9.995226199188582e-05,9984.870893764537,-160.3092020528219,-24.68069562363708,-4.123160356973019e-14
S4_Y_PLUS,4,Y,4,1e-06,-9.990285345886226e-05,9979.843187746479,-157.5758365719423,-38.55141423993347,-1.618933239568055e-14
S4_Y_PLUS,4,Y,5,1e-06,-9.96661292278727e-05,9982.82530719824,636.7026799332223,126.6523706434672,1.514126230078761e-13
S4_Y_PLUS,4,Y,6,1e-06,-9.979942123274766e-05,9984.00671921614,633.403567040315,150.4568278164636,9.358992194890437e-14
S4_Y_PLUS,4,Y,7,1e-06,-9.965711025848791e-05,9982.357040755509,636.6863902115994,126.6508233613203,4.858183449080466e-14
S4_Y_PLUS,4,Y,8,1e-06,-9.976937327364825e-05,9981.175628737608,642.7004935421903,103.3887417298631,7.347925899774876e-14
S4_Y_MINUS,4,Y,1,-1e-06,-9.991867039761511e-05,9979.84554440522,-157.4844192117197,-38.52970726484715,-5.626375157023691e-14
S4_Y_MINUS,4,Y,2,-1e-06,-9.99131941753821e-05,9979.211069466222,-160.2473280440474,-24.66787975554496,-1.63313071870008e-14
S4_Y_MINUS,4,Y,3,-1e-06,-9.989374253193541e-05,9977.482720369422,-160.254249335137,-24.67025812947897,-4.121102308379722e-14
S4_Y_MINUS,4,Y,4,-1e-06,-9.994315106495892e-05,9982.510426387476,-157.4719674093032,-38.52857154559479,-1.616185851438438e-14
S4_Y_MINUS,4,Y,5,-1e-06,-9.961423309233574e-05,9979.528306935721,636.4241492158447,126.5883009171307,1.513202540277922e-13
S4_Y_MINUS,4,Y,6,-1e-06,-9.972235196475991e-05,9978.346894917822,633.0768627484432,150.3703752715157,9.353336236401566e-14
S4_Y_MINUS,4,Y,7,-1e-06,-9.962325206172043e-05,9979.996573378448,636.4404389374671,126.5898481992776,4.856044323416173e-14
S4_Y_MINUS,4,Y,8,-1e-06,-9.975239992385917e-05,9981.177985396349,642.4964404922383,103.3442404093116,7.343993131015674e-14
S4_Z_PLUS,4,Z,1,1e-06,-9.992300226191061e-05,9981.176807066979,-157.5239019906228,-38.53999289276415,-5.627150308933973e-14
S4_Z_PLUS,4,Z,2,1e-06,-9.992300226191061e-05,9981.17680706698,-160.2817256939794,-24.67547687655797,-1.633720337586882e-14
S4_Z_PLUS,4,Z,3,1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S4_Z_PLUS,4,Z,4,1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906228,-38.53999289276413,-1.617559545503246e-14
S4_Z_PLUS,4,Z,5,1e-06,-9.964018116010421e-05,9981.176807066979,636.5634145745335,126.620335780299,1.513664385178341e-13
S4_Z_PLUS,4,Z,6,1e-06,-9.976088659875378e-05,9981.176807066982,633.2402148943792,150.4136015439897,9.356164215646002e-14
S4_Z_PLUS,4,Z,7,1e-06,-9.964018116010417e-05,9981.176807066979,636.5634145745332,126.620335780299,4.85711388624832e-14
S4_Z_PLUS,4,Z,8,1e-06,-9.976088659875372e-05,9981.176807066979,642.5984670172144,103.3664910695873,7.345959515395276e-14
S4_Z_MINUS,4,Z,1,-1e-06,-9.992300226191061e-05,9981.176807066977,-157.5239019906227,-38.53999289276415,-5.627150308933973e-14
S4_Z_MINUS,4,Z,2,-1e-06,-9.992300226191061e-05,9981.176807066979,-160.2817256939794,-24.67547687655796,-1.633720337586881e-14
S4_Z_MINUS,4,Z,3,-1e-06,-9.992300226191061e-05,9981.176807066982,-160.2817256939794,-24.67547687655803,-4.12213133267637e-14
S4_Z_MINUS,4,Z,4,-1e-06,-9.992300226191059e-05,9981.176807066977,-157.5239019906227,-38.53999289276413,-1.617559545503245e-14
