step,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
BASE,1,360,-1.439613136e-28,-1.464113136e-28,-1.464990572e-28,-135,143961313.6,146411313.6,146499057.2
BASE,2,410,0.00012,-2e-05,3e-05,-61.66666666666666,-145960370.8,148090572,146810370.8
BASE,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666666,-144244343.2,-146811313.6,147183972.4
BASE,4,385,-4e-05,0.00011,2e-05,-95,145643400.4,-148490572,146906599.6
BASE,5,470,3e-05,-5e-05,0.00014,41.66666666666666,144269798.8,146788686.4,-147197171.6
BASE,6,430,0.0001,4e-05,0.0001,25,-145670741.6,148509428,-146912256.4
BASE,7,515,0.00023,0.00016,0.00018,145,-143924544.4,-146388686.4,-146482086.8
BASE,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333334,145925487.2,-148109428,-146808485.2
D00_PLUS,1,360.001,-1.499999999874626e-34,-1.499999999874626e-34,-1.499999999874626e-34,-134.9986666666667,143961463.6,146411463.6,146499207.2
D00_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666666,-145960520.8,148090722,146810520.8
D00_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66633333333334,-144244493.2,-146811463.6,147184122.4
D00_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000001,145643550.4,-148490722,146906749.6
D00_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666666,144269948.8,146788836.4,-147197321.6
D00_PLUS,6,430,0.0001,4e-05,0.0001,24.99966666666668,-145670891.6,148509578,-146912406.4
D00_PLUS,7,515,0.00023,0.00016,0.00018,144.9996666666667,-143924694.4,-146388836.4,-146482236.8
D00_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33300000000001,145925637.2,-148109578,-146808635.2
D00_MINUS,1,359.999,2.999999999929059e-34,2.999999999929059e-34,2.999999999929059e-34,-135.0013333333333,143961163.6,146411163.6,146498907.2
D00_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666668,-145960220.8,148090422,146810220.8
D00_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66699999999999,-144244193.2,-146811163.6,147183822.4
D00_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99999999999999,145643250.4,-148490422,146906449.6
D00_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666666,144269648.8,146788536.4,-147197021.6
D00_MINUS,6,430,0.0001,4e-05,0.0001,25.00033333333334,-145670591.6,148509278,-146912106.4
D00_MINUS,7,515,0.00023,0.00016,0.00018,145.0003333333333,-143924394.4,-146388536.4,-146481936.8
D00_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33366666666665,145925337.2,-148109278,-146808335.2
D01_PLUS,1,360,-2.999999999929058e-34,-2.999999999929058e-34,-2.999999999929058e-34,-135,143961463.6,146411463.6,146499207.2
D01_PLUS,2,410.001,0.00012,-2e-05,3e-05,-61.66533333333337,-145960520.8,148090722,146810520.8
D01_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666666,-144244493.2,-146811463.6,147184122.4
D01_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00033333333332,145643550.4,-148490722,146906749.6
D01_PLUS,5,470,3e-05,-5e-05,0.00014,41.66633333333333,144269948.8,146788836.4,-147197321.6
D01_PLUS,6,430,0.0001,4e-05,0.0001,25.00000000000001,-145670891.6,148509578,-146912406.4
D01_PLUS,7,515,0.00023,0.00016,0.00018,144.9996666666667,-143924694.4,-146388836.4,-146482236.8
D01_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33300000000001,145925637.2,-148109578,-146808635.2
D01_MINUS,1,360,2.999999999929058e-34,2.999999999929058e-34,2.999999999929058e-34,-135,143961163.6,146411163.6,146498907.2
D01_MINUS,2,409.999,0.00012,-2e-05,3e-05,-61.66799999999997,-145960220.8,148090422,146810220.8
D01_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666666,-144244193.2,-146811163.6,147183822.4
D01_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99966666666667,145643250.4,-148490422,146906449.6
D01_MINUS,5,470,3e-05,-5e-05,0.00014,41.66699999999999,144269648.8,146788536.4,-147197021.6
D01_MINUS,6,430,0.0001,4e-05,0.0001,25.00000000000001,-145670591.6,148509278,-146912106.4
D01_MINUS,7,515,0.00023,0.00016,0.00018,145.0003333333333,-143924394.4,-146388536.4,-146481936.8
D01_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33366666666667,145925337.2,-148109278,-146808335.2
D02_PLUS,1,360,-2.999999999929058e-34,-2.999999999929058e-34,-2.999999999929058e-34,-135.0003333333333,143961463.6,146411463.6,146499207.2
D02_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666666,-145960520.8,148090722,146810520.8
D02_PLUS,3,445.001,0.00017,9.000000000000001e-05,-4e-05,21.66799999999997,-144244493.2,-146811463.6,147184122.4
D02_PLUS,4,385,-4e-05,0.00011,2e-05,-94.99999999999999,145643550.4,-148490722,146906749.6
D02_PLUS,5,470,3e-05,-5e-05,0.00014,41.66633333333334,144269948.8,146788836.4,-147197321.6
D02_PLUS,6,430,0.0001,4e-05,0.0001,24.99966666666669,-145670891.6,148509578,-146912406.4
D02_PLUS,7,515,0.00023,0.00016,0.00018,145,-143924694.4,-146388836.4,-146482236.8
D02_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33300000000001,145925637.2,-148109578,-146808635.2
D02_MINUS,1,360,2.999999999929058e-34,2.999999999929058e-34,2.999999999929058e-34,-134.9996666666667,143961163.6,146411163.6,146498907.2
D02_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666668,-145960220.8,148090422,146810220.8
D02_MINUS,3,444.999,0.00017,9.000000000000001e-05,-4e-05,21.66533333333336,-144244193.2,-146811163.6,147183822.4
D02_MINUS,4,385,-4e-05,0.00011,2e-05,-95,145643250.4,-148490422,146906449.6
D02_MINUS,5,470,3e-05,-5e-05,0.00014,41.66699999999999,144269648.8,146788536.4,-147197021.6
D02_MINUS,6,430,0.0001,4e-05,0.0001,25.00033333333333,-145670591.6,148509278,-146912106.4
D02_MINUS,7,515,0.00023,0.00016,0.00018,145,-143924394.4,-146388536.4,-146481936.8
D02_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33366666666667,145925337.2,-148109278,-146808335.2
D03_PLUS,1,360,-2.999999999929058e-34,-2.999999999929058e-34,-2.999999999929058e-34,-135,143961463.6,146411463.6,146499207.2
D03_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66699999999999,-145960520.8,148090722,146810520.8
D03_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666666,-144244493.2,-146811463.6,147184122.4
D03_PLUS,4,385.001,-4e-05,0.00011,2e-05,-94.99866666666669,145643550.4,-148490722,146906749.6
D03_PLUS,5,470,3e-05,-5e-05,0.00014,41.66633333333333,144269948.8,146788836.4,-147197321.6
D03_PLUS,6,430,0.0001,4e-05,0.0001,24.99966666666668,-145670891.6,148509578,-146912406.4
D03_PLUS,7,515,0.00023,0.00016,0.00018,144.9996666666667,-143924694.4,-146388836.4,-146482236.8
D03_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333334,145925637.2,-148109578,-146808635.2
D03_MINUS,1,360,2.999999999929058e-34,2.999999999929058e-34,2.999999999929058e-34,-135,143961163.6,146411163.6,146498907.2
D03_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66633333333335,-145960220.8,148090422,146810220.8
D03_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666666,-144244193.2,-146811163.6,147183822.4
D03_MINUS,4,384.999,-4e-05,0.00011,2e-05,-95.00133333333331,145643250.4,-148490422,146906449.6
D03_MINUS,5,470,3e-05,-5e-05,0.00014,41.66699999999999,144269648.8,146788536.4,-147197021.6
D03_MINUS,6,430,0.0001,4e-05,0.0001,25.00033333333333,-145670591.6,148509278,-146912106.4
D03_MINUS,7,515,0.00023,0.00016,0.00018,145.0003333333333,-143924394.4,-146388536.4,-146481936.8
D03_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333332,145925337.2,-148109278,-146808335.2
D04_PLUS,1,360,-2.999999999929058e-34,-2.999999999929058e-34,-2.999999999929058e-34,-135,143961463.6,146411463.6,146499207.2
D04_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66699999999999,-145960520.8,148090722,146810520.8
D04_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66633333333334,-144244493.2,-146811463.6,147184122.4
D04_PLUS,4,385,-4e-05,0.00011,2e-05,-95.0003333333333,145643550.4,-148490722,146906749.6
D04_PLUS,5,470.001,3e-05,-5e-05,0.00014,41.66799999999996,144269948.8,146788836.4,-147197321.6
D04_PLUS,6,430,0.0001,4e-05,0.0001,25.00000000000001,-145670891.6,148509578,-146912406.4
D04_PLUS,7,515,0.00023,0.00016,0.00018,144.9996666666667,-143924694.4,-146388836.4,-146482236.8
D04_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333334,145925637.2,-148109578,-146808635.2
D04_MINUS,1,360,2.999999999929058e-34,2.999999999929058e-34,2.999999999929058e-34,-135,143961163.6,146411163.6,146498907.2
D04_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66633333333335,-145960220.8,148090422,146810220.8
D04_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66699999999999,-144244193.2,-146811163.6,147183822.4
D04_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99966666666668,145643250.4,-148490422,146906449.6
D04_MINUS,5,469.999,3e-05,-5e-05,0.00014,41.66533333333336,144269648.8,146788536.4,-147197021.6
D04_MINUS,6,430,0.0001,4e-05,0.0001,25,-145670591.6,148509278,-146912106.4
D04_MINUS,7,515,0.00023,0.00016,0.00018,145.0003333333333,-143924394.4,-146388536.4,-146481936.8
D04_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333334,145925337.2,-148109278,-146808335.2
D05_PLUS,1,360,-2.999999999929058e-34,-2.999999999929058e-34,-2.999999999929058e-34,-135.0003333333333,143961463.6,146411463.6,146499207.2
D05_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666666,-145960520.8,148090722,146810520.8
