step,id,x,y,z,normal_x,normal_y,normal_z,tangential_x,tangential_y,tangential_z,gap,pressure
1,12,1,0.1000000014901161,0.1000000014901161,160.0000000000002,0,0,-2.811127713994925,-62.46950475544249,-49.97560380435405,-0.009999999999999997,1000.000000000001
1,15,1,0.8999999761581421,0.1000000014901161,160.0000000000001,0,0,0.3123475237772051,-62.46950475544237,-49.97560380435414,-0.009999999999999997,1000.000000000001
1,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,-0.3123475237772028,-62.46950475544244,-49.97560380435445,-0.01000000000000006,1000.000000000004
1,19,1,0.8999999761581421,0.8999999761581421,160.0000000000005,0,0,2.811127713994932,-62.46950475544231,-49.9756038043545,-0.01000000000000003,1000.000000000003
2,12,1,0.1000000014901161,0.1000000014901161,160.0000000000004,0,0,-2.578935036011778,-74.80880257133377,-28.348598869137,-0.01000000000000001,1000.000000000002
2,15,1,0.8999999761581421,0.1000000014901161,160.0000000000002,0,0,1.161505092554926,-74.8088025713337,-28.34859886913696,-0.01000000000000001,1000.000000000001
2,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,-1.161505092554922,-74.80880257133393,-28.34859886913711,-0.01000000000000007,1000.000000000004
2,19,1,0.8999999761581421,0.8999999761581421,160.0000000000003,0,0,2.578935036011784,-74.80880257133371,-28.348598869137,-0.009999999999999997,1000.000000000002
3,12,1,0.1000000014901161,0.1000000014901161,160.0000000000007,0,0,2.728764160962615,39.69111506854694,69.45945136995698,-0.01000000000000001,999.9999999999997
3,15,1,0.8999999761581421,0.1000000014901161,160.0000000000006,0,0,0.7442084075352529,39.69111506854694,69.45945136995695,-0.01000000000000001,1000.000000000001
3,16,1,0.1000000014901161,0.8999999761581421,160.0000000000014,0,0,-0.7442084075352582,39.69111506854714,69.45945136995734,-0.01000000000000007,1000.000000000005
3,19,1,0.8999999761581421,0.8999999761581421,160.0000000000009,0,0,-2.728764160962615,39.69111506854701,69.45945136995708,-0.01000000000000001,1000.000000000002
4,12,1,0.1000000014901161,0.1000000014901161,160.0000000000004,0,0,0.5547001962252261,66.56402354702763,-44.37601569801848,-0.01000000000000001,1000.000000000002
4,15,1,0.8999999761581421,0.1000000014901161,160.0000000000004,0,0,-2.773500981126167,66.56402354702763,-44.37601569801853,-0.009999999999999997,1000.000000000003
4,16,1,0.1000000014901161,0.8999999761581421,160.0000000000007,0,0,2.773500981126169,66.56402354702779,-44.37601569801858,-0.01000000000000006,1000.000000000004
4,19,1,0.8999999761581421,0.8999999761581421,160.0000000000006,0,0,-0.5547001962252369,66.56402354702772,-44.37601569801857,-0.01000000000000003,1000.000000000004
