element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,e11,e22,e33,e12,e13,e23,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa
1,1,0.5,0.5,0.5,433.75,-130,-130,-270,0.0001775,0.000115,0.00013,4.250000000000002e-05,7.500000000000013e-06,1.000000000000001e-05,-579800000.0000001,-589800000,-587400000,3400000.000000002,600000.000000001,800000.0000000005
