time,node,temperature,ur,uz,rf_r,rf_z,reaction_heat,temperature_active
0.20000000298023224,1,600.0,7.118872831392362e-52,-8.055939716354723e-50,-1.5163873722846007e-14,6.719246833489362e-14,0.0,1
0.20000000298023224,2,600.0,-9.62746073835725e-07,-4.0697076370454465e-42,0.0,-39.01222025168841,0.0,1
0.20000000298023224,3,600.0,-9.627460738357247e-07,2.0000000000000003e-06,0.0,39.01222025168882,0.0,1
0.20000000298023224,4,600.0,-9.502607127446536e-52,2.0000000000000003e-06,-1.4379779479211988e-14,8.132789947416026e-14,0.0,1
0.20000000298023224,5,600.0,-4.813730369178618e-07,-8.139414910594892e-42,0.0,-78.02444050337559,0.0,1
0.20000000298023224,6,600.0,-9.627460738357245e-07,1.000000000000001e-06,0.0,0.0,0.0,1
0.20000000298023224,7,600.0,-4.813730369178631e-07,2.0000000000000003e-06,0.0,78.02444050337554,0.0,1
0.20000000298023224,8,600.0,2.38552507945528e-52,9.99999999999999e-07,2.6783490546990343e-14,0.0,0.0,1
0.4000000059604645,1,600.0,-6.52701601719024e-50,2.6034837657832457e-50,8.059417894521583e-14,-2.5305837985153622e-14,0.0,1
0.4000000059604645,2,600.0,-1.926526667762613e-06,-3.52306398869715e-37,0.0,-76.94109358828314,0.0,1
0.4000000059604645,3,600.0,-1.926526667762613e-06,4.000000000000001e-06,0.0,76.94109358828287,0.0,1
0.4000000059604645,4,600.0,-6.804594610471635e-50,4.000000000000001e-06,8.542819602151099e-14,-6.891192133991885e-14,0.0,1
0.4000000059604645,5,600.0,-9.632633338813065e-07,-7.046127977398454e-37,0.0,-153.8821871765626,0.0,1
0.4000000059604645,6,600.0,-1.926526667762613e-06,2.0000000000000008e-06,0.0,0.0,0.0,1
0.4000000059604645,7,600.0,-9.63263333881307e-07,4.000000000000001e-06,0.0,153.88218717656264,0.0,1
0.4000000059604645,8,600.0,1.4904483218737395e-49,2.0000000000000003e-06,-1.4789344797000145e-13,0.0,0.0,1
0.6000000238418579,1,600.0,-1.725252595610488e-49,-1.259934732306538e-49,1.1752572587965247e-13,9.935746325134472e-14,0.0,1
0.6000000238418579,2,600.0,-2.8906386500807435e-06,-9.729307234493812e-42,0.0,-114.52293783100185,0.0,1
0.6000000238418579,3,600.0,-2.890638650080742e-06,6.000000000000001e-06,0.0,114.52293783100222,0.0,1
0.6000000238418579,4,600.0,-1.6916720015853949e-49,6.000000000000001e-06,1.0989407065043268e-13,8.691831386812617e-15,0.0,1
0.6000000238418579,5,600.0,-1.4453193250403718e-06,-1.945861428156e-41,0.0,-229.04587566199902,0.0,1
0.6000000238418579,6,600.0,-2.8906386500807427e-06,3.000000000000001e-06,0.0,0.0,0.0,1
0.6000000238418579,7,600.0,-1.4453193250403714e-06,6.000000000000001e-06,0.0,229.04587566199896,0.0,1
0.6000000238418579,8,600.0,3.416929053421746e-49,3.0000000000000013e-06,-2.3560463285347086e-13,0.0,0.0,1
0.800000011920929,1,600.0,2.0925519475109647e-49,4.708639624453276e-50,-7.637923879850126e-14,-1.8227227661221484e-14,0.0,1
0.800000011920929,2,600.0,-3.855375025132665e-06,-2.127263508673038e-37,0.0,-151.45091951684094,0.0,1
0.800000011920929,3,600.0,-3.855375025132666e-06,8.000000000000001e-06,0.0,151.45091951684077,0.0,1
0.800000011920929,4,600.0000000000001,1.863292648048577e-49,8.000000000000001e-06,-6.838834558709297e-14,5.184698289524469e-14,0.0,1
0.800000011920929,5,600.0,-1.9276875125663324e-06,-4.254527017349057e-37,0.0,-302.9018390336752,0.0,1
0.800000011920929,6,600.0,-3.855375025132665e-06,4.000000000000001e-06,0.0,0.0,0.0,1
0.800000011920929,7,600.0,-1.927687512566333e-06,8.000000000000001e-06,0.0,302.9018390336751,0.0,1
0.800000011920929,8,600.0,-3.8602347246901725e-49,4.000000000000001e-06,1.5256981427314163e-13,0.0,0.0,1
1.0,1,600.0,3.562453412128582e-51,-1.4445127729919751e-49,-5.183791922007798e-14,5.560009184137071e-15,0.0,1
1.0,2,600.0,-4.821093693368763e-06,-4.693072501492514e-41,0.0,-187.3502461978611,0.0,1
1.0,3,600.0,-4.821093693368763e-06,1e-05,0.0,187.35024619786142,0.0,1
1.0,4,600.0,4.761003701667992e-51,1e-05,-6.618055390842375e-14,9.218187387979515e-14,0.0,1
1.0,5,600.0,-2.410546846684382e-06,-9.3861449457461e-41,0.0,-374.7004923957145,0.0,1
1.0,6,600.0,-4.821093693368763e-06,5e-06,0.0,0.0,0.0,1
1.0,7,600.0,-2.4105468466843814e-06,1e-05,0.0,374.7004923957144,0.0,1
1.0,8,600.0,-8.32136851525421e-51,5.000000000000001e-06,1.1268945110201103e-13,0.0,0.0,1
