element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ivol_m3
1,1,0.5,0.5,0.5,300.3337484426221,-2.669987540976706,0.0002755650941708154,-0.003333314814881305,1.660373527556658e-08,300096.0352762635,300096.0352762592,148995.2976776446,148995.2976776456,2.168404344971009e-09,3.25474122327447e-06,5.130341443751013e-06,5.130341443750986e-06,1.862441220970557e-06,1.86244122097057e-06,2.710505431213761e-20,1
2,1,1.5,0.5,0.5,350.3337484426221,-397.3300124590232,0.0002755650941708154,-0.003333314814881305,5.203764885663986e-08,-300096.0352762295,-300096.035276247,350.3561272301175,350.3561272398753,-2.168404344971009e-09,0.0006047552213996559,0.0006028796211791791,0.000602879621179179,4.379451590376469e-09,4.379451590498442e-09,-2.710505431213761e-20,1
