stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ivol_m3
2,0.2,1,3,0.2117475151359954,0.7880467912579583,0.2111565013155048,600,201976242.3216636,0.0007429271936416626,0.0007428824901580811,5.268101605242813e-09,2.202565578199147e-09,-1.713849043119697e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.000302964363479895,-0.0003029643634798952,6.848532086815658e-20,2.863335251658892e-20,-2.228003756055606e-20,0.0009881211604600706,-0.0004940605802300354,-0.0004940605802300354,7.731883629149345e-20,3.232659886297109e-20,-2.515380748568475e-20,0.0009881211604602924,0.1250505042911787
2,0.2,1,4,0.7902524848640047,0.7880467912579583,0.2111565013155048,600,201976242.3216635,0.0007428526878356934,0.0007428824901580811,5.268101605242821e-09,-1.710985182826999e-09,-4.437644843792073e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798952,-0.0003029643634798952,6.848532086815668e-20,-2.224280737675098e-20,-5.768938296929695e-20,0.0009881211604600706,-0.0004940605802300354,-0.0004940605802300354,7.731883629149356e-20,-2.511177520124429e-20,-6.51303943825766e-20,0.0009881211604602926,0.1250505042911786
2,0.2,1,5,0.2117475151359954,0.2111565013155048,0.7880467912579583,600,201976242.3216634,0.0007427781820297241,0.0007427632808685303,-6.124071506705465e-10,-2.693509560173009e-09,4.896711551770563e-10,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798953,-0.0003029643634798955,-7.961292958717105e-21,-3.501562428224913e-20,6.365725017301732e-21,0.0009881211604600708,-0.0004940605802300354,-0.0004940605802300354,-8.98817292728611e-21,-3.953208201704578e-20,7.186802138767074e-21,0.0009881211604602928,0.1250505042911786
2,0.2,1,6,0.7902524848640047,0.2111565013155048,0.7880467912579583,600,201976242.3216636,0.0007429420948028564,0.0007429271936416626,-6.124071506705199e-10,-4.039468823511527e-09,2.54016911748098e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.000302964363479895,-0.0003029643634798951,-7.961292958716759e-21,-5.251309470564985e-20,3.302219852725273e-20,0.000988121160460071,-0.0004940605802300357,-0.0004940605802300357,-8.988172927285719e-21,-5.928644739100166e-20,3.728153609485419e-20,0.0009881211604602931,0.1250505042911786
2,0.2,1,7,0.2117475151359954,0.7880467912579583,0.7880467912579583,600,201976242.3216634,0.0007427781820297241,0.0007427632808685303,-2.449628602682077e-09,-9.793423103541489e-10,-3.427698086239395e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798953,-0.0003029643634798955,-3.1845171834867e-20,-1.273145003460394e-20,-4.456007512111213e-20,0.0009881211604600708,-0.0004940605802300354,-0.0004940605802300354,-3.595269170914285e-20,-1.437360427753468e-20,-5.030761497136951e-20,0.0009881211604602928,0.1250505042911786
2,0.2,1,8,0.7902524848640047,0.7880467912579584,0.7880467912579584,600,201976242.3216636,0.0007429271936416626,0.0007429271936416626,-2.44962860268205e-09,4.894165898177034e-09,-2.815609142268074e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.000302964363479895,-0.0003029643634798951,-3.184517183486666e-20,6.362415667630145e-20,-3.660291884948496e-20,0.000988121160460071,-0.0004940605802300357,-0.0004940605802300357,-3.595269170914245e-20,7.183065935705672e-20,-4.132411229791067e-20,0.0009881211604602931,0.1250505042911786
3,0.3,1,1,0.2121701648668058,0.2109469142173845,0.2109469142173846,600,205924792.7167327,0.007399916648864746,0.007399976253509521,-3.288770808692065e-09,-1.604424950806436e-09,4.580137855711916e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491996,-0.0003088871890491993,-4.275402051299684e-20,-2.085752436048368e-20,5.954179212425493e-20,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-7.369648706425432e-20,-7.589142830927363e-20,1.640749059508803e-19,0.002962396354666433,0.1250514918937285
3,0.3,1,2,0.7918298351331943,0.2109469142173845,0.2109469142173846,600,205924792.716733,0.007400155067443848,0.007400095462799072,-3.288770808692048e-09,2.452355799738384e-10,7.064993214774255e-10,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491987,-0.0003088871890491993,-4.275402051299663e-20,3.1880625396599e-21,9.184491179206534e-21,0.002962396354666212,-0.001481198177333107,-0.001481198177333107,-7.369648706425376e-20,-4.258631869948465e-20,1.537946429116817e-20,0.002962396354666434,0.1250514918937284
3,0.3,1,3,0.2121701648668058,0.7872646015591627,0.2109469142173846,600,205924792.716733,0.007400244474411011,0.007400184869766235,-1.330751158254002e-08,-1.913918121006311e-09,2.062640976624383e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491985,-0.0003088871890491991,-1.729976505730202e-19,-2.488093557308204e-20,2.681433269611697e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-3.0635690689205e-19,-2.288236776470348e-20,3.417203950619265e-20,0.002962396354666433,0.1250514918937285
3,0.3,1,4,0.7918298351331943,0.7872646015591627,0.2109469142173846,600,205924792.7167326,0.007399976253509521,0.007400006055831909,-1.330751158254e-08,-3.132156259229256e-09,-4.78881590607855e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561463,-0.0003088871890491993,-0.0003088871890491989,-1.7299765057302e-19,-4.071803136998031e-20,-6.225460677902117e-20,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-3.063569068920494e-19,-1.153598059253583e-19,-2.028667057115748e-19,0.002962396354666434,0.1250514918937284
3,0.3,1,5,0.2121701648668058,0.2109469142173845,0.7872646015591626,600,205924792.7167327,0.007399916648864746,0.007399976253509521,-5.389731538360616e-09,-5.713460533558328e-09,9.238919026162086e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491996,-0.0003088871890491993,-7.006650999868799e-20,-7.427498693625826e-20,1.201059473401071e-19,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-1.643294653220032e-19,-2.042045813252527e-19,2.729173401858883e-19,0.002962396354666434,0.1250514918937284
3,0.3,1,6,0.7918298351331943,0.2109469142173845,0.7872646015591626,600,205924792.7167329,0.007400035858154297,0.007400065660476685,-5.389731538360552e-09,-3.863800002778053e-09,6.469778728060274e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491991,-0.0003088871890491987,-7.00665099986872e-20,-5.02294000361147e-20,8.410712346478357e-20,0.002962396354666213,-0.001481198177333106,-0.001481198177333107,-1.643294653220011e-19,-1.708994717154637e-19,2.233658363885274e-19,0.002962396354666435,0.1250514918937284
3,0.3,1,7,0.2121701648668058,0.7872646015591627,0.7872646015591627,600,205924792.7167327,0.007399976253509521,0.007399916648864746,-1.895937762845066e-08,-1.070305079550996e-08,9.317562340900341e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491991,-0.0003088871890491996,-2.464719091698586e-19,-1.391396603416295e-19,1.211283104317044e-19,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-5.823887373955519e-19,-3.228584128398821e-19,2.176848684700157e-19,0.002962396354666434,0.1250514918937284
3,0.3,1,8,0.7918298351331943,0.7872646015591627,0.7872646015591626,600,205924792.7167329,0.007400274276733398,0.007400274276733398,-1.895937762845058e-08,-3.689239326228983e-09,1.070642145681319e-09,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491985,-0.0003088871890491983,-2.464719091698575e-19,-4.79601112409768e-20,1.391834789385714e-20,0.002962396354666213,-0.001481198177333107,-0.001481198177333107,-5.8238873739555e-19,-3.524373203551916e-20,-1.053021610483994e-20,0.002962396354666435,0.1250514918937284
4,0.4,1,1,0.2117475151359954,0.2110731415521558,0.2110731415521558,600,-192878796.4667915,0.0886978805065155,0.08869792520999908,-1.461950201889626e-09,-3.023438901498092e-10,4.101294999984391e-10,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000517,0.0002893181950106299,0.0002893181950106301,-1.900535262456514e-20,-3.930470571947522e-21,5.33168349997971e-21,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-7.359109867701476e-20,-7.593659476094777e-20,1.640749059508803e-19,0.002962396354666433,0.1249517896149524
4,0.4,1,2,0.7902524848640047,0.2110731415521558,0.2110731415521558,600,-192878796.4667913,0.08869819343090057,0.08869807422161102,-1.461950201890088e-09,5.062099523742684e-10,-5.287887689860699e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000513,0.0002893181950106309,0.0002893181950106301,-1.900535262457115e-20,6.58072938086549e-21,-6.874253996818909e-20,0.002962396354666212,-0.001481198177333107,-0.001481198177333107,-7.359109867701418e-20,-4.257126321559329e-20,1.537946429116817e-20,0.002962396354666434,0.1249517896149523
4,0.4,1,3,0.2117475151359954,0.7877356883858331,0.2110731415521558,600,-192878796.4667913,0.08869817852973938,0.08869808912277222,-6.000229155332223e-09,-5.045610589806934e-09,-3.149869468017466e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000513,0.0002893181950106308,0.0002893181950106303,-7.800297901931891e-20,-6.559293766749014e-20,-4.094830308422705e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-3.059353533430917e-19,-2.306303357140006e-20,3.417203950619265e-20,0.002962396354666433,0.1249517896149524
4,0.4,1,4,0.7902524848640047,0.7877356883858331,0.2110731415521558,600,-192878796.4667917,0.08869790658354759,0.08869794011116028,-6.000229155332687e-09,-2.292155574012317e-08,-1.521383679536225e-08,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000521,0.0002893181950106301,0.0002893181950106304,-7.800297901932494e-20,-2.979802246216012e-19,-1.977798783397092e-19,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-3.05935353343091e-19,-1.145769207630071e-19,-2.028667057115748e-19,0.002962396354666434,0.1249517896149523
4,0.4,1,5,0.2117475151359954,0.2110731415521558,0.787735688385833,600,-192878796.4667915,0.08869792520999908,0.08869795501232147,-2.258039069555117e-09,5.471336027031454e-10,6.111412759376975e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000517,0.00028931819501063,0.0002893181950106303,-2.935450790421652e-20,7.112736835140891e-21,7.944836587190068e-20,0.002962396354666211,-0.001481198177333105,-0.001481198177333106,-1.641487995153069e-19,-2.039636935829908e-19,2.729173401858883e-19,0.002962396354666434,0.1249517896149523
4,0.4,1,6,0.7902524848640047,0.2110731415521558,0.787735688385833,600,-192878796.4667917,0.08869801461696625,0.08869807422161102,-2.258039069556839e-09,1.355687445227222e-09,-6.040246339080162e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000526,0.0002893181950106305,0.0002893181950106309,-2.935450790423891e-20,1.762393678795389e-20,-7.852320240804209e-20,0.002962396354666213,-0.001481198177333106,-0.001481198177333107,-1.641487995153047e-19,-1.705983620376363e-19,2.233658363885274e-19,0.002962396354666435,0.1249517896149523
4,0.4,1,7,0.2117475151359954,0.7877356883858331,0.7877356883858331,600,-192878796.4667916,0.08869796991348267,0.08869792520999908,-1.060819771164006e-08,-1.905423071231568e-08,5.147553985186861e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000521,0.0002893181950106305,0.0002893181950106301,-1.379065702513208e-19,-2.477049992601039e-19,6.69182018074292e-20,0.002962396354666212,-0.001481198177333106,-0.001481198177333106,-5.819069619110282e-19,-3.233401883244061e-19,2.176848684700157e-19,0.002962396354666434,0.1249517896149523
4,0.4,1,8,0.7902524848640047,0.7877356883858331,0.787735688385833,600,-192878796.4667915,0.08869827166199684,0.08869828283786774,-1.060819771164176e-08,-2.8698126255128e-08,-1.56093912771726e-08,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000526,0.0002893181950106312,0.0002893181950106313,-1.379065702513429e-19,-3.73075641316664e-19,-2.029220866032437e-19,0.002962396354666213,-0.001481198177333107,-0.001481198177333107,-5.819069619110262e-19,-3.476195655099535e-20,-1.053021610483994e-20,0.002962396354666435,0.1249517896149523
5,0.5,1,1,0.2113248654051851,0.2112805441857417,0.2112805441857417,600,-209752064.0234443,0.00681731104850769,0.006817340850830078,-9.737104149902254e-10,1.914362411280989e-09,8.034868632462095e-10,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.000314628096059027,0.0003146280960590274,-1.265823539487293e-20,2.488671134665285e-20,1.044532922220073e-20,0.001048760694201835,-0.0005243803471009171,-0.0005243803471009182,-1.003318530916674e-19,-2.317922793974862e-20,1.860663145407969e-19,0.00487603201513081,0.1249475729327831
5,0.5,1,2,0.7886751345948151,0.2112805441857417,0.2112805441857417,600,-209752064.0234439,0.006817638874053955,0.006817638874053955,-9.737104149902209e-10,-5.142981342265213e-10,6.471432191113406e-10,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590279,0.0003146280960590279,-1.265823539487287e-20,-6.685875744944775e-21,8.412861848447424e-21,0.001048760694201836,-0.0005243803471009184,-0.0005243803471009184,-1.003318530916667e-19,-5.580447886066766e-20,3.309175256701329e-20,0.00487603201513081,0.1249475729327831
5,0.5,1,3,0.211324865405185,0.7885097255519992,0.2112805441857417,600,-209752064.0234442,0.006817519664764404,0.006817460060119629,-3.943926875758326e-09,1.057502778849734e-09,1.0399751494708e-08,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590279,0.0003146280960590274,-5.127104938485824e-20,1.374753612504654e-20,1.35196769431204e-19,0.001048760694201836,-0.0005243803471009177,-0.0005243803471009177,-4.142418317173687e-19,6.362557622442449e-21,3.18812890297101e-19,0.004876032015130809,0.1249475729327831
5,0.5,1,4,0.7886751345948151,0.7885097255519992,0.2112805441857417,600,-209752064.0234442,0.006817489862442017,0.00681757926940918,-3.943926875758321e-09,-4.698937136118669e-09,8.025580515972238e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590274,0.0003146280960590278,-5.127104938485818e-20,-6.108618276954268e-20,1.043325467076391e-19,0.001048760694201836,-0.000524380347100918,-0.0005243803471009181,-4.14241831717368e-19,-2.427048976286634e-19,1.679316474972586e-20,0.00487603201513081,0.1249475729327831
5,0.5,1,5,0.211324865405185,0.2112805441857417,0.7885097255519992,600,-209752064.0234442,0.006817370653152466,0.006817370653152466,-5.656273023103074e-11,8.223083482866785e-09,-7.176585426036146e-10,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590273,0.0003146280960590271,-7.35315493003401e-22,1.069000852772682e-19,-9.329561053846994e-21,0.001048760694201834,-0.0005243803471009168,-0.0005243803471009178,-1.655764756799488e-19,2.25471529341052e-20,2.532750498630855e-19,0.00487603201513081,0.1249475729327831
5,0.5,1,6,0.7886751345948151,0.2112805441857417,0.7885097255519992,600,-209752064.0234442,0.006817519664764404,0.006817460060119629,-5.656273023101378e-11,5.794422937359279e-09,-3.959338560520754e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590277,0.0003146280960590271,-7.353154930031781e-22,7.532749818567062e-20,-5.14714012867698e-20,0.001048760694201835,-0.0005243803471009177,-0.0005243803471009178,-1.655764756799462e-19,-1.007809798681388e-20,1.149988723308423e-19,0.004876032015130812,0.1249475729327831
5,0.5,1,7,0.211324865405185,0.7885097255519992,0.7885097255519991,600,-209752064.0234444,0.006817430257797241,0.006817340850830078,-7.337702570292176e-10,5.937835762236635e-09,9.714619228914693e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137674,0.0003146280960590274,0.0003146280960590273,-9.539013341379826e-21,7.719186490907627e-20,1.26290049975891e-19,0.001048760694201835,-0.0005243803471009173,-0.0005243803471009178,-6.0150845383459e-19,-1.591356077926302e-19,4.835736720472053e-19,0.00487603201513081,0.1249475729327831
5,0.5,1,8,0.7886751345948151,0.7885097255519992,0.7885097255519992,600,-209752064.0234439,0.006817549467086792,0.00681757926940918,-7.337702570291928e-10,-3.890287424702432e-09,5.716100407623652e-09,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590272,0.0003146280960590274,-9.539013341379519e-21,-5.057373652113162e-20,7.430930529910747e-20,0.001048760694201834,-0.0005243803471009173,-0.0005243803471009177,-6.015084538345875e-19,-1.383483404222744e-19,1.459192609870106e-19,0.004876032015130814,0.1249475729327831
6,0.6000000000000001,1,1,0.2109022156743746,0.2114913036972191,0.2114913036972192,600,-213716424.4226904,0.007578194141387939,0.007578253746032715,3.005117810143192e-09,3.09599038352509e-09,-1.735965697215412e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605595,0.0003205746366605597,3.906653153186149e-20,4.024787498582617e-20,-2.256755406380036e-20,-0.0009334195058016536,0.0004667097529008272,0.0004667097529008262,-1.650292167623572e-20,6.312488217770258e-20,1.377640348903852e-19,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,2,0.7870977843256255,0.2114913036972191,0.2114913036972192,600,-213716424.4226903,0.007578402757644653,0.007578492164611816,3.005117810143193e-09,2.322615799574736e-09,-2.117722143888653e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605599,0.0003205746366605603,3.906653153186152e-20,3.019400539447158e-20,-2.753038787055249e-20,-0.0009334195058016527,0.0004667097529008266,0.0004667097529008259,-1.6502921676235e-20,8.980913756540545e-21,-2.583268780646843e-20,0.006858212215134299,0.1249465821993823
6,0.6000000000000001,1,3,0.2109022156743746,0.7892962907570112,0.2114913036972191,600,-213716424.4226903,0.007578432559967041,0.00757831335067749,1.20048407077609e-08,2.325857415675018e-09,3.975604059551238e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605603,0.0003205746366605595,1.560629292008917e-19,3.023614640377523e-20,5.16828527741661e-20,-0.000933419505801653,0.0004667097529008266,0.0004667097529008266,-7.936101693445424e-20,7.120616634901313e-20,4.294318612662765e-19,0.006858212215134296,0.1249465821993823
6,0.6000000000000001,1,4,0.7870977843256255,0.7892962907570112,0.2114913036972192,600,-213716424.4226902,0.007578492164611816,0.007578492164611816,1.20048407077609e-08,-4.825980192208938e-09,2.223668261584583e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605601,0.0003205746366605603,1.560629292008918e-19,-6.273774249871619e-20,2.890768740059958e-20,-0.000933419505801653,0.0004667097529008264,0.0004667097529008258,-7.936101693445347e-20,-3.765160705409263e-19,7.866549690069659e-20,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,5,0.2109022156743747,0.2114913036972191,0.7892962907570112,600,-213716424.4226904,0.00757831335067749,0.007578253746032715,3.297171267524754e-09,1.190104350849465e-08,-2.884295972980246e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605599,0.0003205746366605595,4.286322647782179e-20,1.547135656104305e-19,-3.749584764874319e-20,-0.0009334195058016543,0.0004667097529008276,0.0004667097529008265,-7.362131930860815e-20,3.54284027959008e-19,1.730211192094312e-19,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,6,0.7870977843256255,0.2114913036972191,0.7892962907570112,600,-213716424.4226903,0.007578432559967041,0.00757831335067749,3.297171267524764e-09,1.11276689245443e-08,-1.204985274417896e-08,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605603,0.0003205746366605595,4.286322647782192e-20,1.446596960190759e-19,-1.566480856743264e-19,-0.0009334195058016534,0.0004667097529008266,0.0004667097529008265,-7.36213193086053e-20,3.00140059537846e-19,-2.202815758538373e-19,0.0068582122151343,0.1249465821993823
6,0.6000000000000001,1,7,0.2109022156743747,0.7892962907570114,0.7892962907570114,600,-213716424.4226904,0.00757831335067749,0.007578253746032715,1.302707230122811e-08,1.117695766956492e-08,5.749258201013447e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605601,0.0003205746366605595,1.693519399159655e-19,1.45300449704344e-19,7.474035661317483e-20,-0.000933419505801654,0.000466709752900827,0.0004667097529008265,-2.381846137232711e-19,1.522834213449844e-19,6.435435826584719e-19,0.006858212215134298,0.1249465821993823
6,0.6000000000000001,1,8,0.7870977843256255,0.7892962907570114,0.7892962907570112,600,-213716424.4226902,0.007578462362289429,0.007578402757644653,1.302707230122812e-08,1.398852778793663e-09,-8.138910907401279e-09,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136187,0.0003205746366605601,0.0003205746366605599,1.693519399159656e-19,1.818508612431764e-20,-1.058058417962166e-19,-0.0009334195058016536,0.000466709752900827,0.0004667097529008266,-2.381846137232682e-19,-9.857323869326109e-20,-8.054140659972948e-20,0.006858212215134302,0.1249465821993823
7,0.7000000000000001,1,1,0.2104795659435643,0.211702696869096,0.2117026968690961,600,-217688737.4011691,0.007639497518539429,0.007639586925506592,9.676757561325409e-10,-2.021056016662018e-09,-5.258731563122735e-09,-0.004008021397538822,0.001786321261667292,0.001786321261667292,0,0,0,-0.001088443687028764,0.0003265331061284922,0.0003265331061284922,1.257978482972303e-20,-2.627372821660623e-20,-6.836351032059554e-20,-0.002919575995071563,0.001459787997535782,0.001459787997535782,9.983825025902724e-21,7.938354097003131e-21,-6.175389037782912e-21,0.008844368704404207,0.1249455894861781
