stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.5,0.5,0.5,600,200829703.4066374,0.001186072826385498,0.001186072826385498,-1.328220506453533e-09,-1.328220506453533e-09,1.328220506453533e-09,0.0015,-0.0005491702965909907,-0.0005491702965909906,-2.710505431213761e-20,-2.710505431213761e-20,2.710505431213761e-20,0.001004148517029629,-0.0003012445551058049,-0.0003012445551058048,-1.726686658389593e-20,-1.726686658389593e-20,1.726686658389593e-20,0.0004148517027256414,-0.0002074258513628208,-0.0002074258513628208,-8.231071340850352e-21,-8.231071340850352e-21,8.231071340850352e-21,0.0004148517027256414,8.099978024473002e-05,-4.049989012236502e-05,-4.049989012236502e-05,-1.607116387391328e-21,-1.607116387391328e-21,1.607116387391328e-21,8.099978024473003e-05,1
2,0.2,1,1,0.5,0.5,0.5,600,201657415.4336042,0.000833556056022644,0.0008336007595062256,-1.822828573864046e-10,1.147909723457095e-09,-1.147909723457095e-09,0.002,-0.000798342584564729,-0.0007983425845647288,-1.355252715606881e-20,1.355252715606881e-20,-1.355252715606881e-20,0.00100828707716552,-0.0003024861231474889,-0.0003024861231474888,-2.369677146023259e-21,1.492282640494223e-20,-1.492282640494223e-20,0.0008287077163852928,-0.0004143538581926466,-0.0004143538581926465,-9.353353750666989e-21,-1.163599889256446e-21,1.163599889256446e-21,0.0008287077163852929,0.0001630052064491868,-8.150260322459347e-05,-8.150260322459344e-05,-1.829496259378556e-21,-2.066993596169788e-22,2.066993596169788e-22,0.0001630052064491868,1
3,0.3,1,1,0.5,0.5,0.5,600,202483124.5464609,0.0008328557014465332,0.0008328109979629517,-1.164640445304765e-10,-5.987277785267083e-10,2.596952045727448e-09,0.0025,-0.001047516875451873,-0.001047516875451874,-1.355252715606881e-20,-1.355252715606881e-20,5.421010862427522e-20,0.001012415622729806,-0.0003037246868167763,-0.0003037246868167766,-1.514032578896194e-21,-7.783461120847206e-21,3.376037659445681e-20,0.001241562272814036,-0.0006207811364070182,-0.0006207811364070182,-1.00657495844298e-20,-4.825942002653297e-21,1.704882717392213e-20,0.001241562272814036,0.0002460221044561578,-0.000123011052228079,-0.0001230110522280789,-1.97274499274281e-21,-9.431240325683022e-22,3.400904855896278e-21,0.0002460221044561579,1
4,0.4,1,1,0.5,0.5,0.5,600,203306819.2888939,0.0008321553468704224,0.0008321106433868408,-2.075656743063874e-09,-3.830964008590508e-10,-3.394755009495537e-10,0.003,-0.001296693180709442,-0.001296693180709442,-5.421010862427522e-20,-1.355252715606881e-20,1.355252715606881e-20,0.001016534096441973,-0.0003049602289304285,-0.0003049602289304285,-2.698353765983036e-20,-4.980253211167661e-21,-4.413181512344196e-21,0.001653409644030903,-0.0008267048220154516,-0.0008267048220154517,-2.267999109644018e-20,-7.154106589098744e-21,1.49857567887546e-20,0.001653409644030903,0.0003300562595271236,-0.0001650281297635619,-0.0001650281297635619,-4.546579868004681e-21,-1.4181673558024e-21,2.979951879658402e-21,0.0003300562595271237,1
5,0.5,1,1,0.5,0.5,0.5,600,204128488.2866894,0.00083141028881073,0.00083141028881073,5.989602089126707e-12,1.090539875644456e-09,-2.175273981313786e-10,0.003500000000000001,-0.001545871511711648,-0.001545871511711648,-2.710505431213761e-20,1.355252715606881e-20,1.355252715606881e-20,0.001020642441430953,-0.0003061927324271242,-0.0003061927324271242,7.786482715864373e-23,1.417701838337793e-20,-2.827856175707922e-21,0.002064244142929037,-0.001032122071464519,-0.001032122071464519,-2.264382659250127e-20,-5.69556723946045e-22,1.36723522704773e-20,0.002064244142929037,0.0004151134156400103,-0.0002075567078200052,-0.0002075567078200052,-4.53909254679498e-21,-5.493450336308335e-23,2.708031061299421e-21,0.0004151134156400104,1
6,0.6000000000000001,1,1,0.5,0.5,0.5,600,204948120.24876,0.0008305460214614868,0.0008305460214614868,-1.334087237967439e-09,-6.381398907247957e-10,2.536275822824727e-09,0.004,-0.001795051879749579,-0.001795051879749579,-5.421010862427522e-20,-1.355252715606881e-20,6.776263578034403e-20,0.001024740601241308,-0.0003074221803702331,-0.0003074221803702331,-1.734313409357671e-20,-8.295818579422341e-21,3.297158569672145e-20,0.002474060123964722,-0.001237030061982361,-0.001237030061982361,-3.064678269993116e-20,-4.397646364958928e-21,2.888702752464334e-20,0.002474060123964723,0.0005011992747939693,-0.0002505996373969847,-0.0002505996373969847,-6.22019183076735e-21,-8.590622116875391e-22,5.904022558979233e-21,0.0005011992747939694,1
7,0.7000000000000001,1,1,0.5,0.5,0.5,600,205765703.9685069,0.000829741358757019,0.000829741358757019,-1.527201612932708e-09,-4.10070119966644e-10,-2.38966852137663e-09,0.0045,-0.002044234296029834,-0.002044234296029834,-6.776263578034403e-20,-1.355252715606881e-20,-1.355252715606881e-20,0.001028828519840045,-0.0003086485559498564,-0.0003086485559498564,-1.985362096812521e-20,-5.330911559566371e-21,-3.10656907778962e-20,0.002882851983838612,-0.001441425991919306,-0.001441425991919306,-3.974899325856589e-20,-6.841688162802066e-21,1.464446396085681e-20,0.002882851983838613,0.0005883194963213419,-0.000294159748160671,-0.000294159748160671,-8.160021553652926e-21,-1.379927433700371e-21,2.868699660970569e-21,0.000588319496321342,1
8,0.8,1,1,0.5,0.5,0.5,600,206581228.3251682,0.0008288174867630005,0.0008288472890853882,3.58948964744482e-10,-2.638823381077841e-10,-1.537764606635398e-09,0.005,-0.002293418771673175,-0.002293418771673175,-4.065758146820642e-20,-1.355252715606881e-20,-1.355252715606881e-20,0.001032906141623355,-0.0003098718424848514,-0.0003098718424848515,4.666336541678263e-21,-3.430470395401193e-21,-1.999093988626016e-20,0.003290614162169676,-0.001645307081084838,-0.001645307081084838,-3.76234495250749e-20,-8.404287599586129e-21,5.538473292949901e-21,0.003290614162169676,0.00067647969620697,-0.0003382398481034851,-0.0003382398481034851,-7.700468484809773e-21,-1.717769161081486e-21,8.999394372414487e-22,0.0006764796962069701,1
9,0.9,1,1,0.5,0.5,0.5,600,207394682.2851512,0.0008277744054794312,0.0008277744054794312,-1.112272860224424e-09,-8.418363052200028e-10,3.52642093072351e-10,0.005500000000000001,-0.002542605317713195,-0.002542605317713195,-6.776263578034403e-20,-2.710505431213761e-20,1.355252715606881e-20,0.001036973411423273,-0.0003110920234248297,-0.0003110920234248297,-1.445954718291751e-20,-1.094387196786004e-20,4.584347209940563e-21,0.00369734114216172,-0.00184867057108086,-0.00184867057108086,-4.416736921072041e-20,-1.335712729101645e-20,7.613199394221289e-21,0.003697341142161721,0.0007656854464150075,-0.0003828427232075038,-0.0003828427232075038,-9.135719386706101e-21,-2.804055053261122e-21,1.354980551906945e-21,0.0007656854464150076,1
10,1,1,1,0.5,0.5,0.5,600,208206054.9033514,0.0008268356323242188,0.0008268058300018311,-7.177397647834778e-10,1.294878420119637e-10,-4.451605077007141e-10,0.006,-0.002791793945094996,-0.002791793945094996,-6.776263578034403e-20,-1.355252715606881e-20,0,0.001041030274514277,-0.0003123090823521334,-0.0003123090823521336,-9.330616942185209e-21,1.68334194615553e-21,-5.787086600109281e-21,0.004103027451262336,-0.002051513725631168,-0.002051513725631168,-4.836288402712775e-20,-1.260021206022985e-20,5.011034100646977e-21,0.004103027451262337,0.0008559422742233869,-0.0004279711371116935,-0.0004279711371116935,-1.006913481103107e-20,-2.635657041994485e-21,7.760524994622957e-22,0.000855942274223387,1
