increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,4.438349060364999e-05,4.438349060364999e-05,0,0,0,-1.862739698816132e-13,254.0190061957019
2,0.03999999910593033,0.0001783784537110478,0.0001783784537110478,0,0,0,-3.664160988514631e-13,258.007786263911
3,0.05999999865889549,0.01276102755218744,0.01276102755218744,0,0,0,0.02368693426251411,261.9676139507471
4,0.07999999821186066,0.1007897853851318,0.1007897853851318,0,0,0,0.114779070019722,265.8989868112257
5,0.1000000014901161,0.2731485962867737,0.2731485962867737,0,0,0,0.2933177947998047,269.8017168013193
6,0.119999997317791,0.1036303117871284,0.1036303117871284,0,0,0,0.1139693185687065,19.39715681160516
7,0.1400000005960464,0.01524676289409399,0.01524676289409399,0,0,0,0.0204567052423954,19.24840079663221
8,0.1599999964237213,0.001160758663900197,0.001160758663900197,0,0,0,-0.004840961191803217,19.10208069708021
9,0.1800000071525574,0.00117055547889322,0.00117055547889322,0,0,0,-0.004840961191803217,18.95822639408165
10,0.2000000029802322,0.001180191757157445,0.001180191757157445,0,0,0,-0.004840961191803217,18.81647567930498
11,0.2199999988079071,0.001189671573229134,0.001189671573229134,0,0,0,-0.004840961191803217,18.67677610084149
12,0.239999994635582,0.001198999118059874,0.001198999118059874,0,0,0,-0.004840961191803217,18.53907639403267
13,0.2599999904632568,0.01560843177139759,0.01560843177139759,0,0,0,0.02072820626199245,18.40362138976653
14,0.2800000011920929,0.1047975569963455,0.1047975569963455,0,0,0,0.1148740351200104,18.27025823626348
15,0.300000011920929,0.2754634916782379,0.2754634916782379,0,0,0,0.2950360178947449,18.13873262990266
