step,id,x,y,z,ux,uy,uz,rfx,rfy,rfz
1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,624.9999999999999,-51.56249999999997,-68.74999999999999
1,2,1,4,0,0,0,0,624.9999999999999,-51.56249999999997,-68.74999999999997
1,3,0,4,0,0,0,0,0,0,0
1,4,0,0,0.25,0,0,0,0,0,0
1,5,1,0,0.25,0,0,0,625,-51.56250000000001,-68.75
1,6,1,4,0.25,0,0,0,625,-51.56249999999998,-68.74999999999999
1,7,0,4,0.25,0,0,0,0,0,0
1,8,1,0,0,-0.0001,3e-06,4.000000000000001e-06,-624.9999999999993,51.56249999999952,68.75000000000307
1,9,2,0,0,-0.0001,3e-06,4.000000000000001e-06,0,0,0
1,10,2,4,0,-0.0001,3e-06,4.000000000000001e-06,0,0,0
1,11,1,4,0,-0.0001,3e-06,4.000000000000001e-06,-624.9999999999984,51.56250000000016,68.75000000000082
1,12,1,0,0.25,-0.0001,3e-06,4.000000000000001e-06,-625.0000000000007,51.56250000000112,68.75000000000124
1,13,2,0,0.25,-0.0001,3e-06,4.000000000000001e-06,0,0,0
1,14,2,4,0.25,-0.0001,3e-06,4.000000000000001e-06,0,0,0
1,15,1,4,0.25,-0.0001,3e-06,4.000000000000001e-06,-625.000000000001,51.5625000000003,68.750000000002
2,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,624.9999999999999,-154.6874999999999,-206.2499999999999
2,2,1,4,0,0,0,0,624.9999999999998,-154.6874999999999,-206.2499999999999
2,3,0,4,0,0,0,0,0,0,0
2,4,0,0,0.25,0,0,0,0,0,0
2,5,1,0,0.25,0,0,0,624.9999999999999,-154.6875,-206.2499999999999
2,6,1,4,0.25,0,0,0,624.9999999999999,-154.6874999999999,-206.2499999999999
2,7,0,4,0.25,0,0,0,0,0,0
2,8,1,0,0,-0.0001,9e-06,1.2e-05,-624.9999999999992,154.6874999999981,206.250000000004
2,9,2,0,0,-0.0001,9e-06,1.2e-05,0,0,0
2,10,2,4,0,-0.0001,9e-06,1.2e-05,0,0,0
2,11,1,4,0,-0.0001,9e-06,1.2e-05,-624.9999999999984,154.6875000000002,206.2500000000036
2,12,1,0,0.25,-0.0001,9e-06,1.2e-05,-625.0000000000006,154.6875000000023,206.2500000000001
2,13,2,0,0.25,-0.0001,9e-06,1.2e-05,0,0,0
2,14,2,4,0.25,-0.0001,9e-06,1.2e-05,0,0,0
2,15,1,4,0.25,-0.0001,9e-06,1.2e-05,-625.000000000001,154.6875000000003,206.2499999999993
3,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,624.9999999999999,-206.2499999999999,-274.9999999999999
3,2,1,4,0,0,0,0,624.9999999999998,-206.25,-274.9999999999999
3,3,0,4,0,0,0,0,0,0,0
3,4,0,0,0.25,0,0,0,0,0,0
3,5,1,0,0.25,0,0,0,624.9999999999999,-206.2500000000001,-274.9999999999999
3,6,1,4,0.25,0,0,0,624.9999999999999,-206.25,-274.9999999999999
3,7,0,4,0.25,0,0,0,0,0,0
3,8,1,0,0,-0.0001,1.8e-05,2.4e-05,-624.9999999999992,206.2499999999977,275.0000000000036
3,9,2,0,0,-0.0001,1.8e-05,2.4e-05,0,0,0
3,10,2,4,0,-0.0001,1.8e-05,2.4e-05,0,0,0
3,11,1,4,0,-0.0001,1.8e-05,2.4e-05,-624.9999999999984,206.2500000000006,275.0000000000013
3,12,1,0,0.25,-0.0001,1.8e-05,2.4e-05,-625.0000000000007,206.2500000000029,275.0000000000006
3,13,2,0,0.25,-0.0001,1.8e-05,2.4e-05,0,0,0
3,14,2,4,0.25,-0.0001,1.8e-05,2.4e-05,0,0,0
3,15,1,4,0.25,-0.0001,1.8e-05,2.4e-05,-625.0000000000009,206.25,275.0000000000016
