stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,0.1,1,600,1.038461538461545e-29,-5.19230769230772e-30,-5.192307692307711e-30,-0,-75000000.00000001,1.074423090961251e-09,2.491559233657256e-09
1,0.1,2,600,0.001770000000000014,-5.192307692307718e-30,-5.192307692307713e-30,0,0,-5.792825257846715e-09,-5.098545979308996e-12
1,0.1,3,600,0.001769999999999997,-0.0005849999999999915,-5.192307692307713e-30,0,0,0,1.233731064804658e-09
1,0.1,4,600,1.038461538461544e-29,-0.0005850000000000109,-5.192307692307711e-30,-0,-75000000.00000001,0,3.730388844441223e-09
1,0.1,5,600,1.038461538461542e-29,-5.192307692307715e-30,-0.0005850000000000039,-0,-75000000.00000001,2.067534959384801e-09,0
1,0.1,6,600,0.001770000000000008,-5.192307692307713e-30,-0.0005849999999999969,0,0,-4.799713389423165e-09,0
1,0.1,7,600,0.001769999999999988,-0.0005849999999999913,-0.0005849999999999975,0,0,0,0
1,0.1,8,600,1.038461538461544e-29,-0.0005850000000000093,-0.0005850000000000046,-0,-75000000.00000001,0,0
2,0.2,1,600,1.038461538461542e-29,-5.192307692307722e-30,-5.192307692307724e-30,-0,-75000000.00000001,-2.928687598802605e-09,-8.600099366980986e-09
2,0.2,2,600,0.002040000000000014,-5.192307692307722e-30,-5.192307692307725e-30,0,0,-9.506718800099434e-09,-1.054873440176363e-08
2,0.2,3,600,0.002039999999999997,-0.0007199999999999901,-5.192307692307723e-30,0,0,0,-1.002635212532858e-08
2,0.2,4,600,1.038461538461542e-29,-0.0007200000000000108,-5.192307692307724e-30,-0,-75000000.00000001,0,-8.077717090545941e-09
2,0.2,5,600,1.038461538461542e-29,-5.192307692307722e-30,-0.0007200000000000045,-0,-75000000.00000001,-1.669152095286308e-09,0
2,0.2,6,600,0.002040000000000009,-5.192307692307723e-30,-0.0007200000000000004,0,0,-8.247183296583138e-09,0
2,0.2,7,600,0.002039999999999991,-0.0007199999999999945,-0.000719999999999997,0,0,0,0
2,0.2,8,600,1.038461538461542e-29,-0.0007200000000000102,-0.0007200000000000037,-0,-75000000.00000001,0,0
3,0.3,1,600,1.038461538461543e-29,-5.19230769230771e-30,-5.19230769230771e-30,-0,-75000000,3.444632626343981e-09,4.785321764394858e-09
3,0.3,2,600,0.002310000000000016,-5.192307692307709e-30,-5.192307692307711e-30,0,0,-4.001600743296189e-09,3.395851685545345e-09
3,0.3,3,600,0.002309999999999993,-0.0008549999999999883,-5.192307692307711e-30,0,0,0,2.665258832528971e-09
3,0.3,4,600,1.038461538461543e-29,-0.0008550000000000121,-5.192307692307711e-30,-0,-75000000,0,4.054728911378482e-09
3,0.3,5,600,1.038461538461543e-29,-5.19230769230771e-30,-0.0008550000000000051,-0,-75000000,4.001600743296189e-09,0
3,0.3,6,600,0.002310000000000014,-5.192307692307708e-30,-0.0008550000000000025,0,0,-3.444632626343981e-09,0
3,0.3,7,600,0.002309999999999992,-0.0008549999999999931,-0.0008549999999999994,0,0,0,0
3,0.3,8,600,1.038461538461543e-29,-0.0008550000000000142,-0.0008550000000000008,-0,-75000000,0,0
4,0.4,1,600,1.038461538461543e-29,-5.192307692307711e-30,-5.192307692307711e-30,-0,-75000000,3.659049419053631e-09,4.74519148574666e-09
4,0.4,2,600,0.00258000000000002,-5.19230769230771e-30,-5.192307692307709e-30,0,0,-4.969127295023104e-09,1.080792524986361e-09
4,0.4,3,600,0.002579999999999995,-0.0009899999999999918,-5.19230769230771e-30,0,0,0,2.705389111177168e-09
4,0.4,4,600,1.038461538461543e-29,-0.0009900000000000143,-5.192307692307711e-30,-0,-75000000,0,6.369788071937467e-09
4,0.4,5,600,1.038461538461543e-29,-5.192307692307711e-30,-0.0009900000000000032,-0,-75000000,4.969127295023105e-09,0
4,0.4,6,600,0.002580000000000013,-5.192307692307708e-30,-0.0009900000000000009,0,0,-3.659049419053632e-09,0
4,0.4,7,600,0.002579999999999992,-0.0009899999999999905,-0.0009899999999999998,0,0,0,0
4,0.4,8,600,1.038461538461543e-29,-0.0009900000000000134,-0.0009900000000000058,-0,-75000000,0,0
5,0.5,1,600,1.038461538461543e-29,-5.192307692307711e-30,-5.192307692307711e-30,-0,-75000000,4.429676925871772e-09,5.283990357769723e-09
5,0.5,2,600,0.002850000000000028,-5.192307692307711e-30,-5.192307692307711e-30,0,0,-3.946790370903123e-09,1.941809696124755e-09
5,0.5,3,600,0.002849999999999995,-0.00112499999999999,-5.192307692307709e-30,0,0,0,2.166590239154105e-09
5,0.5,4,600,1.038461538461543e-29,-0.001125000000000019,-5.192307692307711e-30,-0,-75000000,0,5.508770900799074e-09
5,0.5,5,600,1.038461538461543e-29,-5.192307692307709e-30,-0.001125000000000007,-0,-75000000,3.946790370903123e-09,0
5,0.5,6,600,0.002850000000000013,-5.192307692307708e-30,-0.001124999999999997,0,0,-4.429676925871772e-09,0
5,0.5,7,600,0.002849999999999989,-0.001124999999999989,-0.001124999999999999,0,0,0,0
5,0.5,8,600,1.038461538461543e-29,-0.001125000000000015,-0.001125000000000009,-0,-75000000,0,0
6,0.6000000000000001,1,600,1.038461538461543e-29,-5.192307692307708e-30,-5.192307692307708e-30,-0,-75000000,3.375071839339693e-09,4.284712063197095e-09
6,0.6000000000000001,2,600,0.003120000000000015,-5.192307692307711e-30,-5.192307692307711e-30,0,0,-1.872403817270997e-09,3.980526877186262e-09
6,0.6000000000000001,3,600,0.003120000000000003,-0.001259999999999997,-5.192307692307711e-30,0,0,0,3.165868533726734e-09
6,0.6000000000000001,4,600,1.038461538461543e-29,-0.001260000000000012,-5.192307692307708e-30,-0,-75000000,0,3.470053719737566e-09
6,0.6000000000000001,5,600,1.038461538461543e-29,-5.192307692307708e-30,-0.001260000000000004,-0,-75000000,1.872403817270997e-09,0
6,0.6000000000000001,6,600,0.003120000000000016,-5.192307692307711e-30,-0.001260000000000002,0,0,-3.375071839339693e-09,0
6,0.6000000000000001,7,600,0.003119999999999995,-0.001259999999999994,-0.001260000000000002,0,0,0,0
6,0.6000000000000001,8,600,1.038461538461543e-29,-0.001260000000000011,-0.001260000000000007,-0,-75000000,0,0
7,0.7000000000000001,1,600,1.038461538461543e-29,-5.192307692307711e-30,-5.19230769230771e-30,-0,-75000000,3.934977085986461e-09,4.286437931715185e-09
7,0.7000000000000001,2,600,0.003390000000000017,-5.192307692307709e-30,-5.192307692307711e-30,0,0,-3.418891458942871e-09,4.014404421862399e-09
7,0.7000000000000001,3,600,0.003390000000000001,-0.001394999999999995,-5.192307692307711e-30,0,0,0,3.164142665208643e-09
7,0.7000000000000001,4,600,1.038461538461543e-29,-0.001395000000000013,-5.192307692307709e-30,-0,-75000000,0,3.436176175061429e-09
7,0.7000000000000001,5,600,1.038461538461543e-29,-5.192307692307709e-30,-0.001395000000000005,-0,-75000000,3.418891458942871e-09,0
7,0.7000000000000001,6,600,0.00339000000000002,-5.192307692307709e-30,-0.001395000000000005,0,0,-3.934977085986461e-09,0
7,0.7000000000000001,7,600,0.003389999999999997,-0.001394999999999995,-0.001395000000000003,0,0,0,0
7,0.7000000000000001,8,600,1.038461538461543e-29,-0.001395000000000014,-0.001395000000000004,-0,-75000000,0,0
8,0.8,1,600,1.038461538461543e-29,-5.192307692307711e-30,-5.192307692307711e-30,-0,-75000000,4.660589178227026e-09,5.752563929110327e-09
8,0.8,2,600,0.003660000000000024,-5.192307692307709e-30,-5.19230769230771e-30,0,0,-3.371286581601268e-09,3.557384426715425e-09
8,0.8,3,600,0.003659999999999999,-0.00152999999999999,-5.192307692307709e-30,0,0,0,1.698016667813501e-09
8,0.8,4,600,1.038461538461543e-29,-0.001530000000000018,-5.192307692307711e-30,-0,-75000000,0,3.893196170208402e-09
8,0.8,5,600,1.038461538461543e-29,-5.192307692307708e-30,-0.001530000000000007,-0,-75000000,3.371286581601268e-09,0
8,0.8,6,600,0.003660000000000021,-5.192307692307708e-30,-0.001530000000000004,0,0,-4.660589178227026e-09,0
8,0.8,7,600,0.003659999999999994,-0.001529999999999994,-0.001530000000000001,0,0,0,0
8,0.8,8,600,1.038461538461543e-29,-0.001530000000000017,-0.001530000000000006,-0,-75000000,0,0
9,0.9,1,600,1.038461538461543e-29,-5.192307692307708e-30,-5.192307692307709e-30,-0,-75000000,3.77435015797729e-09,5.38565234091608e-09
9,0.9,2,600,0.003930000000000027,-5.192307692307708e-30,-5.19230769230771e-30,0,0,-3.725379327726383e-09,2.939510700589655e-09
9,0.9,3,600,0.003930000000000004,-0.001664999999999992,-5.19230769230771e-30,0,0,0,2.064928256007749e-09
9,0.9,4,600,1.038461538461543e-29,-0.001665000000000016,-5.192307692307711e-30,-0,-75000000,0,4.511069896334173e-09
9,0.9,5,600,1.038461538461543e-29,-5.192307692307709e-30,-0.001665000000000012,-0,-75000000,3.725379327726383e-09,0
9,0.9,6,600,0.003930000000000017,-5.19230769230771e-30,-0.001665000000000001,0,0,-3.77435015797729e-09,0
9,0.9,7,600,0.003929999999999994,-0.001664999999999996,-0.001664999999999999,0,0,0,0
9,0.9,8,600,1.038461538461543e-29,-0.001665000000000016,-0.001665000000000009,-0,-75000000,0,0
10,1,1,600,1.038461538461543e-29,-5.192307692307709e-30,-5.192307692307708e-30,-0,-75000000,3.692772782847174e-09,5.259441358573155e-09
