id,x,y,z,cnormf_x,cnormf_y,cnormf_z,cshearf_x,cshearf_y,cshearf_z,cslip1,cslip2,copen,cpress
8,0.009999999776482582,5.015442372184476e-35,0,24.92738506800188,-6.909730436533215e-16,0,-6.909723922380772e-19,-0.02492736156769491,-8.557085827306052e-06,2.617409850725947e-09,-1.906152098598293e-06,-9.970911520717516e-08,997095.4027200751
11,0.009999999776482582,0.009999999776482582,0,24.92759760041633,-6.909789349318847e-16,0,-6.909782835139045e-19,-0.02492757410001066,8.557303620719047e-06,-2.617398318362812e-09,-1.906151946637493e-06,-9.971081546649538e-08,997103.9040166531
12,0.009999999776482582,0,0.009999999776482582,24.92738506800188,-6.31515128554079e-16,0,-6.315145331928191e-19,-0.02492736156769491,8.557085827308374e-06,-2.617409850726896e-09,-1.906152098598292e-06,-9.970911520717791e-08,997095.4027200751
15,0.009999999776482582,0.009999999776482582,0.009999999776482582,24.92759760041633,-6.315205128908101e-16,0,-6.315199175270501e-19,-0.02492757410001067,-8.557303620736913e-06,2.617398318364948e-09,-1.906151946637492e-06,-9.97108154664958e-08,997103.9040166533
