step,id,x,y,z,normal_x,normal_y,normal_z,tangential_x,tangential_y,tangential_z,slip_1,slip_2,gap,pressure
1,8,0.99,3e-05,4e-05,249.9999228718013,6.459862458670228e-15,0,-1.74999783897162,-37.49998843076914,-49.99998457436352,3.999999999998449e-05,-2.999999999999299e-05,-0.01000000000000003,1000.000000000001
1,11,0.99,1.00003,4e-05,249.9995688463299,6.45985331084571e-15,0,-0.2499979477151027,-37.49993532696385,-49.99991376927213,3.999999999999066e-05,-3.00000000000115e-05,-0.01000000000000007,1000.000000000001
1,12,0.99,3e-05,1.00004,249.9993778250987,7.417923663238159e-15,0,0.2500009989569061,-37.49990667376763,-49.99987556506446,4.000000000005234e-05,-2.9999999999993e-05,-0.0100000000000001,1000.000000000001
1,15,0.99,1.00003,1.00004,249.9990237996275,7.417913158701197e-15,0,1.74999478772982,-37.49985356997006,-49.99980475997116,4.000000000005234e-05,-3.000000000003617e-05,-0.01000000000000002,1000.000000000001
2,8,0.99,0.0012,0.0016,249.9805442618724,6.459665189868899e-15,0,-3.498909796001875,-74.99416327856285,-99.99221770474807,0.001599999999999997,-0.00120000000000002,-0.01000000000000001,1000.000000000005
2,11,0.99,1.0012,0.0016,249.8911971115187,6.457356508379002e-15,0,-0.4989645705585694,-74.96735913345873,-99.95647884460516,0.001600000000000009,-0.001200000000000127,-0.01000000000000007,1000.000000000005
2,12,0.99,0.0012,1.0016,249.8430987085408,7.417697137531346e-15,0,0.5005040210814535,-74.95292961256202,-99.93723948341648,0.00160000000000007,-0.001200000000000006,-0.01000000000000007,1000.000000000007
2,15,0.99,1.0012,1.0016,249.7537515581865,7.415046055845873e-15,0,3.497370345478999,-74.92612546745764,-99.90150062327332,0.001600000000000071,-0.001200000000000102,-0.01000000000000002,1000.000000000004
3,8,0.9898274111906179,0.0185239319713551,0.0016,249.9039959177338,4.373766426332406,0,-2.185708441716959,-75.03241719621067,-99.97690694033959,0.001600000000000001,-0.001199999999999911,-0.01000000000000003,999.8468804390516
3,11,0.9723283044061072,1.018370810879193,0.0016,249.8146761270146,4.372203170409186,0,0.8128491720968829,-74.95313293536864,-99.94117355251544,0.001600000000000006,-0.001200000000000028,-0.009999999999999943,999.8468804390504
3,12,0.9898274111906179,0.0185239319713551,1.0016,249.7665924525957,4.371361620196849,0,1.811759244198606,-74.92122070345629,-99.92193713725096,0.00160000000000007,-0.001199999999999904,-0.01000000000000005,999.8468804390535
3,15,0.9723283044061072,1.018370810879193,1.0016,249.6772726618759,4.369798364273619,0,4.807238899778787,-74.84199031237046,-99.88620374943555,0.001600000000000071,-0.001199999999999953,-0.009999999999999931,999.8468804390493
4,8,0.9893516954727285,0.03584219113332101,0.0016,249.7891933391976,8.746193420880731,0,-0.872373482835038,-75.05917609600903,-99.97690694030493,0.001599999999999985,-0.001199999999999993,-0.01000000000000002,999.8468804390491
4,11,0.9543588408683923,1.03522975365681,0.0016,249.6999145808045,8.743067387769198,0,2.124337584814041,-74.92743189533218,-99.94117355251359,0.001599999999999984,-0.001199999999999991,-0.01000000000000003,999.8468804390476
4,12,0.9893516954727285,0.03584219113332101,1.0016,249.6518529953873,8.741384545062694,0,3.122536267160392,-74.87804451586726,-99.92193713722541,0.001600000000000095,-0.001199999999999982,-0.01000000000000006,999.8468804390495
4,15,0.9543588408683923,1.03522975365681,1.0016,249.5625742369941,8.738258511951155,0,6.116170790549734,-74.74640803822089,-99.88620374944084,0.001600000000000107,-0.001199999999999942,-0.01000000000000008,999.8468804390473
5,8,0.9885729985305522,0.05314947390438327,0.0016,249.5978947724743,13.11594196205136,0,0.441228633602748,-75.06294870964393,-99.97690694036312,0.00159999999999999,-0.001199999999999878,-0.01000000000000006,999.8468804390533
5,11,0.9360971123946205,1.051771665413389,0.0016,249.50868438733,13.11125410907475,0,3.43517543574551,-74.87878491485445,-99.94117355253715,0.001599999999999994,-0.001199999999999975,-0.01000000000000004,999.8468804390537
5,12,0.9885729985305522,0.05314947390438327,1.0016,249.4606596093992,13.1087304892315,0,4.432357037793357,-74.81193751225568,-99.92193713728541,0.00160000000000012,-0.001199999999999855,-0.01000000000000007,999.8468804390553
5,15,0.9360971123946205,1.051771665413389,1.0016,249.371449224255,13.10404263625489,0,7.423229651816489,-74.62793526079545,-99.8862037494537,0.00160000000000012,-0.001199999999999985,-0.01,999.8468804390559
6,8,0.9874915588339417,0.07044048006446137,0.0016,249.3301588012533,17.48167384850611,0,1.754695627221492,-75.04373388195897,-99.97690694038042,0.001599999999999976,-0.001199999999999868,-0.01000000000000011,999.8468804390593
6,11,0.9175487114964089,1.067991480317741,0.0016,249.24104410934,17.4754256112827,0,4.7449612910459,-74.80720689170884,-99.94117355257241,0.001599999999999997,-0.001199999999999895,-0.0100000000000001,999.8468804390574
6,12,0.9874915588339417,0.07044048006446137,1.0016,249.1930708461088,17.47206198714156,0,5.740820433724793,-74.72291993753173,-99.92193713731143,0.001600000000000156,-0.001199999999999831,-0.01000000000000008,999.8468804390591
6,15,0.9175487114964089,1.067991480317741,1.0016,249.1039561541951,17.46581374991813,0,8.728015207018146,-74.48660826143897,-99.88620374948415,0.001600000000000157,-0.001199999999999967,-0.01000000000000011,999.846880439056
7,8,0.9861077075653519,0.08770991437805964,0.0016,248.9860674175786,21.8420521089755,0,3.067625259020147,-75.00153749731896,-99.97690694037325,0.001599999999999968,-0.001199999999999892,-0.009999999999999948,999.8468804390468
7,11,0.8987193184765647,1.083884231178321,0.0016,248.8970757095753,21.8342454009792,0,6.053294039039368,-74.71271974616289,-99.94117355257444,0.001599999999999987,-0.001199999999999867,-0.009999999999999978,999.8468804390477
7,12,0.9861077075653519,0.08770991437805964,1.0016,248.8491686524797,21.83004280262371,0,7.04752574826694,-74.61101905261579,-99.92193713731324,0.001600000000000181,-0.001199999999999828,-0.009999999999999969,999.8468804390461
7,15,0.8987193184765647,1.083884231178321,1.0016,248.7601769444766,21.82223609462743,0,10.0301278757801,-74.32247032050616,-99.88620374948279,0.001600000000000181,-0.001199999999999998,-0.009999999999999903,999.8468804390475
8,8,0.9844218685184178,0.1049524882158918,0.0016,248.5657259967546,26.19574141169711,0,4.379615454558111,-74.93637247800469,-99.97690694037054,0.001599999999999953,-0.001199999999999855,-0.009999999999999946,999.8468804390468
8,11,0.8796146996895353,1.099445050964389,0.0016,248.4768845256761,26.18637862367123,0,7.359773013050121,-74.59535241417581,-99.94117355253988,0.001599999999999966,-0.001199999999999957,-0.01,999.8468804390494
8,12,0.9844218685184178,0.1049524882158918,1.0016,248.4290583458785,26.18133833811432,0,8.352072813129926,-74.47626912625518,-99.92193713731365,0.001600000000000156,-0.001199999999999799,-0.009999999999999986,999.8468804390465
8,15,0.8796146996895353,1.099445050964389,1.0016,248.3402168747994,26.17197555008837,0,11.32916889627441,-74.13557170393956,-99.88620374946629,0.001600000000000181,-0.001200000000000017,-0.01000000000000006,999.8468804390468
9,8,0.9824345579681718,0.1221629211744825,0.0016,248.0692632650537,30.54140847334889,0,5.690264427085207,-74.8482587802246,-99.97690694042308,0.001599999999999962,-0.001199999999999803,-0.0100000000000001,999.846880439049
9,11,0.860240705775509,1.114669174296506,0.0016,247.9805992379054,30.530492472574,0,8.663998114074587,-74.45514083836494,-99.94117355262635,0.001599999999999963,-0.001199999999999779,-0.01000000000000005,999.8468804390503
9,12,0.9824345579681718,0.1221629211744825,1.0016,247.9328685818008,30.52461604336385,0,9.65406212096582,-74.31871142448998,-99.92193713736506,0.001600000000000181,-0.00119999999999976,-0.01000000000000011,999.8468804390512
9,15,0.860240705775509,1.114669174296506,1.0016,247.8442045546526,30.51370004258896,0,12.62474044732411,-73.92596964782651,-99.88620374955033,0.001600000000000181,-0.001199999999999854,-0.01000000000000002,999.8468804390528
10,8,0.9801463845129378,0.1393359426932493,0.0016,247.4968312603081,34.87772246735761,0,6.999170800608825,-74.73722338823463,-99.97690694043746,0.001599999999999954,-0.001199999999999785,-0.01000000000000003,999.8468804390566
10,11,0.8406032698687013,1.129551938905887,0.0016,247.4083718297545,34.86525659677351,0,9.965569933404941,-74.29212795768997,-99.94117355263728,0.00159999999999996,-0.001199999999999734,-0.01000000000000005,999.8468804390535
10,12,0.9801463845129378,0.1393359426932493,1.0016,247.360751314483,34.85854582352066,0,10.95309494773158,-74.13839419824595,-99.92193713738372,0.001600000000000181,-0.001199999999999693,-0.01000000000000001,999.8468804390569
10,15,0.8406032698687013,1.129551938905887,1.0016,247.2722918839292,34.8460799529365,0,13.91644577029601,-73.69372834141296,-99.88620374954078,0.001600000000000169,-0.001199999999999911,-0.009999999999999933,999.8468804390524
11,8,0.9775580488879526,0.1564662936685707,0.0016,246.8486052853411,39.20335543145333,0,8.305933732776511,-74.60330030569678,-99.97690694045555,0.001599999999999932,-0.001199999999999759,-0.01000000000000005,999.8468804390528
11,11,0.8207084057803785,1.144088787062189,0.0016,246.7603775413942,39.18934350863584,0,11.26408987482377,-74.10636369343814,-99.94117355267338,0.001599999999999938,-0.001199999999999665,-0.01000000000000009,999.8468804390558
11,12,0.9775580488879526,0.1564662936685707,1.0016,246.712881750364,39.18180044646174,0,12.24877347477323,-73.93537266820437,-99.92193713741281,0.001600000000000218,-0.001199999999999688,-0.01000000000000001,999.846880439052
11,15,0.8207084057803785,1.144088787062189,1.0016,246.6246540064164,39.16778852364413,0,15.20388929050382,-73.4389189065746,-99.88620374959694,0.001600000000000181,-0.001199999999999783,-0.0100000000000001,999.8468804390519
12,8,0.9746703437507718,0.1735487280643459,0.0016,246.124783854297,43.51698267434938,0,9.610153037658854,-74.44653054554929,-99.97690694044995,0.001599999999999923,-0.001199999999999704,-0.0100000000000001,999.8468804390612
12,11,0.8005622061571758,1.15827526696928,0.0016,246.0368148160125,43.50142899034017,0,12.55916027678319,-73.89790493464173,-99.94117355259959,0.001599999999999929,-0.001199999999999842,-0.01000000000000011,999.8468804390654
12,12,0.9746703437507718,0.1735487280643459,1.0016,245.9894582944397,43.49305594924885,0,13.54070091067522,-73.70970900818786,-99.92193713740639,0.001600000000000218,-0.001199999999999646,-0.01000000000000009,999.8468804390598
12,15,0.8005622061571758,1.15827526696928,1.0016,245.9014892561556,43.47750226523971,0,16.4866767384726,-73.16161937696745,-99.88620374952481,0.001600000000000194,-0.001199999999999968,-0.01000000000000014,999.8468804390653
13,8,0.9714841534385245,0.1905780145185519,0.0016,245.3255886318252,47.81728318141534,0,10.91142930828253,-74.26696211725911,-99.97690694045184,0.001599999999999908,-0.001199999999999702,-0.01,999.8468804390549
13,11,0.780170840615272,1.172107034128564,0.0016,245.2379052390322,47.80019249940832,0,13.85038453403895,-73.66681551988214,-99.94117355262878,0.001599999999999932,-0.001199999999999778,-0.01000000000000015,999.8468804390544
13,12,0.9714841534385245,0.1905780145185519,1.0016,245.1907024894834,47.79099204357857,0,14.82848161275382,-73.46147232587252,-99.92193713740251,0.001600000000000218,-0.001199999999999692,-0.01000000000000006,999.8468804390549
13,15,0.780170840615272,1.172107034128564,1.0016,245.1030190966906,47.77390136157159,0,17.76441527052086,-72.86191467309023,-99.88620374955809,0.001600000000000194,-0.001199999999999872,-0.01000000000000006,999.8468804390553
14,8,0.9680004536970914,0.2075489379453075,0.0016,244.451264365221,52.10294001923144,0,12.20936403898313,-74.0646500123772,-99.97690694036989,0.001599999999999898,-0.001199999999999849,-0.009999999999999976,999.8468804390516
14,11,0.7595405538509921,1.185579852669456,0.0016,244.3638934702749,52.08431757311472,0,15.13736721931121,-73.41316621875279,-99.94117355256149,0.001599999999999915,-0.001199999999999885,-0.01000000000000011,999.8468804390533
14,12,0.9680004536970914,0.2075489379453075,1.0016,244.3168589482214,52.07429252011387,0,16.1117212082486,-73.19073864189724,-99.9219371373315,0.001600000000000218,-0.001199999999999825,-0.009999999999999992,999.8468804390527
14,15,0.7595405538509921,1.185579852669456,1.0016,244.2294880532744,52.05567007399696,0,19.03671358925484,-72.53989657741667,-99.8862037495102,0.001600000000000206,-0.001199999999999921,-0.01000000000000008,999.8468804390506
15,8,0.964220311382291,0.2244563011319525,0.0016,243.5020788094563,56.37264073888623,0,13.50355974736538,-73.83965618725064,-99.97690694032059,0.001599999999999888,-0.001199999999999924,-0.01000000000000003,999.8468804390468
15,11,0.7386776637284174,1.198689596646574,0.0016,243.4150471690105,56.35249223163835,0,16.4197142041734,-73.13703470920061,-99.9411735525257,0.001599999999999918,-0.001199999999999951,-0.01000000000000001,999.8468804390496
15,12,0.964220311382291,0.2244563011319525,1.0016,243.3681952784068,56.34164565156044,0,17.39002671504581,-72.89759086622179,-99.9219371372793,0.001600000000000206,-0.001199999999999934,-0.01000000000000003,999.8468804390463
