step,id,x,y,z,normal_x,normal_y,normal_z,tangential_x,tangential_y,tangential_z,slip_1,slip_2,gap,pressure
15,12,0.92875,-0.03749999999999998,1.045,1708851.479832324,-35766.65888021162,0,0,0,0,0.01448257761779842,0.001216313423313769,-0.05998686207733733,5998686.207733735
15,15,0.95125,1.0375,1.045,1708873.817186139,-35767.12640622169,0,0,0,0,0.01448257761779879,0.001216313423314261,-0.0599868620773374,5998686.20773374
16,8,0.9239999999999999,-0.03999999999999999,-0.016,1838083.273774418,-40846.29497276509,0,0,0,0,0.01541889397259597,0.001375279637127,-0.06398420338122311,6398420.338122312
16,11,0.948,1.04,-0.016,1838133.855508962,-40847.41901131051,0,0,0,0,0.01541889397259603,0.001375279637127523,-0.06398420338122311,6398420.338122312
16,12,0.9239999999999999,-0.03999999999999999,1.048,1838083.273774417,-40846.29497276508,0,0,0,0,0.01541889397259522,0.001375279637127021,-0.06398420338122313,6398420.338122307
16,15,0.948,1.04,1.048,1838133.85550896,-40847.41901131049,0,0,0,0,0.01541889397259556,0.001375279637127565,-0.06398420338122303,6398420.338122305
17,8,0.91925,-0.0425,-0.017,1969281.691582463,-46282.65726760637,0,0,0,0,0.01635171670822138,0.001542933574037311,-0.06798122759425471,6798122.759425467
17,11,0.94475,1.0425,-0.017,1969374.233914744,-46284.83222564615,0,0,0,0,0.01635171670822145,0.001542933574037859,-0.06798122759425468,6798122.759425466
17,12,0.91925,-0.0425,1.051,1969281.691582462,-46282.65726760637,0,0,0,0,0.01635171670822077,0.001542933574037331,-0.06798122759425465,6798122.759425465
17,15,0.94475,1.0425,1.051,1969374.233914743,-46284.83222564616,0,0,0,0,0.01635171670822115,0.001542933574037925,-0.06798122759425462,6798122.759425464
18,8,0.9145,-0.045,-0.018,2102455.307357476,-52079.16816390083,0,0,0,0,0.01728107179844176,0.001719107222487169,-0.07197792111018939,7197792.111018939
18,11,0.9415,1.045,-0.018,2102606.095862197,-52082.90329199941,0,0,0,0,0.01728107179844185,0.00171910722248774,-0.07197792111018941,7197792.111018938
18,12,0.9145,-0.045,1.054,2102455.307357477,-52079.16816390085,0,0,0,0,0.01728107179844117,0.001719107222487185,-0.0719779211101894,7197792.111018939
18,15,0.9415,1.045,1.054,2102606.095862197,-52082.90329199944,0,0,0,0,0.0172810717984415,0.001719107222487794,-0.07197792111018939,7197792.111018938
19,8,0.9097499999999999,-0.0475,-0.019,2237612.410168384,-58239.22711397173,0,0,0,0,0.01820698492844266,0.00190363597606907,-0.07597427090590943,7597427.090590945
19,11,0.93825,1.0475,-0.019,2237840.564151568,-58245.16536832857,0,0,0,0,0.01820698492844277,0.001903635976069644,-0.0759742709059095,7597427.090590946
19,12,0.9097499999999999,-0.0475,1.057,2237612.410168384,-58239.22711397175,0,0,0,0,0.0182069849284421,0.00190363597606908,-0.07597427090590943,7597427.090590945
19,15,0.93825,1.0475,1.057,2237840.564151568,-58245.1653683286,0,0,0,0,0.01820698492844243,0.001903635976069821,-0.07597427090590948,7597427.090590945
20,8,0.905,-0.05,-0.02,2374761.049260469,-64766.21043437668,0,0,0,0,0.0191294814990874,0.00209635855590226,-0.07997026452083042,7997026.452083044
20,11,0.9350000000000001,1.05,-0.02,2375088.744464483,-64775.14757630436,0,0,0,0,0.01912948149908749,0.002096358555902741,-0.07997026452083041,7997026.45208304
20,12,0.905,-0.05,1.06,2374761.049260469,-64766.21043437667,0,0,0,0,0.01912948149908695,0.002096358555902255,-0.07997026452083045,7997026.452083042
20,15,0.9350000000000001,1.05,1.06,2375088.744464482,-64775.14757630431,0,0,0,0,0.01912948149908721,0.00209635855590293,-0.07997026452083031,7997026.452083037
