normal_force,id,x,y,z
-38.40736890095776,70,1.000002,0,0
-86.39669989046888,73,1.000002,0.46,0
-121.3010196688661,74,1.000002,0,0.2
-270.2170416225093,77,1.000002,0.46,0.2
165.38957217914,81,1.000002,0.23,0
163.3365205821985,82,1.000002,0,0.1
348.0074489909034,85,1.000002,0.46,0.1
479.0328611497904,89,1.000002,0.23,0.2
-45.59294529343526,91,1.000002,1,0
-143.9799063090587,93,1.000002,1,0.2
194.8859408903108,96,1.000002,0.73,0
191.3569587633444,98,1.000002,1,0.1
564.4564967939336,101,1.000002,0.73,0.2
-158.0298606005138,102,1.000002,0,0.61
-351.677905459298,105,1.000002,0.46,0.61
327.0408465094098,106,1.000002,0,0.405
698.5519449331784,109,1.000002,0.46,0.405
632.5181568592233,113,1.000002,0.23,0.61
-187.5487180023586,115,1.000002,1,0.61
383.0492529775342,117,1.000002,1,0.405
745.3271957372536,120,1.000002,0.73,0.61
-76.30958825286019,121,1.000002,0,1
-171.232921465216,124,1.000002,0.46,1
316.2022514340911,125,1.000002,0,0.8049999999999999
674.0311290905782,128,1.000002,0.46,0.8049999999999999
313.9215321980099,132,1.000002,0.23,1
-90.55132591847678,134,1.000002,1,1
370.3058902019067,136,1.000002,1,0.8049999999999999
369.8669417589983,139,1.000002,0.73,1
