time_s,element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ivol_m3
1,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,300,-1.333359887328708,0.000114482467181265,-0.0005630301610906052,17288704.9917759,317114.6943938923,317114.3131641904,1432981.910228153,1432982.00547048,-462167.7248988122,8.765225370806062e-05,-1.842018565057691e-05,-1.842018803326254e-05,1.791227387785191e-05,1.7912275068381e-05,-5.777096561235152e-06,0.1250000000000001
1,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,300.3332278347213,-1.334470668899105,0.0004276103165655119,-0.002103007660783606,2072336.160587092,7925000.224312909,7925000.292767471,-6063559.445545088,-6063559.314969867,-318221.7371586101,-7.453521006051786e-06,2.913270030117463e-05,2.913270072909835e-05,-7.580914447463099e-05,-7.580914284212523e-05,-3.978540635063646e-06,0.125
1,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,300,-1.333047115411885,0.000114482467181265,-0.0005630281133282011,7712642.275306324,5736478.914321582,4473812.809706068,12845674.76349726,1461128.159243644,-1093500.569247998,2.78018617301258e-05,1.545084072397116e-05,7.559177570124193e-06,0.0001605709345437158,1.826410199054556e-05,-1.366875711559998e-05,0.1250000000000001
1,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,300.3330924013953,-1.334157185074,0.0004276101719043063,-0.002102999300340094,-7632884.737830947,13212309.77888145,12342911.87941793,5346928.130972923,-6155049.12000806,-752920.8004918894,-6.812287082851284e-05,6.218476883119643e-05,5.67499820215376e-05,6.684951619123289e-05,-7.695298042671527e-05,-9.413328552452442e-06,0.125
1,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,300,-1.334898114334941,0.0001144845150573559,-0.0005630301610906052,7712642.310888018,4473813.190488646,5736478.497957315,1461128.037746966,12845675.08358834,-1093500.586591719,2.780186195251137e-05,7.559179950015303e-06,1.545083812169449e-05,1.826410047183707e-05,0.0001605709385448543,-1.366875733239649e-05,0.125
1,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,300.3338939074401,-1.336012400203516,0.0004276186771388364,-0.002103011159750459,-7632878.807001938,12342908.27482453,13212306.0157285,-6155046.415113049,5346926.000360435,-752920.3960560368,-6.812287030725969e-05,5.674998099308414e-05,6.218476933839671e-05,-7.695298238740037e-05,6.684952063434803e-05,-9.413327872646198e-06,0.125
1,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,300,-1.334585336823357,0.0001144845149241291,-0.0005630281132340542,-2022957.952968705,9972946.184109913,9972945.768192768,13070370.70197416,13070371.12004781,-1724833.430940906,-3.304563969659315e-05,4.192876116014823e-05,4.192875856066607e-05,0.000163379633774677,0.0001633796390005976,-2.156041788676132e-05,0.125
1,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,300.333758469918,-1.33569890972334,0.0004276185324705608,-0.00210300279916184,-17497603.38301956,17709969.46608838,17709969.64329088,5451948.509367787,5451948.962711794,-1187619.325585796,-0.0001297893298008904,9.030060435869078e-05,9.030060546642083e-05,6.816255091543952e-05,6.816255658333677e-05,-1.484811579003502e-05,0.125
1,2,1,1.211324865405185,0.211324865405185,0.211324865405185,300.3332278347213,-238.8654660319337,0.0004276103165507481,-0.002103007660883706,12816303.28367233,-15396951.74402672,-15396951.39724877,-7163541.981721043,-7163541.466046738,-205384.8910826284,0.000482797730879895,0.0003064308010507626,0.0003064308032185438,-8.956158406946336e-05,-8.956157762228853e-05,-2.56780741094716e-06,0.1250000000000001
1,2,2,1.788675134594815,0.2113248654051851,0.2113248654051851,360,-274.4666361295721,0.0001316548371349717,-0.0006474846851911556,-9840914.963700471,-4013381.488507712,-4013380.853597776,-8097458.984723209,-8097457.438055254,-39554.41386304086,0.0003400672613948693,0.0003777960348218905,0.0003777960389324414,-0.0001048495720083747,-0.0001048495519814165,-5.121684929070033e-07,0.125
1,2,3,1.211324865405185,0.7886751345948151,0.2113248654051851,300.3330924013953,-238.8656982557632,0.0004276101718895425,-0.002102999300457007,11372941.69357165,-14394710.03441881,-14955831.76030566,9960804.850709982,-7285078.327628329,-485945.8725135247,0.0004737749691204363,0.0003126960272302155,0.0003091883387985496,0.0001245341191866901,-9.108107490656976e-05,-6.075497122259744e-06,0.125
1,2,4,1.788675134594815,0.7886751345948151,0.211324865405185,360,-274.4669958172764,0.0001316548371253854,-0.0006474823300991734,-11379134.04762506,-3190239.378046318,-3298303.88013451,8437002.174390551,-8205681.405577551,-93586.51370142921,0.00033010848217111,0.0003831252435370425,0.0003824256094410489,0.0001092461312477787,-0.0001062508850041794,-1.211800631020568e-06,0.125
1,2,5,1.211324865405185,0.211324865405185,0.7886751345948151,300.3338939074401,-238.8643239442606,0.000427618676941476,-0.002103011159944229,11372935.50101444,-14955828.08865029,-14394706.07216891,-7285075.304528652,9960800.890613658,-485945.7176155675,0.0004737749778775807,0.0003091883326962635,0.0003126960245753573,-9.108107945762455e-05,0.0001245341275766344,-6.07549801039422e-06,0.1250000000000001
1,2,6,1.788675134594815,0.211324865405185,0.788675134594815,360,-274.4648671685148,0.0001316571921519977,-0.0006474846855059082,-11379132.96172263,-3298304.589334986,-3190239.754748298,-8205682.805809495,8437003.87109725,-93586.98236208764,0.0003301084892014887,0.0003824256048495242,0.0003831252410981885,-0.0001062509031350178,0.0001092461532175067,-1.211806699451362e-06,0.125
1,2,7,1.211324865405185,0.7886751345948151,0.7886751345948151,300.333758469918,-238.8645561722275,0.0004276185323672776,-0.002103002799283642,9942176.103279956,-13959887.60567294,-13959887.40096911,10063866.02227161,10063866.12733351,-766506.6126877646,0.0004648309922924675,0.0003154141707885436,0.0003154141720681903,0.000125822681371728,0.000125822682685256,-9.583187721706756e-06,0.125
1,2,8,1.788675134594815,0.7886751345948151,0.7886751345948151,360,-274.4652268626533,0.0001316571921136524,-0.0006474823301758639,-12905184.38814485,-2481246.307624834,-2481246.61003625,8545642.672253562,8545643.822453577,-147619.0822004825,0.0003202284861520747,0.0003877154254775033,0.0003877154235196232,0.0001106528576943348,0.0001106528725876463,-1.91143883756501e-06,0.125
2,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,300,-3.998128347384042,0.0002324563356226328,-0.001968231913566765,36238968.66787837,565435.0802783621,565432.5394770987,2973563.822625554,2973564.463560304,-970380.1079546777,0.0001857870092454702,-3.717257567702978e-05,-3.717259155703768e-05,3.716954778281943e-05,3.716955579450379e-05,-1.212975134943347e-05,0.1250000000000001
