stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ivol_m3
1,0.1,1,1,0.50025,0.4999250243670811,0.4999250243670811,600,99975006.24864873,0.0003514289855957031,0.0003514215350151062,5.411174954086968e-23,5.411174954086968e-23,-5.212510444641848e-10,0.0004998750416509929,-0.0001499625096528156,-0.0001499625096528156,0,0,0,0.0004998750312421895,-0.0001499625093717431,-0.0001499625093717431,7.034527440313058e-34,7.034527440313058e-34,-6.776263578034403e-21,0,0,0,0,0,0,0,1.000199970013683
2,0.2,1,1,0.501,0.4996016462867315,0.4996016462867315,600,201976242.3216634,0.000742688775062561,0.0007427036762237549,-1.459022185836733e-23,-1.459022185836733e-23,2.69319135347381e-09,0.001998002662673058,-0.0007970249665675435,-0.0007970249665675435,0,0,0,0.001009881211606089,-0.0003029643634798957,-0.0003029643634798957,-1.896728841587752e-34,-1.896728841587752e-34,3.501148759515954e-20,0.0009881211604600706,-0.0004940605802300355,-0.0004940605802300351,-2.141376647331533e-34,-2.141376647331533e-34,3.952741176321889e-20,0.0009881211604602926,1.000404034329429
3,0.3,1,1,0.502,0.4991057578882735,0.4991057578882735,600,205924792.716733,0.007400184869766235,0.007400184869766235,-1.29977426249581e-09,-1.29977426249581e-09,-4.597141841678296e-10,0.003992021269537457,-0.001790085470850297,-0.001790085470850297,0,0,0,0.001029623963561464,-0.0003088871890491989,-0.0003088871890491989,-1.689706541244553e-20,-1.689706541244553e-20,-5.976284394181785e-21,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-3.746456194622734e-20,-3.746456194622734e-20,2.630507512828499e-20,0.002962396354666433,1.000411935149827
4,0.4,1,1,0.501,0.4994044149689944,0.4994044149689944,600,-192878796.4667915,0.08869799599051476,0.08869801461696625,7.880207167072103e-10,7.880207167072103e-10,1.62528999368891e-09,0.001998002662673058,-0.00119188006895152,-0.00119188006895152,0,0,0,-0.0009643939826000517,0.0002893181950106303,0.0002893181950106304,1.024426931719373e-20,1.024426931719373e-20,2.112876991795583e-20,0.002962396354666211,-0.001481198177333106,-0.001481198177333106,-3.734411807509644e-20,-3.734411807509644e-20,2.630507512828499e-20,0.002962396354666433,0.9996143169196186
5,0.5,1,1,0.5,0.4998951348688704,0.4998951348688704,600,-209752064.0234441,0.006817400455474854,0.006817430257797241,2.537596680525717e-10,-1.087389442173505e-09,-8.194542010693929e-10,0,-0.0002097522587262907,-0.0002097522587262907,0,0,0,-0.001048760320137673,0.0003146280960590269,0.0003146280960590271,3.298875684683433e-21,-1.413606274825556e-20,-1.065290461390211e-20,0.001048760694201834,-0.0005243803471009172,-0.0005243803471009168,-3.039872444259876e-20,-6.734681850286504e-20,3.876641035867707e-21,0.00487603201513081,0.9995805834622644
6,0.6000000000000001,1,1,0.499,0.5003937972271152,0.5003937972271152,600,-213716424.4226906,0.007578134536743164,0.007578194141387939,2.732952716559592e-09,-3.462646762177368e-10,-2.609442694619064e-10,-0.002002002670673079,0.0007872844644716759,0.0007872844644716759,0,0,0,-0.001068582122136188,0.0003205746366605595,0.0003205746366605597,3.552838531527469e-20,-4.50144079083058e-21,-3.392275503004784e-21,-0.000933419505801653,0.0004667097529008258,0.0004667097529008273,4.581472460054278e-20,-7.698144046029014e-20,-3.383988075029613e-21,0.006858212215134297,0.9995726575950582
7,0.7000000000000001,1,1,0.498,0.5008939588419625,0.5008939588419625,600,-217688737.4011691,0.007639378309249878,0.007639437913894653,-4.608798863006563e-10,-1.115004314473191e-10,1.258754825739696e-09,-0.004008021397538822,0.001786321261667292,0.001786321261667292,0,0,0,-0.001088443687028764,0.0003265331061284916,0.0003265331061284918,-5.991438521908533e-21,-1.449505608815149e-21,1.636381273461604e-20,-0.002919575995071564,0.001459787997535782,0.001459787997535783,3.327564731144357e-20,-8.003337564230558e-20,3.107003231162476e-20,0.008844368704404209,0.9995647158894246
8,0.8,1,1,0.4995,0.5003599215071138,0.5003599215071138,600,219333552.1089441,0.001289956271648407,0.001289956271648407,-2.479505612036381e-09,-5.977657863116777e-11,-1.560754279521593e-09,-0.001000500333583534,0.000719584051512655,0.000719584051512655,0,0,0,0.001096667760540851,-0.0003290003281589014,-0.0003290003281589014,-3.223357295647296e-20,-7.77095522205181e-22,-2.02898056337807e-20,-0.002097168645648698,0.001048584322824349,0.00104858432282435,5.621784965136516e-21,-8.070578572891418e-20,1.351354205574628e-20,0.009666776053827075,1.000438763998218
9,0.9,1,1,0.5014999999999999,0.4993651505134791,0.4993651505134791,600,227246431.4260783,0.1188818216323853,0.1188819408416748,-4.941446588648549e-10,-1.191297043759304e-11,1.351050106725634e-09,0.002995508979798149,-0.001270505723742366,-0.001270505723742366,0,0,0,0.001136232156773745,-0.0003408696467230308,-0.0003408696467230299,-6.423880565243113e-21,-1.548686156887095e-22,1.756365138743323e-20,0.001859270954122405,-0.0009296354770612029,-0.0009296354770612016,-2.018790742609952e-20,-8.132801263543685e-20,8.408030228308278e-20,0.01362321565359818,1.000454600831966
10,1,1,1,0.5,0.4998856746274272,0.4998856746274272,600,-228678198.4875813,0.000966295599937439,0.0009663179516792297,-2.868881556840224e-10,-6.916375713290577e-12,7.843862448012427e-10,0,-0.0002286768897125735,-0.0002286768897125735,0,0,0,-0.001143390992440806,0.0003430172977347539,0.0003430172977347542,-3.729546023892291e-21,-8.991288427277752e-23,1.019702118241616e-20,0.001143387363446791,-0.0005716936817233957,-0.0005716936817233942,-2.288224196744413e-20,-8.139296836684656e-20,9.144693248809986e-20,0.01433909924427379,0.9995427507908722
